COUNTRY,Country,Resource,Stocks and flows,Class,Year,Unit,Value
CAN,Canada,Copper,Total reductions in stock,Class A - Commercially recoverable resources,2020,Tonnes,0.579
CAN,Canada,Copper,Total reductions in stock,Class A - Commercially recoverable resources,2021,Tonnes,0.542
CAN,Canada,Copper,Closing stock,Class A - Commercially recoverable resources,2000,Tonnes,7.419
CAN,Canada,Copper,Closing stock,Class A - Commercially recoverable resources,2001,Tonnes,6.666
CAN,Canada,Copper,Closing stock,Class A - Commercially recoverable resources,2002,Tonnes,6.774
CAN,Canada,Copper,Closing stock,Class A - Commercially recoverable resources,2003,Tonnes,6.037
CAN,Canada,Copper,Closing stock,Class A - Commercially recoverable resources,2004,Tonnes,5.546
CAN,Canada,Copper,Closing stock,Class A - Commercially recoverable resources,2005,Tonnes,6.589
CAN,Canada,Copper,Closing stock,Class A - Commercially recoverable resources,2006,Tonnes,6.923
CAN,Canada,Copper,Closing stock,Class A - Commercially recoverable resources,2007,Tonnes,7.565
CAN,Canada,Copper,Closing stock,Class A - Commercially recoverable resources,2008,Tonnes,7.456
CAN,Canada,Copper,Closing stock,Class A - Commercially recoverable resources,2009,Tonnes,7.29
CAN,Canada,Copper,Closing stock,Class A - Commercially recoverable resources,2010,Tonnes,8.851
CAN,Canada,Copper,Closing stock,Class A - Commercially recoverable resources,2011,Tonnes,10.57
CAN,Canada,Copper,Closing stock,Class A - Commercially recoverable resources,2012,Tonnes,10.364
CAN,Canada,Copper,Closing stock,Class A - Commercially recoverable resources,2013,Tonnes,10.777
CAN,Canada,Copper,Closing stock,Class A - Commercially recoverable resources,2014,Tonnes,10.215
CAN,Canada,Copper,Closing stock,Class A - Commercially recoverable resources,2015,Tonnes,9.937
CAN,Canada,Copper,Closing stock,Class A - Commercially recoverable resources,2016,Tonnes,9.101
CAN,Canada,Copper,Closing stock,Class A - Commercially recoverable resources,2017,Tonnes,8.984
CAN,Canada,Copper,Closing stock,Class A - Commercially recoverable resources,2018,Tonnes,8.115
CAN,Canada,Copper,Closing stock,Class A - Commercially recoverable resources,2019,Tonnes,7.348
CAN,Canada,Copper,Closing stock,Class A - Commercially recoverable resources,2020,Tonnes,7.001
CAN,Canada,Copper,Closing stock,Class A - Commercially recoverable resources,2021,Tonnes,7.62
CAN,Canada,Copper,Discrepancies,Class A - Commercially recoverable resources,2000,Tonnes,0
CAN,Canada,Copper,Discrepancies,Class A - Commercially recoverable resources,2001,Tonnes,0
CAN,Canada,Copper,Discrepancies,Class A - Commercially recoverable resources,2002,Tonnes,0
CAN,Canada,Copper,Discrepancies,Class A - Commercially recoverable resources,2003,Tonnes,0
CAN,Canada,Copper,Discrepancies,Class A - Commercially recoverable resources,2004,Tonnes,0
CAN,Canada,Copper,Discrepancies,Class A - Commercially recoverable resources,2005,Tonnes,0
CAN,Canada,Copper,Discrepancies,Class A - Commercially recoverable resources,2006,Tonnes,0
CAN,Canada,Copper,Discrepancies,Class A - Commercially recoverable resources,2007,Tonnes,0
CAN,Canada,Copper,Discrepancies,Class A - Commercially recoverable resources,2008,Tonnes,0
CAN,Canada,Copper,Discrepancies,Class A - Commercially recoverable resources,2009,Tonnes,0
CAN,Canada,Copper,Discrepancies,Class A - Commercially recoverable resources,2010,Tonnes,0
CAN,Canada,Copper,Discrepancies,Class A - Commercially recoverable resources,2011,Tonnes,0
CAN,Canada,Copper,Discrepancies,Class A - Commercially recoverable resources,2012,Tonnes,0
CAN,Canada,Copper,Discrepancies,Class A - Commercially recoverable resources,2013,Tonnes,0
CAN,Canada,Copper,Discrepancies,Class A - Commercially recoverable resources,2014,Tonnes,0
CAN,Canada,Copper,Discrepancies,Class A - Commercially recoverable resources,2015,Tonnes,0
CAN,Canada,Copper,Discrepancies,Class A - Commercially recoverable resources,2016,Tonnes,0
CAN,Canada,Copper,Discrepancies,Class A - Commercially recoverable resources,2017,Tonnes,0
CAN,Canada,Copper,Discrepancies,Class A - Commercially recoverable resources,2018,Tonnes,0
CAN,Canada,Copper,Discrepancies,Class A - Commercially recoverable resources,2019,Tonnes,0
CAN,Canada,Copper,Discrepancies,Class A - Commercially recoverable resources,2020,Tonnes,0
CAN,Canada,Copper,Discrepancies,Class A - Commercially recoverable resources,2021,Tonnes,0
CAN,Canada,Zinc,Opening stock,Class A - Commercially recoverable resources,2000,Tonnes,10.21
CAN,Canada,Zinc,Opening stock,Class A - Commercially recoverable resources,2001,Tonnes,8.896
CAN,Canada,Zinc,Opening stock,Class A - Commercially recoverable resources,2002,Tonnes,7.808
CAN,Canada,Zinc,Opening stock,Class A - Commercially recoverable resources,2003,Tonnes,6.871
CAN,Canada,Zinc,Opening stock,Class A - Commercially recoverable resources,2004,Tonnes,6.251
CAN,Canada,Zinc,Opening stock,Class A - Commercially recoverable resources,2005,Tonnes,5.299
CAN,Canada,Zinc,Opening stock,Class A - Commercially recoverable resources,2006,Tonnes,5.063
CAN,Canada,Zinc,Opening stock,Class A - Commercially recoverable resources,2007,Tonnes,6.055
CAN,Canada,Zinc,Opening stock,Class A - Commercially recoverable resources,2008,Tonnes,5.984
CAN,Canada,Zinc,Opening stock,Class A - Commercially recoverable resources,2009,Tonnes,5.005
CAN,Canada,Zinc,Opening stock,Class A - Commercially recoverable resources,2010,Tonnes,4.25
CAN,Canada,Zinc,Opening stock,Class A - Commercially recoverable resources,2011,Tonnes,4.133
CAN,Canada,Zinc,Opening stock,Class A - Commercially recoverable resources,2012,Tonnes,4.807
CAN,Canada,Zinc,Opening stock,Class A - Commercially recoverable resources,2013,Tonnes,4.163
CAN,Canada,Zinc,Opening stock,Class A - Commercially recoverable resources,2014,Tonnes,3.532
CAN,Canada,Zinc,Opening stock,Class A - Commercially recoverable resources,2015,Tonnes,2.972
CAN,Canada,Zinc,Opening stock,Class A - Commercially recoverable resources,2016,Tonnes,3.009
CAN,Canada,Zinc,Opening stock,Class A - Commercially recoverable resources,2017,Tonnes,2.231
CAN,Canada,Zinc,Opening stock,Class A - Commercially recoverable resources,2018,Tonnes,2.286
CAN,Canada,Zinc,Opening stock,Class A - Commercially recoverable resources,2019,Tonnes,1.913
CAN,Canada,Zinc,Opening stock,Class A - Commercially recoverable resources,2020,Tonnes,2.18
CAN,Canada,Zinc,Opening stock,Class A - Commercially recoverable resources,2021,Tonnes,1.63
CAN,Canada,Zinc,Upward reappraisals,Class A - Commercially recoverable resources,2003,Tonnes,0.137
CAN,Canada,Zinc,Upward reappraisals,Class A - Commercially recoverable resources,2005,Tonnes,0.383
CAN,Canada,Zinc,Upward reappraisals,Class A - Commercially recoverable resources,2006,Tonnes,1.594
CAN,Canada,Zinc,Upward reappraisals,Class A - Commercially recoverable resources,2007,Tonnes,0.523
CAN,Canada,Zinc,Upward reappraisals,Class A - Commercially recoverable resources,2010,Tonnes,0.493
CAN,Canada,Zinc,Upward reappraisals,Class A - Commercially recoverable resources,2011,Tonnes,1.265
CAN,Canada,Zinc,Upward reappraisals,Class A - Commercially recoverable resources,2015,Tonnes,0.312
CAN,Canada,Zinc,Upward reappraisals,Class A - Commercially recoverable resources,2017,Tonnes,0.36
CAN,Canada,Zinc,Upward reappraisals,Class A - Commercially recoverable resources,2019,Tonnes,0.536
CAN,Canada,Zinc,Total additions to stock,Class A - Commercially recoverable resources,2003,Tonnes,0.137
CAN,Canada,Zinc,Total additions to stock,Class A - Commercially recoverable resources,2005,Tonnes,0.383
CAN,Canada,Zinc,Total additions to stock,Class A - Commercially recoverable resources,2006,Tonnes,1.594
CAN,Canada,Zinc,Total additions to stock,Class A - Commercially recoverable resources,2007,Tonnes,0.523
CAN,Canada,Zinc,Total additions to stock,Class A - Commercially recoverable resources,2010,Tonnes,0.493
CAN,Canada,Zinc,Total additions to stock,Class A - Commercially recoverable resources,2011,Tonnes,1.265
CAN,Canada,Zinc,Total additions to stock,Class A - Commercially recoverable resources,2015,Tonnes,0.312
CAN,Canada,Zinc,Total additions to stock,Class A - Commercially recoverable resources,2017,Tonnes,0.36
CAN,Canada,Zinc,Total additions to stock,Class A - Commercially recoverable resources,2019,Tonnes,0.536
CAN,Canada,Zinc,Extractions,Class A - Commercially recoverable resources,2000,Tonnes,0.936
CAN,Canada,Zinc,Extractions,Class A - Commercially recoverable resources,2001,Tonnes,1.012
CAN,Canada,Zinc,Extractions,Class A - Commercially recoverable resources,2002,Tonnes,0.924
CAN,Canada,Zinc,Extractions,Class A - Commercially recoverable resources,2003,Tonnes,0.757
CAN,Canada,Zinc,Extractions,Class A - Commercially recoverable resources,2004,Tonnes,0.734
CAN,Canada,Zinc,Extractions,Class A - Commercially recoverable resources,2005,Tonnes,0.619
CAN,Canada,Zinc,Extractions,Class A - Commercially recoverable resources,2006,Tonnes,0.602
CAN,Canada,Zinc,Extractions,Class A - Commercially recoverable resources,2007,Tonnes,0.594
CAN,Canada,Zinc,Extractions,Class A - Commercially recoverable resources,2008,Tonnes,0.705
CAN,Canada,Zinc,Extractions,Class A - Commercially recoverable resources,2009,Tonnes,0.67
CAN,Canada,Zinc,Extractions,Class A - Commercially recoverable resources,2010,Tonnes,0.61
CAN,Canada,Zinc,Extractions,Class A - Commercially recoverable resources,2011,Tonnes,0.591
CAN,Canada,Zinc,Extractions,Class A - Commercially recoverable resources,2012,Tonnes,0.602
CAN,Canada,Zinc,Extractions,Class A - Commercially recoverable resources,2013,Tonnes,0.412
CAN,Canada,Zinc,Extractions,Class A - Commercially recoverable resources,2014,Tonnes,0.323
CAN,Canada,Zinc,Extractions,Class A - Commercially recoverable resources,2015,Tonnes,0.275
CAN,Canada,Zinc,Extractions,Class A - Commercially recoverable resources,2016,Tonnes,0.301
CAN,Canada,Zinc,Extractions,Class A - Commercially recoverable resources,2017,Tonnes,0.305
CAN,Canada,Zinc,Extractions,Class A - Commercially recoverable resources,2018,Tonnes,0.269
CAN,Canada,Zinc,Extractions,Class A - Commercially recoverable resources,2019,Tonnes,0.269
CAN,Canada,Zinc,Extractions,Class A - Commercially recoverable resources,2020,Tonnes,0.248
CAN,Canada,Zinc,Extractions,Class A - Commercially recoverable resources,2021,Tonnes,0.31
CAN,Canada,Zinc,Downward reappraisals,Class A - Commercially recoverable resources,2000,Tonnes,0.378
CAN,Canada,Zinc,Downward reappraisals,Class A - Commercially recoverable resources,2001,Tonnes,0.076
CAN,Canada,Zinc,Downward reappraisals,Class A - Commercially recoverable resources,2002,Tonnes,0.013
CAN,Canada,Zinc,Downward reappraisals,Class A - Commercially recoverable resources,2004,Tonnes,0.218
CAN,Canada,Zinc,Downward reappraisals,Class A - Commercially recoverable resources,2008,Tonnes,0.274
CAN,Canada,Zinc,Downward reappraisals,Class A - Commercially recoverable resources,2009,Tonnes,0.085
CAN,Canada,Zinc,Downward reappraisals,Class A - Commercially recoverable resources,2012,Tonnes,0.043
CAN,Canada,Zinc,Downward reappraisals,Class A - Commercially recoverable resources,2013,Tonnes,0.219
CAN,Canada,Zinc,Downward reappraisals,Class A - Commercially recoverable resources,2014,Tonnes,0.237
CAN,Canada,Zinc,Downward reappraisals,Class A - Commercially recoverable resources,2016,Tonnes,0.477
CAN,Canada,Zinc,Downward reappraisals,Class A - Commercially recoverable resources,2018,Tonnes,0.104
CAN,Canada,Zinc,Downward reappraisals,Class A - Commercially recoverable resources,2020,Tonnes,0.303
CAN,Canada,Zinc,Downward reappraisals,Class A - Commercially recoverable resources,2021,Tonnes,0.082
CAN,Canada,Zinc,Total reductions in stock,Class A - Commercially recoverable resources,2000,Tonnes,1.314
CAN,Canada,Zinc,Total reductions in stock,Class A - Commercially recoverable resources,2001,Tonnes,1.088
CAN,Canada,Zinc,Total reductions in stock,Class A - Commercially recoverable resources,2002,Tonnes,0.937
CAN,Canada,Zinc,Total reductions in stock,Class A - Commercially recoverable resources,2003,Tonnes,0.757
CAN,Canada,Zinc,Total reductions in stock,Class A - Commercially recoverable resources,2004,Tonnes,0.952
CAN,Canada,Zinc,Total reductions in stock,Class A - Commercially recoverable resources,2005,Tonnes,0.619
CAN,Canada,Zinc,Total reductions in stock,Class A - Commercially recoverable resources,2006,Tonnes,0.602
CAN,Canada,Zinc,Total reductions in stock,Class A - Commercially recoverable resources,2007,Tonnes,0.594
CAN,Canada,Zinc,Total reductions in stock,Class A - Commercially recoverable resources,2008,Tonnes,0.979
CAN,Canada,Zinc,Total reductions in stock,Class A - Commercially recoverable resources,2009,Tonnes,0.755
CAN,Canada,Zinc,Total reductions in stock,Class A - Commercially recoverable resources,2010,Tonnes,0.61
CAN,Canada,Zinc,Total reductions in stock,Class A - Commercially recoverable resources,2011,Tonnes,0.591
CAN,Canada,Zinc,Total reductions in stock,Class A - Commercially recoverable resources,2012,Tonnes,0.644
CAN,Canada,Zinc,Total reductions in stock,Class A - Commercially recoverable resources,2013,Tonnes,0.631
CAN,Canada,Zinc,Total reductions in stock,Class A - Commercially recoverable resources,2014,Tonnes,0.56
CAN,Canada,Zinc,Total reductions in stock,Class A - Commercially recoverable resources,2015,Tonnes,0.275
CAN,Canada,Zinc,Total reductions in stock,Class A - Commercially recoverable resources,2016,Tonnes,0.778
CAN,Canada,Zinc,Total reductions in stock,Class A - Commercially recoverable resources,2017,Tonnes,0.305
CAN,Canada,Zinc,Total reductions in stock,Class A - Commercially recoverable resources,2018,Tonnes,0.373
CAN,Canada,Zinc,Total reductions in stock,Class A - Commercially recoverable resources,2019,Tonnes,0.269
CAN,Canada,Zinc,Total reductions in stock,Class A - Commercially recoverable resources,2020,Tonnes,0.55
CAN,Canada,Zinc,Total reductions in stock,Class A - Commercially recoverable resources,2021,Tonnes,0.392
CAN,Canada,Zinc,Closing stock,Class A - Commercially recoverable resources,2000,Tonnes,8.896
CAN,Canada,Zinc,Closing stock,Class A - Commercially recoverable resources,2001,Tonnes,7.808
CAN,Canada,Zinc,Closing stock,Class A - Commercially recoverable resources,2002,Tonnes,6.871
CAN,Canada,Zinc,Closing stock,Class A - Commercially recoverable resources,2003,Tonnes,6.251
CAN,Canada,Zinc,Closing stock,Class A - Commercially recoverable resources,2004,Tonnes,5.299
CAN,Canada,Zinc,Closing stock,Class A - Commercially recoverable resources,2005,Tonnes,5.063
CAN,Canada,Zinc,Closing stock,Class A - Commercially recoverable resources,2006,Tonnes,6.055
CAN,Canada,Zinc,Closing stock,Class A - Commercially recoverable resources,2007,Tonnes,5.984
CAN,Canada,Zinc,Closing stock,Class A - Commercially recoverable resources,2008,Tonnes,5.005
CAN,Canada,Zinc,Closing stock,Class A - Commercially recoverable resources,2009,Tonnes,4.25
CAN,Canada,Zinc,Closing stock,Class A - Commercially recoverable resources,2010,Tonnes,4.133
CAN,Canada,Zinc,Closing stock,Class A - Commercially recoverable resources,2011,Tonnes,4.807
CAN,Canada,Zinc,Closing stock,Class A - Commercially recoverable resources,2012,Tonnes,4.163
CAN,Canada,Zinc,Closing stock,Class A - Commercially recoverable resources,2013,Tonnes,3.532
CAN,Canada,Zinc,Closing stock,Class A - Commercially recoverable resources,2014,Tonnes,2.972
CAN,Canada,Zinc,Closing stock,Class A - Commercially recoverable resources,2015,Tonnes,3.009
CAN,Canada,Zinc,Closing stock,Class A - Commercially recoverable resources,2016,Tonnes,2.231
CAN,Canada,Zinc,Closing stock,Class A - Commercially recoverable resources,2017,Tonnes,2.286
CAN,Canada,Zinc,Closing stock,Class A - Commercially recoverable resources,2018,Tonnes,1.913
CAN,Canada,Zinc,Closing stock,Class A - Commercially recoverable resources,2019,Tonnes,2.18
CAN,Canada,Zinc,Closing stock,Class A - Commercially recoverable resources,2020,Tonnes,1.63
CAN,Canada,Zinc,Closing stock,Class A - Commercially recoverable resources,2021,Tonnes,1.238
CAN,Canada,Zinc,Discrepancies,Class A - Commercially recoverable resources,2000,Tonnes,0
CAN,Canada,Zinc,Discrepancies,Class A - Commercially recoverable resources,2001,Tonnes,0
CAN,Canada,Zinc,Discrepancies,Class A - Commercially recoverable resources,2002,Tonnes,0
CAN,Canada,Zinc,Discrepancies,Class A - Commercially recoverable resources,2003,Tonnes,0
CAN,Canada,Zinc,Discrepancies,Class A - Commercially recoverable resources,2004,Tonnes,0
CAN,Canada,Zinc,Discrepancies,Class A - Commercially recoverable resources,2005,Tonnes,0
CAN,Canada,Zinc,Discrepancies,Class A - Commercially recoverable resources,2006,Tonnes,0
CAN,Canada,Zinc,Discrepancies,Class A - Commercially recoverable resources,2007,Tonnes,0
CAN,Canada,Zinc,Discrepancies,Class A - Commercially recoverable resources,2008,Tonnes,0
CAN,Canada,Zinc,Discrepancies,Class A - Commercially recoverable resources,2009,Tonnes,0
CAN,Canada,Zinc,Discrepancies,Class A - Commercially recoverable resources,2010,Tonnes,0
CAN,Canada,Zinc,Discrepancies,Class A - Commercially recoverable resources,2011,Tonnes,0
CAN,Canada,Zinc,Discrepancies,Class A - Commercially recoverable resources,2012,Tonnes,0
CAN,Canada,Zinc,Discrepancies,Class A - Commercially recoverable resources,2013,Tonnes,0
CAN,Canada,Zinc,Discrepancies,Class A - Commercially recoverable resources,2014,Tonnes,0
CAN,Canada,Zinc,Discrepancies,Class A - Commercially recoverable resources,2015,Tonnes,0
CAN,Canada,Zinc,Discrepancies,Class A - Commercially recoverable resources,2016,Tonnes,0
CAN,Canada,Zinc,Discrepancies,Class A - Commercially recoverable resources,2017,Tonnes,0
CAN,Canada,Zinc,Discrepancies,Class A - Commercially recoverable resources,2018,Tonnes,0
CAN,Canada,Zinc,Discrepancies,Class A - Commercially recoverable resources,2019,Tonnes,0
CAN,Canada,Zinc,Discrepancies,Class A - Commercially recoverable resources,2020,Tonnes,0
CAN,Canada,Zinc,Discrepancies,Class A - Commercially recoverable resources,2021,Tonnes,0
CAN,Canada,Lead,Opening stock,Class A - Commercially recoverable resources,2000,Tonnes,1.586
CAN,Canada,Lead,Opening stock,Class A - Commercially recoverable resources,2001,Tonnes,1.315
CAN,Canada,Lead,Opening stock,Class A - Commercially recoverable resources,2002,Tonnes,0.97
CAN,Canada,Lead,Opening stock,Class A - Commercially recoverable resources,2003,Tonnes,0.872
CAN,Canada,Lead,Opening stock,Class A - Commercially recoverable resources,2004,Tonnes,0.749
CAN,Canada,Lead,Opening stock,Class A - Commercially recoverable resources,2005,Tonnes,0.667
CAN,Canada,Lead,Opening stock,Class A - Commercially recoverable resources,2006,Tonnes,0.552
CAN,Canada,Lead,Opening stock,Class A - Commercially recoverable resources,2007,Tonnes,0.737
CAN,Canada,Lead,Opening stock,Class A - Commercially recoverable resources,2008,Tonnes,0.682
CAN,Canada,Lead,Opening stock,Class A - Commercially recoverable resources,2009,Tonnes,0.636
CAN,Canada,Lead,Opening stock,Class A - Commercially recoverable resources,2010,Tonnes,0.451
CAN,Canada,Lead,Opening stock,Class A - Commercially recoverable resources,2011,Tonnes,0.4
CAN,Canada,Lead,Opening stock,Class A - Commercially recoverable resources,2012,Tonnes,0.247
CAN,Canada,Lead,Opening stock,Class A - Commercially recoverable resources,2013,Tonnes,0.126
CAN,Canada,Lead,Opening stock,Class A - Commercially recoverable resources,2014,Tonnes,0.116
CAN,Canada,Lead,Opening stock,Class A - Commercially recoverable resources,2015,Tonnes,0.088
CAN,Canada,Lead,Opening stock,Class A - Commercially recoverable resources,2016,Tonnes,0.083
CAN,Canada,Lead,Opening stock,Class A - Commercially recoverable resources,2017,Tonnes,0.04
CAN,Canada,Lead,Opening stock,Class A - Commercially recoverable resources,2018,Tonnes,0.165
CAN,Canada,Lead,Opening stock,Class A - Commercially recoverable resources,2019,Tonnes,0.118
CAN,Canada,Lead,Opening stock,Class A - Commercially recoverable resources,2020,Tonnes,0.203
CAN,Canada,Lead,Opening stock,Class A - Commercially recoverable resources,2021,Tonnes,0.176
CAN,Canada,Lead,Upward reappraisals,Class A - Commercially recoverable resources,2002,Tonnes,0.003
CAN,Canada,Lead,Upward reappraisals,Class A - Commercially recoverable resources,2006,Tonnes,0.264
CAN,Canada,Lead,Upward reappraisals,Class A - Commercially recoverable resources,2007,Tonnes,0.015
CAN,Canada,Lead,Upward reappraisals,Class A - Commercially recoverable resources,2008,Tonnes,0.041
CAN,Canada,Lead,Upward reappraisals,Class A - Commercially recoverable resources,2010,Tonnes,0.011
CAN,Canada,Lead,Upward reappraisals,Class A - Commercially recoverable resources,2013,Tonnes,0.013
CAN,Canada,Lead,Upward reappraisals,Class A - Commercially recoverable resources,2017,Tonnes,0.139
CAN,Canada,Lead,Upward reappraisals,Class A - Commercially recoverable resources,2019,Tonnes,0.107
CAN,Canada,Lead,Upward reappraisals,Class A - Commercially recoverable resources,2021,Tonnes,0.025
CAN,Canada,Lead,Total additions to stock,Class A - Commercially recoverable resources,2002,Tonnes,0.003
CAN,Canada,Lead,Total additions to stock,Class A - Commercially recoverable resources,2006,Tonnes,0.264
CAN,Canada,Lead,Total additions to stock,Class A - Commercially recoverable resources,2007,Tonnes,0.015
CAN,Canada,Lead,Total additions to stock,Class A - Commercially recoverable resources,2008,Tonnes,0.041
CAN,Canada,Lead,Total additions to stock,Class A - Commercially recoverable resources,2010,Tonnes,0.011
CAN,Canada,Lead,Total additions to stock,Class A - Commercially recoverable resources,2013,Tonnes,0.013
CAN,Canada,Lead,Total additions to stock,Class A - Commercially recoverable resources,2017,Tonnes,0.139
CAN,Canada,Lead,Total additions to stock,Class A - Commercially recoverable resources,2019,Tonnes,0.107
CAN,Canada,Lead,Total additions to stock,Class A - Commercially recoverable resources,2021,Tonnes,0.025
CAN,Canada,Lead,Extractions,Class A - Commercially recoverable resources,2000,Tonnes,0.143
CAN,Canada,Lead,Extractions,Class A - Commercially recoverable resources,2001,Tonnes,0.15
CAN,Canada,Lead,Extractions,Class A - Commercially recoverable resources,2002,Tonnes,0.101
CAN,Canada,Lead,Extractions,Class A - Commercially recoverable resources,2003,Tonnes,0.093
CAN,Canada,Lead,Extractions,Class A - Commercially recoverable resources,2004,Tonnes,0.072
CAN,Canada,Lead,Extractions,Class A - Commercially recoverable resources,2005,Tonnes,0.073
CAN,Canada,Lead,Extractions,Class A - Commercially recoverable resources,2006,Tonnes,0.079
CAN,Canada,Lead,Extractions,Class A - Commercially recoverable resources,2007,Tonnes,0.07
CAN,Canada,Lead,Extractions,Class A - Commercially recoverable resources,2008,Tonnes,0.087
CAN,Canada,Lead,Extractions,Class A - Commercially recoverable resources,2009,Tonnes,0.071
CAN,Canada,Lead,Extractions,Class A - Commercially recoverable resources,2010,Tonnes,0.062
CAN,Canada,Lead,Extractions,Class A - Commercially recoverable resources,2011,Tonnes,0.063
CAN,Canada,Lead,Extractions,Class A - Commercially recoverable resources,2012,Tonnes,0.062
CAN,Canada,Lead,Extractions,Class A - Commercially recoverable resources,2013,Tonnes,0.023
CAN,Canada,Lead,Extractions,Class A - Commercially recoverable resources,2014,Tonnes,0.004
CAN,Canada,Lead,Extractions,Class A - Commercially recoverable resources,2015,Tonnes,0.004
CAN,Canada,Lead,Extractions,Class A - Commercially recoverable resources,2016,Tonnes,0.012
CAN,Canada,Lead,Extractions,Class A - Commercially recoverable resources,2017,Tonnes,0.014
CAN,Canada,Lead,Extractions,Class A - Commercially recoverable resources,2018,Tonnes,0.019
CAN,Canada,Lead,Extractions,Class A - Commercially recoverable resources,2019,Tonnes,0.022
CAN,Canada,Lead,Extractions,Class A - Commercially recoverable resources,2021,Tonnes,0.07
CAN,Canada,Lead,Downward reappraisals,Class A - Commercially recoverable resources,2000,Tonnes,0.128
CAN,Canada,Lead,Downward reappraisals,Class A - Commercially recoverable resources,2001,Tonnes,0.195
CAN,Canada,Lead,Downward reappraisals,Class A - Commercially recoverable resources,2003,Tonnes,0.03
CAN,Canada,Lead,Downward reappraisals,Class A - Commercially recoverable resources,2004,Tonnes,0.01
CAN,Canada,Lead,Downward reappraisals,Class A - Commercially recoverable resources,2005,Tonnes,0.042
CAN,Canada,Lead,Downward reappraisals,Class A - Commercially recoverable resources,2009,Tonnes,0.113
CAN,Canada,Lead,Downward reappraisals,Class A - Commercially recoverable resources,2011,Tonnes,0.091
CAN,Canada,Lead,Downward reappraisals,Class A - Commercially recoverable resources,2012,Tonnes,0.059
CAN,Canada,Lead,Downward reappraisals,Class A - Commercially recoverable resources,2014,Tonnes,0.024
CAN,Canada,Lead,Downward reappraisals,Class A - Commercially recoverable resources,2015,Tonnes,0.001
CAN,Canada,Lead,Downward reappraisals,Class A - Commercially recoverable resources,2016,Tonnes,0.031
CAN,Canada,Lead,Downward reappraisals,Class A - Commercially recoverable resources,2018,Tonnes,0.028
CAN,Canada,Lead,Total reductions in stock,Class A - Commercially recoverable resources,2000,Tonnes,0.271
CAN,Canada,Lead,Total reductions in stock,Class A - Commercially recoverable resources,2001,Tonnes,0.345
CAN,Canada,Lead,Total reductions in stock,Class A - Commercially recoverable resources,2002,Tonnes,0.101
CAN,Canada,Lead,Total reductions in stock,Class A - Commercially recoverable resources,2003,Tonnes,0.123
CAN,Canada,Lead,Total reductions in stock,Class A - Commercially recoverable resources,2004,Tonnes,0.082
CAN,Canada,Lead,Total reductions in stock,Class A - Commercially recoverable resources,2005,Tonnes,0.115
CAN,Canada,Lead,Total reductions in stock,Class A - Commercially recoverable resources,2006,Tonnes,0.079
CAN,Canada,Lead,Total reductions in stock,Class A - Commercially recoverable resources,2007,Tonnes,0.07
CAN,Canada,Lead,Total reductions in stock,Class A - Commercially recoverable resources,2008,Tonnes,0.087
CAN,Canada,Lead,Total reductions in stock,Class A - Commercially recoverable resources,2009,Tonnes,0.185
CAN,Canada,Lead,Total reductions in stock,Class A - Commercially recoverable resources,2010,Tonnes,0.062
CAN,Canada,Lead,Total reductions in stock,Class A - Commercially recoverable resources,2011,Tonnes,0.153
CAN,Canada,Lead,Total reductions in stock,Class A - Commercially recoverable resources,2012,Tonnes,0.121
CAN,Canada,Lead,Total reductions in stock,Class A - Commercially recoverable resources,2013,Tonnes,0.023
CAN,Canada,Lead,Total reductions in stock,Class A - Commercially recoverable resources,2014,Tonnes,0.028
CAN,Canada,Lead,Total reductions in stock,Class A - Commercially recoverable resources,2015,Tonnes,0.005
CAN,Canada,Lead,Total reductions in stock,Class A - Commercially recoverable resources,2016,Tonnes,0.043
CAN,Canada,Lead,Total reductions in stock,Class A - Commercially recoverable resources,2017,Tonnes,0.014
CAN,Canada,Lead,Total reductions in stock,Class A - Commercially recoverable resources,2018,Tonnes,0.047
CAN,Canada,Lead,Total reductions in stock,Class A - Commercially recoverable resources,2019,Tonnes,0.022
CAN,Canada,Lead,Total reductions in stock,Class A - Commercially recoverable resources,2021,Tonnes,0.07
CAN,Canada,Lead,Closing stock,Class A - Commercially recoverable resources,2000,Tonnes,1.315
CAN,Canada,Lead,Closing stock,Class A - Commercially recoverable resources,2001,Tonnes,0.97
CAN,Canada,Lead,Closing stock,Class A - Commercially recoverable resources,2002,Tonnes,0.872
CAN,Canada,Lead,Closing stock,Class A - Commercially recoverable resources,2003,Tonnes,0.749
CAN,Canada,Lead,Closing stock,Class A - Commercially recoverable resources,2004,Tonnes,0.667
CAN,Canada,Lead,Closing stock,Class A - Commercially recoverable resources,2005,Tonnes,0.552
CAN,Canada,Lead,Closing stock,Class A - Commercially recoverable resources,2006,Tonnes,0.737
CAN,Canada,Lead,Closing stock,Class A - Commercially recoverable resources,2007,Tonnes,0.682
CAN,Canada,Lead,Closing stock,Class A - Commercially recoverable resources,2008,Tonnes,0.636
CAN,Canada,Lead,Closing stock,Class A - Commercially recoverable resources,2009,Tonnes,0.451
CAN,Canada,Lead,Closing stock,Class A - Commercially recoverable resources,2010,Tonnes,0.4
CAN,Canada,Lead,Closing stock,Class A - Commercially recoverable resources,2011,Tonnes,0.247
CAN,Canada,Lead,Closing stock,Class A - Commercially recoverable resources,2012,Tonnes,0.126
CAN,Canada,Lead,Closing stock,Class A - Commercially recoverable resources,2013,Tonnes,0.116
