Country,Variable,Year,Value
United Kingdom,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2005,
United Kingdom,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2010,0.4
Italy,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",1970,8
Italy,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2005,2.3
Italy,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2015,2.9
South Africa,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2000,2
South Africa,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2005,3
Austria,Total public sewerage (% of resident population connected to a wastewater collecting system),1990,72
Austria,Total public sewerage (% of resident population connected to a wastewater collecting system),2000,85.4
Austria,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,93.9
Austria,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,95.2
Austria,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,95.95
Austria,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,95.95
Austria,Total public sewerage (% of resident population connected to a wastewater collecting system),2020,96.04
Austria,Total public sewerage (% of resident population connected to a wastewater collecting system),2021,96.04
Canada,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2015,42.8
Canada,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2016,42.6
Canada,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2017,42.6
Hungary,Public total treatment (connected to a wastewater treatment plant),1970,6
Hungary,Public total treatment (connected to a wastewater treatment plant),1980,19
Hungary,Public total treatment (connected to a wastewater treatment plant),1990,20.4
Hungary,Public total treatment (connected to a wastewater treatment plant),2000,46
Hungary,Public total treatment (connected to a wastewater treatment plant),2005,60.6
Hungary,Public total treatment (connected to a wastewater treatment plant),2010,71.8
Hungary,Public total treatment (connected to a wastewater treatment plant),2015,76.59
Hungary,Public total treatment (connected to a wastewater treatment plant),2016,78.17
Hungary,Public total treatment (connected to a wastewater treatment plant),2017,79.191
Hungary,Public total treatment (connected to a wastewater treatment plant),2018,80.43
Hungary,Public total treatment (connected to a wastewater treatment plant),2019,80.336
Hungary,Public total treatment (connected to a wastewater treatment plant),2020,81.02
Hungary,Public total treatment (connected to a wastewater treatment plant),2021,97.926
Costa Rica,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2016,13.62
Costa Rica,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2017,15.82
Costa Rica,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2018,15.33
Costa Rica,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2019,14.5
Costa Rica,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2020,14.72
Costa Rica,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2021,17
Türkiye,Total public sewerage (% of resident population connected to a wastewater collecting system),2000,63
Türkiye,Total public sewerage (% of resident population connected to a wastewater collecting system),2005,68.8
Türkiye,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,78.8
Türkiye,Total public sewerage (% of resident population connected to a wastewater collecting system),2015,69.938
Türkiye,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,87.55
Türkiye,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,74.239
Türkiye,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,88.497
Türkiye,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,73.931
Türkiye,Total public sewerage (% of resident population connected to a wastewater collecting system),2020,89.303
Norway,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1970,
Norway,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1980,
Norway,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1990,
Norway,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2000,
Norway,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2005,
Norway,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2010,
Norway,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2015,
Norway,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2016,
Norway,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2017,
Norway,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2018,
Norway,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2019,
Norway,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2020,
Norway,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2021,
Chile,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2005,2.2
Chile,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2010,4.243
Chile,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2015,4.4
Chile,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2016,4.57
Chile,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2017,4.92
Chile,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2018,4.92
Chile,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2019,4.26
Chile,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2020,4.18
Chile,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2021,4.03
Australia,Population connected to independent treatment,2010,7.2145
Australia,Population connected to independent treatment,2015,7.6172
Australia,Population connected to independent treatment,2016,7.5178
Australia,Population connected to independent treatment,2017,7.3053
Australia,Population connected to independent treatment,2018,7.3608
Australia,Population connected to independent treatment,2019,7.1439
Australia,Population connected to independent treatment,2020,7.14
Australia,Population connected to independent treatment,2021,7.1439
Lithuania,Population connected to independent treatment,2010,8.6
Lithuania,Population connected to independent treatment,2015,4.3
Lithuania,Population connected to independent treatment,2016,3.8
Lithuania,Population connected to independent treatment,2017,3.7
Lithuania,Population connected to independent treatment,2018,2.9
Lithuania,Population connected to independent treatment,2019,2.6
Lithuania,Population connected to independent treatment,2020,2.4
France,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2000,22.5
France,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2005,45.6
France,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2010,64.5
France,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2015,66.0861
France,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2016,67.9697
France,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2017,69.7463
France,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2018,69.1245
France,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2019,69.0565
France,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2020,68.8159
Japan,Total connected to wastewater treatment,2000,71.6
Japan,Total connected to wastewater treatment,2005,80.9
Japan,Total connected to wastewater treatment,2010,86.9
Japan,Total connected to wastewater treatment,2015,89.9
Japan,Total connected to wastewater treatment,2016,90.4
Japan,Total connected to wastewater treatment,2017,90.9
Japan,Total connected to wastewater treatment,2018,91.4
Japan,Total connected to wastewater treatment,2019,91.7
Italy,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,87.8
Italy,Total public sewerage (% of resident population connected to a wastewater collecting system),2020,88.7
Estonia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1980,28
Estonia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1990,31
Estonia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2000,28
Estonia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2005,25
Estonia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2010,14
Estonia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2015,4
Estonia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2016,3
Estonia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2017,3
Estonia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2018,3
Estonia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2019,2
Estonia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2020,2
Estonia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2021,2
Greece,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2010,
Greece,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2015,
Greece,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2016,
Greece,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2017,
Greece,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2018,
Greece,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2019,
Greece,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2020,
Greece,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2021,
England and Wales,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2005,42.9
Korea,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2000,68
Korea,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2005,64.7
Korea,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2010,35.5
Korea,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2015,8.31
Korea,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2016,4.0759
Korea,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2017,2.28
Korea,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2018,3.02
Korea,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2019,1.39
Korea,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2020,0.85
Korea,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2021,0.83
Luxembourg,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",1970,
Luxembourg,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",1980,
Luxembourg,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2010,29.3
Luxembourg,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2015,71.3
Luxembourg,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2016,76.6
Luxembourg,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2017,75.2
Luxembourg,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2018,84.4
Luxembourg,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2019,84.7
Luxembourg,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2020,84.7
Luxembourg,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2021,85.6
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2000,10
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2005,5
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2010,0.4
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2015,
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2016,
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2017,
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2018,
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2019,
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2020,
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2021,
Sweden,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2000,
Sweden,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2005,
Sweden,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2010,
Sweden,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2015,
Sweden,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2016,
Sweden,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2017,
Sweden,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2018,
Sweden,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2019,
Sweden,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2020,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1970,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1980,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1990,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2000,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2005,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2010,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2015,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2016,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2017,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2018,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2019,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2020,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2021,
Switzerland,Total connected to wastewater treatment,2000,98.8
Switzerland,Total connected to wastewater treatment,2005,99.1
Switzerland,Total connected to wastewater treatment,2010,99.7
Denmark,Public total treatment (connected to a wastewater treatment plant),1970,47.5
Denmark,Public total treatment (connected to a wastewater treatment plant),1990,85.4
Denmark,Public total treatment (connected to a wastewater treatment plant),2000,87.8
Denmark,Public total treatment (connected to a wastewater treatment plant),2010,90
Denmark,Public total treatment (connected to a wastewater treatment plant),2015,90.8
Denmark,Public total treatment (connected to a wastewater treatment plant),2016,91.2
Denmark,Public total treatment (connected to a wastewater treatment plant),2017,91.6
Denmark,Public total treatment (connected to a wastewater treatment plant),2018,91.6
Denmark,Public total treatment (connected to a wastewater treatment plant),2019,91.8
Denmark,Public total treatment (connected to a wastewater treatment plant),2020,92
Ireland,Population connected to independent treatment,1990,24
Ireland,Population connected to independent treatment,2015,31.4
Ireland,Population connected to independent treatment,2016,31.11
Ireland,Population connected to independent treatment,2017,31.11
Ireland,Population connected to independent treatment,2018,31.11
Ireland,Population connected to independent treatment,2019,31.11
Ireland,Population connected to independent treatment,2020,31.11
Ireland,Population connected to independent treatment,2021,31.11
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",1980,8.9
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",1990,27.2
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2000,33.6
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2005,39.1
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2010,48.8
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2015,52.7
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2016,53.4
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2017,53.4
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2018,53.9
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2019,54.5
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2020,55.6
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2021,57.5
Slovenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2000,62.6
Slovenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2005,62.6
Slovenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,62.6
Slovenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2015,62.6
Slovenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,63.53
Slovenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,66.51
Slovenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,67.78
Slovenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,68.02
Slovenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2020,67.43
Slovenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2021,67.55
Sweden,Total public sewerage (% of resident population connected to a wastewater collecting system),2000,86
Sweden,Total public sewerage (% of resident population connected to a wastewater collecting system),2005,86
Sweden,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,86
Sweden,Total public sewerage (% of resident population connected to a wastewater collecting system),2015,87
Sweden,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,87
Sweden,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,87
Sweden,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,88
Sweden,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,88
Sweden,Total public sewerage (% of resident population connected to a wastewater collecting system),2020,88
Belgium,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",1970,
Belgium,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",1980,
Belgium,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2000,35.6
Belgium,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2005,46.7
Belgium,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2010,66.4
Belgium,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2015,74.2234
Belgium,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2016,75.5403
Belgium,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2017,75.5012
Belgium,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2018,76.5879
Belgium,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2019,79.0388
Belgium,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2020,78.6067
Belgium,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2021,79.5035
United States,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1960,2
United States,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2000,32
Greece,Total connected to wastewater treatment,2010,87.4
Estonia,Population connected to independent treatment,2000,1
Estonia,Population connected to independent treatment,2005,5
Estonia,Population connected to independent treatment,2010,5
Estonia,Population connected to independent treatment,2015,5
Estonia,Population connected to independent treatment,2016,5
Estonia,Population connected to independent treatment,2017,5
Portugal,Public total treatment (connected to a wastewater treatment plant),1980,2.3
Portugal,Public total treatment (connected to a wastewater treatment plant),1990,20.9
Portugal,Public total treatment (connected to a wastewater treatment plant),2005,65
Portugal,Public total treatment (connected to a wastewater treatment plant),2017,91.75
Poland,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2016,0.09
Poland,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2017,0.07
Poland,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2018,0.12
Poland,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2019,0.56
Poland,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2020,0.58
Poland,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2021,0.72
Japan,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",1970,
Japan,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",1980,
Japan,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",1990,2
Japan,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2000,8
Japan,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2005,14
Japan,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2010,20.2
Japan,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2015,27
Japan,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2016,27.9
Japan,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2017,29.5
Japan,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2018,30.2
Japan,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2019,33.2
Japan,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2020,35
Japan,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2021,35.5
Germany,Total public sewerage (% of resident population connected to a wastewater collecting system),2005,97.3
Germany,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,95.7
Germany,Total public sewerage (% of resident population connected to a wastewater collecting system),2015,96.802
Germany,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,97.124
Germany,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,97.1808
Germany,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,97.2379
Germany,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,97.295
