atc_code,atc_name,ddd,uom,adm_r,note
J05AX18,letermovir,0.48,g,P,NA
J05AX19,tilorone,0.125,g,O,NA
J05AX21,pentanedioic acid imidazolyl ethanamide,90,mg,O,NA
J05AX23,ibalizumab,NA,NA,NA,NA
J05AX24,tecovirimat,NA,NA,NA,NA
J05AX25,baloxavir marboxil,40,mg,O,NA
J05AX26,amenamevir,0.4,g,O,NA
J05AX27,favipiravir,1.6,g,O,NA
J05AX28,bulevirtide,NA,NA,NA,NA
J05AX29,fostemsavir,1.2,g,O,NA
J05AX31,lenacapavir,NA,NA,NA,NA
J06,IMMUNE SERA AND IMMUNOGLOBULINS,NA,NA,NA,NA
J06A,IMMUNE SERA,NA,NA,NA,NA
J06AA,Immune sera,NA,NA,NA,NA
J06AA01,diphtheria antitoxin,NA,NA,NA,NA
J06AA02,tetanus antitoxin,NA,NA,NA,NA
J06AA03,snake venom antiserum,NA,NA,NA,NA
J06AA04,botulinum antitoxin,NA,NA,NA,NA
J06AA05,gas-gangrene sera,NA,NA,NA,NA
J06AA06,rabies serum,NA,NA,NA,NA
J06B,IMMUNOGLOBULINS,NA,NA,NA,NA
J06BA,"Immunoglobulins, normal human",NA,NA,NA,NA
J06BA01,"immunoglobulins, normal human, for extravascular adm.",NA,NA,NA,NA
J06BA02,"immunoglobulins, normal human, for intravascular adm.",NA,NA,NA,NA
J06BB,Specific immunoglobulins,NA,NA,NA,NA
J06BB01,anti-D (rh) immunoglobulin,NA,NA,NA,NA
J06BB02,tetanus immunoglobulin,NA,NA,NA,NA
J06BB03,varicella/zoster immunoglobulin,NA,NA,NA,NA
J06BB04,hepatitis B immunoglobulin,NA,NA,NA,NA
J06BB05,rabies immunoglobulin,NA,NA,NA,NA
J06BB06,rubella immunoglobulin,NA,NA,NA,NA
J06BB07,vaccinia immunoglobulin,NA,NA,NA,NA
J06BB08,staphylococcus immunoglobulin,NA,NA,NA,NA
J06BB09,cytomegalovirus immunoglobulin,NA,NA,NA,NA
J06BB10,diphtheria immunoglobulin,NA,NA,NA,NA
J06BB11,hepatitis A immunoglobulin,NA,NA,NA,NA
J06BB12,"encephalitis, tick borne immunoglobulin",NA,NA,NA,NA
J06BB13,pertussis immunoglobulin,NA,NA,NA,NA
J06BB14,measles immunoglobulin,NA,NA,NA,NA
J06BB15,mumps immunoglobulin,NA,NA,NA,NA
J06BB19,anthrax immunoglobulin,NA,NA,NA,NA
J06BB30,combinations,NA,NA,NA,NA
J06BC,Antibacterial monoclonal antibodies,NA,NA,NA,NA
J06BC01,nebacumab,0.1,g,P,NA
J06BC02,raxibacumab,NA,NA,NA,NA
J06BC03,bezlotoxumab,NA,NA,NA,NA
J06BC04,obiltoxaximab,NA,NA,NA,NA
J06BD,Antiviral monoclonal antibodies,NA,NA,NA,NA
J06BD01,palivizumab,NA,NA,NA,NA
J06BD02,motavizumab,NA,NA,NA,NA
J06BD03,tixagevimab and cilgavimab,NA,NA,NA,NA
J06BD04,ansuvimab,NA,NA,NA,NA
J06BD05,sotrovimab,0.5,g,P,NA
J06BD06,regdanvimab,NA,NA,NA,NA
J06BD07,casirivimab and imdevimab,NA,NA,NA,NA
J06BD08,nirsevimab,NA,NA,NA,NA
J07,VACCINES,NA,NA,NA,NA
J07A,BACTERIAL VACCINES,NA,NA,NA,NA
J07AC,Anthrax vaccines,NA,NA,NA,NA
J07AC01,anthrax antigen,NA,NA,NA,NA
J07AD,Brucellosis vaccines,NA,NA,NA,NA
J07AD01,brucella antigen,NA,NA,NA,NA
J07AE,Cholera vaccines,NA,NA,NA,NA
J07AE01,"cholera, inactivated, whole cell",NA,NA,NA,NA
J07AE02,"cholera, live attenuated",NA,NA,NA,NA
J07AE51,"cholera, combinations with typhoid vaccine, inactivated, whole cell",NA,NA,NA,NA
J07AF,Diphtheria vaccines,NA,NA,NA,NA
J07AF01,diphtheria toxoid,NA,NA,NA,NA
J07AG,Haemophilus influenzae B vaccines,NA,NA,NA,NA
J07AG01,"haemophilus influenzae B, purified antigen conjugated",NA,NA,NA,NA
J07AG51,"haemophilus influenzae B, combinations with toxoids",NA,NA,NA,NA
J07AG52,"haemophilus influenzae B, combinations with pertussis and toxoids",NA,NA,NA,NA
J07AG53,"haemophilus influenzae B, combinations with meningococcus C, conjugated",NA,NA,NA,NA
J07AG54,"haemophilus influenza B, combinations with meningococcus C,Y, conjugated",NA,NA,NA,NA
J07AH,Meningococcal vaccines,NA,NA,NA,NA
J07AH01,"meningococcus A, purified polysaccharides antigen",NA,NA,NA,NA
J07AH02,other meningococcal monovalent purified polysaccharides antigen,NA,NA,NA,NA
J07AH03,"meningococcus A,C, bivalent purified polysaccharides antigen",NA,NA,NA,NA
J07AH04,"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen",NA,NA,NA,NA
J07AH05,other meningococcal polyvalent purified polysaccharides antigen,NA,NA,NA,NA
J07AH06,"meningococcus B, outer membrane vesicle vaccine",NA,NA,NA,NA
J07AH07,"meningococcus C, purified polysaccharides antigen conjugated",NA,NA,NA,NA
J07AH08,"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen conjugated",NA,NA,NA,NA
J07AH09,"meningococcus B, multicomponent vaccine",NA,NA,NA,NA
J07AH10,"meningococcus A, purified polysaccharides antigen conjugated",NA,NA,NA,NA
J07AJ,Pertussis vaccines,NA,NA,NA,NA
J07AJ01,"pertussis, inactivated, whole cell",NA,NA,NA,NA
J07AJ02,"pertussis, purified antigen",NA,NA,NA,NA
J07AJ51,"pertussis, inactivated, whole cell, combinations with toxoids",NA,NA,NA,NA
J07AJ52,"pertussis, purified antigen, combinations with toxoids",NA,NA,NA,NA
J07AK,Plague vaccines,NA,NA,NA,NA
J07AK01,"plague, inactivated, whole cell",NA,NA,NA,NA
J07AL,Pneumococcal vaccines,NA,NA,NA,NA
J07AL01,"pneumococcus, purified polysaccharides antigen",NA,NA,NA,NA
J07AL02,"pneumococcus, purified polysaccharides antigen conjugated",NA,NA,NA,NA
J07AL52,"pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated",NA,NA,NA,NA
J07AM,Tetanus vaccines,NA,NA,NA,NA
J07AM01,tetanus toxoid,NA,NA,NA,NA
J07AM51,"tetanus toxoid, combinations with diphtheria toxoid",NA,NA,NA,NA
J07AM52,"tetanus toxoid, combinations with tetanus immunoglobulin",NA,NA,NA,NA
J07AN,Tuberculosis vaccines,NA,NA,NA,NA
J07AN01,"tuberculosis, live attenuated",NA,NA,NA,NA
J07AP,Typhoid vaccines,NA,NA,NA,NA
J07AP01,"typhoid, oral, live attenuated",NA,NA,NA,NA
J07AP02,"typhoid, inactivated, whole cell",NA,NA,NA,NA
J07AP03,"typhoid, purified polysaccharide antigen",NA,NA,NA,NA
J07AP10,"typhoid, combinations with paratyphi types",NA,NA,NA,NA
J07AR,Typhus (exanthematicus) vaccines,NA,NA,NA,NA
J07AR01,"typhus exanthematicus, inactivated, whole cell",NA,NA,NA,NA
J07AX,Other bacterial vaccines,NA,NA,NA,NA
J07AX01,leptospira vaccines,NA,NA,NA,NA
J07B,VIRAL VACCINES,NA,NA,NA,NA
J07BA,Encephalitis vaccines,NA,NA,NA,NA
J07BA01,"encephalitis, tick borne, inactivated, whole virus",NA,NA,NA,NA
J07BA02,"encephalitis, Japanese, inactivated, whole virus",NA,NA,NA,NA
J07BA03,"encephalitis, Japanese, live attenuated",NA,NA,NA,NA
J07BB,Influenza vaccines,NA,NA,NA,NA
J07BB01,"influenza, inactivated, whole virus",NA,NA,NA,NA
J07BB02,"influenza, inactivated, split virus or surface antigen",NA,NA,NA,NA
J07BB03,"influenza, live attenuated",NA,NA,NA,NA
J07BB04,"influenza, virus like particles",NA,NA,NA,NA
J07BC,Hepatitis vaccines,NA,NA,NA,NA
J07BC01,"hepatitis B, purified antigen",NA,NA,NA,NA
J07BC02,"hepatitis A, inactivated, whole virus",NA,NA,NA,NA
J07BC20,combinations,NA,NA,NA,NA
J07BD,Measles vaccines,NA,NA,NA,NA
J07BD01,"measles, live attenuated",NA,NA,NA,NA
J07BD51,"measles, combinations with mumps, live attenuated",NA,NA,NA,NA
J07BD52,"measles, combinations with mumps and rubella, live attenuated",NA,NA,NA,NA
J07BD53,"measles, combinations with rubella, live attenuated",NA,NA,NA,NA
J07BD54,"measles, combinations with mumps, rubella and varicella, live attenuated",NA,NA,NA,NA
J07BE,Mumps vaccines,NA,NA,NA,NA
J07BE01,"mumps, live attenuated",NA,NA,NA,NA
J07BF,Poliomyelitis vaccines,NA,NA,NA,NA
J07BF01,"poliomyelitis oral, monovalent, live attenuated",NA,NA,NA,NA
J07BF02,"poliomyelitis oral, trivalent, live attenuated",NA,NA,NA,NA
J07BF03,"poliomyelitis, trivalent, inactivated, whole virus",NA,NA,NA,NA
J07BF04,"poliomyelitis oral, bivalent, live attenuated",NA,NA,NA,NA
J07BG,Rabies vaccines,NA,NA,NA,NA
J07BG01,"rabies, inactivated, whole virus",NA,NA,NA,NA
J07BH,Rota virus diarrhea vaccines,NA,NA,NA,NA
J07BH01,"rota virus, live attenuated",NA,NA,NA,NA
J07BH02,"rota virus, pentavalent, live, reassorted",NA,NA,NA,NA
J07BJ,Rubella vaccines,NA,NA,NA,NA
J07BJ01,"rubella, live attenuated",NA,NA,NA,NA
J07BJ51,"rubella, combinations with mumps, live attenuated",NA,NA,NA,NA
J07BK,Varicella zoster vaccines,NA,NA,NA,NA
J07BK01,"varicella, live attenuated",NA,NA,NA,NA
J07BK02,"zoster, live attenuated",NA,NA,NA,NA
J07BK03,"zoster, purified antigen",NA,NA,NA,NA
J07BL,Yellow fever vaccines,NA,NA,NA,NA
J07BL01,"yellow fever, live attenuated",NA,NA,NA,NA
J07BM,Papillomavirus vaccines,NA,NA,NA,NA
J07BM01,"papillomavirus (human types 6, 11, 16, 18)",NA,NA,NA,NA
J07BM02,"papillomavirus (human types 16, 18)",NA,NA,NA,NA
J07BM03,"papillomavirus (human types 6, 11, 16, 18, 31, 33, 45, 52, 58)",NA,NA,NA,NA
J07BN,Covid-19 vaccines,NA,NA,NA,NA
J07BN01,"covid-19, RNA-based vaccine",NA,NA,NA,NA
J07BN02,"covid-19, viral vector, non-replicating",NA,NA,NA,NA
J07BN03,"covid-19, inactivated virus",NA,NA,NA,NA
J07BN04,"covid-19, protein subunit",NA,NA,NA,NA
J07BX,Other viral vaccines,NA,NA,NA,NA
J07BX01,smallpox vaccines,NA,NA,NA,NA
J07BX02,ebola vaccines,NA,NA,NA,NA
J07BX04,dengue virus vaccines,NA,NA,NA,NA
J07C,"BACTERIAL AND VIRAL VACCINES, COMBINED",NA,NA,NA,NA
J07CA,"Bacterial and viral vaccines, combined",NA,NA,NA,NA
J07CA01,diphtheria-poliomyelitis-tetanus,NA,NA,NA,NA
J07CA02,diphtheria-pertussis-poliomyelitis-tetanus,NA,NA,NA,NA
J07CA03,diphtheria-rubella-tetanus,NA,NA,NA,NA
J07CA04,haemophilus influenzae B and poliomyelitis,NA,NA,NA,NA
J07CA05,diphtheria-hepatitis B-pertussis-tetanus,NA,NA,NA,NA
J07CA06,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus,NA,NA,NA,NA
J07CA07,diphtheria-hepatitis B-tetanus,NA,NA,NA,NA
J07CA08,haemophilus influenzae B and hepatitis B,NA,NA,NA,NA
J07CA09,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B,NA,NA,NA,NA
J07CA10,typhoid-hepatitis A,NA,NA,NA,NA
J07CA11,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B,NA,NA,NA,NA
J07CA12,diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B,NA,NA,NA,NA
J07CA13,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C,NA,NA,NA,NA
J07X,OTHER VACCINES,NA,NA,NA,NA
J07XA,Parasitic vaccines,NA,NA,NA,NA
J07XA01,malaria vaccines,NA,NA,NA,NA
L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,NA,NA,NA,NA
L01,ANTINEOPLASTIC AGENTS,NA,NA,NA,NA
L01A,ALKYLATING AGENTS,NA,NA,NA,NA
L01AA,Nitrogen mustard analogues,NA,NA,NA,NA
L01AA01,cyclophosphamide,NA,NA,NA,NA
L01AA02,chlorambucil,NA,NA,NA,NA
L01AA03,melphalan,NA,NA,NA,NA
L01AA05,chlormethine,NA,NA,NA,NA
L01AA06,ifosfamide,NA,NA,NA,NA
L01AA07,trofosfamide,NA,NA,NA,NA
L01AA08,prednimustine,NA,NA,NA,NA
L01AA09,bendamustine,NA,NA,NA,NA
L01AA10,melphalan flufenamide,NA,NA,NA,NA
L01AB,Alkyl sulfonates,NA,NA,NA,NA
L01AB01,busulfan,NA,NA,NA,NA
L01AB02,treosulfan,NA,NA,NA,NA
L01AB03,mannosulfan,NA,NA,NA,NA
L01AC,Ethylene imines,NA,NA,NA,NA
L01AC01,thiotepa,NA,NA,NA,NA
L01AC02,triaziquone,NA,NA,NA,NA
L01AC03,carboquone,NA,NA,NA,NA
L01AD,Nitrosoureas,NA,NA,NA,NA
L01AD01,carmustine,NA,NA,NA,NA
L01AD02,lomustine,NA,NA,NA,NA
L01AD03,semustine,NA,NA,NA,NA
L01AD04,streptozocin,NA,NA,NA,NA
L01AD05,fotemustine,NA,NA,NA,NA
L01AD06,nimustine,NA,NA,NA,NA
L01AD07,ranimustine,NA,NA,NA,NA
L01AD08,uramustine,NA,NA,NA,NA
L01AG,Epoxides,NA,NA,NA,NA
L01AG01,etoglucid,NA,NA,NA,NA
L01AX,Other alkylating agents,NA,NA,NA,NA
L01AX01,mitobronitol,NA,NA,NA,NA
L01AX02,pipobroman,NA,NA,NA,NA
L01AX03,temozolomide,NA,NA,NA,NA
L01AX04,dacarbazine,NA,NA,NA,NA
L01B,ANTIMETABOLITES,NA,NA,NA,NA
L01BA,Folic acid analogues,NA,NA,NA,NA
L01BA01,methotrexate,NA,NA,NA,NA
L01BA03,raltitrexed,NA,NA,NA,NA
L01BA04,pemetrexed,NA,NA,NA,NA
L01BA05,pralatrexate,NA,NA,NA,NA
L01BB,Purine analogues,NA,NA,NA,NA
L01BB02,mercaptopurine,NA,NA,NA,NA
L01BB03,tioguanine,NA,NA,NA,NA
L01BB04,cladribine,NA,NA,NA,NA
L01BB05,fludarabine,NA,NA,NA,NA
L01BB06,clofarabine,NA,NA,NA,NA
L01BB07,nelarabine,NA,NA,NA,NA
L01BC,Pyrimidine analogues,NA,NA,NA,NA
L01BC01,cytarabine,NA,NA,NA,NA
L01BC02,fluorouracil,NA,NA,NA,NA
L01BC03,tegafur,NA,NA,NA,NA
L01BC04,carmofur,NA,NA,NA,NA
L01BC05,gemcitabine,NA,NA,NA,NA
L01BC06,capecitabine,NA,NA,NA,NA
L01BC07,azacitidine,NA,NA,NA,NA
L01BC08,decitabine,NA,NA,NA,NA
L01BC09,floxuridine,NA,NA,NA,NA
L01BC52,"fluorouracil, combinations",NA,NA,NA,NA
L01BC53,"tegafur, combinations",NA,NA,NA,NA
L01BC59,"trifluridine, combinations",NA,NA,NA,NA
L01C,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,NA,NA,NA,NA
L01CA,Vinca alkaloids and analogues,NA,NA,NA,NA
L01CA01,vinblastine,NA,NA,NA,NA
L01CA02,vincristine,NA,NA,NA,NA
L01CA03,vindesine,NA,NA,NA,NA
L01CA04,vinorelbine,NA,NA,NA,NA
L01CA05,vinflunine,NA,NA,NA,NA
L01CA06,vintafolide,NA,NA,NA,NA
L01CB,Podophyllotoxin derivatives,NA,NA,NA,NA
L01CB01,etoposide,NA,NA,NA,NA
L01CB02,teniposide,NA,NA,NA,NA
L01CC,Colchicine derivatives,NA,NA,NA,NA
L01CC01,demecolcine,NA,NA,NA,NA
L01CD,Taxanes,NA,NA,NA,NA
L01CD01,paclitaxel,NA,NA,NA,NA
L01CD02,docetaxel,NA,NA,NA,NA
L01CD03,paclitaxel poliglumex,NA,NA,NA,NA
L01CD04,cabazitaxel,NA,NA,NA,NA
L01CD51,paclitaxel and encequidar,NA,NA,NA,NA
L01CE,Topoisomerase 1 (TOP1) inhibitors,NA,NA,NA,NA
L01CE01,topotecan,NA,NA,NA,NA
L01CE02,irinotecan,NA,NA,NA,NA
L01CE03,etirinotecan pegol,NA,NA,NA,NA
L01CE04,belotecan,NA,NA,NA,NA
L01CX,Other plant alkaloids and natural products,NA,NA,NA,NA
L01CX01,trabectedin,NA,NA,NA,NA
L01D,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,NA,NA,NA,NA
L01DA,Actinomycines,NA,NA,NA,NA
L01DA01,dactinomycin,NA,NA,NA,NA
L01DB,Anthracyclines and related substances,NA,NA,NA,NA
L01DB01,doxorubicin,NA,NA,NA,NA
L01DB02,daunorubicin,NA,NA,NA,NA
L01DB03,epirubicin,NA,NA,NA,NA
L01DB04,aclarubicin,NA,NA,NA,NA
L01DB05,zorubicin,NA,NA,NA,NA
L01DB06,idarubicin,NA,NA,NA,NA
L01DB07,mitoxantrone,NA,NA,NA,NA
L01DB08,pirarubicin,NA,NA,NA,NA
L01DB09,valrubicin,NA,NA,NA,NA
L01DB10,amrubicin,NA,NA,NA,NA
L01DB11,pixantrone,NA,NA,NA,NA
L01DC,Other cytotoxic antibiotics,NA,NA,NA,NA
L01DC01,bleomycin,NA,NA,NA,NA
L01DC02,plicamycin,NA,NA,NA,NA
L01DC03,mitomycin,NA,NA,NA,NA
L01DC04,ixabepilone,NA,NA,NA,NA
L01E,PROTEIN KINASE INHIBITORS,NA,NA,NA,NA
L01EA,BCR-ABL tyrosine kinase inhibitors,NA,NA,NA,NA
L01EA01,imatinib,0.4,g,O,NA
L01EA02,dasatinib,0.1,g,O,NA
L01EA03,nilotinib,0.6,g,O,NA
L01EA04,bosutinib,0.4,g,O,NA
L01EA05,ponatinib,45,mg,O,NA
L01EA06,asciminib,NA,NA,NA,NA
L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,NA,NA,NA,NA
L01EB01,gefitinib,0.25,g,O,NA
L01EB02,erlotinib,0.15,g,O,NA
L01EB03,afatinib,40,mg,O,NA
L01EB04,osimertinib,80,mg,O,NA
L01EB05,rociletinib,NA,NA,NA,NA
L01EB06,olmutinib,NA,NA,NA,NA
L01EB07,dacomitinib,45,mg,O,NA
L01EB08,icotinib,NA,NA,NA,NA
L01EB09,lazertinib,NA,NA,NA,NA
L01EB10,mobocertinib,NA,NA,NA,NA
L01EB11,aumolertinib,NA,NA,NA,NA
L01EC,B-Raf serine-threonine kinase (BRAF) inhibitors,NA,NA,NA,NA
L01EC01,vemurafenib,1.92,g,O,NA
L01EC02,dabrafenib,0.3,g,O,NA
L01EC03,encorafenib,0.45,g,O,NA
L01ED,Anaplastic lymphoma kinase (ALK) inhibitors,NA,NA,NA,NA
L01ED01,crizotinib,0.5,g,O,NA
L01ED02,ceritinib,0.45,g,O,NA
L01ED03,alectinib,1.2,g,O,NA
L01ED04,brigatinib,0.18,g,O,NA
L01ED05,lorlatinib,0.1,g,O,NA
L01EE,Mitogen-activated protein kinase (MEK) inhibitors,NA,NA,NA,NA
L01EE01,trametinib,2,mg,O,NA
L01EE02,cobimetinib,45,mg,O,NA
L01EE03,binimetinib,90,mg,O,NA
L01EE04,selumetinib,NA,NA,NA,NA
L01EF,Cyclin-dependent kinase (CDK) inhibitors,NA,NA,NA,NA
L01EF01,palbociclib,94,mg,O,NA
L01EF02,ribociclib,0.45,g,O,NA
L01EF03,abemaciclib,0.3,g,O,NA
L01EG,Mammalian target of rapamycin (mTOR) kinase inhibitors,NA,NA,NA,NA
L01EG01,temsirolimus,3.57,mg,P,NA
L01EG02,everolimus,10,mg,O,NA
L01EG03,ridaforolimus,NA,NA,NA,NA
L01EG04,sirolimus,NA,NA,NA,NA
L01EH,Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors,NA,NA,NA,NA
L01EH01,lapatinib,1.25,g,O,NA
L01EH02,neratinib,0.24,g,O,NA
L01EH03,tucatinib,0.6,g,O,NA
L01EJ,Janus-associated kinase (JAK) inhibitors,NA,NA,NA,NA
L01EJ01,ruxolitinib,30,mg,O,NA
L01EJ02,fedratinib,0.4,g,O,NA
L01EJ03,pacritinib,NA,NA,NA,NA
L01EK,Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors,NA,NA,NA,NA
L01EK01,axitinib,10,mg,O,NA
L01EK02,cediranib,NA,NA,NA,NA
L01EK03,tivozanib,1,mg,O,NA
L01EL,Bruton's tyrosine kinase (BTK) inhibitors,NA,NA,NA,NA
L01EL01,ibrutinib,0.42,g,O,NA
L01EL02,acalabrutinib,0.2,g,O,NA
L01EL03,zanubrutinib,0.32,g,O,NA
L01EM,Phosphatidylinositol-3-kinase (Pi3K) inhibitors,NA,NA,NA,NA
L01EM01,idelalisib,0.3,g,O,NA
L01EM02,copanlisib,6.43,mg,P,NA
L01EM03,alpelisib,0.3,g,O,NA
L01EM04,duvelisib,50,mg,O,NA
L01EM05,parsaclisib,NA,NA,NA,NA
L01EN,Fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitors,NA,NA,NA,NA
L01EN01,erdafitinib,9,mg,O,NA
L01EN02,pemigatinib,9,mg,O,NA
L01EN03,infigratinib,NA,NA,NA,NA
L01EN04,futibatinib,NA,NA,NA,NA
L01EX,Other protein kinase inhibitors,NA,NA,NA,NA
L01EX01,sunitinib,33,mg,O,NA
L01EX02,sorafenib,0.8,g,O,NA
L01EX03,pazopanib,0.8,g,O,NA
L01EX04,vandetanib,0.3,g,O,NA
L01EX05,regorafenib,0.12,g,O,NA
L01EX06,masitinib,NA,NA,NA,NA
L01EX07,cabozantinib,60,mg,O,NA
L01EX08,lenvatinib,18,mg,O,NA
L01EX09,nintedanib,0.38,g,O,NA
L01EX10,midostaurin,0.1,g,O,NA
L01EX11,quizartinib,NA,NA,NA,NA
L01EX12,larotrectinib,0.2,g,O,NA
L01EX13,gilteritinib,0.12,g,O,NA
L01EX14,entrectinib,0.6,g,O,NA
L01EX15,pexidartinib,0.8,g,O,NA
L01EX17,capmatinib,0.8,g,O,NA
L01EX18,avapritinib,0.3,g,O,NA
L01EX19,ripretinib,0.15,g,O,NA
L01EX21,tepotinib,NA,NA,NA,NA
L01EX22,selpercatinib,0.32,g,O,NA
L01EX23,pralsetinib,0.4,g,O,NA
L01EX24,surufatinib,NA,NA,NA,NA
L01EX25,umbralisib,NA,NA,NA,NA
L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,NA,NA,NA,NA
L01FA,CD20 (Clusters of Differentiation 20) inhibitors,NA,NA,NA,NA
L01FA01,rituximab,NA,NA,NA,NA
L01FA02,ofatumumab,NA,NA,NA,NA
L01FA03,obinutuzumab,NA,NA,NA,NA
L01FB,CD22 (Clusters of Differentiation 22) inhibitors,NA,NA,NA,NA
L01FB01,inotuzumab ozogamicin,NA,NA,NA,NA
L01FB02,moxetumomab pasudotox,NA,NA,NA,NA
L01FC,CD38 (Clusters of Differentiation 38) inhibitors,NA,NA,NA,NA
L01FC01,daratumumab,NA,NA,NA,NA
L01FC02,isatuximab,NA,NA,NA,NA
L01FD,HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors,NA,NA,NA,NA
L01FD01,trastuzumab,NA,NA,NA,NA
L01FD02,pertuzumab,NA,NA,NA,NA
L01FD03,trastuzumab emtansine,NA,NA,NA,NA
L01FD04,trastuzumab deruxtecan,NA,NA,NA,NA
L01FD05,trastuzumab duocarmazine,NA,NA,NA,NA
L01FD06,margetuximab,NA,NA,NA,NA
L01FE,EGFR (Epidermal Growth Factor Receptor) inhibitors,NA,NA,NA,NA
L01FE01,cetuximab,NA,NA,NA,NA
L01FE02,panitumumab,NA,NA,NA,NA
L01FE03,necitumumab,NA,NA,NA,NA
L01FF,PD-1/PDL-1 (Programmed cell death protein 1/death ligand 1) inhibitors,NA,NA,NA,NA
L01FF01,nivolumab,NA,NA,NA,NA
L01FF02,pembrolizumab,NA,NA,NA,NA
L01FF03,durvalumab,NA,NA,NA,NA
L01FF04,avelumab,NA,NA,NA,NA
L01FF05,atezolizumab,NA,NA,NA,NA
L01FF06,cemiplimab,NA,NA,NA,NA
L01FF07,dostarlimab,NA,NA,NA,NA
L01FF08,prolgolimab,NA,NA,NA,NA
L01FF09,tislelizumab,NA,NA,NA,NA
L01FF10,retifanlimab,NA,NA,NA,NA
L01FG,VEGF/VEGFR (Vascular Endothelial Growth Factor) inhibitors,NA,NA,NA,NA
L01FG01,bevacizumab,NA,NA,NA,NA
L01FG02,ramucirumab,NA,NA,NA,NA
L01FX,Other monoclonal antibodies and antibody drug conjugates,NA,NA,NA,NA
L01FX01,edrecolomab,NA,NA,NA,NA
L01FX02,gemtuzumab ozogamicin,NA,NA,NA,NA
L01FX03,catumaxomab,NA,NA,NA,NA
L01FX04,ipilimumab,NA,NA,NA,NA
L01FX05,brentuximab vedotin,NA,NA,NA,NA
L01FX06,dinutuximab beta,NA,NA,NA,NA
L01FX07,blinatumomab,NA,NA,NA,NA
L01FX08,elotuzumab,NA,NA,NA,NA
L01FX09,mogamulizumab,NA,NA,NA,NA
L01FX10,olaratumab,NA,NA,NA,NA
L01FX11,bermekimab,NA,NA,NA,NA
L01FX12,tafasitamab,NA,NA,NA,NA
L01FX13,enfortumab vedotin,NA,NA,NA,NA
L01FX14,polatuzumab vedotin,NA,NA,NA,NA
L01FX15,belantamab mafodotin,NA,NA,NA,NA
L01FX16,oportuzumab monatox,NA,NA,NA,NA
L01FX17,sacituzumab govitecan,NA,NA,NA,NA
L01FX18,amivantamab,NA,NA,NA,NA
L01FX19,sabatolimab,NA,NA,NA,NA
L01FX20,tremelimumab,NA,NA,NA,NA
L01FX21,naxitamab,NA,NA,NA,NA
L01FX22,loncastuximab tesirine,NA,NA,NA,NA
L01FX23,tisotumab vedotin,NA,NA,NA,NA
L01X,OTHER ANTINEOPLASTIC AGENTS,NA,NA,NA,NA
L01XA,Platinum compounds,NA,NA,NA,NA
L01XA01,cisplatin,NA,NA,NA,NA
L01XA02,carboplatin,NA,NA,NA,NA
L01XA03,oxaliplatin,NA,NA,NA,NA
L01XA04,satraplatin,NA,NA,NA,NA
L01XA05,polyplatillen,NA,NA,NA,NA
L01XB,Methylhydrazines,NA,NA,NA,NA
L01XB01,procarbazine,NA,NA,NA,NA
L01XD,Sensitizers used in photodynamic/radiation therapy,NA,NA,NA,NA
L01XD01,porfimer sodium,NA,NA,NA,NA
L01XD03,methyl aminolevulinate,NA,NA,NA,NA
L01XD04,aminolevulinic acid,NA,NA,NA,NA
L01XD05,temoporfin,NA,NA,NA,NA
L01XD06,efaproxiral,NA,NA,NA,NA
L01XD07,padeliporfin,NA,NA,NA,NA
L01XF,Retinoids for cancer treatment,NA,NA,NA,NA
L01XF01,tretinoin,NA,NA,NA,NA
L01XF02,alitretinoin,NA,NA,NA,NA
L01XF03,bexarotene,NA,NA,NA,NA
L01XG,Proteasome inhibitors,NA,NA,NA,NA
L01XG01,bortezomib,NA,NA,NA,NA
L01XG02,carfilzomib,NA,NA,NA,NA
L01XG03,ixazomib,NA,NA,NA,NA
L01XH,Histone deacetylase (HDAC) inhibitors,NA,NA,NA,NA
L01XH01,vorinostat,NA,NA,NA,NA
L01XH02,romidepsin,NA,NA,NA,NA
L01XH03,panobinostat,NA,NA,NA,NA
L01XH04,belinostat,NA,NA,NA,NA
L01XH05,entinostat,NA,NA,NA,NA
L01XJ,Hedgehog pathway inhibitors,NA,NA,NA,NA
L01XJ01,vismodegib,NA,NA,NA,NA
L01XJ02,sonidegib,NA,NA,NA,NA
L01XJ03,glasdegib,NA,NA,NA,NA
