Region,Indicator,Sex,Units,2011,2012,2013,2014,2015,2016
Butaleja,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,71,68,64,59,63
Butaleja,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,94,100,133,108,94
Butaleja,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,51,32,
Butaleja,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,4,3,
Butaleja,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,32,24,
Butaleja,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,28,22,
Butaleja,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,36,26,25,32,29
Butaleja,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,59,92,57,63,49
Kween,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,133,124,105,113,141,
Kween,"Net Intake Rate (PNI) , primary",Both Sex,%,68,71,59,59,85,
Kween,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,138,137,112,122,126,
Kween,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,117,116,99,103,111,
Kween,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,50,47,45,42,35
Kween,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,51,69,74,133,51
Kween,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,61,47,
Kween,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,7,8,
Kween,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,42,38,
Kween,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,39,34,
Kween,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,28,26,22,26,24
Kween,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,57,63,54,112,56
Kumi,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,143,135,130,153,160,
Kumi,"Net Intake Rate (PNI) , primary",Both Sex,%,89,83,82,70,80,
Kumi,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,142,139,132,134,134,
Kumi,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,120,115,111,108,108,
Kumi,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,71,72,74,67,72
Kumi,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,94,99,97,124,93
Kumi,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,33,24,
Kumi,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,3,2,
Kumi,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,22,16,
Kumi,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,19,14,
Kumi,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,32,23,26,29,29
Kumi,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,62,69,53,60,63
Amuria,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,95,91,84,86,119,
Amuria,"Net Intake Rate (PNI) , primary",Both Sex,%,79,75,69,65,94,
Amuria,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,95,91,84,86,119,
Amuria,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,79,75,69,65,94,
Amuria,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,66,62,62,56,56
Amuria,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,82,78,81,73,67
Amuria,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,23,25,
Amuria,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,1,1,
Amuria,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,15,18,
Amuria,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,13,15,
Amuria,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,35,25,23,19,18
Amuria,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,55,68,55,54,39
Kapchorwa,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,131,126,114,121,153,
Kapchorwa,"Net Intake Rate (PNI) , primary",Both Sex,%,79,74,62,67,85,
Kapchorwa,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,142,138,121,123,142,
Kapchorwa,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,114,114,105,106,120,
Kapchorwa,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,37,39,40,36,37
Kapchorwa,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,49,57,56,77,53
Kapchorwa,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,77,46,
Kapchorwa,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,15,8,
Kapchorwa,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,60,44,
Kapchorwa,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,54,40,
Kapchorwa,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,32,27,26,23,24
Kapchorwa,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,56,71,77,48,48
Katakwi,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,154,160,167,195,204,
Katakwi,"Net Intake Rate (PNI) , primary",Both Sex,%,83,88,90,86,92,
Katakwi,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,134,136,135,134,126,
Katakwi,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,107,114,116,109,100,
Katakwi,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,64,68,65,64,62
Katakwi,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,76,83,82,79,71
Katakwi,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,31,19,
Katakwi,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,3,1,
Katakwi,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,18,12,
Katakwi,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,16,10,
Katakwi,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,32,27,25,22,23
Katakwi,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,57,62,52,42,41
Namutumba,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,175,147,158,209,165,
Namutumba,"Net Intake Rate (PNI) , primary",Both Sex,%,98,78,78,107,75,
Namutumba,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,154,136,153,174,125,
Namutumba,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,133,120,136,152,107,
Namutumba,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,64,61,43,39,43
Namutumba,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,79,90,76,75,70
Namutumba,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,74,47,
Namutumba,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,10,5,
Namutumba,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,49,37,
Namutumba,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,44,34,
Namutumba,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,47,35,34,36,39
Namutumba,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,69,89,70,76,75
Bukwa,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,226,203,217,237,207,
Bukwa,"Net Intake Rate (PNI) , primary",Both Sex,%,127,106,120,114,112,
Bukwa,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,240,227,218,228,177,
Bukwa,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,212,198,194,203,157,
Bukwa,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,54,51,50,61,61
Bukwa,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,61,59,101,86,81
Bukwa,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,84,56,
Bukwa,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,16,10,
Bukwa,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,57,42,
Bukwa,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,52,40,
Bukwa,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,28,29,29,25,27
Bukwa,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,57,61,56,55,62
Manafwa,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,165,151,168,175,182,
Manafwa,"Net Intake Rate (PNI) , primary",Both Sex,%,91,87,94,81,89,
Manafwa,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,146,143,145,148,143,
Manafwa,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,130,125,132,124,124,
Manafwa,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,62,63,53,55,55
Manafwa,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,80,82,77,93,72
Manafwa,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,58,50,
Manafwa,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,6,5,
Manafwa,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,37,35,
Manafwa,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,33,31,
Manafwa,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,37,29,29,30,26
Manafwa,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,69,73,59,45,66
Mayuge,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,133,122,146,136,92,
Mayuge,"Net Intake Rate (PNI) , primary",Both Sex,%,68,55,57,53,44,
Mayuge,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,134,116,116,126,70,
Mayuge,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,116,99,103,107,61,
Mayuge,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,47,51,61,60,58
Mayuge,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,53,62,62,103,78
Mayuge,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,50,13,
Mayuge,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,9,2,
Mayuge,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,31,10,
Mayuge,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,29,9,
Mayuge,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,44,28,30,32,31
Mayuge,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,63,74,63,76,94
Budaka,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,175,181,176,194,167,
Budaka,"Net Intake Rate (PNI) , primary",Both Sex,%,98,87,87,94,87,
Budaka,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,169,166,170,180,135,
Budaka,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,145,130,147,154,116,
Budaka,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,61,57,58,61,61
Budaka,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,75,75,83,108,83
Budaka,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,79,54,
Budaka,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,9,8,
Budaka,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,53,39,
Budaka,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,47,34,
Budaka,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,37,28,29,30,35
Budaka,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,62,87,72,74,95
Busia,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,173,163,161,173,168,
Busia,"Net Intake Rate (PNI) , primary",Both Sex,%,99,97,93,80,83,
Busia,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,166,162,162,163,138,
Busia,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,141,137,141,135,115,
Busia,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,58,56,56,54,56
Busia,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,74,72,68,76,69
Busia,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,65,45,
Busia,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,8,4,
Busia,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,42,32,
Busia,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,36,27,
Busia,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,43,28,30,30,31
Busia,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,70,74,55,54,63
Kibuku,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,157,154,162,174,158,
Kibuku,"Net Intake Rate (PNI) , primary",Both Sex,%,80,82,80,77,70,
Kibuku,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,143,145,145,156,121,
Kibuku,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,125,125,129,131,105,
Kibuku,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,48,42,42,43,41
Kibuku,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,72,71,72,67,67
Kibuku,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,69,43,
Kibuku,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,15,7,
Kibuku,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,48,31,
Kibuku,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,43,28,
Kibuku,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,29,20,23,25,29
Kibuku,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,70,67,73,61,60
Kaberamaido,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,163,150,152,186,172,
Kaberamaido,"Net Intake Rate (PNI) , primary",Both Sex,%,105,94,96,86,99,
Kaberamaido,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,157,158,161,162,136,
Kaberamaido,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,134,134,137,130,114,
Kaberamaido,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,74,74,68,63,60
Kaberamaido,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,78,83,81,72,66
Kaberamaido,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,40,22,
Kaberamaido,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,6,1,
Kaberamaido,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,25,15,
Kaberamaido,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,22,13,
Kaberamaido,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,32,24,25,26,21
Kaberamaido,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,61,56,46,52,43
Iganga,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,109,110,106,121,140,
Iganga,"Net Intake Rate (PNI) , primary",Both Sex,%,56,53,53,52,72,
Iganga,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,116,129,119,124,119,
Iganga,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,99,111,105,107,104,
Iganga,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,43,36,39,34,37
Iganga,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,61,57,59,58,59
Iganga,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,70,57,
Iganga,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,16,10,
Iganga,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,56,46,
Iganga,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,51,43,
Iganga,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,36,26,28,30,30
Iganga,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,61,69,65,69,53
Ngora,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,127,123,111,138,155,
Ngora,"Net Intake Rate (PNI) , primary",Both Sex,%,71,73,64,61,87,
Ngora,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,140,136,127,132,130,
Ngora,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,116,112,107,102,104,
Ngora,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,61,58,48,43,44
Ngora,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,72,78,66,62,52
Ngora,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,62,47,
Ngora,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,6,7,
Ngora,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,40,37,
Ngora,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,34,32,
Ngora,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,29,26,26,24,22
Ngora,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,65,74,50,62,46
Tororo,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,139,145,144,161,171,
Tororo,"Net Intake Rate (PNI) , primary",Both Sex,%,73,81,80,86,89,
Tororo,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,143,157,159,164,141,
Tororo,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,117,129,135,138,116,
Tororo,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,68,66,69,59,59
Tororo,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,85,84,80,83,75
Tororo,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,64,44,
Tororo,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,9,5,
Tororo,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,43,34,
Tororo,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,37,29,
Tororo,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,34,26,26,27,27
Tororo,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,58,70,61,57,63
Kamuli,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,112,120,106,108,139,
Kamuli,"Net Intake Rate (PNI) , primary",Both Sex,%,64,65,59,53,75,
Kamuli,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,121,119,108,107,115,
Kamuli,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,104,101,96,92,101,
Kamuli,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,53,49,47,44,48
Kamuli,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,63,63,64,63,62
Kamuli,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,54,39,
Kamuli,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,11,10,
Kamuli,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,37,30,
Kamuli,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,34,28,
Kamuli,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,33,28,28,29,31
Kamuli,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,54,73,61,60,66
Bugiri,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,133,122,118,125,141,
Bugiri,"Net Intake Rate (PNI) , primary",Both Sex,%,69,64,64,57,69,
Bugiri,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,123,115,113,112,103,
Bugiri,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,105,99,100,93,87,
Bugiri,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,62,63,62,58,58
Bugiri,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,73,68,71,80,70
Bugiri,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,40,26,
Bugiri,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,7,5,
Bugiri,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,27,19,
Bugiri,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,24,17,
Bugiri,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,36,26,28,28,27
Bugiri,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,51,60,54,63,57
Soroti,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,100,105,110,124,107,
Soroti,"Net Intake Rate (PNI) , primary",Both Sex,%,54,54,58,52,49,
Soroti,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,119,114,122,123,94,
Soroti,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,92,90,97,93,73,
Soroti,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,56,49,52,47,50
Soroti,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,60,60,61,57,56
Soroti,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,75,44,
Soroti,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,16,5,
Soroti,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,50,35,
Soroti,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,43,30,
Soroti,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,29,25,26,24,25
Soroti,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,70,80,74,66,75
Buyende,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,163,170,161,169,121,
Buyende,"Net Intake Rate (PNI) , primary",Both Sex,%,80,80,77,73,59,
Buyende,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,137,141,136,139,90,
Buyende,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,117,122,120,121,78,
Buyende,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,55,48,59,56,50
Buyende,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,70,70,66,99,66
Buyende,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,49,28,
Buyende,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,8,6,
Buyende,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,29,19,
Buyende,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,26,18,
Buyende,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,44,31,28,29,27
Buyende,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,55,71,57,87,60
Kaliro,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,131,146,145,155,147,
Kaliro,"Net Intake Rate (PNI) , primary",Both Sex,%,70,73,79,71,77,
Kaliro,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,114,130,126,132,112,
Kaliro,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,95,110,109,113,97,
Kaliro,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,47,46,47,45,52
Kaliro,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,71,73,70,101,82
Kaliro,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,80,39,
Kaliro,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,6,3,
Kaliro,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,54,29,
Kaliro,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,48,26,
Kaliro,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,34,37,36,45,47
Kaliro,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,57,85,64,83,78
Namayingo,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,127,123,114,126,147,
Namayingo,"Net Intake Rate (PNI) , primary",Both Sex,%,49,44,57,52,64,
Namayingo,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,123,100,111,108,110,
Namayingo,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,102,83,97,89,94,
Namayingo,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,70,63,53,60,58
Namayingo,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,82,76,68,72,66
Namayingo,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,34,27,
Namayingo,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,2,1,
Namayingo,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,17,17,
Namayingo,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,15,16,
Namayingo,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,31,35,33,43,41
Namayingo,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,47,99,54,72,54
Luuka,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,132,111,126,139,163,
Luuka,"Net Intake Rate (PNI) , primary",Both Sex,%,64,58,63,60,84,
Luuka,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,139,114,129,131,133,
Luuka,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,117,97,112,111,116,
Luuka,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,48,40,39,38,43
Luuka,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,64,58,75,81,63
Luuka,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,65,50,
Luuka,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,9,8,
Luuka,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,41,34,
Luuka,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,38,32,
Luuka,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,36,26,24,26,29
Luuka,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,67,82,75,56,65
Pallisa,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,153,143,134,163,158,
Pallisa,"Net Intake Rate (PNI) , primary",Both Sex,%,94,81,76,78,87,
Pallisa,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,137,137,136,148,123,
Pallisa,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,121,117,120,126,106,
Pallisa,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,56,52,50,47,48
Pallisa,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,70,72,68,64,65
Pallisa,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,57,39,
Pallisa,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,6,5,
Pallisa,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,37,28,
Pallisa,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,34,25,
Pallisa,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,32,26,28,30,31
Pallisa,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,45,65,49,75,59
Bukedea,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,162,164,160,190,184,
Bukedea,"Net Intake Rate (PNI) , primary",Both Sex,%,86,88,87,71,81,
Bukedea,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,154,156,160,165,135,
