RefSeqID	chromosome_dcid
NT_187380.1	dcid:bio/hg38_chr14_KI270725v1_random
NT_187381.1	dcid:bio/hg38_chr14_KI270726v1_random
NT_187382.1	dcid:bio/hg38_chr15_KI270727v1_random
NT_187383.1	dcid:bio/hg38_chr16_KI270728v1_random
NT_113930.2	dcid:bio/hg38_chr17_GL000205v2_random
NT_187384.1	dcid:bio/hg38_chr17_KI270729v1_random
NT_187385.1	dcid:bio/hg38_chr17_KI270730v1_random
NT_187386.1	dcid:bio/hg38_chr22_KI270731v1_random
NT_187387.1	dcid:bio/hg38_chr22_KI270732v1_random
NT_187388.1	dcid:bio/hg38_chr22_KI270733v1_random
NT_187390.1	dcid:bio/hg38_chr22_KI270735v1_random
NT_187391.1	dcid:bio/hg38_chr22_KI270736v1_random
NT_187392.1	dcid:bio/hg38_chr22_KI270737v1_random
NT_187393.1	dcid:bio/hg38_chr22_KI270738v1_random
NT_187394.1	dcid:bio/hg38_chr22_KI270739v1_random
NT_187395.1	dcid:bio/hg38_chrY_KI270740v1_random
NT_113901.1	dcid:bio/hg38_chrUn_GL000195v1
NT_167208.1	dcid:bio/hg38_chrUn_GL000213v1
NT_167209.1	dcid:bio/hg38_chrUn_GL000214v1
NT_167211.2	dcid:bio/hg38_chrUn_GL000216v2
NT_113889.1	dcid:bio/hg38_chrUn_GL000218v1
NT_167213.1	dcid:bio/hg38_chrUn_GL000219v1
NT_167214.1	dcid:bio/hg38_chrUn_GL000220v1
NT_167218.1	dcid:bio/hg38_chrUn_GL000224v1
NT_167220.1	dcid:bio/hg38_chrUn_GL000226v1
NT_187396.1	dcid:bio/hg38_chrUn_KI270302v1
NT_187398.1	dcid:bio/hg38_chrUn_KI270303v1
NT_187397.1	dcid:bio/hg38_chrUn_KI270304v1
NT_187399.1	dcid:bio/hg38_chrUn_KI270305v1
NT_187402.1	dcid:bio/hg38_chrUn_KI270310v1
NT_187406.1	dcid:bio/hg38_chrUn_KI270311v1
NT_187405.1	dcid:bio/hg38_chrUn_KI270312v1
NT_187404.1	dcid:bio/hg38_chrUn_KI270315v1
NT_187403.1	dcid:bio/hg38_chrUn_KI270316v1
NT_187407.1	dcid:bio/hg38_chrUn_KI270317v1
NT_187401.1	dcid:bio/hg38_chrUn_KI270320v1
NT_187400.1	dcid:bio/hg38_chrUn_KI270322v1
NT_187459.1	dcid:bio/hg38_chrUn_KI270329v1
NT_187458.1	dcid:bio/hg38_chrUn_KI270330v1
NT_187461.1	dcid:bio/hg38_chrUn_KI270333v1
NT_187460.1	dcid:bio/hg38_chrUn_KI270334v1
NT_187462.1	dcid:bio/hg38_chrUn_KI270335v1
NT_187465.1	dcid:bio/hg38_chrUn_KI270336v1
NT_187466.1	dcid:bio/hg38_chrUn_KI270337v1
NT_187463.1	dcid:bio/hg38_chrUn_KI270338v1
NT_187464.1	dcid:bio/hg38_chrUn_KI270340v1
NT_187469.1	dcid:bio/hg38_chrUn_KI270362v1
NT_187467.1	dcid:bio/hg38_chrUn_KI270363v1
NT_187468.1	dcid:bio/hg38_chrUn_KI270364v1
NT_187470.1	dcid:bio/hg38_chrUn_KI270366v1
NT_187494.1	dcid:bio/hg38_chrUn_KI270371v1
NT_187491.1	dcid:bio/hg38_chrUn_KI270372v1
NT_187492.1	dcid:bio/hg38_chrUn_KI270373v1
NT_187490.1	dcid:bio/hg38_chrUn_KI270374v1
NT_187493.1	dcid:bio/hg38_chrUn_KI270375v1
NT_187489.1	dcid:bio/hg38_chrUn_KI270376v1
NT_187471.1	dcid:bio/hg38_chrUn_KI270378v1
NT_187472.1	dcid:bio/hg38_chrUn_KI270379v1
NT_187486.1	dcid:bio/hg38_chrUn_KI270381v1
NT_187488.1	dcid:bio/hg38_chrUn_KI270382v1
NT_187482.1	dcid:bio/hg38_chrUn_KI270383v1
NT_187484.1	dcid:bio/hg38_chrUn_KI270384v1
NT_187487.1	dcid:bio/hg38_chrUn_KI270385v1
NT_187480.1	dcid:bio/hg38_chrUn_KI270386v1
NT_187475.1	dcid:bio/hg38_chrUn_KI270387v1
NT_187478.1	dcid:bio/hg38_chrUn_KI270388v1
NT_187473.1	dcid:bio/hg38_chrUn_KI270389v1
NT_187474.1	dcid:bio/hg38_chrUn_KI270390v1
NT_187481.1	dcid:bio/hg38_chrUn_KI270391v1
NT_187485.1	dcid:bio/hg38_chrUn_KI270392v1
NT_187483.1	dcid:bio/hg38_chrUn_KI270393v1
NT_187479.1	dcid:bio/hg38_chrUn_KI270394v1
NT_187476.1	dcid:bio/hg38_chrUn_KI270395v1
NT_187477.1	dcid:bio/hg38_chrUn_KI270396v1
NT_187409.1	dcid:bio/hg38_chrUn_KI270411v1
NT_187408.1	dcid:bio/hg38_chrUn_KI270412v1
NT_187410.1	dcid:bio/hg38_chrUn_KI270414v1
NT_187415.1	dcid:bio/hg38_chrUn_KI270417v1
NT_187412.1	dcid:bio/hg38_chrUn_KI270418v1
NT_187411.1	dcid:bio/hg38_chrUn_KI270419v1
NT_187413.1	dcid:bio/hg38_chrUn_KI270420v1
NT_187416.1	dcid:bio/hg38_chrUn_KI270422v1
NT_187417.1	dcid:bio/hg38_chrUn_KI270423v1
NT_187414.1	dcid:bio/hg38_chrUn_KI270424v1
NT_187418.1	dcid:bio/hg38_chrUn_KI270425v1
NT_187419.1	dcid:bio/hg38_chrUn_KI270429v1
NT_187424.1	dcid:bio/hg38_chrUn_KI270435v1
NT_187425.1	dcid:bio/hg38_chrUn_KI270438v1
NT_187420.1	dcid:bio/hg38_chrUn_KI270442v1
NT_187495.1	dcid:bio/hg38_chrUn_KI270448v1
NT_187422.1	dcid:bio/hg38_chrUn_KI270465v1
NT_187421.1	dcid:bio/hg38_chrUn_KI270466v1
NT_187423.1	dcid:bio/hg38_chrUn_KI270467v1
NT_187426.1	dcid:bio/hg38_chrUn_KI270468v1
NT_187437.1	dcid:bio/hg38_chrUn_KI270507v1
NT_187430.1	dcid:bio/hg38_chrUn_KI270508v1
NT_187428.1	dcid:bio/hg38_chrUn_KI270509v1
NT_187427.1	dcid:bio/hg38_chrUn_KI270510v1
NT_187435.1	dcid:bio/hg38_chrUn_KI270511v1
NT_187432.1	dcid:bio/hg38_chrUn_KI270512v1
NT_187436.1	dcid:bio/hg38_chrUn_KI270515v1
NT_187431.1	dcid:bio/hg38_chrUn_KI270516v1
NT_187438.1	dcid:bio/hg38_chrUn_KI270517v1
NT_187429.1	dcid:bio/hg38_chrUn_KI270518v1
NT_187433.1	dcid:bio/hg38_chrUn_KI270519v1
NT_187496.1	dcid:bio/hg38_chrUn_KI270521v1
NT_187434.1	dcid:bio/hg38_chrUn_KI270522v1
NT_187440.1	dcid:bio/hg38_chrUn_KI270528v1
NT_187439.1	dcid:bio/hg38_chrUn_KI270529v1
NT_187441.1	dcid:bio/hg38_chrUn_KI270530v1
NT_187443.1	dcid:bio/hg38_chrUn_KI270538v1
NT_187442.1	dcid:bio/hg38_chrUn_KI270539v1
NT_187444.1	dcid:bio/hg38_chrUn_KI270544v1
NT_187445.1	dcid:bio/hg38_chrUn_KI270548v1
NT_187450.1	dcid:bio/hg38_chrUn_KI270579v1
NT_187448.1	dcid:bio/hg38_chrUn_KI270580v1
NT_187449.1	dcid:bio/hg38_chrUn_KI270581v1
NT_187454.1	dcid:bio/hg38_chrUn_KI270582v1
NT_187446.1	dcid:bio/hg38_chrUn_KI270583v1
NT_187453.1	dcid:bio/hg38_chrUn_KI270584v1
NT_187447.1	dcid:bio/hg38_chrUn_KI270587v1
NT_187455.1	dcid:bio/hg38_chrUn_KI270588v1
NT_187451.1	dcid:bio/hg38_chrUn_KI270589v1
NT_187452.1	dcid:bio/hg38_chrUn_KI270590v1
NT_187457.1	dcid:bio/hg38_chrUn_KI270591v1
NT_187456.1	dcid:bio/hg38_chrUn_KI270593v1
NT_187497.1	dcid:bio/hg38_chrUn_KI270741v1
NT_187513.1	dcid:bio/hg38_chrUn_KI270742v1
NT_187498.1	dcid:bio/hg38_chrUn_KI270743v1
NT_187499.1	dcid:bio/hg38_chrUn_KI270744v1
NT_187500.1	dcid:bio/hg38_chrUn_KI270745v1
NT_187501.1	dcid:bio/hg38_chrUn_KI270746v1
NT_187502.1	dcid:bio/hg38_chrUn_KI270747v1
NT_187503.1	dcid:bio/hg38_chrUn_KI270748v1
NT_187504.1	dcid:bio/hg38_chrUn_KI270749v1
NT_187505.1	dcid:bio/hg38_chrUn_KI270750v1
NT_187506.1	dcid:bio/hg38_chrUn_KI270751v1
NT_187508.1	dcid:bio/hg38_chrUn_KI270753v1
NT_187509.1	dcid:bio/hg38_chrUn_KI270754v1
NT_187510.1	dcid:bio/hg38_chrUn_KI270755v1
NT_187511.1	dcid:bio/hg38_chrUn_KI270756v1
NT_187512.1	dcid:bio/hg38_chrUn_KI270757v1
NW_009646194.1	dcid:bio/hg38_chr1_KN196472v1_fix
NW_009646195.1	dcid:bio/hg38_chr1_KN196473v1_fix
NW_009646196.1	dcid:bio/hg38_chr1_KN196474v1_fix
NW_011332687.1	dcid:bio/hg38_chr1_KN538360v1_fix
NW_011332688.1	dcid:bio/hg38_chr1_KN538361v1_fix
NW_012132914.1	dcid:bio/hg38_chr1_KQ031383v1_fix
NW_018654708.1	dcid:bio/hg38_chr1_KZ208906v1_fix
NW_019805487.1	dcid:bio/hg38_chr1_KZ559100v1_fix
NW_025791756.1	dcid:bio/hg38_chr1_MU273333v1_fix
NW_025791757.1	dcid:bio/hg38_chr1_MU273334v1_fix
NW_025791758.1	dcid:bio/hg38_chr1_MU273335v1_fix
NW_025791759.1	dcid:bio/hg38_chr1_MU273336v1_fix
NW_014040925.1	dcid:bio/hg38_chr1_KQ458382v1_alt
NW_014040926.1	dcid:bio/hg38_chr1_KQ458383v1_alt
NW_014040927.1	dcid:bio/hg38_chr1_KQ458384v1_alt
NW_015495298.1	dcid:bio/hg38_chr1_KQ983255v1_alt
NW_017852928.1	dcid:bio/hg38_chr1_KV880763v1_alt
NW_018654706.1	dcid:bio/hg38_chr1_KZ208904v1_alt
NW_018654707.1	dcid:bio/hg38_chr1_KZ208905v1_alt
NW_025791753.1	dcid:bio/hg38_chr1_MU273330v1_alt
NW_025791754.1	dcid:bio/hg38_chr1_MU273331v1_alt
NW_025791755.1	dcid:bio/hg38_chr1_MU273332v1_alt
NW_011332689.1	dcid:bio/hg38_chr2_KN538362v1_fix
NW_011332690.1	dcid:bio/hg38_chr2_KN538363v1_fix
NW_012132915.1	dcid:bio/hg38_chr2_KQ031384v1_fix
NW_021159987.1	dcid:bio/hg38_chr2_ML143341v1_fix
NW_021159988.1	dcid:bio/hg38_chr2_ML143342v1_fix
NW_025791764.1	dcid:bio/hg38_chr2_MU273341v1_fix
NW_025791765.1	dcid:bio/hg38_chr2_MU273342v1_fix
NW_025791766.1	dcid:bio/hg38_chr2_MU273343v1_fix
NW_025791767.1	dcid:bio/hg38_chr2_MU273344v1_fix
NW_025791768.1	dcid:bio/hg38_chr2_MU273345v1_fix
NW_015495299.1	dcid:bio/hg38_chr2_KQ983256v1_alt
NW_018654709.1	dcid:bio/hg38_chr2_KZ208907v1_alt
NW_018654710.1	dcid:bio/hg38_chr2_KZ208908v1_alt
NW_025791760.1	dcid:bio/hg38_chr2_MU273337v1_alt
NW_025791761.1	dcid:bio/hg38_chr2_MU273338v1_alt
NW_025791762.1	dcid:bio/hg38_chr2_MU273339v1_alt
NW_025791763.1	dcid:bio/hg38_chr2_MU273340v1_alt
NW_009646197.1	dcid:bio/hg38_chr3_KN196475v1_fix
NW_009646198.1	dcid:bio/hg38_chr3_KN196476v1_fix
NW_011332691.1	dcid:bio/hg38_chr3_KN538364v1_fix
NW_012132916.1	dcid:bio/hg38_chr3_KQ031385v1_fix
NW_012132917.1	dcid:bio/hg38_chr3_KQ031386v1_fix
NW_017363813.1	dcid:bio/hg38_chr3_KV766192v1_fix
NW_019805491.1	dcid:bio/hg38_chr3_KZ559104v1_fix
NW_025791769.1	dcid:bio/hg38_chr3_MU273346v1_fix
NW_025791770.1	dcid:bio/hg38_chr3_MU273347v1_fix
NW_025791771.1	dcid:bio/hg38_chr3_MU273348v1_fix
NW_018654711.1	dcid:bio/hg38_chr3_KZ208909v1_alt
NW_019805488.1	dcid:bio/hg38_chr3_KZ559101v1_alt
NW_019805489.1	dcid:bio/hg38_chr3_KZ559102v1_alt
NW_019805490.1	dcid:bio/hg38_chr3_KZ559103v1_alt
NW_019805492.1	dcid:bio/hg38_chr3_KZ559105v1_alt
NW_021159989.1	dcid:bio/hg38_chr3_ML143343v1_alt
NW_015495300.1	dcid:bio/hg38_chr4_KQ983257v1_fix
NW_021159990.1	dcid:bio/hg38_chr4_ML143344v1_fix
NW_021159991.1	dcid:bio/hg38_chr4_ML143345v1_fix
NW_021159992.1	dcid:bio/hg38_chr4_ML143346v1_fix
NW_021159993.1	dcid:bio/hg38_chr4_ML143347v1_fix
NW_021159994.1	dcid:bio/hg38_chr4_ML143348v1_fix
NW_021159995.1	dcid:bio/hg38_chr4_ML143349v1_fix
NW_025791773.1	dcid:bio/hg38_chr4_MU273350v1_fix
NW_025791774.1	dcid:bio/hg38_chr4_MU273351v1_fix
NW_013171799.1	dcid:bio/hg38_chr4_KQ090013v1_alt
NW_013171800.1	dcid:bio/hg38_chr4_KQ090014v1_alt
NW_013171801.1	dcid:bio/hg38_chr4_KQ090015v1_alt
NW_015495301.1	dcid:bio/hg38_chr4_KQ983258v1_alt
NW_017363814.1	dcid:bio/hg38_chr4_KV766193v1_alt
NW_025791772.1	dcid:bio/hg38_chr4_MU273349v1_alt
NW_016107298.1	dcid:bio/hg38_chr5_KV575244v1_fix
NW_021159996.1	dcid:bio/hg38_chr5_ML143350v1_fix
NW_025791775.1	dcid:bio/hg38_chr5_MU273352v1_fix
NW_025791776.1	dcid:bio/hg38_chr5_MU273353v1_fix
NW_025791777.1	dcid:bio/hg38_chr5_MU273354v1_fix
NW_025791778.1	dcid:bio/hg38_chr5_MU273355v1_fix
NW_009646199.1	dcid:bio/hg38_chr5_KN196477v1_alt
NW_016107297.1	dcid:bio/hg38_chr5_KV575243v1_alt
NW_018654712.1	dcid:bio/hg38_chr5_KZ208910v1_alt
NW_025791779.1	dcid:bio/hg38_chr5_MU273356v1_alt
NW_009646200.1	dcid:bio/hg38_chr6_KN196478v1_fix
NW_012132918.1	dcid:bio/hg38_chr6_KQ031387v1_fix
NW_013171802.1	dcid:bio/hg38_chr6_KQ090016v1_fix
NW_017363815.1	dcid:bio/hg38_chr6_KV766194v1_fix
NW_018654713.1	dcid:bio/hg38_chr6_KZ208911v1_fix
NW_021159997.1	dcid:bio/hg38_chr6_ML143351v1_fix
NW_013171803.1	dcid:bio/hg38_chr6_KQ090017v1_alt
NW_025791780.1	dcid:bio/hg38_chr6_MU273357v1_alt
NW_012132919.1	dcid:bio/hg38_chr7_KQ031388v1_fix
NW_017852929.1	dcid:bio/hg38_chr7_KV880764v1_fix
NW_017852930.1	dcid:bio/hg38_chr7_KV880765v1_fix
NW_018654714.1	dcid:bio/hg38_chr7_KZ208912v1_fix
NW_021159998.1	dcid:bio/hg38_chr7_ML143352v1_fix
NW_018654715.1	dcid:bio/hg38_chr7_KZ208913v1_alt
NW_019805493.1	dcid:bio/hg38_chr7_KZ559106v1_alt
NW_025791781.1	dcid:bio/hg38_chr7_MU273358v1_alt
NW_017852931.1	dcid:bio/hg38_chr8_KV880766v1_fix
NW_017852932.1	dcid:bio/hg38_chr8_KV880767v1_fix
NW_018654716.1	dcid:bio/hg38_chr8_KZ208914v1_fix
NW_018654717.1	dcid:bio/hg38_chr8_KZ208915v1_fix
NW_025791782.1	dcid:bio/hg38_chr8_MU273359v1_fix
NW_025791783.1	dcid:bio/hg38_chr8_MU273360v1_fix
NW_025791784.1	dcid:bio/hg38_chr8_MU273361v1_fix
NW_025791785.1	dcid:bio/hg38_chr8_MU273362v1_fix
NW_025791786.1	dcid:bio/hg38_chr8_MU273363v1_fix
NW_019805494.1	dcid:bio/hg38_chr8_KZ559107v1_alt
NW_009646201.1	dcid:bio/hg38_chr9_KN196479v1_fix
NW_021159999.1	dcid:bio/hg38_chr9_ML143353v1_fix
NW_025791787.1	dcid:bio/hg38_chr9_MU273364v1_fix
NW_025791788.1	dcid:bio/hg38_chr9_MU273365v1_fix
NW_025791789.1	dcid:bio/hg38_chr9_MU273366v1_fix
NW_013171804.1	dcid:bio/hg38_chr9_KQ090018v1_alt
NW_013171805.1	dcid:bio/hg38_chr9_KQ090019v1_alt
NW_009646202.1	dcid:bio/hg38_chr10_KN196480v1_fix
NW_011332692.1	dcid:bio/hg38_chr10_KN538365v1_fix
NW_011332693.1	dcid:bio/hg38_chr10_KN538366v1_fix
NW_011332694.1	dcid:bio/hg38_chr10_KN538367v1_fix
NW_013171807.1	dcid:bio/hg38_chr10_KQ090021v1_fix
NW_021160000.1	dcid:bio/hg38_chr10_ML143354v1_fix
NW_021160001.1	dcid:bio/hg38_chr10_ML143355v1_fix
NW_025791790.1	dcid:bio/hg38_chr10_MU273367v1_fix
NW_013171806.1	dcid:bio/hg38_chr10_KQ090020v1_alt
NW_009646203.1	dcid:bio/hg38_chr11_KN196481v1_fix
NW_013171808.1	dcid:bio/hg38_chr11_KQ090022v1_fix
NW_015148966.2	dcid:bio/hg38_chr11_KQ759759v2_fix
NW_017363816.1	dcid:bio/hg38_chr11_KV766195v1_fix
NW_019805495.1	dcid:bio/hg38_chr11_KZ559108v1_fix
NW_019805496.1	dcid:bio/hg38_chr11_KZ559109v1_fix
NW_021160002.1	dcid:bio/hg38_chr11_ML143356v1_fix
NW_021160003.1	dcid:bio/hg38_chr11_ML143357v1_fix
NW_021160004.1	dcid:bio/hg38_chr11_ML143358v1_fix
NW_021160005.1	dcid:bio/hg38_chr11_ML143359v1_fix
NW_021160006.1	dcid:bio/hg38_chr11_ML143360v1_fix
NW_025791792.1	dcid:bio/hg38_chr11_MU273369v1_fix
NW_025791793.1	dcid:bio/hg38_chr11_MU273370v1_fix
NW_025791794.1	dcid:bio/hg38_chr11_MU273371v1_fix
NW_011332695.1	dcid:bio/hg38_chr11_KN538368v1_alt
NW_019805497.1	dcid:bio/hg38_chr11_KZ559110v1_alt
NW_019805498.1	dcid:bio/hg38_chr11_KZ559111v1_alt
NW_025791791.1	dcid:bio/hg38_chr11_MU273368v1_alt
NW_009646204.1	dcid:bio/hg38_chr12_KN196482v1_fix
NW_011332696.1	dcid:bio/hg38_chr12_KN538369v1_fix
NW_011332697.1	dcid:bio/hg38_chr12_KN538370v1_fix
NW_015148967.1	dcid:bio/hg38_chr12_KQ759760v1_fix
NW_018654718.1	dcid:bio/hg38_chr12_KZ208916v1_fix
NW_018654719.1	dcid:bio/hg38_chr12_KZ208917v1_fix
NW_021160007.1	dcid:bio/hg38_chr12_ML143361v1_fix
NW_021160008.1	dcid:bio/hg38_chr12_ML143362v1_fix
NW_025791795.1	dcid:bio/hg38_chr12_MU273372v1_fix
NW_013171809.1	dcid:bio/hg38_chr12_KQ090023v1_alt
NW_018654720.1	dcid:bio/hg38_chr12_KZ208918v1_alt
NW_019805499.1	dcid:bio/hg38_chr12_KZ559112v1_alt
NW_009646205.1	dcid:bio/hg38_chr13_KN196483v1_fix
NW_011332698.1	dcid:bio/hg38_chr13_KN538371v1_fix
NW_011332699.1	dcid:bio/hg38_chr13_KN538372v1_fix
NW_011332700.1	dcid:bio/hg38_chr13_KN538373v1_fix
NW_021160009.1	dcid:bio/hg38_chr13_ML143363v1_fix
NW_021160010.1	dcid:bio/hg38_chr13_ML143364v1_fix
NW_021160011.1	dcid:bio/hg38_chr13_ML143365v1_fix
NW_021160012.1	dcid:bio/hg38_chr13_ML143366v1_fix
NW_013171810.1	dcid:bio/hg38_chr13_KQ090024v1_alt
NW_013171811.1	dcid:bio/hg38_chr13_KQ090025v1_alt
NW_018654722.1	dcid:bio/hg38_chr14_KZ208920v1_fix
NW_021160013.1	dcid:bio/hg38_chr14_ML143367v1_fix
NW_025791796.1	dcid:bio/hg38_chr14_MU273373v1_fix
NW_018654721.1	dcid:bio/hg38_chr14_KZ208919v1_alt
NW_021160014.1	dcid:bio/hg38_chr14_ML143368v1_alt
NW_011332701.1	dcid:bio/hg38_chr15_KN538374v1_fix
NW_021160015.1	dcid:bio/hg38_chr15_ML143369v1_fix
NW_021160016.1	dcid:bio/hg38_chr15_ML143370v1_fix
NW_021160017.1	dcid:bio/hg38_chr15_ML143371v1_fix
NW_021160018.1	dcid:bio/hg38_chr15_ML143372v1_fix
NW_025791797.1	dcid:bio/hg38_chr15_MU273374v1_fix
NW_012132920.1	dcid:bio/hg38_chr15_KQ031389v1_alt
NW_025791798.1	dcid:bio/hg38_chr15_MU273375v1_alt
NW_017852933.1	dcid:bio/hg38_chr16_KV880768v1_fix
NW_019805500.1	dcid:bio/hg38_chr16_KZ559113v1_fix
NW_021160019.1	dcid:bio/hg38_chr16_ML143373v1_fix
NW_025791799.1	dcid:bio/hg38_chr16_MU273376v1_fix
NW_025791800.1	dcid:bio/hg38_chr16_MU273377v1_fix
NW_012132921.1	dcid:bio/hg38_chr16_KQ031390v1_alt
NW_013171812.1	dcid:bio/hg38_chr16_KQ090026v1_alt
NW_013171813.1	dcid:bio/hg38_chr16_KQ090027v1_alt
NW_018654723.1	dcid:bio/hg38_chr16_KZ208921v1_alt
NW_016107299.1	dcid:bio/hg38_chr17_KV575245v1_fix
NW_017363817.1	dcid:bio/hg38_chr17_KV766196v1_fix
NW_021160020.1	dcid:bio/hg38_chr17_ML143374v1_fix
NW_021160021.1	dcid:bio/hg38_chr17_ML143375v1_fix
NW_025791802.1	dcid:bio/hg38_chr17_MU273379v1_fix
NW_025791803.1	dcid:bio/hg38_chr17_MU273380v1_fix
NW_025791804.1	dcid:bio/hg38_chr17_MU273381v1_fix
NW_025791805.1	dcid:bio/hg38_chr17_MU273382v1_fix
NW_025791806.1	dcid:bio/hg38_chr17_MU273383v1_fix
NW_017363818.1	dcid:bio/hg38_chr17_KV766197v1_alt
NW_017363819.1	dcid:bio/hg38_chr17_KV766198v1_alt
NW_019805501.1	dcid:bio/hg38_chr17_KZ559114v1_alt
NW_025791801.1	dcid:bio/hg38_chr17_MU273378v1_alt
NW_013171814.1	dcid:bio/hg38_chr18_KQ090028v1_fix
NW_018654724.1	dcid:bio/hg38_chr18_KZ208922v1_fix
NW_019805502.1	dcid:bio/hg38_chr18_KZ559115v1_fix
NW_014040928.1	dcid:bio/hg38_chr18_KQ458385v1_alt
NW_019805503.1	dcid:bio/hg38_chr18_KZ559116v1_alt
NW_009646206.1	dcid:bio/hg38_chr19_KN196484v1_fix
NW_014040929.1	dcid:bio/hg38_chr19_KQ458386v1_fix
NW_021160022.1	dcid:bio/hg38_chr19_ML143376v1_fix
NW_025791807.1	dcid:bio/hg38_chr19_MU273384v1_fix
NW_025791808.1	dcid:bio/hg38_chr19_MU273385v1_fix
NW_025791809.1	dcid:bio/hg38_chr19_MU273386v1_fix
NW_016107300.1	dcid:bio/hg38_chr19_KV575246v1_alt
NW_016107301.1	dcid:bio/hg38_chr19_KV575247v1_alt
NW_016107302.1	dcid:bio/hg38_chr19_KV575248v1_alt
NW_016107303.1	dcid:bio/hg38_chr19_KV575249v1_alt
NW_016107304.1	dcid:bio/hg38_chr19_KV575250v1_alt
NW_016107305.1	dcid:bio/hg38_chr19_KV575251v1_alt
NW_016107306.1	dcid:bio/hg38_chr19_KV575252v1_alt
NW_016107307.1	dcid:bio/hg38_chr19_KV575253v1_alt
NW_016107308.1	dcid:bio/hg38_chr19_KV575254v1_alt
NW_016107309.1	dcid:bio/hg38_chr19_KV575255v1_alt
NW_016107310.1	dcid:bio/hg38_chr19_KV575256v1_alt
NW_016107311.1	dcid:bio/hg38_chr19_KV575257v1_alt
NW_016107312.1	dcid:bio/hg38_chr19_KV575258v1_alt
NW_016107313.1	dcid:bio/hg38_chr19_KV575259v1_alt
NW_016107314.1	dcid:bio/hg38_chr19_KV575260v1_alt
NW_025791810.1	dcid:bio/hg38_chr19_MU273387v1_alt
NW_025791811.1	dcid:bio/hg38_chr20_MU273388v1_fix
NW_025791812.1	dcid:bio/hg38_chr20_MU273389v1_fix
NW_021160023.1	dcid:bio/hg38_chr21_ML143377v1_fix
NW_025791813.1	dcid:bio/hg38_chr21_MU273390v1_fix
NW_025791814.1	dcid:bio/hg38_chr21_MU273391v1_fix
NW_025791815.1	dcid:bio/hg38_chr21_MU273392v1_fix
NW_015148969.2	dcid:bio/hg38_chr22_KQ759762v2_fix
NW_021160024.1	dcid:bio/hg38_chr22_ML143378v1_fix
NW_021160025.1	dcid:bio/hg38_chr22_ML143379v1_fix
NW_021160026.1	dcid:bio/hg38_chr22_ML143380v1_fix
NW_009646207.1	dcid:bio/hg38_chr22_KN196485v1_alt
NW_009646208.1	dcid:bio/hg38_chr22_KN196486v1_alt
NW_014040930.1	dcid:bio/hg38_chr22_KQ458387v1_alt
NW_014040931.1	dcid:bio/hg38_chr22_KQ458388v1_alt
NW_015148968.1	dcid:bio/hg38_chr22_KQ759761v1_alt
NW_021160027.1	dcid:bio/hg38_chrX_ML143381v1_fix
NW_021160028.1	dcid:bio/hg38_chrX_ML143382v1_fix
NW_021160029.1	dcid:bio/hg38_chrX_ML143383v1_fix
NW_021160030.1	dcid:bio/hg38_chrX_ML143384v1_fix
NW_021160031.1	dcid:bio/hg38_chrX_ML143385v1_fix
NW_025791816.1	dcid:bio/hg38_chrX_MU273393v1_fix
NW_025791817.1	dcid:bio/hg38_chrX_MU273394v1_fix
NW_017363820.1	dcid:bio/hg38_chrX_KV766199v1_alt
NW_025791818.1	dcid:bio/hg38_chrX_MU273395v1_alt
NW_025791819.1	dcid:bio/hg38_chrX_MU273396v1_alt
NW_025791820.1	dcid:bio/hg38_chrX_MU273397v1_alt
NW_009646209.1	dcid:bio/hg38_chrY_KN196487v1_fix
NW_018654725.1	dcid:bio/hg38_chrY_KZ208923v1_fix
NW_018654726.1	dcid:bio/hg38_chrY_KZ208924v1_fix
NW_025791821.1	dcid:bio/hg38_chrY_MU273398v1_fix
NW_003315905.1	dcid:bio/hg38_chr1_GL383518v1_alt
NW_003315906.1	dcid:bio/hg38_chr1_GL383519v1_alt
NW_003315907.2	dcid:bio/hg38_chr1_GL383520v2_alt
NT_187516.1	dcid:bio/hg38_chr1_KI270759v1_alt
NT_187514.1	dcid:bio/hg38_chr1_KI270760v1_alt
NT_187518.1	dcid:bio/hg38_chr1_KI270761v1_alt
NT_187515.1	dcid:bio/hg38_chr1_KI270762v1_alt
NT_187519.1	dcid:bio/hg38_chr1_KI270763v1_alt
NT_187521.1	dcid:bio/hg38_chr1_KI270764v1_alt
NT_187520.1	dcid:bio/hg38_chr1_KI270765v1_alt
NT_187517.1	dcid:bio/hg38_chr1_KI270766v1_alt
NW_003315908.1	dcid:bio/hg38_chr2_GL383521v1_alt
NW_003315909.1	dcid:bio/hg38_chr2_GL383522v1_alt
NW_003571033.2	dcid:bio/hg38_chr2_GL582966v2_alt
NT_187523.1	dcid:bio/hg38_chr2_KI270767v1_alt
NT_187528.1	dcid:bio/hg38_chr2_KI270768v1_alt
NT_187522.1	dcid:bio/hg38_chr2_KI270769v1_alt
NT_187525.1	dcid:bio/hg38_chr2_KI270770v1_alt
NT_187530.1	dcid:bio/hg38_chr2_KI270771v1_alt
NT_187524.1	dcid:bio/hg38_chr2_KI270772v1_alt
NT_187526.1	dcid:bio/hg38_chr2_KI270773v1_alt
NT_187529.1	dcid:bio/hg38_chr2_KI270774v1_alt
NT_187531.1	dcid:bio/hg38_chr2_KI270775v1_alt
NT_187527.1	dcid:bio/hg38_chr2_KI270776v1_alt
NW_003315913.1	dcid:bio/hg38_chr3_GL383526v1_alt
