observationAbout,observationDate,value,variableMeasured,observationPeriod
dcid:geoId/24,2024-03,4579,dcid:Count_Death,P1M
dcid:geoId/25,2024-03,5241,dcid:Count_Death,P1M
dcid:geoId/26,2024-03,8997,dcid:Count_Death,P1M
dcid:geoId/27,2024-03,4244,dcid:Count_Death,P1M
dcid:geoId/28,2024-03,2973,dcid:Count_Death,P1M
dcid:geoId/29,2024-03,5585,dcid:Count_Death,P1M
dcid:geoId/30,2024-03,972,dcid:Count_Death,P1M
dcid:geoId/31,2024-03,1627,dcid:Count_Death,P1M
dcid:geoId/32,2024-03,2549,dcid:Count_Death,P1M
dcid:geoId/33,2024-03,1181,dcid:Count_Death,P1M
dcid:geoId/34,2024-03,6443,dcid:Count_Death,P1M
dcid:geoId/35,2024-03,1900,dcid:Count_Death,P1M
dcid:geoId/36,2024-03,13593,dcid:Count_Death,P1M
dcid:geoId/37,2024-03,8978,dcid:Count_Death,P1M
dcid:geoId/38,2024-03,577,dcid:Count_Death,P1M
dcid:geoId/39,2024-03,10994,dcid:Count_Death,P1M
dcid:geoId/40,2024-03,3709,dcid:Count_Death,P1M
dcid:geoId/41,2024-03,3584,dcid:Count_Death,P1M
dcid:geoId/42,2024-03,11748,dcid:Count_Death,P1M
dcid:geoId/44,2024-03,826,dcid:Count_Death,P1M
dcid:geoId/45,2024-03,4921,dcid:Count_Death,P1M
dcid:geoId/46,2024-03,727,dcid:Count_Death,P1M
dcid:geoId/47,2024-03,6804,dcid:Count_Death,P1M
dcid:geoId/48,2024-03,19469,dcid:Count_Death,P1M
dcid:geoId/49,2024-03,1780,dcid:Count_Death,P1M
dcid:geoId/50,2024-03,593,dcid:Count_Death,P1M
dcid:geoId/51,2024-03,6658,dcid:Count_Death,P1M
dcid:geoId/53,2024-03,5534,dcid:Count_Death,P1M
dcid:geoId/54,2024-03,2149,dcid:Count_Death,P1M
dcid:geoId/55,2024-03,4796,dcid:Count_Death,P1M
dcid:geoId/56,2024-03,462,dcid:Count_Death,P1M
dcid:geoId/72,2024-03,2776,dcid:Count_Death,P1M
dcid:geoId/01,2024-04,4830,dcid:Count_Death,P1M
dcid:geoId/02,2024-04,419,dcid:Count_Death,P1M
dcid:geoId/04,2024-04,5713,dcid:Count_Death,P1M
dcid:geoId/05,2024-04,2864,dcid:Count_Death,P1M
dcid:geoId/06,2024-04,23286,dcid:Count_Death,P1M
dcid:geoId/08,2024-04,3717,dcid:Count_Death,P1M
dcid:geoId/09,2024-04,2692,dcid:Count_Death,P1M
dcid:geoId/10,2024-04,868,dcid:Count_Death,P1M
dcid:geoId/11,2024-04,391,dcid:Count_Death,P1M
dcid:geoId/12,2024-04,18522,dcid:Count_Death,P1M
dcid:geoId/13,2024-04,7561,dcid:Count_Death,P1M
dcid:geoId/15,2024-04,1015,dcid:Count_Death,P1M
dcid:geoId/16,2024-04,1341,dcid:Count_Death,P1M
dcid:geoId/17,2024-04,9018,dcid:Count_Death,P1M
dcid:geoId/18,2024-04,5524,dcid:Count_Death,P1M
dcid:geoId/19,2024-04,2644,dcid:Count_Death,P1M
dcid:geoId/20,2024-04,2809,dcid:Count_Death,P1M
dcid:geoId/21,2024-04,4263,dcid:Count_Death,P1M
dcid:geoId/22,2024-04,3938,dcid:Count_Death,P1M
dcid:geoId/23,2024-04,1331,dcid:Count_Death,P1M
dcid:geoId/24,2024-04,4390,dcid:Count_Death,P1M
dcid:geoId/25,2024-04,4998,dcid:Count_Death,P1M
dcid:geoId/26,2024-04,8326,dcid:Count_Death,P1M
dcid:geoId/27,2024-04,4108,dcid:Count_Death,P1M
dcid:geoId/28,2024-04,2795,dcid:Count_Death,P1M
dcid:geoId/29,2024-04,5328,dcid:Count_Death,P1M
dcid:geoId/30,2024-04,932,dcid:Count_Death,P1M
dcid:geoId/31,2024-04,1454,dcid:Count_Death,P1M
dcid:geoId/32,2024-04,2374,dcid:Count_Death,P1M
dcid:geoId/33,2024-04,1151,dcid:Count_Death,P1M
dcid:geoId/34,2024-04,6097,dcid:Count_Death,P1M
dcid:geoId/35,2024-04,1811,dcid:Count_Death,P1M
dcid:geoId/36,2024-04,12852,dcid:Count_Death,P1M
dcid:geoId/37,2024-04,8671,dcid:Count_Death,P1M
dcid:geoId/38,2024-04,549,dcid:Count_Death,P1M
dcid:geoId/39,2024-04,10398,dcid:Count_Death,P1M
dcid:geoId/40,2024-04,3590,dcid:Count_Death,P1M
dcid:geoId/41,2024-04,3362,dcid:Count_Death,P1M
dcid:geoId/42,2024-04,11030,dcid:Count_Death,P1M
dcid:geoId/44,2024-04,805,dcid:Count_Death,P1M
dcid:geoId/45,2024-04,4743,dcid:Count_Death,P1M
dcid:geoId/46,2024-04,739,dcid:Count_Death,P1M
dcid:geoId/47,2024-04,6411,dcid:Count_Death,P1M
dcid:geoId/48,2024-04,18260,dcid:Count_Death,P1M
dcid:geoId/49,2024-04,1728,dcid:Count_Death,P1M
dcid:geoId/50,2024-04,546,dcid:Count_Death,P1M
dcid:geoId/51,2024-04,6258,dcid:Count_Death,P1M
dcid:geoId/53,2024-04,5251,dcid:Count_Death,P1M
dcid:geoId/54,2024-04,1911,dcid:Count_Death,P1M
dcid:geoId/55,2024-04,4641,dcid:Count_Death,P1M
dcid:geoId/56,2024-04,462,dcid:Count_Death,P1M
dcid:geoId/72,2024-04,2660,dcid:Count_Death,P1M
dcid:geoId/01,2024-05,4629,dcid:Count_Death,P1M
dcid:geoId/02,2024-05,464,dcid:Count_Death,P1M
dcid:geoId/04,2024-05,5853,dcid:Count_Death,P1M
dcid:geoId/05,2024-05,2855,dcid:Count_Death,P1M
dcid:geoId/06,2024-05,23461,dcid:Count_Death,P1M
dcid:geoId/08,2024-05,3746,dcid:Count_Death,P1M
dcid:geoId/09,2024-05,2588,dcid:Count_Death,P1M
dcid:geoId/10,2024-05,847,dcid:Count_Death,P1M
dcid:geoId/11,2024-05,399,dcid:Count_Death,P1M
dcid:geoId/12,2024-05,18768,dcid:Count_Death,P1M
dcid:geoId/13,2024-05,7584,dcid:Count_Death,P1M
dcid:geoId/15,2024-05,1005,dcid:Count_Death,P1M
dcid:geoId/16,2024-05,1336,dcid:Count_Death,P1M
dcid:geoId/17,2024-05,9050,dcid:Count_Death,P1M
dcid:geoId/18,2024-05,5595,dcid:Count_Death,P1M
dcid:geoId/19,2024-05,2614,dcid:Count_Death,P1M
dcid:geoId/20,2024-05,2801,dcid:Count_Death,P1M
dcid:geoId/21,2024-05,4145,dcid:Count_Death,P1M
dcid:geoId/22,2024-05,3908,dcid:Count_Death,P1M
dcid:geoId/23,2024-05,1373,dcid:Count_Death,P1M
dcid:geoId/24,2024-05,4293,dcid:Count_Death,P1M
dcid:geoId/25,2024-05,4872,dcid:Count_Death,P1M
dcid:geoId/26,2024-05,8344,dcid:Count_Death,P1M
dcid:geoId/27,2024-05,4046,dcid:Count_Death,P1M
dcid:geoId/28,2024-05,2859,dcid:Count_Death,P1M
dcid:geoId/29,2024-05,5276,dcid:Count_Death,P1M
dcid:geoId/30,2024-05,968,dcid:Count_Death,P1M
dcid:geoId/31,2024-05,1479,dcid:Count_Death,P1M
dcid:geoId/32,2024-05,2476,dcid:Count_Death,P1M
dcid:geoId/33,2024-05,1158,dcid:Count_Death,P1M
dcid:geoId/34,2024-05,6001,dcid:Count_Death,P1M
dcid:geoId/35,2024-05,1830,dcid:Count_Death,P1M
dcid:geoId/36,2024-05,12768,dcid:Count_Death,P1M
dcid:geoId/37,2024-05,8516,dcid:Count_Death,P1M
dcid:geoId/38,2024-05,582,dcid:Count_Death,P1M
dcid:geoId/39,2024-05,10241,dcid:Count_Death,P1M
dcid:geoId/40,2024-05,3597,dcid:Count_Death,P1M
dcid:geoId/41,2024-05,3478,dcid:Count_Death,P1M
dcid:geoId/42,2024-05,10985,dcid:Count_Death,P1M
dcid:geoId/44,2024-05,801,dcid:Count_Death,P1M
dcid:geoId/45,2024-05,4669,dcid:Count_Death,P1M
dcid:geoId/46,2024-05,722,dcid:Count_Death,P1M
dcid:geoId/47,2024-05,6422,dcid:Count_Death,P1M
dcid:geoId/48,2024-05,18611,dcid:Count_Death,P1M
dcid:geoId/49,2024-05,1695,dcid:Count_Death,P1M
dcid:geoId/50,2024-05,545,dcid:Count_Death,P1M
dcid:geoId/51,2024-05,6139,dcid:Count_Death,P1M
dcid:geoId/53,2024-05,5400,dcid:Count_Death,P1M
dcid:geoId/54,2024-05,2059,dcid:Count_Death,P1M
dcid:geoId/55,2024-05,4676,dcid:Count_Death,P1M
dcid:geoId/56,2024-05,449,dcid:Count_Death,P1M
dcid:geoId/72,2024-05,2764,dcid:Count_Death,P1M
dcid:geoId/01,2024-06,4520,dcid:Count_Death,P1M
dcid:geoId/02,2024-06,411,dcid:Count_Death,P1M
dcid:geoId/04,2024-06,5570,dcid:Count_Death,P1M
dcid:geoId/05,2024-06,2834,dcid:Count_Death,P1M
dcid:geoId/06,2024-06,22839,dcid:Count_Death,P1M
dcid:geoId/08,2024-06,3505,dcid:Count_Death,P1M
dcid:geoId/09,2024-06,2521,dcid:Count_Death,P1M
dcid:geoId/10,2024-06,840,dcid:Count_Death,P1M
dcid:geoId/11,2024-06,378,dcid:Count_Death,P1M
dcid:geoId/12,2024-06,17895,dcid:Count_Death,P1M
dcid:geoId/13,2024-06,7068,dcid:Count_Death,P1M
dcid:geoId/15,2024-06,1017,dcid:Count_Death,P1M
dcid:geoId/16,2024-06,1431,dcid:Count_Death,P1M
dcid:geoId/17,2024-06,8599,dcid:Count_Death,P1M
dcid:geoId/18,2024-06,5332,dcid:Count_Death,P1M
dcid:geoId/19,2024-06,2478,dcid:Count_Death,P1M
dcid:geoId/20,2024-06,2781,dcid:Count_Death,P1M
dcid:geoId/21,2024-06,3967,dcid:Count_Death,P1M
dcid:geoId/22,2024-06,3629,dcid:Count_Death,P1M
dcid:geoId/23,2024-06,1270,dcid:Count_Death,P1M
dcid:geoId/24,2024-06,4241,dcid:Count_Death,P1M
dcid:geoId/25,2024-06,4676,dcid:Count_Death,P1M
dcid:geoId/26,2024-06,7769,dcid:Count_Death,P1M
dcid:geoId/27,2024-06,3833,dcid:Count_Death,P1M
dcid:geoId/28,2024-06,2735,dcid:Count_Death,P1M
dcid:geoId/29,2024-06,5019,dcid:Count_Death,P1M
dcid:geoId/30,2024-06,943,dcid:Count_Death,P1M
dcid:geoId/31,2024-06,1418,dcid:Count_Death,P1M
dcid:geoId/32,2024-06,2437,dcid:Count_Death,P1M
dcid:geoId/33,2024-06,1102,dcid:Count_Death,P1M
dcid:geoId/34,2024-06,5684,dcid:Count_Death,P1M
dcid:geoId/35,2024-06,1675,dcid:Count_Death,P1M
dcid:geoId/36,2024-06,12391,dcid:Count_Death,P1M
dcid:geoId/37,2024-06,8192,dcid:Count_Death,P1M
dcid:geoId/38,2024-06,589,dcid:Count_Death,P1M
dcid:geoId/39,2024-06,9918,dcid:Count_Death,P1M
dcid:geoId/40,2024-06,3538,dcid:Count_Death,P1M
dcid:geoId/41,2024-06,3304,dcid:Count_Death,P1M
dcid:geoId/42,2024-06,10562,dcid:Count_Death,P1M
dcid:geoId/44,2024-06,813,dcid:Count_Death,P1M
dcid:geoId/45,2024-06,4631,dcid:Count_Death,P1M
dcid:geoId/46,2024-06,640,dcid:Count_Death,P1M
dcid:geoId/47,2024-06,6153,dcid:Count_Death,P1M
dcid:geoId/48,2024-06,18133,dcid:Count_Death,P1M
dcid:geoId/49,2024-06,1679,dcid:Count_Death,P1M
dcid:geoId/50,2024-06,531,dcid:Count_Death,P1M
dcid:geoId/51,2024-06,5877,dcid:Count_Death,P1M
dcid:geoId/53,2024-06,5236,dcid:Count_Death,P1M
dcid:geoId/54,2024-06,1914,dcid:Count_Death,P1M
dcid:geoId/55,2024-06,4399,dcid:Count_Death,P1M
dcid:geoId/56,2024-06,458,dcid:Count_Death,P1M
dcid:geoId/72,2024-06,2883,dcid:Count_Death,P1M
dcid:geoId/01,2023-01,5000,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/02,2023-01,756,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/04,2023-01,6563,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/05,2023-01,3008,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/06,2023-01,33782,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/08,2023-01,4889,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/09,2023-01,2752,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/10,2023-01,885,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/11,2023-01,651,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/12,2023-01,18815,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/13,2023-01,10743,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/15,2023-01,1317,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/16,2023-01,1839,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/17,2023-01,10074,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/18,2023-01,6617,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/19,2023-01,2951,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/20,2023-01,2877,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/21,2023-01,4339,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/22,2023-01,4885,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/23,2023-01,977,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/24,2023-01,5567,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/25,2023-01,5294,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/26,2023-01,8028,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/27,2023-01,5083,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/28,2023-01,3049,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/29,2023-01,5598,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/30,2023-01,854,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/31,2023-01,1978,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/32,2023-01,2739,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/33,2023-01,906,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/34,2023-01,8290,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/35,2023-01,1756,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/36,2023-01,9138,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/37,2023-01,10153,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/38,2023-01,798,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/39,2023-01,10647,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/40,2023-01,4093,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/41,2023-01,3077,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/42,2023-01,10365,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/44,2023-01,822,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/45,2023-01,4859,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/46,2023-01,911,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/47,2023-01,6930,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/48,2023-01,32433,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/49,2023-01,3502,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/50,2023-01,395,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/51,2023-01,7724,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/53,2023-01,6597,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/54,2023-01,1405,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/55,2023-01,4786,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/56,2023-01,459,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/72,2023-01,1599,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/01,2023-02,4420,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/02,2023-02,683,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/04,2023-02,6022,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/05,2023-02,2669,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/06,2023-02,30534,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/08,2023-02,4645,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/09,2023-02,2619,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/10,2023-02,773,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/11,2023-02,612,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/12,2023-02,16663,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/13,2023-02,9543,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/15,2023-02,1162,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/16,2023-02,1634,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/17,2023-02,9274,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/18,2023-02,6088,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/19,2023-02,2750,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/20,2023-02,2500,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/21,2023-02,3903,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/22,2023-02,4201,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/23,2023-02,894,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/24,2023-02,4895,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/25,2023-02,4937,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/26,2023-02,7609,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/27,2023-02,4667,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/28,2023-02,2585,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/29,2023-02,5032,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/30,2023-02,838,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/31,2023-02,1794,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/32,2023-02,2462,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/33,2023-02,851,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/34,2023-02,7676,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/35,2023-02,1623,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/36,2023-02,8088,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/37,2023-02,8981,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/38,2023-02,718,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/39,2023-02,9675,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/40,2023-02,3624,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/41,2023-02,2774,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/42,2023-02,9609,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/44,2023-02,672,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/45,2023-02,4273,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/46,2023-02,813,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/47,2023-02,6351,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/48,2023-02,28941,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/49,2023-02,3461,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/50,2023-02,342,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/51,2023-02,6991,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/53,2023-02,5982,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/54,2023-02,1312,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/55,2023-02,4420,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/56,2023-02,449,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/72,2023-02,1366,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/01,2023-03,4898,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/02,2023-03,756,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/04,2023-03,6420,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/05,2023-03,2850,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/06,2023-03,33052,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/08,2023-03,5244,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/09,2023-03,2880,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/10,2023-03,892,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/11,2023-03,649,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/12,2023-03,18181,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/13,2023-03,10316,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/15,2023-03,1238,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/16,2023-03,1926,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/17,2023-03,10615,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/18,2023-03,6761,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/19,2023-03,3087,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/20,2023-03,2851,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/21,2023-03,4407,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/22,2023-03,4353,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/23,2023-03,954,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/24,2023-03,5487,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/25,2023-03,5505,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/26,2023-03,8429,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/27,2023-03,5299,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/28,2023-03,2819,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/29,2023-03,5548,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/30,2023-03,929,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/31,2023-03,2101,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/32,2023-03,2602,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/33,2023-03,998,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/34,2023-03,8384,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/35,2023-03,1815,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/36,2023-03,9531,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/37,2023-03,9804,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/38,2023-03,821,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/39,2023-03,10850,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/40,2023-03,3984,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/41,2023-03,3147,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/42,2023-03,10848,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/44,2023-03,793,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/45,2023-03,4825,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/46,2023-03,942,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/47,2023-03,6847,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/48,2023-03,31437,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/49,2023-03,3940,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/50,2023-03,412,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/51,2023-03,7650,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/53,2023-03,6709,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/54,2023-03,1430,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/55,2023-03,5132,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/56,2023-03,534,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/72,2023-03,1541,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/01,2023-04,4391,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/02,2023-04,708,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/04,2023-04,5961,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/05,2023-04,2675,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/06,2023-04,30920,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/08,2023-04,5089,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/09,2023-04,2778,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/10,2023-04,806,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/11,2023-04,623,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/12,2023-04,16971,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/13,2023-04,9268,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/15,2023-04,1193,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/16,2023-04,1788,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/17,2023-04,9750,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/18,2023-04,6141,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/19,2023-04,2892,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/20,2023-04,2629,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/21,2023-04,3877,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/22,2023-04,4003,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/23,2023-04,975,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/24,2023-04,5160,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/25,2023-04,5371,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/26,2023-04,7894,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/27,2023-04,5027,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/28,2023-04,2539,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/29,2023-04,5179,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/30,2023-04,889,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/31,2023-04,1950,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/32,2023-04,2463,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/33,2023-04,970,dcid:Count_BirthEvent_LiveBirth,P1M
