Country,Variable,Year,Value
Colombia,Total public sewerage (% of resident population connected to a wastewater collecting system),2021,59.6
Colombia,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2021,39.4
Colombia,Public total treatment (connected to a wastewater treatment plant),2021,20.2
Colombia,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2021,2.6
Colombia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2021,0.2
Colombia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2021,7.3
Colombia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2021,10
Colombia,Total connected to wastewater treatment,2021,31.8
Argentina,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,50.21
Argentina,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,65
Argentina,Public total treatment (connected to a wastewater treatment plant),2010,50.21
Argentina,Public total treatment (connected to a wastewater treatment plant),2019,55
Armenia,Total public sewerage (% of resident population connected to a wastewater collecting system),1990,67.6
Armenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2000,63.3
Armenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2005,65.1
Armenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,69.2
Armenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2015,69.9
Armenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,69.7
Armenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,69.8
Armenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,71.9
Armenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,74.7
Armenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2020,77.9
Armenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2021,81.2
Armenia,Public total treatment (connected to a wastewater treatment plant),1990,63.9
Armenia,Public total treatment (connected to a wastewater treatment plant),2000,33.4124
Armenia,Public total treatment (connected to a wastewater treatment plant),2005,35.1919
Armenia,Public total treatment (connected to a wastewater treatment plant),2010,38.1959
Armenia,Public total treatment (connected to a wastewater treatment plant),2015,38
Armenia,Public total treatment (connected to a wastewater treatment plant),2016,38.1
Armenia,Public total treatment (connected to a wastewater treatment plant),2017,38.3
Armenia,Public total treatment (connected to a wastewater treatment plant),2018,44.1
Armenia,Public total treatment (connected to a wastewater treatment plant),2019,34.9
Armenia,Public total treatment (connected to a wastewater treatment plant),2020,41.1
Armenia,Public total treatment (connected to a wastewater treatment plant),2021,42.9
Azerbaijan,Total public sewerage (% of resident population connected to a wastewater collecting system),2005,30.2
Azerbaijan,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,31.3
Azerbaijan,Total public sewerage (% of resident population connected to a wastewater collecting system),2015,32.4
Azerbaijan,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,32.5
Azerbaijan,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,32.7
Azerbaijan,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,36.2
Azerbaijan,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,37.6
Azerbaijan,Total public sewerage (% of resident population connected to a wastewater collecting system),2020,37.9
Azerbaijan,Total public sewerage (% of resident population connected to a wastewater collecting system),2021,38.6
Azerbaijan,Public total treatment (connected to a wastewater treatment plant),2005,13.6
Azerbaijan,Public total treatment (connected to a wastewater treatment plant),2010,14.1
Azerbaijan,Public total treatment (connected to a wastewater treatment plant),2015,18.9
Azerbaijan,Public total treatment (connected to a wastewater treatment plant),2016,19.1
Azerbaijan,Public total treatment (connected to a wastewater treatment plant),2017,19.5
Azerbaijan,Public total treatment (connected to a wastewater treatment plant),2018,23.6
Azerbaijan,Public total treatment (connected to a wastewater treatment plant),2019,24.5
Azerbaijan,Public total treatment (connected to a wastewater treatment plant),2020,25.1
Azerbaijan,Public total treatment (connected to a wastewater treatment plant),2021,25.9
Belarus,Total public sewerage (% of resident population connected to a wastewater collecting system),2005,75.6
Belarus,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,84.7
Belarus,Total public sewerage (% of resident population connected to a wastewater collecting system),2015,88.5
Belarus,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,91.1
Belarus,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,91.9
Belarus,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,93.4
Belarus,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,93.9
