Country,Variable,Year,Value
Costa Rica,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2019,4.8315
Costa Rica,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2020,4.8189
Costa Rica,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2021,4.3437
Spain,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2000,12
Spain,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2010,2
Spain,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2016,8.24
Spain,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2018,8.24
Latvia,Total public sewerage (% of resident population connected to a wastewater collecting system),2000,65.69
Latvia,Total public sewerage (% of resident population connected to a wastewater collecting system),2005,64.54
Latvia,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,65.23
Latvia,Total public sewerage (% of resident population connected to a wastewater collecting system),2015,74.83
Latvia,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,73.06
Latvia,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,77.77
Latvia,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,75.82
Latvia,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,78.27
Latvia,Total public sewerage (% of resident population connected to a wastewater collecting system),2020,77.14
Latvia,Total public sewerage (% of resident population connected to a wastewater collecting system),2021,76.91
Germany,Public total treatment (connected to a wastewater treatment plant),2005,97.3
Germany,Public total treatment (connected to a wastewater treatment plant),2010,95.7
Germany,Public total treatment (connected to a wastewater treatment plant),2015,96.802
Germany,Public total treatment (connected to a wastewater treatment plant),2016,97.124
Germany,Public total treatment (connected to a wastewater treatment plant),2017,97.1808
Germany,Public total treatment (connected to a wastewater treatment plant),2018,97.2379
Germany,Public total treatment (connected to a wastewater treatment plant),2019,97.295
Poland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2000,
Poland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2005,
Poland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2010,
Poland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2015,
Poland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2016,
Poland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2017,
Poland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2018,
Poland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2019,
Poland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2020,-0.0036
Poland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2021,
Austria,Population connected to independent treatment,1990,28
Austria,Population connected to independent treatment,2000,14.6
Austria,Population connected to independent treatment,2010,6.1
Austria,Population connected to independent treatment,2016,4.8
Austria,Population connected to independent treatment,2018,4.05
Austria,Population connected to independent treatment,2019,4.05
Austria,Population connected to independent treatment,2020,3.96
Austria,Population connected to independent treatment,2021,3.96
Slovak Republic,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2016,2.2
Slovak Republic,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2017,2.2
Slovak Republic,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2018,2.2
Slovak Republic,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2019,0.6
Slovak Republic,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2020,0.5
Slovak Republic,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2021,0.3
Italy,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1970,6
Italy,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2005,18.3
Italy,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2015,18.7
Iceland,Total public sewerage (% of resident population connected to a wastewater collecting system),1990,90
Norway,Public total treatment (connected to a wastewater treatment plant),1970,21
Norway,Public total treatment (connected to a wastewater treatment plant),1980,34
Norway,Public total treatment (connected to a wastewater treatment plant),1990,57
Norway,Public total treatment (connected to a wastewater treatment plant),2000,74.1
Norway,Public total treatment (connected to a wastewater treatment plant),2005,78.6
Norway,Public total treatment (connected to a wastewater treatment plant),2010,81.9448
Norway,Public total treatment (connected to a wastewater treatment plant),2015,84.1238
Norway,Public total treatment (connected to a wastewater treatment plant),2016,84.4466
