"msa","pmsa","county","state","county_fips","state_fips"
NA,NA,"Macon","MO",121,29
NA,NA,"Madison","MO",123,29
NA,NA,"Maries","MO",125,29
NA,NA,"Marion","MO",127,29
NA,NA,"Mercer","MO",129,29
NA,NA,"Miller","MO",131,29
NA,NA,"Mississippi","MO",133,29
NA,NA,"Moniteau","MO",135,29
NA,NA,"Monroe","MO",137,29
NA,NA,"Montgomery","MO",139,29
NA,NA,"Morgan","MO",141,29
NA,NA,"New Madrid","MO",143,29
3710,NA,"Newton","MO",145,29
NA,NA,"Nodaway","MO",147,29
NA,NA,"Oregon","MO",149,29
NA,NA,"Osage","MO",151,29
NA,NA,"Ozark","MO",153,29
NA,NA,"Pemiscot","MO",155,29
NA,NA,"Perry","MO",157,29
NA,NA,"Pettis","MO",159,29
NA,NA,"Phelps","MO",161,29
NA,NA,"Pike","MO",163,29
3760,NA,"Platte","MO",165,29
NA,NA,"Polk","MO",167,29
NA,NA,"Pulaski","MO",169,29
NA,NA,"Putnam","MO",171,29
NA,NA,"Ralls","MO",173,29
NA,NA,"Randolph","MO",175,29
3760,NA,"Ray","MO",177,29
NA,NA,"Reynolds","MO",179,29
NA,NA,"Ripley","MO",181,29
7040,NA,"St. Charles","MO",183,29
NA,NA,"St. Clair","MO",185,29
NA,NA,"Ste. Genevieve","MO",186,29
NA,NA,"St. Francois","MO",187,29
7040,NA,"St. Louis","MO",189,29
NA,NA,"Saline","MO",195,29
NA,NA,"Schuyler","MO",197,29
NA,NA,"Scotland","MO",199,29
NA,NA,"Scott","MO",201,29
NA,NA,"Shannon","MO",203,29
NA,NA,"Shelby","MO",205,29
NA,NA,"Stoddard","MO",207,29
NA,NA,"Stone","MO",209,29
NA,NA,"Sullivan","MO",211,29
NA,NA,"Taney","MO",213,29
NA,NA,"Texas","MO",215,29
NA,NA,"Vernon","MO",217,29
7040,NA,"Warren","MO",219,29
NA,NA,"Washington","MO",221,29
NA,NA,"Wayne","MO",223,29
7920,NA,"Webster","MO",225,29
NA,NA,"Worth","MO",227,29
NA,NA,"Wright","MO",229,29
7040,NA,"St. Louis city","MO",510,29
NA,NA,"Adams","MS",1,28
NA,NA,"Alcorn","MS",3,28
NA,NA,"Amite","MS",5,28
NA,NA,"Attala","MS",7,28
NA,NA,"Benton","MS",9,28
NA,NA,"Bolivar","MS",11,28
NA,NA,"Calhoun","MS",13,28
NA,NA,"Carroll","MS",15,28
NA,NA,"Chickasaw","MS",17,28
NA,NA,"Choctaw","MS",19,28
NA,NA,"Claiborne","MS",21,28
NA,NA,"Clarke","MS",23,28
NA,NA,"Clay","MS",25,28
NA,NA,"Coahoma","MS",27,28
NA,NA,"Copiah","MS",29,28
NA,NA,"Covington","MS",31,28
4920,NA,"DeSoto","MS",33,28
NA,NA,"Forrest","MS",35,28
NA,NA,"Franklin","MS",37,28
NA,NA,"George","MS",39,28
NA,NA,"Greene","MS",41,28
NA,NA,"Grenada","MS",43,28
920,NA,"Hancock","MS",45,28
920,NA,"Harrison","MS",47,28
3560,NA,"Hinds","MS",49,28
NA,NA,"Holmes","MS",51,28
NA,NA,"Humphreys","MS",53,28
NA,NA,"Issaquena","MS",55,28
NA,NA,"Itawamba","MS",57,28
920,NA,"Jackson","MS",59,28
NA,NA,"Jasper","MS",61,28
NA,NA,"Jefferson","MS",63,28
NA,NA,"Jefferson Davis","MS",65,28
NA,NA,"Jones","MS",67,28
NA,NA,"Kemper","MS",69,28
NA,NA,"Lafayette","MS",71,28
NA,NA,"Lamar","MS",73,28
NA,NA,"Lauderdale","MS",75,28
NA,NA,"Lawrence","MS",77,28
NA,NA,"Leake","MS",79,28
NA,NA,"Lee","MS",81,28
NA,NA,"Leflore","MS",83,28
NA,NA,"Lincoln","MS",85,28
NA,NA,"Lowndes","MS",87,28
3560,NA,"Madison","MS",89,28
NA,NA,"Marion","MS",91,28
NA,NA,"Marshall","MS",93,28
NA,NA,"Monroe","MS",95,28
NA,NA,"Montgomery","MS",97,28
NA,NA,"Neshoba","MS",99,28
NA,NA,"Newton","MS",101,28
NA,NA,"Noxubee","MS",103,28
NA,NA,"Oktibbeha","MS",105,28
NA,NA,"Panola","MS",107,28
NA,NA,"Pearl River","MS",109,28
NA,NA,"Perry","MS",111,28
NA,NA,"Pike","MS",113,28
NA,NA,"Pontotoc","MS",115,28
NA,NA,"Prentiss","MS",117,28
NA,NA,"Quitman","MS",119,28
3560,NA,"Rankin","MS",121,28
NA,NA,"Scott","MS",123,28
NA,NA,"Sharkey","MS",125,28
NA,NA,"Simpson","MS",127,28
NA,NA,"Smith","MS",129,28
NA,NA,"Stone","MS",131,28
NA,NA,"Sunflower","MS",133,28
NA,NA,"Tallahatchie","MS",135,28
NA,NA,"Tate","MS",137,28
NA,NA,"Tippah","MS",139,28
NA,NA,"Tishomingo","MS",141,28
NA,NA,"Tunica","MS",143,28
NA,NA,"Union","MS",145,28
NA,NA,"Walthall","MS",147,28
NA,NA,"Warren","MS",149,28
NA,NA,"Washington","MS",151,28
NA,NA,"Wayne","MS",153,28
NA,NA,"Webster","MS",155,28
NA,NA,"Wilkinson","MS",157,28
NA,NA,"Winston","MS",159,28
NA,NA,"Yalobusha","MS",161,28
NA,NA,"Yazoo","MS",163,28
NA,NA,"Beaverhead","MT",1,30
NA,NA,"Big Horn","MT",3,30
NA,NA,"Blaine","MT",5,30
NA,NA,"Broadwater","MT",7,30
NA,NA,"Carbon","MT",9,30
NA,NA,"Carter","MT",11,30
3040,NA,"Cascade","MT",13,30
NA,NA,"Chouteau","MT",15,30
NA,NA,"Custer","MT",17,30
NA,NA,"Daniels","MT",19,30
NA,NA,"Dawson","MT",21,30
NA,NA,"Deer Lodge","MT",23,30
NA,NA,"Fallon","MT",25,30
NA,NA,"Fergus","MT",27,30
NA,NA,"Flathead","MT",29,30
NA,NA,"Gallatin","MT",31,30
NA,NA,"Garfield","MT",33,30
NA,NA,"Glacier","MT",35,30
NA,NA,"Golden Valley","MT",37,30
NA,NA,"Granite","MT",39,30
NA,NA,"Hill","MT",41,30
NA,NA,"Jefferson","MT",43,30
NA,NA,"Judith Basin","MT",45,30
NA,NA,"Lake","MT",47,30
NA,NA,"Lewis and Clark","MT",49,30
NA,NA,"Liberty","MT",51,30
NA,NA,"Lincoln","MT",53,30
NA,NA,"McCone","MT",55,30
NA,NA,"Madison","MT",57,30
NA,NA,"Meagher","MT",59,30
NA,NA,"Mineral","MT",61,30
NA,NA,"Missoula","MT",63,30
NA,NA,"Musselshell","MT",65,30
NA,NA,"Park","MT",67,30
NA,NA,"Petroleum","MT",69,30
NA,NA,"Phillips","MT",71,30
NA,NA,"Pondera","MT",73,30
NA,NA,"Powder River","MT",75,30
NA,NA,"Powell","MT",77,30
NA,NA,"Prairie","MT",79,30
NA,NA,"Ravalli","MT",81,30
NA,NA,"Richland","MT",83,30
NA,NA,"Roosevelt","MT",85,30
NA,NA,"Rosebud","MT",87,30
NA,NA,"Sanders","MT",89,30
NA,NA,"Sheridan","MT",91,30
NA,NA,"Silver Bow","MT",93,30
NA,NA,"Stillwater","MT",95,30
NA,NA,"Sweet Grass","MT",97,30
NA,NA,"Teton","MT",99,30
NA,NA,"Toole","MT",101,30
NA,NA,"Treasure","MT",103,30
NA,NA,"Valley","MT",105,30
NA,NA,"Wheatland","MT",107,30
NA,NA,"Wibaux","MT",109,30
880,NA,"Yellowstone","MT",111,30
NA,NA,"Yellowstone National Park","MT",113,30
3120,NA,"Alamance","NC",1,37
3290,NA,"Alexander","NC",3,37
NA,NA,"Alleghany","NC",5,37
NA,NA,"Anson","NC",7,37
NA,NA,"Ashe","NC",9,37
NA,NA,"Avery","NC",11,37
NA,NA,"Beaufort","NC",13,37
NA,NA,"Bertie","NC",15,37
NA,NA,"Bladen","NC",17,37
NA,NA,"Brunswick","NC",19,37
480,NA,"Buncombe","NC",21,37
3290,NA,"Burke","NC",23,37
1520,NA,"Cabarrus","NC",25,37
3290,NA,"Caldwell","NC",27,37
NA,NA,"Camden","NC",29,37
NA,NA,"Carteret","NC",31,37
NA,NA,"Caswell","NC",33,37
3290,NA,"Catawba","NC",35,37
6640,NA,"Chatham","NC",37,37
NA,NA,"Cherokee","NC",39,37
NA,NA,"Chowan","NC",41,37
NA,NA,"Clay","NC",43,37
NA,NA,"Cleveland","NC",45,37
NA,NA,"Columbus","NC",47,37
NA,NA,"Craven","NC",49,37
2560,NA,"Cumberland","NC",51,37
5720,NA,"Currituck","NC",53,37
NA,NA,"Dare","NC",55,37
3120,NA,"Davidson","NC",57,37
3120,NA,"Davie","NC",59,37
NA,NA,"Duplin","NC",61,37
6640,NA,"Durham","NC",63,37
6895,NA,"Edgecombe","NC",65,37
3120,NA,"Forsyth","NC",67,37
6640,NA,"Franklin","NC",69,37
1520,NA,"Gaston","NC",71,37
NA,NA,"Gates","NC",73,37
NA,NA,"Graham","NC",75,37
NA,NA,"Granville","NC",77,37
NA,NA,"Greene","NC",79,37
3120,NA,"Guilford","NC",81,37
NA,NA,"Halifax","NC",83,37
NA,NA,"Harnett","NC",85,37
NA,NA,"Haywood","NC",87,37
NA,NA,"Henderson","NC",89,37
NA,NA,"Hertford","NC",91,37
NA,NA,"Hoke","NC",93,37
NA,NA,"Hyde","NC",95,37
NA,NA,"Iredell","NC",97,37
NA,NA,"Jackson","NC",99,37
6640,NA,"Johnston","NC",101,37
NA,NA,"Jones","NC",103,37
NA,NA,"Lee","NC",105,37
NA,NA,"Lenoir","NC",107,37
1520,NA,"Lincoln","NC",109,37
NA,NA,"McDowell","NC",111,37
NA,NA,"Macon","NC",113,37
480,NA,"Madison","NC",115,37
NA,NA,"Martin","NC",117,37
1520,NA,"Mecklenburg","NC",119,37
NA,NA,"Mitchell","NC",121,37
NA,NA,"Montgomery","NC",123,37
NA,NA,"Moore","NC",125,37
6895,NA,"Nash","NC",127,37
9200,NA,"New Hanover","NC",129,37
NA,NA,"Northampton","NC",131,37
3605,NA,"Onslow","NC",133,37
6640,NA,"Orange","NC",135,37
NA,NA,"Pamlico","NC",137,37
NA,NA,"Pasquotank","NC",139,37
NA,NA,"Pender","NC",141,37
NA,NA,"Perquimans","NC",143,37
NA,NA,"Person","NC",145,37
3150,NA,"Pitt","NC",147,37
NA,NA,"Polk","NC",149,37
3120,NA,"Randolph","NC",151,37
NA,NA,"Richmond","NC",153,37
NA,NA,"Robeson","NC",155,37
NA,NA,"Rockingham","NC",157,37
1520,NA,"Rowan","NC",159,37
NA,NA,"Rutherford","NC",161,37
NA,NA,"Sampson","NC",163,37
NA,NA,"Scotland","NC",165,37
NA,NA,"Stanly","NC",167,37
3120,NA,"Stokes","NC",169,37
NA,NA,"Surry","NC",171,37
NA,NA,"Swain","NC",173,37
NA,NA,"Transylvania","NC",175,37
NA,NA,"Tyrrell","NC",177,37
1520,NA,"Union","NC",179,37
NA,NA,"Vance","NC",181,37
6640,NA,"Wake","NC",183,37
NA,NA,"Warren","NC",185,37
NA,NA,"Washington","NC",187,37
NA,NA,"Watauga","NC",189,37
2980,NA,"Wayne","NC",191,37
NA,NA,"Wilkes","NC",193,37
NA,NA,"Wilson","NC",195,37
3120,NA,"Yadkin","NC",197,37
NA,NA,"Yancey","NC",199,37
NA,NA,"Adams","ND",1,38
NA,NA,"Barnes","ND",3,38
NA,NA,"Benson","ND",5,38
NA,NA,"Billings","ND",7,38
NA,NA,"Bottineau","ND",9,38
NA,NA,"Bowman","ND",11,38
NA,NA,"Burke","ND",13,38
1010,NA,"Burleigh","ND",15,38
2520,NA,"Cass","ND",17,38
NA,NA,"Cavalier","ND",19,38
NA,NA,"Dickey","ND",21,38
NA,NA,"Divide","ND",23,38
NA,NA,"Dunn","ND",25,38
NA,NA,"Eddy","ND",27,38
NA,NA,"Emmons","ND",29,38
NA,NA,"Foster","ND",31,38
NA,NA,"Golden Valley","ND",33,38
2985,NA,"Grand Forks","ND",35,38
NA,NA,"Grant","ND",37,38
NA,NA,"Griggs","ND",39,38
NA,NA,"Hettinger","ND",41,38
NA,NA,"Kidder","ND",43,38
NA,NA,"La Moure","ND",45,38
NA,NA,"Logan","ND",47,38
NA,NA,"McHenry","ND",49,38
NA,NA,"McIntosh","ND",51,38
NA,NA,"McKenzie","ND",53,38
NA,NA,"McLean","ND",55,38
NA,NA,"Mercer","ND",57,38
1010,NA,"Morton","ND",59,38
NA,NA,"Mountrail","ND",61,38
NA,NA,"Nelson","ND",63,38
NA,NA,"Oliver","ND",65,38
NA,NA,"Pembina","ND",67,38
NA,NA,"Pierce","ND",69,38
NA,NA,"Ramsey","ND",71,38
NA,NA,"Ransom","ND",73,38
NA,NA,"Renville","ND",75,38
NA,NA,"Richland","ND",77,38
NA,NA,"Rolette","ND",79,38
NA,NA,"Sargent","ND",81,38
NA,NA,"Sheridan","ND",83,38
NA,NA,"Sioux","ND",85,38
NA,NA,"Slope","ND",87,38
NA,NA,"Stark","ND",89,38
NA,NA,"Steele","ND",91,38
NA,NA,"Stutsman","ND",93,38
NA,NA,"Towner","ND",95,38
NA,NA,"Traill","ND",97,38
NA,NA,"Walsh","ND",99,38
NA,NA,"Ward","ND",101,38
NA,NA,"Wells","ND",103,38
NA,NA,"Williams","ND",105,38
NA,NA,"Adams","NE",1,31
NA,NA,"Antelope","NE",3,31
NA,NA,"Arthur","NE",5,31
NA,NA,"Banner","NE",7,31
NA,NA,"Blaine","NE",9,31
NA,NA,"Boone","NE",11,31
NA,NA,"Box Butte","NE",13,31
NA,NA,"Boyd","NE",15,31
NA,NA,"Brown","NE",17,31
NA,NA,"Buffalo","NE",19,31
NA,NA,"Burt","NE",21,31
NA,NA,"Butler","NE",23,31
5920,NA,"Cass","NE",25,31
NA,NA,"Cedar","NE",27,31
NA,NA,"Chase","NE",29,31
NA,NA,"Cherry","NE",31,31
NA,NA,"Cheyenne","NE",33,31
NA,NA,"Clay","NE",35,31
NA,NA,"Colfax","NE",37,31
NA,NA,"Cuming","NE",39,31
NA,NA,"Custer","NE",41,31
7720,NA,"Dakota","NE",43,31
NA,NA,"Dawes","NE",45,31
NA,NA,"Dawson","NE",47,31
NA,NA,"Deuel","NE",49,31
NA,NA,"Dixon","NE",51,31
NA,NA,"Dodge","NE",53,31
5920,NA,"Douglas","NE",55,31
NA,NA,"Dundy","NE",57,31
NA,NA,"Fillmore","NE",59,31
NA,NA,"Franklin","NE",61,31
NA,NA,"Frontier","NE",63,31
NA,NA,"Furnas","NE",65,31
NA,NA,"Gage","NE",67,31
NA,NA,"Garden","NE",69,31
NA,NA,"Garfield","NE",71,31
NA,NA,"Gosper","NE",73,31
NA,NA,"Grant","NE",75,31
NA,NA,"Greeley","NE",77,31
NA,NA,"Hall","NE",79,31
NA,NA,"Hamilton","NE",81,31
NA,NA,"Harlan","NE",83,31
NA,NA,"Hayes","NE",85,31
NA,NA,"Hitchcock","NE",87,31
NA,NA,"Holt","NE",89,31
NA,NA,"Hooker","NE",91,31
NA,NA,"Howard","NE",93,31
NA,NA,"Jefferson","NE",95,31
NA,NA,"Johnson","NE",97,31
NA,NA,"Kearney","NE",99,31
NA,NA,"Keith","NE",101,31
NA,NA,"Keya Paha","NE",103,31
NA,NA,"Kimball","NE",105,31
NA,NA,"Knox","NE",107,31
4360,NA,"Lancaster","NE",109,31
NA,NA,"Lincoln","NE",111,31
NA,NA,"Logan","NE",113,31
NA,NA,"Loup","NE",115,31
NA,NA,"McPherson","NE",117,31
NA,NA,"Madison","NE",119,31
NA,NA,"Merrick","NE",121,31
NA,NA,"Morrill","NE",123,31
NA,NA,"Nance","NE",125,31
NA,NA,"Nemaha","NE",127,31
NA,NA,"Nuckolls","NE",129,31
NA,NA,"Otoe","NE",131,31
NA,NA,"Pawnee","NE",133,31
NA,NA,"Perkins","NE",135,31
NA,NA,"Phelps","NE",137,31
NA,NA,"Pierce","NE",139,31
NA,NA,"Platte","NE",141,31
NA,NA,"Polk","NE",143,31
NA,NA,"Red Willow","NE",145,31
NA,NA,"Richardson","NE",147,31
NA,NA,"Rock","NE",149,31
NA,NA,"Saline","NE",151,31
5920,NA,"Sarpy","NE",153,31
NA,NA,"Saunders","NE",155,31
NA,NA,"Scotts Bluff","NE",157,31
NA,NA,"Seward","NE",159,31
NA,NA,"Sheridan","NE",161,31
NA,NA,"Sherman","NE",163,31
NA,NA,"Sioux","NE",165,31
NA,NA,"Stanton","NE",167,31
NA,NA,"Thayer","NE",169,31
NA,NA,"Thomas","NE",171,31
NA,NA,"Thurston","NE",173,31
NA,NA,"Valley","NE",175,31
5920,NA,"Washington","NE",177,31
NA,NA,"Wayne","NE",179,31
NA,NA,"Webster","NE",181,31
NA,NA,"Wheeler","NE",183,31
NA,NA,"York","NE",185,31
NA,NA,"Belknap","NH",1,33
NA,NA,"Carroll","NH",3,33
NA,NA,"Cheshire","NH",5,33
NA,NA,"Coos","NH",7,33
NA,NA,"Grafton","NH",9,33
1123,NA,"Hillsborough","NH",11,33
NA,NA,"Merrimack","NH",13,33
1123,NA,"Rockingham","NH",15,33
1123,NA,"Strafford","NH",17,33
NA,NA,"Sullivan","NH",19,33
6162,560,"Atlantic","NJ",1,34
5602,875,"Bergen","NJ",3,34
6162,6160,"Burlington","NJ",5,34
6162,6160,"Camden","NJ",7,34
6162,560,"Cape May","NJ",9,34
6162,8760,"Cumberland","NJ",11,34
5602,5640,"Essex","NJ",13,34
6162,6160,"Gloucester","NJ",15,34
5602,3640,"Hudson","NJ",17,34
5602,5015,"Hunterdon","NJ",19,34
5602,8480,"Mercer","NJ",21,34
5602,5015,"Middlesex","NJ",23,34
5602,5190,"Monmouth","NJ",25,34
5602,5640,"Morris","NJ",27,34
5602,5190,"Ocean","NJ",29,34
5602,875,"Passaic","NJ",31,34
6162,6160,"Salem","NJ",33,34
5602,5015,"Somerset","NJ",35,34
5602,5640,"Sussex","NJ",37,34
5602,5640,"Union","NJ",39,34
5602,5640,"Warren","NJ",41,34
200,NA,"Bernalillo","NM",1,35
NA,NA,"Catron","NM",3,35
NA,NA,"Chaves","NM",5,35
NA,NA,"Cibola","NM",6,35
NA,NA,"Colfax","NM",7,35
NA,NA,"Curry","NM",9,35
NA,NA,"De Baca","NM",11,35
4100,NA,"Dona Ana","NM",13,35
NA,NA,"Eddy","NM",15,35
NA,NA,"Grant","NM",17,35
NA,NA,"Guadalupe","NM",19,35
NA,NA,"Harding","NM",21,35
NA,NA,"Hidalgo","NM",23,35
NA,NA,"Lea","NM",25,35
NA,NA,"Lincoln","NM",27,35
7490,NA,"Los Alamos","NM",28,35
NA,NA,"Luna","NM",29,35
NA,NA,"McKinley","NM",31,35
NA,NA,"Mora","NM",33,35
NA,NA,"Otero","NM",35,35
NA,NA,"Quay","NM",37,35
NA,NA,"Rio Arriba","NM",39,35
NA,NA,"Roosevelt","NM",41,35
200,NA,"Sandoval","NM",43,35
NA,NA,"San Juan","NM",45,35
NA,NA,"San Miguel","NM",47,35
7490,NA,"Santa Fe","NM",49,35
NA,NA,"Sierra","NM",51,35
NA,NA,"Socorro","NM",53,35
NA,NA,"Taos","NM",55,35
NA,NA,"Torrance","NM",57,35
NA,NA,"Union","NM",59,35
200,NA,"Valencia","NM",61,35
NA,NA,"Churchill","NV",1,32
4120,NA,"Clark","NV",3,32
NA,NA,"Douglas","NV",5,32
NA,NA,"Elko","NV",7,32
NA,NA,"Esmeralda","NV",9,32
NA,NA,"Eureka","NV",11,32
NA,NA,"Humboldt","NV",13,32
NA,NA,"Lander","NV",15,32
NA,NA,"Lincoln","NV",17,32
NA,NA,"Lyon","NV",19,32
NA,NA,"Mineral","NV",21,32
4120,NA,"Nye","NV",23,32
NA,NA,"Pershing","NV",27,32
NA,NA,"Storey","NV",29,32
6720,NA,"Washoe","NV",31,32
NA,NA,"White Pine","NV",33,32
NA,NA,"Carson City city","NV",510,32
160,NA,"Albany","NY",1,36
NA,NA,"Allegany","NY",3,36
5602,5600,"Bronx","NY",5,36
960,NA,"Broome","NY",7,36
NA,NA,"Cattaraugus","NY",9,36
8160,NA,"Cayuga","NY",11,36
3610,NA,"Chautauqua","NY",13,36
2335,NA,"Chemung","NY",15,36
NA,NA,"Chenango","NY",17,36
NA,NA,"Clinton","NY",19,36
NA,NA,"Columbia","NY",21,36
NA,NA,"Cortland","NY",23,36
NA,NA,"Delaware","NY",25,36
5602,2281,"Dutchess","NY",27,36
1280,NA,"Erie","NY",29,36
NA,NA,"Essex","NY",31,36
NA,NA,"Franklin","NY",33,36
NA,NA,"Fulton","NY",35,36
6840,NA,"Genesee","NY",37,36
NA,NA,"Greene","NY",39,36
NA,NA,"Hamilton","NY",41,36
8680,NA,"Herkimer","NY",43,36
NA,NA,"Jefferson","NY",45,36
5602,5600,"Kings","NY",47,36
NA,NA,"Lewis","NY",49,36
6840,NA,"Livingston","NY",51,36
8160,NA,"Madison","NY",53,36
6840,NA,"Monroe","NY",55,36
160,NA,"Montgomery","NY",57,36
5602,5380,"Nassau","NY",59,36
5602,5600,"New York","NY",61,36
1280,NA,"Niagara","NY",63,36
8680,NA,"Oneida","NY",65,36
8160,NA,"Onondaga","NY",67,36
6840,NA,"Ontario","NY",69,36
5602,5660,"Orange","NY",71,36
6840,NA,"Orleans","NY",73,36
8160,NA,"Oswego","NY",75,36
NA,NA,"Otsego","NY",77,36
5602,5600,"Putnam","NY",79,36
5602,5600,"Queens","NY",81,36
160,NA,"Rensselaer","NY",83,36
5602,5600,"Richmond","NY",85,36
5602,5600,"Rockland","NY",87,36
NA,NA,"St. Lawrence","NY",89,36
160,NA,"Saratoga","NY",91,36
160,NA,"Schenectady","NY",93,36
160,NA,"Schoharie","NY",95,36
NA,NA,"Schuyler","NY",97,36
NA,NA,"Seneca","NY",99,36
NA,NA,"Steuben","NY",101,36
5602,5380,"Suffolk","NY",103,36
NA,NA,"Sullivan","NY",105,36
960,NA,"Tioga","NY",107,36
NA,NA,"Tompkins","NY",109,36
NA,NA,"Ulster","NY",111,36
2975,NA,"Warren","NY",113,36
2975,NA,"Washington","NY",115,36
6840,NA,"Wayne","NY",117,36
5602,5600,"Westchester","NY",119,36
NA,NA,"Wyoming","NY",121,36
NA,NA,"Yates","NY",123,36
NA,NA,"Adams","OH",1,39
4320,NA,"Allen","OH",3,39
NA,NA,"Ashland","OH",5,39
1692,1680,"Ashtabula","OH",7,39
NA,NA,"Athens","OH",9,39
4320,NA,"Auglaize","OH",11,39
9000,NA,"Belmont","OH",13,39
1642,1640,"Brown","OH",15,39
1642,3200,"Butler","OH",17,39
1320,NA,"Carroll","OH",19,39
NA,NA,"Champaign","OH",21,39
2000,NA,"Clark","OH",23,39
1642,1640,"Clermont","OH",25,39
NA,NA,"Clinton","OH",27,39
9320,NA,"Columbiana","OH",29,39
NA,NA,"Coshocton","OH",31,39
4800,NA,"Crawford","OH",33,39
1692,1680,"Cuyahoga","OH",35,39
NA,NA,"Darke","OH",37,39
NA,NA,"Defiance","OH",39,39
1840,NA,"Delaware","OH",41,39
NA,NA,"Erie","OH",43,39
1840,NA,"Fairfield","OH",45,39
NA,NA,"Fayette","OH",47,39
1840,NA,"Franklin","OH",49,39
8400,NA,"Fulton","OH",51,39
NA,NA,"Gallia","OH",53,39
1692,1680,"Geauga","OH",55,39
2000,NA,"Greene","OH",57,39
NA,NA,"Guernsey","OH",59,39
1642,1640,"Hamilton","OH",61,39
NA,NA,"Hancock","OH",63,39
NA,NA,"Hardin","OH",65,39
NA,NA,"Harrison","OH",67,39
NA,NA,"Henry","OH",69,39
NA,NA,"Highland","OH",71,39
NA,NA,"Hocking","OH",73,39
NA,NA,"Holmes","OH",75,39
NA,NA,"Huron","OH",77,39
NA,NA,"Jackson","OH",79,39
8080,NA,"Jefferson","OH",81,39
NA,NA,"Knox","OH",83,39
1692,1680,"Lake","OH",85,39
3400,NA,"Lawrence","OH",87,39
1840,NA,"Licking","OH",89,39
NA,NA,"Logan","OH",91,39
1692,1680,"Lorain","OH",93,39
8400,NA,"Lucas","OH",95,39
1840,NA,"Madison","OH",97,39
9320,NA,"Mahoning","OH",99,39
NA,NA,"Marion","OH",101,39
1692,1680,"Medina","OH",103,39
NA,NA,"Meigs","OH",105,39
NA,NA,"Mercer","OH",107,39
2000,NA,"Miami","OH",109,39
NA,NA,"Monroe","OH",111,39
2000,NA,"Montgomery","OH",113,39
NA,NA,"Morgan","OH",115,39
NA,NA,"Morrow","OH",117,39
NA,NA,"Muskingum","OH",119,39
NA,NA,"Noble","OH",121,39
NA,NA,"Ottawa","OH",123,39
NA,NA,"Paulding","OH",125,39
NA,NA,"Perry","OH",127,39
1840,NA,"Pickaway","OH",129,39
NA,NA,"Pike","OH",131,39
1692,80,"Portage","OH",133,39
NA,NA,"Preble","OH",135,39
NA,NA,"Putnam","OH",137,39
4800,NA,"Richland","OH",139,39
NA,NA,"Ross","OH",141,39
NA,NA,"Sandusky","OH",143,39
NA,NA,"Scioto","OH",145,39
NA,NA,"Seneca","OH",147,39
NA,NA,"Shelby","OH",149,39
1320,NA,"Stark","OH",151,39
1692,80,"Summit","OH",153,39
9320,NA,"Trumbull","OH",155,39
NA,NA,"Tuscarawas","OH",157,39
NA,NA,"Union","OH",159,39
NA,NA,"Van Wert","OH",161,39
NA,NA,"Vinton","OH",163,39
1642,1640,"Warren","OH",165,39
6020,NA,"Washington","OH",167,39
NA,NA,"Wayne","OH",169,39
NA,NA,"Williams","OH",171,39
8400,NA,"Wood","OH",173,39
NA,NA,"Wyandot","OH",175,39
NA,NA,"Adair","OK",1,40
NA,NA,"Alfalfa","OK",3,40
NA,NA,"Atoka","OK",5,40
NA,NA,"Beaver","OK",7,40
NA,NA,"Beckham","OK",9,40
NA,NA,"Blaine","OK",11,40
NA,NA,"Bryan","OK",13,40
NA,NA,"Caddo","OK",15,40
5880,NA,"Canadian","OK",17,40
NA,NA,"Carter","OK",19,40
NA,NA,"Cherokee","OK",21,40
NA,NA,"Choctaw","OK",23,40
NA,NA,"Cimarron","OK",25,40
5880,NA,"Cleveland","OK",27,40
NA,NA,"Coal","OK",29,40
4200,NA,"Comanche","OK",31,40
NA,NA,"Cotton","OK",33,40
NA,NA,"Craig","OK",35,40
8560,NA,"Creek","OK",37,40
NA,NA,"Custer","OK",39,40
NA,NA,"Delaware","OK",41,40
NA,NA,"Dewey","OK",43,40
NA,NA,"Ellis","OK",45,40
2340,NA,"Garfield","OK",47,40
NA,NA,"Garvin","OK",49,40
NA,NA,"Grady","OK",51,40
NA,NA,"Grant","OK",53,40
NA,NA,"Greer","OK",55,40
NA,NA,"Harmon","OK",57,40
NA,NA,"Harper","OK",59,40
NA,NA,"Haskell","OK",61,40
NA,NA,"Hughes","OK",63,40
NA,NA,"Jackson","OK",65,40
NA,NA,"Jefferson","OK",67,40
NA,NA,"Johnston","OK",69,40
NA,NA,"Kay","OK",71,40
NA,NA,"Kingfisher","OK",73,40
NA,NA,"Kiowa","OK",75,40
NA,NA,"Latimer","OK",77,40
NA,NA,"Le Flore","OK",79,40
NA,NA,"Lincoln","OK",81,40
5880,NA,"Logan","OK",83,40
NA,NA,"Love","OK",85,40
5880,NA,"McClain","OK",87,40
NA,NA,"McCurtain","OK",89,40
NA,NA,"McIntosh","OK",91,40
NA,NA,"Major","OK",93,40
NA,NA,"Marshall","OK",95,40
NA,NA,"Mayes","OK",97,40
NA,NA,"Murray","OK",99,40
NA,NA,"Muskogee","OK",101,40
NA,NA,"Noble","OK",103,40
NA,NA,"Nowata","OK",105,40
NA,NA,"Okfuskee","OK",107,40
5880,NA,"Oklahoma","OK",109,40
NA,NA,"Okmulgee","OK",111,40
8560,NA,"Osage","OK",113,40
NA,NA,"Ottawa","OK",115,40
NA,NA,"Pawnee","OK",117,40
NA,NA,"Payne","OK",119,40
NA,NA,"Pittsburg","OK",121,40
NA,NA,"Pontotoc","OK",123,40
