Detail Data For Electricity Capacity by Energy Source Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
UtilityCaptive,Region,State,District,Sector,Owner,GroupCompany,ProjectName,UnitNo,CommissionDate,Remark,CommissionYear,DeCommissionYear,EnergySource,EnergySourceType,YearValue,Capacity_MW
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASEB,ASSAM STATE,NAMRUP WHR,6,01/01/0001 00:00:00,-,1985,0,NATURAL GAS,NON-RENEWABLE,2019,22.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASEB,ASSAM STATE,NAMRUP GT,7,01/01/0001 00:00:00,-,2017,0,NATURAL GAS,NON-RENEWABLE,2019,62.250
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA GT,2,01/01/0001 00:00:00,Retired,1982,2019,NATURAL GAS,NON-RENEWABLE,2019,15.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA GT,3,01/01/0001 00:00:00,Retired,1982,2019,NATURAL GAS,NON-RENEWABLE,2019,15.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA GT,4,01/01/0001 00:00:00,Retired,1987,2018,NATURAL GAS,NON-RENEWABLE,2019,15.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA GT,5,01/01/0001 00:00:00,-,1994,0,NATURAL GAS,NON-RENEWABLE,2019,20.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA GT,6,01/01/0001 00:00:00,-,1995,0,NATURAL GAS,NON-RENEWABLE,2019,20.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA GT,7,01/01/0001 00:00:00,-,2000,0,NATURAL GAS,NON-RENEWABLE,2019,20.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA GT WHR,8,01/01/0001 00:00:00,-,2012,0,NATURAL GAS,NON-RENEWABLE,2019,37.200
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA REPLACEMENT POWER PROJECT,1,01/01/0001 00:00:00,-,2019,0,NATURAL GAS,NON-RENEWABLE,2019,9.965
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA REPLACEMENT POWER PROJECT,2,01/01/0001 00:00:00,-,2019,0,NATURAL GAS,NON-RENEWABLE,2019,9.965
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA REPLACEMENT POWER PROJECT,3,01/01/0001 00:00:00,-,2019,0,NATURAL GAS,NON-RENEWABLE,2019,9.965
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA REPLACEMENT POWER PROJECT,4,01/01/0001 00:00:00,-,2019,0,NATURAL GAS,NON-RENEWABLE,2019,9.965
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA REPLACEMENT POWER PROJECT,5,01/01/0001 00:00:00,-,2019,0,NATURAL GAS,NON-RENEWABLE,2019,9.965
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA REPLACEMENT POWER PROJECT,6,01/01/0001 00:00:00,-,2019,0,NATURAL GAS,NON-RENEWABLE,2019,9.965
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA REPLACEMENT POWER PROJECT,7,01/01/0001 00:00:00,-,2019,0,NATURAL GAS,NON-RENEWABLE,2019,9.965
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KATHALGURI GT,1,01/01/0001 00:00:00,-,1995,0,NATURAL GAS,NON-RENEWABLE,2019,33.500
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KATHALGURI GT,2,01/01/0001 00:00:00,-,1995,0,NATURAL GAS,NON-RENEWABLE,2019,33.500
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KATHALGURI GT,3,01/01/0001 00:00:00,-,1996,0,NATURAL GAS,NON-RENEWABLE,2019,33.500
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KATHALGURI GT,4,01/01/0001 00:00:00,-,1996,0,NATURAL GAS,NON-RENEWABLE,2019,33.500
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KATHALGURI GT,5,01/01/0001 00:00:00,-,1996,0,NATURAL GAS,NON-RENEWABLE,2019,33.500
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KATHALGURI GT,6,01/01/0001 00:00:00,-,1997,0,NATURAL GAS,NON-RENEWABLE,2019,33.500
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KATHALGURI GT,7,01/01/0001 00:00:00,-,1998,0,NATURAL GAS,NON-RENEWABLE,2019,30.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KATHALGURI GT,8,01/01/0001 00:00:00,-,1998,0,NATURAL GAS,NON-RENEWABLE,2019,30.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KATHALGURI GT,9,01/01/0001 00:00:00,-,1999,0,NATURAL GAS,NON-RENEWABLE,2019,30.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,PRIVATE,EIPL,EAST INDIA PETROLEUM LTD,ADAMTILLA CCPP,1,01/01/0001 00:00:00,-,1998,0,NATURAL GAS,NON-RENEWABLE,2019,3.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,PRIVATE,EIPL,EAST INDIA PETROLEUM LTD,ADAMTILLA CCPP,2,01/01/0001 00:00:00,-,1998,0,NATURAL GAS,NON-RENEWABLE,2019,3.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,PRIVATE,EIPL,EAST INDIA PETROLEUM LTD,ADAMTILLA CCPP,3,01/01/0001 00:00:00,-,1998,0,NATURAL GAS,NON-RENEWABLE,2019,3.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,PRIVATE,EIPL,EAST INDIA PETROLEUM LTD,BANSKANDI (DLF),1,01/01/0001 00:00:00,-,1998,0,NATURAL GAS,NON-RENEWABLE,2019,3.500
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,PRIVATE,EIPL,EAST INDIA PETROLEUM LTD,BANSKANDI (DLF),2,01/01/0001 00:00:00,-,1998,0,NATURAL GAS,NON-RENEWABLE,2019,3.500
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,PRIVATE,EIPL,EAST INDIA PETROLEUM LTD,BANSKANDI (DLF),3,01/01/0001 00:00:00,-,1998,0,NATURAL GAS,NON-RENEWABLE,2019,3.500
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,PRIVATE,EIPL,EAST INDIA PETROLEUM LTD,BANSKANDI (DLF),4,01/01/0001 00:00:00,-,1999,0,NATURAL GAS,NON-RENEWABLE,2019,5.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,MULTIPLE OWNERS,VARIOUS SOURCES,NOT KNOWN,NOT KNOWN,01/01/0001 00:00:00,-,0,0,RENEWABLES,RENEWABLE,2019,5.010
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,PRIVATE,MULTIPLE OWNERS,VARIOUS SOURCES,NOT KNOWN,NOT KNOWN,01/01/0001 00:00:00,-,0,0,RENEWABLES,RENEWABLE,2019,26.500
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,MULTIPLE OWNERS,VARIOUS SOURCES,NOT KNOWN,NOT KNOWN,01/01/0001 00:00:00,-,0,0,RENEWABLES,RENEWABLE,2019,25.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASEB,ASSAM STATE,KARBI LANGPI,1,01/01/0001 00:00:00,-,2007,0,HYDRO,NON-RENEWABLE,2019,50.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASEB,ASSAM STATE,KARBI LANGPI,2,01/01/0001 00:00:00,-,2007,0,HYDRO,NON-RENEWABLE,2019,50.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NTPC,NTPC,BONGAIGAON TPP,1,01/01/0001 00:00:00,-,2016,0,COAL,NON-RENEWABLE,2019,250.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NTPC,NTPC,BONGAIGAON TPP,2,01/01/0001 00:00:00,-,2017,0,COAL,NON-RENEWABLE,2019,250.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NTPC,NTPC,BONGAIGAON TPP,3,01/01/0001 00:00:00,-,2019,0,COAL,NON-RENEWABLE,2019,250.000
CAPTIVE,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CAPTIVE,,,,31,01/01/0001 00:00:00,,0,0,HYDRO,NON-RENEWABLE,2019,0.000
CAPTIVE,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CAPTIVE,,,,31,01/01/0001 00:00:00,,0,0,COAL,NON-RENEWABLE,2019,118.000
CAPTIVE,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CAPTIVE,,,,31,01/01/0001 00:00:00,,0,0,DIESEL,NON-RENEWABLE,2019,17.270
CAPTIVE,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CAPTIVE,,,,31,01/01/0001 00:00:00,,0,0,NATURAL GAS,NON-RENEWABLE,2019,360.664
CAPTIVE,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CAPTIVE,,,,31,01/01/0001 00:00:00,,0,0,SOLAR,RENEWABLE,2019,3.000
CAPTIVE,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CAPTIVE,,,,31,01/01/0001 00:00:00,,0,0,WIND,RENEWABLE,2019,0.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KOPILI,1,01/01/0001 00:00:00,-,1989,0,HYDRO,NON-RENEWABLE,2020,50.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KOPILI,2,01/01/0001 00:00:00,-,1988,0,HYDRO,NON-RENEWABLE,2020,50.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KOPILI,3,01/01/0001 00:00:00,-,1998,0,HYDRO,NON-RENEWABLE,2020,50.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KOPILI,4,01/01/0001 00:00:00,-,1998,0,HYDRO,NON-RENEWABLE,2020,50.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KOPILI  ST.-II,5,01/01/0001 00:00:00,Changed to RES,2004,2019,HYDRO,NON-RENEWABLE,2020,25.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KHANDONG,1,01/01/0001 00:00:00,-,1984,0,HYDRO,NON-RENEWABLE,2020,25.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KHANDONG,2,01/01/0001 00:00:00,-,1985,0,HYDRO,NON-RENEWABLE,2020,25.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASEB,ASSAM STATE,CHANDRAPUR(ASSAM),1,01/01/0001 00:00:00,Retired,1973,2018,COAL,NON-RENEWABLE,2020,30.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASEB,ASSAM STATE,CHANDRAPUR(ASSAM),2,01/01/0001 00:00:00,Retired,1989,2018,COAL,NON-RENEWABLE,2020,30.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASEB,ASSAM STATE,NAMRUP GT,1,01/01/0001 00:00:00,Retired,1966,2018,NATURAL GAS,NON-RENEWABLE,2020,20.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASEB,ASSAM STATE,NAMRUP GT,2,01/01/0001 00:00:00,-,1966,0,NATURAL GAS,NON-RENEWABLE,2020,21.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASEB,ASSAM STATE,NAMRUP GT,3,01/01/0001 00:00:00,-,1966,0,NATURAL GAS,NON-RENEWABLE,2020,21.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASEB,ASSAM STATE,NAMRUP GT,4,01/01/0001 00:00:00,-,1976,0,NATURAL GAS,NON-RENEWABLE,2020,11.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASEB,ASSAM STATE,NAMRUP GT,5,01/01/0001 00:00:00,-,1977,0,NATURAL GAS,NON-RENEWABLE,2020,24.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASEB,ASSAM STATE,NAMRUP WHR,6,01/01/0001 00:00:00,-,1985,0,NATURAL GAS,NON-RENEWABLE,2020,22.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASEB,ASSAM STATE,NAMRUP GT,7,01/01/0001 00:00:00,-,2017,0,NATURAL GAS,NON-RENEWABLE,2020,62.250
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA GT,2,01/01/0001 00:00:00,Retired,1982,2019,NATURAL GAS,NON-RENEWABLE,2020,15.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA GT,3,01/01/0001 00:00:00,Retired,1982,2019,NATURAL GAS,NON-RENEWABLE,2020,15.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA GT,4,01/01/0001 00:00:00,Retired,1987,2018,NATURAL GAS,NON-RENEWABLE,2020,15.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA GT,5,01/01/0001 00:00:00,-,1994,0,NATURAL GAS,NON-RENEWABLE,2020,20.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA GT,6,01/01/0001 00:00:00,-,1995,0,NATURAL GAS,NON-RENEWABLE,2020,20.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA GT,7,01/01/0001 00:00:00,-,2000,0,NATURAL GAS,NON-RENEWABLE,2020,20.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA GT WHR,8,01/01/0001 00:00:00,-,2012,0,NATURAL GAS,NON-RENEWABLE,2020,37.200
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA REPLACEMENT POWER PROJECT,1,01/01/0001 00:00:00,-,2019,0,NATURAL GAS,NON-RENEWABLE,2020,9.965
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA REPLACEMENT POWER PROJECT,2,01/01/0001 00:00:00,-,2019,0,NATURAL GAS,NON-RENEWABLE,2020,9.965
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA REPLACEMENT POWER PROJECT,3,01/01/0001 00:00:00,-,2019,0,NATURAL GAS,NON-RENEWABLE,2020,9.965
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA REPLACEMENT POWER PROJECT,4,01/01/0001 00:00:00,-,2019,0,NATURAL GAS,NON-RENEWABLE,2020,9.965
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA REPLACEMENT POWER PROJECT,5,01/01/0001 00:00:00,-,2019,0,NATURAL GAS,NON-RENEWABLE,2020,9.965
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA REPLACEMENT POWER PROJECT,6,01/01/0001 00:00:00,-,2019,0,NATURAL GAS,NON-RENEWABLE,2020,9.965
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASSAM POWER GENERATION CORPORATION LTD,ASSAM STATE,LAKWA REPLACEMENT POWER PROJECT,7,01/01/0001 00:00:00,-,2019,0,NATURAL GAS,NON-RENEWABLE,2020,9.965
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KATHALGURI GT,1,01/01/0001 00:00:00,-,1995,0,NATURAL GAS,NON-RENEWABLE,2020,33.500
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KATHALGURI GT,2,01/01/0001 00:00:00,-,1995,0,NATURAL GAS,NON-RENEWABLE,2020,33.500
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KATHALGURI GT,3,01/01/0001 00:00:00,-,1996,0,NATURAL GAS,NON-RENEWABLE,2020,33.500
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KATHALGURI GT,4,01/01/0001 00:00:00,-,1996,0,NATURAL GAS,NON-RENEWABLE,2020,33.500
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KATHALGURI GT,5,01/01/0001 00:00:00,-,1996,0,NATURAL GAS,NON-RENEWABLE,2020,33.500
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KATHALGURI GT,6,01/01/0001 00:00:00,-,1997,0,NATURAL GAS,NON-RENEWABLE,2020,33.500
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KATHALGURI GT,7,01/01/0001 00:00:00,-,1998,0,NATURAL GAS,NON-RENEWABLE,2020,30.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KATHALGURI GT,8,01/01/0001 00:00:00,-,1998,0,NATURAL GAS,NON-RENEWABLE,2020,30.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NEEPCO,NEEPCO,KATHALGURI GT,9,01/01/0001 00:00:00,-,1999,0,NATURAL GAS,NON-RENEWABLE,2020,30.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,PRIVATE,EIPL,EAST INDIA PETROLEUM LTD,ADAMTILLA CCPP,1,01/01/0001 00:00:00,-,1998,0,NATURAL GAS,NON-RENEWABLE,2020,3.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,PRIVATE,EIPL,EAST INDIA PETROLEUM LTD,ADAMTILLA CCPP,2,01/01/0001 00:00:00,-,1998,0,NATURAL GAS,NON-RENEWABLE,2020,3.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,PRIVATE,EIPL,EAST INDIA PETROLEUM LTD,ADAMTILLA CCPP,3,01/01/0001 00:00:00,-,1998,0,NATURAL GAS,NON-RENEWABLE,2020,3.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,PRIVATE,EIPL,EAST INDIA PETROLEUM LTD,BANSKANDI (DLF),1,01/01/0001 00:00:00,-,1998,0,NATURAL GAS,NON-RENEWABLE,2020,3.500
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,PRIVATE,EIPL,EAST INDIA PETROLEUM LTD,BANSKANDI (DLF),2,01/01/0001 00:00:00,-,1998,0,NATURAL GAS,NON-RENEWABLE,2020,3.500
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,PRIVATE,EIPL,EAST INDIA PETROLEUM LTD,BANSKANDI (DLF),3,01/01/0001 00:00:00,-,1998,0,NATURAL GAS,NON-RENEWABLE,2020,3.500
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,PRIVATE,EIPL,EAST INDIA PETROLEUM LTD,BANSKANDI (DLF),4,01/01/0001 00:00:00,-,1999,0,NATURAL GAS,NON-RENEWABLE,2020,5.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,MULTIPLE OWNERS,VARIOUS SOURCES,NOT KNOWN,NOT KNOWN,01/01/0001 00:00:00,-,0,0,RENEWABLES,RENEWABLE,2020,5.010
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,PRIVATE,MULTIPLE OWNERS,VARIOUS SOURCES,NOT KNOWN,NOT KNOWN,01/01/0001 00:00:00,-,0,0,RENEWABLES,RENEWABLE,2020,45.330
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,MULTIPLE OWNERS,VARIOUS SOURCES,NOT KNOWN,NOT KNOWN,01/01/0001 00:00:00,-,0,0,RENEWABLES,RENEWABLE,2020,25.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASEB,ASSAM STATE,KARBI LANGPI,1,01/01/0001 00:00:00,-,2007,0,HYDRO,NON-RENEWABLE,2020,50.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,STATE,ASEB,ASSAM STATE,KARBI LANGPI,2,01/01/0001 00:00:00,-,2007,0,HYDRO,NON-RENEWABLE,2020,50.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NTPC,NTPC,BONGAIGAON TPP,1,01/01/0001 00:00:00,-,2016,0,COAL,NON-RENEWABLE,2020,250.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NTPC,NTPC,BONGAIGAON TPP,2,01/01/0001 00:00:00,-,2017,0,COAL,NON-RENEWABLE,2020,250.000
UTILITY,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CENTRAL,NTPC,NTPC,BONGAIGAON TPP,3,01/01/0001 00:00:00,-,2019,0,COAL,NON-RENEWABLE,2020,250.000
CAPTIVE,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CAPTIVE,,,,47,01/01/0001 00:00:00,,0,0,HYDRO,NON-RENEWABLE,2020,0.000
CAPTIVE,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CAPTIVE,,,,47,01/01/0001 00:00:00,,0,0,COAL,NON-RENEWABLE,2020,118.000
CAPTIVE,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CAPTIVE,,,,47,01/01/0001 00:00:00,,0,0,DIESEL,NON-RENEWABLE,2020,31.006
CAPTIVE,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CAPTIVE,,,,47,01/01/0001 00:00:00,,0,0,NATURAL GAS,NON-RENEWABLE,2020,369.214
CAPTIVE,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CAPTIVE,,,,47,01/01/0001 00:00:00,,0,0,SOLAR,RENEWABLE,2020,6.480
CAPTIVE,NER,ASSAM,VARIOUS DISTRICTS IN THE STATE,CAPTIVE,,,,47,01/01/0001 00:00:00,,0,0,WIND,RENEWABLE,2020,0.000
UTILITY,NER,ARUNACHAL PRADESH,VARIOUS DISTRICTS IN THE STATE,STATE,ARUNACHAL,ARUNACHAL PRADESH STATE,NURANANG,1,06/08/1997 00:00:00,-,1998,,HYDRO,NON-RENEWABLE,2013,2.000
UTILITY,NER,ARUNACHAL PRADESH,VARIOUS DISTRICTS IN THE STATE,STATE,ARUNACHAL,ARUNACHAL PRADESH STATE,NURANANG,2,06/08/1997 00:00:00,-,1998,,HYDRO,NON-RENEWABLE,2013,2.000
UTILITY,NER,ARUNACHAL PRADESH,VARIOUS DISTRICTS IN THE STATE,STATE,ARUNACHAL,ARUNACHAL PRADESH STATE,NURANANG,3,06/08/1997 00:00:00,-,1998,,HYDRO,NON-RENEWABLE,2013,2.000
UTILITY,NER,ARUNACHAL PRADESH,VARIOUS DISTRICTS IN THE STATE,STATE,ARUNACHAL,ARUNACHAL PRADESH STATE,TAGO,1,01/05/1991 00:00:00,-,1992,,HYDRO,NON-RENEWABLE,2013,1.500
UTILITY,NER,ARUNACHAL PRADESH,VARIOUS DISTRICTS IN THE STATE,STATE,ARUNACHAL,ARUNACHAL PRADESH STATE,TAGO,2,10/08/1991 00:00:00,-,1992,,HYDRO,NON-RENEWABLE,2013,1.500
UTILITY,NER,ARUNACHAL PRADESH,VARIOUS DISTRICTS IN THE STATE,STATE,ARUNACHAL,ARUNACHAL PRADESH STATE,TAGO,3,01/10/1991 00:00:00,-,1992,,HYDRO,NON-RENEWABLE,2013,1.500
