observationAbout,observationDate,value,variableMeasured,unit,scalingFactor,measurementMethod,observationPeriod
country/USA,2011,6427,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainment9ThTo12ThGradeNoDiploma_Female_WhiteAlone,,,,
country/USA,2011,8965,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentAssociatesDegree_Male_Black,,,,
country/USA,2011,163,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainment9ThTo12ThGradeNoDiploma_Male_HawaiianNativeOrPacificIslander,,,,
country/USA,2011,32361,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentCollegeGraduate_Male_Asian,,,,
country/USA,2011,71.8,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentBachelorsDegree_Male_WhiteAlone_AsAFractionOf_Count_Person_EducationalAttainmentBachelorsDegree_Male,Percent,100,,
country/USA,2011,781,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentDoctorateDegree_HispanicOrLatino,,,,
country/USA,2011,20208,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentBachelorsDegree_Black,,,,
country/USA,2011,0.7,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentCollegeGraduate_AmericanIndianOrAlaskaNativeAlone_AsAFractionOf_Count_Person_EducationalAttainmentCollegeGraduate,Percent,100,,
country/USA,2011,0.6,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentBachelorsDegree_AmericanIndianOrAlaskaNativeAlone_AsAFractionOf_Count_Person_EducationalAttainmentBachelorsDegree,Percent,100,,
country/USA,2011,4045,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentDoctorateDegree_Female_WhiteAlone,,,,
country/USA,2011,4670,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentBachelorsDegree_Female_NonUSResident,,,,
country/USA,2011,1.5,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentCollegeGraduate_TwoOrMoreRaces_AsAFractionOf_Count_Person_EducationalAttainmentCollegeGraduate,Percent,100,,
country/USA,2011,0.5,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentDoctorateDegree_Female_AmericanIndianOrAlaskaNativeAlone_AsAFractionOf_Count_Person_EducationalAttainmentDoctorateDegree_Female,Percent,100,,
country/USA,2011,60304,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainment9ThTo12ThGradeNoDiploma,,,,
country/USA,2011,5.3,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentDoctorateDegree_HispanicOrLatino_AsAFractionOf_Count_Person_EducationalAttainmentDoctorateDegree,Percent,100,,
country/USA,2011,789,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainment9ThTo12ThGradeNoDiploma_AmericanIndianOrAlaskaNativeAlone,,,,
country/USA,2011,2018,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainment9ThTo12ThGradeNoDiploma_Male_AsianOrPacificIslander,,,,
country/USA,2011,14.2,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentMastersDegree_Male_AsianOrPacificIslander_AsAFractionOf_Count_Person_EducationalAttainmentMastersDegree_Male,Percent,100,,
country/USA,2011,10431,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentMastersDegree_Female_NonUSResident,,,,
country/USA,2011,19116,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentAssociatesDegree_Female,,,,
country/USA,2011,49404,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentAssociatesDegree_Male_WhiteAlone,,,,
country/USA,2011,28400,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentMastersDegree_Female,,,,
country/USA,2011,26,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentDoctorateDegree_Female_AmericanIndianOrAlaskaNativeAlone,,,,
country/USA,2011,10,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentCollegeGraduate_HispanicOrLatino_AsAFractionOf_Count_Person_EducationalAttainmentCollegeGraduate,Percent,100,,
country/USA,2011,24076,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentMastersDegree_Male_NonUSResident,,,,
country/USA,2011,1720,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentBachelorsDegree_Female_TwoOrMoreRaces,,,,
country/USA,2011,694,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentBachelorsDegree_HawaiianNativeOrPacificIslander,,,,
country/USA,2011,0.2,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentMastersDegree_Female_HawaiianNativeOrPacificIslander_AsAFractionOf_Count_Person_EducationalAttainmentMastersDegree_Female,Percent,100,,
country/USA,2011,64,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentDoctorateDegree_Female_TwoOrMoreRaces,,,,
country/USA,2011,610,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainment9ThTo12ThGradeNoDiploma_Male_TwoOrMoreRaces,,,,
country/USA,2011,0.6,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentMastersDegree_Female_AmericanIndianOrAlaskaNativeAlone_AsAFractionOf_Count_Person_EducationalAttainmentMastersDegree_Female,Percent,100,,
country/USA,2011,291,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentAssociatesDegree_Female_TwoOrMoreRaces,,,,
country/USA,2011,333652,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentCollegeGraduate_WhiteAlone,,,,
country/USA,2011,16.6,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentMastersDegree_Female_Asian_AsAFractionOf_Count_Person_EducationalAttainmentMastersDegree_Female,Percent,100,,
country/USA,2011,185802,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentBachelorsDegree_Male,,,,
country/USA,2011,9.4,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentCollegeGraduate_Male_Asian_AsAFractionOf_Count_Person_EducationalAttainmentCollegeGraduate_Male,Percent,100,,
country/USA,2011,7.7,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentMastersDegree_Black_AsAFractionOf_Count_Person_EducationalAttainmentMastersDegree,Percent,100,,
country/USA,2011,14.9,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentMastersDegree_Asian_AsAFractionOf_Count_Person_EducationalAttainmentMastersDegree,Percent,100,,
country/USA,2011,11509,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentAssociatesDegree_HispanicOrLatino,,,,
country/USA,2011,11.4,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentDoctorateDegree_Male_Asian_AsAFractionOf_Count_Person_EducationalAttainmentDoctorateDegree_Male,Percent,100,,
country/USA,2011,9350,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentBachelorsDegree_Female_Black,,,,
country/USA,2011,1.6,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentMastersDegree_Male_TwoOrMoreRaces_AsAFractionOf_Count_Person_EducationalAttainmentMastersDegree_Male,Percent,100,,
country/USA,2011,35126,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainment9ThTo12ThGradeNoDiploma_WhiteAlone,,,,
country/USA,2011,16.5,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainment9ThTo12ThGradeNoDiploma_HispanicOrLatino_Female_AsAFractionOf_Count_Person_EducationalAttainment9ThTo12ThGradeNoDiploma_Female,Percent,100,,
country/USA,2011,3191,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentDoctorateDegree_Female_NonUSResident,,,,
country/USA,2011,16852,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentCollegeGraduate_Female_Black,,,,
country/USA,2011,30152,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentCollegeGraduate_Male_Black,,,,
country/USA,2011,1025,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentDoctorateDegree_Male_Asian,,,,
country/USA,2011,91612,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentMastersDegree,,,,
country/USA,2011,14012,Count_Person_BachelorOfScienceOrTechnologyOrEngineeringOrMathematics_EducationalAttainmentBachelorsDegree_HispanicOrLatino_Male,,,,
