pharmGKBID,dcid
PA165360203,chem/CID2327
PA165360204,chem/CID6367078
PA165374637,chem/Oltipraz
PA165374638,chem/Noscapine
PA165374673,chem/CID9871419
PA165815771,chem/Farglitazar
PA165816878,chem/methylcholanthrene
PA165816891,chem/CID25195354
PA165817936,chem/CID155805
PA165817938,chem/prenylamine
PA165817939,chem/CID4992
PA165817950,chem/CID23480
PA165818137,chem/CID3926
PA165857067,chem/CID9571037
PA165858618,chem/CID9571836
PA165860521,chem/ambrisentan
PA165860788,chem/evodiamine
PA165860812,chem/CID2353
PA165884699,chem/CID9939609
PA165906891,chem/cabozantinib
PA165945763,chem/CID9854012
PA165945764,chem/CID51045
PA165946121,chem/fasudil
PA165946122,chem/CID11626560
PA165946873,chem/CID42611257
PA165947475,chem/CID179344
PA165947499,chem/CID214351
PA165947835,chem/dichloroacetic_acid
PA165947835,chem/dichloroacetic_acid
PA165948031,chem/CID151170
PA165948052,chem/CID449193
PA165948902,chem/CID10324367
PA165948903,chem/brentuximab_vedotin
PA165949675,chem/CID3081927
PA165949694,chem/iptakalim
PA165949771,chem/Glucarpidase
PA165950341,chem/CID16220172
PA165950341,chem/CID16220172
PA165950342,chem/CID23690424
PA165958321,chem/CID178014
PA165958342,chem/CID5284555
PA165958345,chem/CID644241
PA165958346,chem/CID6918537
PA165958347,chem/CID11953931
PA165958348,chem/CID6918554
PA165958349,chem/CID108150
PA165958350,chem/CID65781
PA165958351,chem/CID3671
PA165958352,chem/CID57537
PA165958354,chem/CID3010818
PA165958355,chem/preotact
PA165958356,chem/D06BA02
PA165958357,chem/CID5323
PA165958358,chem/canakinumab
PA165958360,chem/CID9875401
PA165958361,chem/CID216235
PA165958362,chem/CID11243969
PA165958363,chem/CID82148
PA165958364,chem/CID44147092
PA165958365,chem/vilazodone
PA165958366,chem/D04AA02
PA165958368,chem/CID5709
PA165958369,chem/CID6445226
PA165958370,chem/J01GB12
PA165958372,chem/CID2366
PA165958373,chem/CID44151801
PA165958374,chem/CID125017
PA165958374,chem/CID125017
PA165958376,chem/CID6918558
PA165958377,chem/CID15814656
PA165958378,chem/V08CA11
PA165958379,chem/CID22297
PA165958380,chem/CID164739
PA165958382,chem/CID1993
PA165958383,chem/G03BA02
PA165958384,chem/CID4436
PA165958385,chem/CID4494
PA165958387,chem/CID7558
PA165958389,chem/CID3038497
PA165958390,chem/CID219090
PA165958391,chem/CID5277
PA165958393,chem/aluminum_hydroxide
PA165958395,chem/CID5282204
PA165958397,chem/CID3033968
PA165958398,chem/CID1712095
PA165958399,chem/CID19371515
PA165958400,chem/ammonium_lactate
PA165958401,chem/CID9854073
PA165958402,chem/CID121396
PA165958403,chem/CID10133
PA165958404,chem/dalteparin
PA165958405,chem/CID443936
PA165958406,chem/CID3080
PA165958407,chem/CID151075
PA165958408,chem/CID4477
PA165958410,chem/CID65015
PA165958411,chem/L01DC02
PA165958413,chem/P01AC01
PA165958414,chem/J01CE04
PA165958415,chem/R05DB11
PA165958416,chem/salicylamide
PA165958417,chem/J01EC03
PA165958418,chem/R01AC04
PA165958419,chem/D04AA09
PA165958420,chem/D04AA13
PA165958421,chem/D04AA22
PA165958422,chem/R01AA13
PA165958423,chem/nandrolone_decanoate
PA165958424,chem/A02BA06
PA165958425,chem/C07AA17
PA165958426,chem/C07AA19
PA165958427,chem/cinitapride
PA165958428,chem/N05BA23
PA165958430,chem/triflusal
PA165958431,chem/D03AX05
PA165958432,chem/S01EE05
PA165958441,chem/trastuzumab_emtansine
PA165958501,chem/saracatinib
PA165958521,chem/febuxostat
PA165958661,chem/triciribine
PA165960688,chem/anacetrapib
PA165963961,chem/pegloticase
PA165964366,chem/CID15950362
PA165971474,chem/belinostat
PA165980594,chem/CID24826799
PA165980595,chem/CID9808844
PA165980596,chem/CID23674098
PA165980614,chem/fluindione
PA165981139,chem/afatinib_dimaleate
PA165981154,chem/CID10184653
PA165981594,chem/CID9915926
PA165983754,chem/pitrakinra
PA165984462,chem/photodynamic_therapy
PA165985514,chem/hyperforin
PA165985534,chem/CID56841043
PA166014703,chem/CID193962
PA166048558,chem/Vismodegib
PA166048634,chem/denosumab
PA166048654,chem/ustekinumab
PA166049174,chem/CID39912
PA166049175,chem/CID667550
PA166049176,chem/CID3335
PA166049177,chem/CID3332
PA166049178,chem/M01AE06
PA166049179,chem/CID68869
PA166049180,chem/CID3965
PA166049181,chem/CID68752
PA166049182,chem/CID65679
PA166049183,chem/CID54677972
PA166049184,chem/CID1981
PA166049185,chem/CID71771
PA166049186,chem/CID2136
PA166049187,chem/CID15250
PA166049188,chem/CID5733
PA166049189,chem/CID610479
PA166049190,chem/CID3371
PA166049191,chem/CID5362
PA166049192,chem/CID26098
PA166049193,chem/CID119828
PA166049194,chem/CID208910
PA166049195,chem/CID4306515
PA166049196,chem/CID4553
PA166094735,chem/e_7010
PA166104276,chem/ABT751
PA166104277,chem/CID9824918
PA166104278,chem/CID56841156
PA166104279,chem/CID122262
PA166110254,chem/CID91606
PA166110255,chem/CID5282136
PA166110256,chem/CID71733
PA166110257,chem/CID9578005
PA166114316,chem/CID5258
PA166114434,chem/CID9825652
PA166114460,chem/CID22024915
PA166114483,chem/CID16678941
PA166114484,chem/CID148183
PA166114904,chem/belimumab
PA166114906,chem/bosutinib
PA166114911,chem/dabrafenib
PA166114922,chem/C10AX12
PA166114925,chem/mafenide
PA166114927,chem/mipomersen
PA166114929,chem/L01XX40
PA166114943,chem/regorafenib
PA166114961,chem/CID54726191
PA166115361,chem/CID23668193
PA166115364,chem/CID11707110
PA166115366,chem/velaglucerase_alfa
PA166115441,chem/CID9795739
PA166115442,chem/tegafur__gimeracil__oteracil
PA166115521,chem/CID6575
PA166115579,chem/CID10290
PA166115580,chem/CID115358
PA166115581,chem/CID42548
PA166116241,chem/pci24781
PA166117241,chem/onartuzumab
PA166117453,chem/lurbinectedin
PA166118041,chem/CID2972
PA166118340,chem/CID11667893
PA166118341,chem/CID3081361
PA166118342,chem/aflibercept
PA166118565,chem/ginkgo_biloba_extract
PA166119001,chem/CID6918408
PA166119201,chem/CID71750
PA166121346,chem/CID24821094
PA166122486,chem/CID16727405
PA166122506,chem/gemcitabine_triphosphate_ditriethylamine
PA166122526,chem/CID16132422
PA166122586,chem/L01FA03
PA166122590,chem/CID66576988
PA166122593,chem/CID45375808
PA166122595,chem/CID9966051
PA166122627,chem/CID1732
PA166122786,chem/CID107731
PA166122986,chem/radiotherapy
PA166123047,chem/CID164045
PA166123066,chem/CID23665888
PA166123367,chem/CID55190
PA166123386,chem/CID25126798
PA166123389,chem/CID1727
PA166123406,chem/enzalutamide
PA166123407,chem/CID132971
PA166123415,chem/CID132999
PA166123486,chem/CID23652731
PA166123556,chem/CID5460467
PA166123566,chem/CID656604
PA166124478,chem/CID10090750
PA166124478,chem/CID10090750
PA166124615,chem/pembrolizumab
PA166124616,chem/ceritinib
PA166127606,chem/melacineribi_immunochem
PA166128130,chem/CID56948249
PA166128132,chem/CID42601552
PA166128166,chem/CID67505836
PA166128167,chem/CID25154714
PA166128168,chem/CID16076883
PA166128169,chem/CID24765256
PA166128206,chem/CID522325
PA166128370,chem/CID6441188
PA166128806,chem/CID10280735
PA166129466,chem/CID148195
PA166129522,chem/nivolumab
PA166129523,chem/atezolizumab
PA166129524,chem/blinatumomab
PA166129529,chem/CID10127622
PA166129533,chem/CID9917021
PA166129535,chem/CID65906
PA166129536,chem/CID219024
PA166129539,chem/CID31553
PA166129554,chem/CID153976
PA166129557,chem/CID213046
PA166129561,chem/CID444412
PA166129561,chem/CID444412
PA166129564,chem/CID9867642
PA166129566,chem/C477643
PA166131567,chem/CID130659
PA166131567,chem/CID130659
PA166131580,chem/sacubitril
PA166131581,chem/CID6918540
PA166131585,chem/CID222
PA166131585,chem/CID222
PA166131606,chem/CID129228
PA166131607,chem/CID25031915
PA166131608,chem/CID9886808
PA166131609,chem/CID11960529
PA166131610,chem/CID24958200
PA166131626,chem/CID71496458
PA166131630,chem/volatile_anesthetics
PA166151864,chem/CID11219835
PA166151992,chem/CID71353
PA166152829,chem/CID53276
PA166152838,chem/CID637568
PA166152935,chem/CID71494926
PA166153416,chem/CID72322
PA166153431,chem/CID6918248
PA166153449,chem/CID11440210
PA166153469,chem/CID5330286
PA166153470,chem/CID44631912
PA166153471,chem/CID46220502
PA166153472,chem/CID9823820
PA166153473,chem/CID49846579
PA166153491,chem/CID9837243
PA166159062,chem/elosulfase_alfa
PA166159659,chem/CID4549
PA166159961,chem/alirocumab
PA166160002,chem/CID86291595
PA166160006,chem/CID53465279
PA166160027,chem/evolocumab
PA166160044,chem/CID16222096
PA166160048,chem/CID219078
PA166160050,chem/CID49806720
PA166160053,chem/CID11978813
PA166160055,chem/CID221493
PA166160060,chem/dinutuximab
PA166161216,chem/CID49831411
PA166161306,chem/CID5352062
PA166161307,chem/CID6918837
PA166163226,chem/CID56960912
PA166163227,chem/CID51001932
PA166163260,chem/moviprep
PA166163262,chem/CID23667548
PA166163327,chem/CID11949646
PA166163408,chem/CID91824755
PA166163409,chem/CID54767916
PA166163410,chem/CID45110509
PA166163411,chem/CID56640146
PA166163415,chem/CID67683363
PA166163416,chem/CID91885554
PA166163418,chem/CID9931954
PA166163427,chem/CID72734365
PA166163432,chem/eteplirsen
PA166163434,chem/olaratumab
PA166163436,chem/CID71661251
PA166163437,chem/CID44603531
PA166163438,chem/CID91669168
PA166163482,chem/CID68165256
PA166163740,chem/CID10182969
PA166165015,chem/CID24771867
PA166165092,chem/CID25151504
PA166165147,chem/CID72734351
PA166165149,chem/CID59227
PA166165203,chem/CID11556711
PA166169432,chem/CID10131269
PA166169875,chem/avelumab
PA166169879,chem/cerliponase_alfa
PA166169881,chem/CID73442840
PA166169883,chem/durvalumab
PA166169917,chem/CID9829523
PA166170051,chem/CID24795069
PA166170903,chem/CID185617
PA166171170,chem/CID9903778
PA166171182,chem/CID89921642
PA166175754,chem/CID46199646
PA166175761,chem/CID71301236
PA166175777,chem/CID2451
PA166175778,chem/CID5311454
PA166175791,chem/CID644019
PA166175792,chem/CID5356
PA166175998,chem/CID71300601
PA166176008,chem/CID56841553
PA166176017,chem/CID9954530
PA166176018,chem/CID9911821
PA166176020,chem/CID24847771
PA166176022,chem/CID6474062
PA166176027,chem/CID24848071
PA166176033,chem/CID9833525
PA166176123,chem/CID11317883
PA166176241,chem/CID5284594
PA166176885,chem/CID5284543
PA166176885,chem/CID5284543
PA166177229,chem/highly_active_antiretroviral_therapy_haart
PA166177476,chem/CID11154555
PA166177484,chem/CID89683805
PA166177510,chem/inotuzumab_ozogamicin
PA166177513,chem/CID9865528
PA166177517,chem/CID129011857
PA166177519,chem/CID11519070
PA166177686,chem/CID638015
PA166177894,chem/CID49836058
PA166178280,chem/CID5884
PA166178280,chem/CID5884
PA166178281,chem/CID6022
PA166178281,chem/CID6022
PA166178387,chem/CID124246
PA166178554,chem/CID643985
PA166178990,chem/CID16129681
PA166178990,chem/CID16129681
PA166179660,chem/J05A
PA166179720,chem/CID9838022
PA166179845,chem/CID72722243
PA166179849,chem/CID9918581
PA166179867,chem/CID10288191
PA166179872,chem/CID50922675
PA166180939,chem/CID40113
PA166182002,chem/CID9920716
PA166182150,chem/CID6917779
PA166182234,chem/CID2540
PA166182279,chem/dacomitinib
PA166182348,chem/CID11250647
PA166182517,chem/CID1515292391563447073057
PA166182547,chem/CID71312620
PA166182582,chem/CID5311101
PA166182604,chem/CID5388906
PA166182605,chem/J05AR10
PA166182621,chem/CID4117
PA166182622,chem/tipranavir__ritonavir
PA166182623,chem/CID42636391
PA166182624,chem/J05AR23
PA166182625,chem/fosamprenavir__ritonavir
PA166182626,chem/saquinavir__ritonavir
PA166182627,chem/CID7187
PA166182641,chem/buprenorphine__naloxone
PA166182674,chem/CID86583336
PA166182675,chem/CID44232548
PA166182681,chem/CID9869929
PA166182682,chem/CID11304743
PA166182707,chem/CID71657455
PA166182718,chem/ipilimumab
PA166182720,chem/CID67462786
PA166182723,chem/CID17755248
PA166182731,chem/CID32170
PA166182732,chem/CID16760703
PA166182733,chem/CID67330085
PA166182735,chem/CID11720242
PA166182736,chem/CID44599207
PA166182740,chem/CID135565082
PA166182743,chem/CID71731823
PA166182748,chem/CID49843517
PA166182756,chem/CID121493436
PA166182761,chem/CID50905713
PA166182763,chem/emapalumab
PA166182767,chem/CID49803313
PA166182783,chem/articaine__epinephrine
PA166182862,chem/CID135659064
PA166182863,chem/CID136170999
PA166182864,chem/CID71301229
PA166182865,chem/CID56842157
PA166182866,chem/CID56842082
PA166182867,chem/CMF
PA166182881,chem/CID176077
PA166182882,chem/CID131801471
PA166182883,chem/CID3036505
PA166182884,chem/patisiran
PA166182885,chem/CID59054565
PA166182922,chem/CID23582412
PA166182939,chem/CID135415868
PA166182939,chem/CID135415868
PA166182939,chem/CID135415868
PA166183405,chem/orange_juice
PA166183406,chem/apple_juice
PA166183785,chem/amlodipine__atorvastatin__perindopril_arginine
PA166183787,chem/fluorouracil__salicylic_acid
PA166183788,chem/CID11115
PA166183939,chem/CID441275
PA166184057,chem/bisoprolol_fumarate__perindopril_arginine
PA166184058,chem/CID446727
PA166184059,chem/CID46783786
PA166184060,chem/CID193653
PA166184061,chem/CID163158
PA166184081,chem/CID47528
PA166184233,chem/CID9930049
PA166184235,chem/umeclidinium__vilanterol
PA166184379,chem/CID45138674
PA166184492,chem/CID23669636
PA166184493,chem/esomeprazole__naproxen
PA166184495,chem/CID9832423
PA166184496,chem/acetaminophen__tramadol
PA166184497,chem/Paracetamol_combinations_excl._Psycholeptics_Vicks_MediNait_Sirup
PA166184498,chem/ezetimibe__rosuvastatin
PA166184501,chem/lamivudine__abacavir
PA166184503,chem/zidovudine__lamivudine__abacavir
PA166184505,chem/dolutegravir__abacavir__lamivudine
PA166184523,chem/CID56649450
PA166184558,chem/ramucirumab
PA166184562,chem/CID11001318
PA166184566,chem/tipiracil__trifluridine
PA166184711,chem/CID45266826
PA166185150,chem/CID5918
PA166185161,chem/CID134587348
PA166185162,chem/CID134393443
PA166185163,chem/CID9948102
PA166185380,chem/CID49850262
PA166185381,chem/CID6450816
PA166185382,chem/CID42642645
PA166185383,chem/CID10074640
PA166185384,chem/CID24978538
PA166185677,chem/CID44182395
PA166186035,chem/CID4820
PA166186040,chem/CID68870
PA166187141,chem/CID5311217
PA166189801,chem/crizanlizumabtmca
PA166189802,chem/CID71602803
PA166189803,chem/CID58557659
PA166190001,chem/luspaterceptaamt
PA166190041,chem/elexacaftor__tezacaftor__ivacaftor
PA166190061,chem/CID54679224
PA166190081,chem/CID2723920
PA166190121,chem/enfortumab_vedotin
PA166190161,chem/CID25141092
PA166190221,chem/estradiol__progesterone
PA166190621,chem/CID146160902
PA166190681,chem/CID119058042
PA166190721,chem/golodirsen
PA166196742,chem/CID492405
PA166197141,chem/CID121304016
PA166197161,chem/DAS181
PA166197181,chem/CID5284360
PA166197221,chem/sarilumab
PA166197241,chem/CID131411
PA166197481,chem/CID10445549
PA166197621,chem/CID44205240
PA166197681,chem/CID5284607
PA166198261,chem/CID73115
PA166198581,chem/CID71226662
PA166198582,chem/siltuximab
PA166199781,chem/clazakizumab
PA166200301,chem/CID56639723
PA166201941,chem/CID6398764
PA166203961,chem/sirukumab
PA166203981,chem/CID135537060
PA166204001,chem/CID135565884
PA166205381,chem/astegolimab
PA166205401,chem/UTTR1147A
PA166205561,chem/peginterferon_lambda_1a
PA166206962,chem/CID145996610
PA166208561,chem/CID105102
PA166208581,chem/AT527
PA166209301,chem/mavrilimumab
PA166209601,chem/APL9
PA166209982,chem/CID23724878
PA166210763,chem/CID153241
PA166210781,chem/CID11977753
PA166210801,chem/CID5359271
PA166211181,chem/CID25171648
PA166211241,chem/CID10101
PA166211861,chem/axatilimab
PA166211881,chem/lenzilumab
PA166211901,chem/CID9926791
PA166211921,chem/leronlimab
PA166212681,chem/CID9331
PA166212682,chem/CID98526
PA166220421,chem/CID11285792
PA166220441,chem/CID46700782
PA166220442,chem/CID11561674
PA166220601,chem/CID5284613
PA166220602,chem/CID4413
PA166220603,chem/CID6536
PA166220604,chem/CID11282283
PA166220605,chem/CID16123056
PA166220606,chem/CID154257
PA166220607,chem/CID10206
PA166220665,chem/CID102253222
PA166220665,chem/CID102253222
PA166222281,chem/evinacumab
PA166222861,chem/CID118984459
PA166222861,chem/CID118984459
PA166222881,chem/human_C1_esterase_inhibitor
PA166222901,chem/CID16132341
PA166222902,chem/CID5280567
PA166223601,chem/CID66553195
PA166223903,chem/CID118023034
PA166224201,chem/CID25145656
PA166224244,chem/CID53357352
PA166224921,chem/inebilizumabcdon
PA166224941,chem/isatuximab
PA166224981,chem/CID76966897
PA166225041,chem/CID51049968
PA166225061,chem/sacituzumab_govitecanhziy
PA166225084,chem/CID134436906
PA166225141,chem/CID51039094
PA166226401,chem/bamlanivimab
PA166227621,chem/N07BC05
PA166227662,chem/CID11956740
PA166228321,chem/CID31593
PA166228322,chem/CID9915131
PA166228323,chem/CID23724843
PA166228341,chem/CID16056828
PA166228342,chem/CID6842999
PA166228921,chem/plazomicin
PA166230941,chem/CID9924495
PA166230961,chem/combination_nicotine_replacement_therapy
PA166234821,chem/aluminum_hydroxide_magnesium_hydroxide_drug_combination
PA166234822,chem/Magnesium_Hydroxide
PA166235241,chem/margetuximab
PA166235281,chem/lumasiran
PA166235301,chem/metreleptin
PA166235321,chem/CID129073603
PA166235322,chem/CID118513932
PA166235323,chem/satralizumab
PA166235341,chem/CID11993702
PA166236421,chem/viltolarsen
PA166236501,chem/sodium_oxybate
PA166238763,chem/synthetic_conjugated_estrogens_A
PA166238861,chem/equilin_sulfate
PA166238881,chem/CID9547222
PA166238882,chem/CID23671799
PA166238883,chem/CID23671797
PA166238884,chem/CID71316160
PA166238901,chem/CID23671798
PA166238921,chem/CID71316159
PA166238941,chem/CID23703433
PA166238961,chem/CID23691039
PA166240141,chem/FOLFIRINOX
PA166241781,chem/CID3037209
PA166241801,chem/CID3037206
PA166242401,chem/CID20054942
PA166242461,chem/CID439369
PA166246281,chem/acetaminophen__caffeine__dihydrocodeine
PA166246421,chem/CID138611145
PA166246441,chem/CID137278711
PA166248041,chem/CID86705695
PA166248061,chem/CID10384072
PA166248741,chem/CID65404
PA166248841,chem/CID6101829
PA166248861,chem/CID381127479
PA166248881,chem/C10BA04
PA166248921,chem/B01AB09
PA166249401,chem/CID11949652
PA166249521,chem/CID135423438
PA166249581,chem/CID40632
PA166250241,chem/CID12345
PA166250441,chem/CID15981397
PA166251361,chem/CID54713659
PA166251381,chem/cabotegravir__rilpivirine
PA166251401,chem/cemiplimabrwlc
PA166251481,chem/dostarlimabgxly
PA166251541,chem/casimersen
PA166251581,chem/CID5666
PA166252061,chem/CID53235510
PA166252761,chem/CID13546343716061579
PA166255841,chem/sotrovimab
PA166255842,chem/imdevimab
PA166255843,chem/casirivimab
PA166255844,chem/casirivimab__imdevimab
PA166255861,chem/etesevimab
PA166256301,chem/CID5467797754684141
PA166256301,chem/CID5467797754684141
PA166256441,chem/rilonacept
PA166258723,chem/CID9574768
PA166261201,chem/CID16004692
PA166262141,chem/CID9887837
PA166262142,chem/CID446155
PA166264521,chem/CID107970
PA166268761,chem/CID117947097
PA166268781,chem/efgartigimod_alfa
PA166268801,chem/CID10482134
PA166268802,chem/inclisiran
PA166268803,chem/CID9831643
PA166268804,chem/CID118607832
PA166268805,chem/CID10153627
PA166268821,chem/CID7083
PA166268841,chem/CID72165228
PA166268921,chem/L03AB15
PA166269521,chem/CID44814423
PA166270781,chem/CID71584930
PA166271941,chem/CID451448
PA166272921,chem/CID78323835
PA166272922,chem/CID117761397
PA166277621,chem/vutrisiran
PA166277641,chem/anifrolumab
PA166277741,chem/tebentafusp
PA166277821,chem/sacrosidase
PA166277861,chem/ravulizumab
PA166277901,chem/relatlimab
PA166277902,chem/nivolumab__relatlimab
PA166278021,chem/CID59634741
PA166278141,chem/CID122706785
PA166278261,chem/CID13791
PA166278301,chem/CID6918305
PA166278341,chem/dextromethorphan_hydrobromide__bupropion_hydrochloride
PA166279461,chem/CID24268
PA166279883,chem/CID155903259
PA166279921,chem/nirmatrelvir__ritonavir
PA166279942,chem/CID128781
PA166279942,chem/CID128781
PA166280361,chem/CID16722836
PA166280581,chem/CID91617630
PA166281602,chem/CID9913767
PA166285061,chem/CID145994868
PA166285081,chem/A10BJ05
PA166285901,chem/CID51038269
PA166287643,chem/CID448223
PA166287643,chem/CID448223
PA448004,chem/CID441300
PA448004,chem/CID441300
PA448006,chem/B01AC13
PA448010,chem/CID441184
PA448011,chem/CID1978
PA448014,chem/acetamide_mea
PA448015,chem/CID1983
PA448016,chem/acetanilide
PA448018,chem/CID1986
PA448021,chem/CID176
PA448025,chem/acetone
PA448031,chem/CID187
PA448033,chem/CID12035
PA448039,chem/CID6437841
PA448045,chem/CID2022
PA448047,chem/CID60164
PA448048,chem/CID190
PA448049,chem/CID60961
PA448049,chem/CID60961
PA448055,chem/CID5950
PA448068,chem/CID2083
PA448073,chem/CID702
PA448081,chem/L03AC01
PA448082,chem/CID2088
PA448084,chem/CID51263
PA448320,chem/CID2094
PA448320,chem/CID2094
PA448320,chem/CID2094
PA448322,chem/aloe
PA448333,chem/CID2118
PA448334,chem/CID149351
PA448348,chem/aluminum_chloride
PA448360,chem/CID2130
PA448365,chem/CID2141
PA448368,chem/CID16231
PA448372,chem/amino_acids
PA448372,chem/amino_acids
PA448375,chem/CID2145
PA448382,chem/CID4649
PA448383,chem/CID2157
PA448385,chem/CID2160
PA448385,chem/CID2160
PA448388,chem/CID2162
PA448392,chem/ammonium_chloride
PA448401,chem/CID2164
PA448404,chem/CID2165
PA448405,chem/CID2170
PA448406,chem/CID33613
PA448408,chem/CID5826
PA448415,chem/CID5280965
PA448419,chem/CID6249
PA448422,chem/CID65016
PA448428,chem/pancrelipase
PA448432,chem/CID2187
PA448452,chem/antimony_potassium_tartrate
PA448453,chem/CID2206
PA448472,chem/B02AB01
PA448478,chem/CID6322
PA448486,chem/CID518740
PA448492,chem/L01XX02
PA448493,chem/CID2242
PA448494,chem/CID5960
PA448497,chem/CID2244
PA448498,chem/CID2247
PA448499,chem/CID2249
PA448500,chem/CID60823
PA448500,chem/CID60823
PA448502,chem/CID74989
PA448505,chem/CID174174
PA448510,chem/CID6333901
PA448515,chem/CID2265
PA448515,chem/CID2265
PA448515,chem/CID2265
PA448517,chem/CID2267
PA448519,chem/CID55185
PA448523,chem/CID5362041
PA448531,chem/CID439542
PA448533,chem/CID2284
PA448536,chem/CID6335412
PA448538,chem/CID2294
PA448540,chem/barium_sulfate
PA448547,chem/CID20469
PA448561,chem/CID5362124
PA448563,chem/CID2315
PA448571,chem/benzaldehyde
PA448576,chem/CID2337
PA448578,chem/CID243
PA448586,chem/CID2341
PA448591,chem/CID6832
PA448594,chem/benzyl_alcohol
PA448601,chem/beta_carotene
PA448603,chem/betaine
PA448611,chem/CID2369
PA448613,chem/CID2370
PA448617,chem/A05A
PA448625,chem/CID171548
PA448626,chem/CID2381
PA448641,chem/CID2405
PA448645,chem/CID5360373
PA448662,chem/CID2431
PA448665,chem/CID2435
PA448670,chem/CID60726
PA448671,chem/CID31101
PA448675,chem/CID6834
PA448681,chem/CID63006
PA448682,chem/CID2471
PA448685,chem/CID40400
PA448687,chem/CID444
PA448689,chem/CID2477
PA448691,chem/CID2478
PA448695,chem/CID2481
PA448704,chem/butylated_hydroxytoluene
PA448708,chem/CID54746
PA448710,chem/CID2519
PA448714,chem/CID5282134
PA448715,chem/CID16129616
PA448717,chem/CID134070
PA448726,chem/calcium_carbonate
PA448729,chem/CID5284359
PA448735,chem/calcium_gluconate
PA448744,chem/calcium_pantothenate
PA448765,chem/CID2541
PA448771,chem/CID60953
PA448771,chem/CID60953
PA448771,chem/CID60953
PA448771,chem/CID60953
PA448776,chem/capsaicin
PA448780,chem/CID44093
PA448784,chem/CID2551
PA448785,chem/CID2554
PA448785,chem/CID2554
PA448785,chem/CID2554
PA448788,chem/CID20824
PA448794,chem/CID34359
PA448797,chem/V06DC
PA448801,chem/CID280
PA448803,chem/CID38904
PA448809,chem/CID2576
PA448810,chem/CID2578
PA448814,chem/carrageenan
PA448817,chem/CID2585
PA448827,chem/castor_oil
PA448835,chem/CID2610
PA448837,chem/CID456255
PA448839,chem/CID656510
PA448849,chem/CID44185
PA448852,chem/CID456256
PA448856,chem/CID441199
PA448861,chem/CID5481173
PA448866,chem/CID5479530
PA448868,chem/CID5361202
PA448871,chem/CID2662
PA448873,chem/cellulose
PA448883,chem/CID27447
PA448886,chem/CID6024
PA448890,chem/CID38103
PA448897,chem/CID446156
PA448905,chem/CID2678
PA448918,chem/A07BA
PA448925,chem/CID2707
PA448926,chem/CID2708
PA448927,chem/CID298
PA448932,chem/CID2712
PA448939,chem/CID2717
PA448942,chem/chlorophyll
PA448946,chem/CID8612
PA448948,chem/CID2719
PA448953,chem/CID2720
PA448960,chem/CID2725
PA448964,chem/CID2726
PA448966,chem/CID2727
PA448970,chem/CID2732
PA448971,chem/CID2733
PA448974,chem/C10AC01
PA448976,chem/CID305
PA448989,chem/chromium
PA448994,chem/chymotrypsin
PA448997,chem/CID60613
PA448998,chem/CID6435415
PA449001,chem/CID2756
PA449007,chem/CID2762
PA449009,chem/CID2764
PA449011,chem/CID2769
PA449014,chem/CID441203
PA449015,chem/CID2771
PA449015,chem/CID2771
PA449021,chem/CID311
PA449027,chem/CID20279
PA449028,chem/CID84029
PA449035,chem/CID29029
PA449045,chem/CID2796
PA449046,chem/CID1548955
PA449048,chem/CID2801
PA449048,chem/CID2801
PA449050,chem/CID2802
PA449051,chem/CID2803
PA449053,chem/CID60606
PA449053,chem/CID60606
PA449053,chem/CID60606
PA449057,chem/CID2812
PA449059,chem/CID6098
PA449061,chem/CID2818
PA449069,chem/B03B
PA449072,chem/CID5760
PA449088,chem/CID5284371
PA449088,chem/CID5284371
PA449088,chem/CID5284371
PA449092,chem/CID6167
PA449095,chem/CID160051
PA449096,chem/CID62816
PA449107,chem/D03BA02
PA449114,chem/copper
PA449119,chem/copper_sulfate
PA449122,chem/corn_oil
PA449129,chem/H01AA01
PA449130,chem/CID5745
PA449138,chem/CID27686
PA449160,chem/CID2895
PA449165,chem/CID2907
PA449167,chem/CID6435893
PA449168,chem/CID2910
PA449171,chem/CID6058
PA449173,chem/CID5862
PA449176,chem/CID67678
PA449177,chem/CID6253
PA449197,chem/CID5351166
PA449208,chem/CID2952
PA449211,chem/CID2955
PA449212,chem/CID30323
PA449223,chem/CID5625
PA449233,chem/CID2995
PA449233,chem/CID2995
PA449237,chem/CID27991
PA449238,chem/CID40973
PA449245,chem/CID13126
PA449247,chem/CID5743
PA449256,chem/CID68602
PA449259,chem/CID71384
PA449261,chem/dextran
PA449269,chem/CID5826
PA449273,chem/CID5360696
PA449281,chem/CID2140
PA449283,chem/CID3016
PA449285,chem/CID3019
PA449286,chem/CID3025
PA449293,chem/CID3033
PA449298,chem/CID653
PA449301,chem/CID50599
PA449307,chem/CID448537
PA449313,chem/CID3059
PA449316,chem/CID441207
PA449319,chem/CID30322
PA449334,chem/CID39186
PA449338,chem/CID441281
PA449342,chem/CID679
PA449345,chem/CID5280360
PA449345,chem/CID5280360
PA449349,chem/CID3100
PA449364,chem/CID3105
PA449367,chem/CID3108
PA449368,chem/CID5464388
PA449373,chem/CID3114
PA449376,chem/CID3117
PA449381,chem/CID36811
PA449383,chem/CID148124
PA449384,chem/CID5280934
PA449389,chem/CID71329
PA449390,chem/CID60654
PA449394,chem/CID3152
PA449396,chem/CID681
PA449396,chem/CID681
PA449407,chem/CID3157
PA449409,chem/CID667477
PA449409,chem/CID667477
PA449412,chem/CID31703
PA449415,chem/CID5281011
PA449419,chem/CID3162
