SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022,NPOPCHG2023,BIRTHS2020,BIRTHS2021,BIRTHS2022,BIRTHS2023,DEATHS2020,DEATHS2021,DEATHS2022,DEATHS2023,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,NATURALCHG2023,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,INTERNATIONALMIG2023,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,DOMESTICMIG2023,NETMIG2020,NETMIG2021,NETMIG2022,NETMIG2023,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,RESIDUAL2023,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,GQESTIMATES2023,RBIRTH2021,RBIRTH2022,RBIRTH2023,RDEATH2021,RDEATH2022,RDEATH2023,RNATURALCHG2021,RNATURALCHG2022,RNATURALCHG2023,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RINTERNATIONALMIG2023,RDOMESTICMIG2021,RDOMESTICMIG2022,RDOMESTICMIG2023,RNETMIG2021,RNETMIG2022,RNETMIG2023
050,2,4,31,157,Nebraska,Scotts Bluff County,36094,36051,35904,35769,35699,-43,-147,-135,-70,84,469,426,433,93,521,442,434,-9,-52,-16,-1,0,16,44,77,-33,-125,-153,-146,-33,-109,-109,-69,-1,14,-10,0,944,944,991,1010,1012,13.035925231,11.887321586,12.117311244,14.481273018,12.333793758,12.145295797,-1.445347787,-0.446472172,-0.027984553,0.4447223959,1.2277984736,2.1548105446,-3.474393718,-4.269390147,-4.085744669,-3.029671322,-3.041591673,-1.930934124
050,2,4,31,159,Nebraska,Seward County,17608,17618,17556,17625,17671,10,-62,69,46,60,170,173,172,42,191,195,191,18,-21,-22,-19,0,6,2,2,-10,-56,100,63,-10,-50,102,65,2,9,-11,0,1239,1239,1168,1241,1282,9.6662307386,9.8348540405,9.7461468722,10.860294536,11.085529121,10.82275612,-1.194063797,-1.25067508,-1.076609248,0.3411610849,0.1136977346,0.1133272892,-3.184170126,5.6848867286,3.5698096102,-2.843009041,5.7985844632,3.6831368994
050,2,4,31,161,Nebraska,Sheridan County,5125,5096,5083,5006,4928,-29,-13,-77,-78,11,54,50,46,21,85,75,71,-10,-31,-25,-25,0,1,4,4,-17,15,-56,-57,-17,16,-52,-53,-2,2,0,0,159,159,151,154,156,10.610079576,9.9117851125,9.2611234145,16.701051184,14.867677669,14.294342662,-6.090971608,-4.955892556,-5.033219247,0.1964829551,0.792942809,0.8053150795,2.9472443266,-11.10119933,-11.47573988,3.1437272817,-10.30825652,-10.6704248
050,2,4,31,163,Nebraska,Sherman County,2959,2956,2966,3006,2983,-3,10,40,-23,6,34,32,32,12,46,42,39,-6,-12,-10,-7,0,0,0,0,3,23,52,-17,3,23,52,-17,0,-1,-2,1,53,53,39,48,50,11.482607227,10.71667783,10.68625814,15.535292131,14.065639652,13.023877108,-4.052684904,-3.348961822,-2.337618968,0,0,0,7.7676460655,17.414601474,-5.677074637,7.7676460655,17.414601474,-5.677074637
050,2,4,31,165,Nebraska,Sioux County,1131,1140,1146,1127,1154,9,6,-19,27,4,9,12,12,4,9,13,13,0,0,-1,-1,0,1,4,5,11,6,-22,23,11,7,-18,28,-2,-1,0,0,0,0,0,0,0,7.874015748,10.558732952,10.521701008,7.874015748,11.438627365,11.398509426,0,-0.879894413,-0.876808417,0.8748906387,3.5195776507,4.3840420868,5.249343832,-19.35767708,20.166593599,6.1242344707,-15.83809943,24.550635686
050,2,4,31,167,Nebraska,Stanton County,5850,5829,5837,5765,5856,-21,8,-72,91,12,72,56,62,12,58,48,46,0,14,8,16,0,3,0,0,-19,-11,-83,77,-19,-8,-83,77,-2,2,3,-2,73,73,66,69,73,12.343562489,9.6535080159,10.670338181,9.9434253386,8.2744354422,7.9167025213,2.4001371507,1.3790725737,2.7536356596,0.5143151037,0,0,-1.885822047,-14.30787795,13.251871612,-1.371506943,-14.30787795,13.251871612
050,2,4,31,169,Nebraska,Thayer County,5033,5020,4888,4854,4829,-13,-132,-34,-25,8,46,52,50,14,96,91,88,-6,-50,-39,-38,0,1,0,1,-7,-83,8,13,-7,-82,8,14,0,0,-3,-1,100,100,92,87,90,9.2854259184,10.675425991,10.327377879,19.378280178,18.681995483,18.176185067,-10.09285426,-8.006569493,-7.848807188,0.2018570852,0,0.2065475576,-16.75413807,1.6423732293,2.6851182485,-16.55228099,1.6423732293,2.8916658061
050,2,4,31,171,Nebraska,Thomas County,669,671,676,665,677,2,5,-11,12,2,7,7,8,2,5,10,11,0,2,-3,-3,0,0,0,0,3,3,-9,16,3,3,-9,16,-1,0,1,-1,0,0,0,0,0,10.393466964,10.439970172,11.922503726,7.423904974,14.914243102,16.393442623,2.9695619896,-4.474272931,-4.470938897,0,0,0,4.4543429844,-13.42281879,23.845007452,4.4543429844,-13.42281879,23.845007452
050,2,4,31,173,Nebraska,Thurston County,6779,6764,6633,6555,6557,-15,-131,-78,2,31,135,124,132,35,87,87,109,-4,48,37,23,0,1,5,6,-13,-173,-124,-28,-13,-172,-119,-22,2,-7,4,1,136,136,126,106,101,20.153765768,18.804974219,20.134228188,12.987982384,13.193812557,16.625991458,7.1657833843,5.6111616621,3.5082367297,0.1492871538,0.7582650895,0.9151921904,-25.82667761,-18.80497422,-4.270896888,-25.67739046,-18.04670913,-3.355704698
050,2,4,31,175,Nebraska,Valley County,4057,4057,4062,4058,4012,0,5,-4,-46,10,52,50,51,10,64,55,57,0,-12,-5,-6,0,0,0,0,0,15,2,-38,0,15,2,-38,0,2,-1,-2,30,30,30,29,29,12.809459293,12.315270936,12.639405204,15.765488361,13.54679803,14.126394052,-2.956029068,-1.231527094,-1.486988848,0,0,0,3.6950363345,0.4926108374,-9.417596035,3.6950363345,0.4926108374,-9.417596035
050,2,4,31,177,Nebraska,Washington County,20862,20927,20991,21167,21152,65,64,176,-15,46,202,203,205,40,217,207,211,6,-15,-4,-6,0,3,9,12,58,65,180,-21,58,68,189,-9,1,11,-9,0,153,153,143,151,153,9.6378644019,9.6304378766,9.6883196673,10.353547402,9.8202001993,9.9718802429,-0.715683,-0.189762323,-0.283560576,0.1431366,0.4269652261,0.5671211513,3.1012930006,8.5393045211,-0.992462015,3.2444296006,8.9662697471,-0.425340863
050,2,4,31,179,Nebraska,Wayne County,9699,9696,9864,9899,9874,-3,168,35,-25,21,106,107,107,18,73,74,72,3,33,33,35,0,2,9,10,-8,133,-3,-70,-8,135,6,-60,2,0,-4,0,1218,1217,1287,1321,1319,10.838445808,10.828315539,10.822839225,7.4642126789,7.4887415878,7.2826581702,3.3742331288,3.3395739513,3.540181055,0.2044989775,0.9107928958,1.0114803014,13.599182004,-0.303597632,-7.08036211,13.803680982,0.6071952639,-6.068881809
050,2,4,31,181,Nebraska,Webster County,3398,3392,3402,3339,3351,-6,10,-63,12,9,45,34,33,9,63,65,64,0,-18,-31,-31,0,0,0,0,-7,28,-31,42,-7,28,-31,42,1,0,-1,1,67,67,65,71,67,13.246982632,10.087524106,9.865470852,18.545775684,19.284972556,19.13303438,-5.298793053,-9.19744845,-9.267563528,0,0,0,8.2425669709,-9.19744845,12.556053812,8.2425669709,-9.19744845,12.556053812
050,2,4,31,183,Nebraska,Wheeler County,772,775,785,782,775,3,10,-3,-7,3,9,7,13,0,10,8,8,3,-1,-1,5,0,0,0,0,1,11,-3,-11,1,11,-3,-11,-1,0,1,-1,0,0,0,0,0,11.538461538,8.9342693044,16.698779705,12.820512821,10.210593491,10.276172126,-1.282051282,-1.276324186,6.4226075787,0,0,0,14.102564103,-3.828972559,-14.12973667,14.102564103,-3.828972559,-14.12973667
050,2,4,31,185,Nebraska,York County,14126,14102,14239,14312,14356,-24,137,73,44,29,168,159,161,27,186,189,185,2,-18,-30,-24,0,5,10,11,-24,149,91,58,-24,154,101,69,-2,1,2,-1,864,864,839,836,839,11.855615539,11.137963644,11.232035719,13.125860061,13.239466218,12.906376448,-1.270244522,-2.101502574,-1.674340728,0.3528457006,0.7005008581,0.7674061672,10.514801877,6.3745578088,4.0463234268,10.867647578,7.0750586669,4.813729594
040,4,8,32,000,Nevada,Nevada,3104617,3115840,3146632,3177421,3194176,11223,30792,30789,16755,8167,33361,33542,33055,7009,32390,33435,29322,1158,971,107,3733,137,3612,10179,4266,10289,25387,20526,8642,10426,28999,30705,12908,-361,822,-23,114,36964,36597,35251,34752,35093,10.654259213,10.607754236,10.375734686,10.344158026,10.573915177,9.2039719398,0.3101011869,0.0338390586,1.1717627465,1.1535380917,3.2191381065,1.3390677408,8.1076610003,6.4914066976,2.7126637168,9.261199092,9.7105448041,4.0517314576
050,4,8,32,001,Nevada,Churchill County,25518,25572,25664,25798,25803,54,92,134,5,63,262,284,280,78,385,398,376,-15,-123,-114,-96,0,3,-1,-4,72,206,244,106,72,209,243,102,-3,6,5,-1,428,428,424,385,387,10.227184011,11.037270219,10.852502858,15.028495589,15.467723757,14.573360981,-4.801311578,-4.430453539,-3.720858123,0.1171051604,-0.038863628,-0.155035755,8.0412210165,9.4827251176,4.1084475107,8.1583261769,9.44386149,3.9534117556
050,4,8,32,003,Nevada,Clark County,2265475,2274887,2295310,2322535,2336573,9412,20423,27225,14038,6084,25116,25223,24876,4841,22508,23150,20042,1243,2608,2073,4834,132,3073,8621,3693,8305,13721,16483,5404,8437,16794,25104,9097,-268,1021,48,107,19976,19906,19483,19654,19667,10.991211101,10.924143188,10.678438877,9.8499036256,10.026321802,8.6033635623,1.1413074754,0.8978213864,2.0750753148,1.3447997975,3.7337762528,1.5852819896,6.0045551647,7.1388277432,2.3197573441,7.3493549622,10.872603996,3.9050393337
050,4,8,32,005,Nevada,Douglas County,49482,49525,49999,49662,49545,43,474,-337,-117,85,353,329,326,140,652,671,613,-55,-299,-342,-287,0,5,14,-2,102,785,21,172,102,790,35,170,-4,-17,-30,0,223,223,223,223,223,7.0937663277,6.6023820752,6.5721168869,13.102367268,13.465648549,12.357998932,-6.00860094,-6.863266473,-5.785882045,0.1004782766,0.2809524287,-0.040319736,15.775089426,0.4214286431,3.4674972532,15.875567702,0.7023810718,3.4271775177
050,4,8,32,007,Nevada,Elko County,53700,53664,53852,53979,54293,-36,188,127,314,161,681,619,566,94,443,515,495,67,238,104,71,0,15,14,-15,-97,-102,32,253,-97,-87,46,238,-6,37,-23,5,648,583,547,434,612,12.66788199,11.48092849,10.455149993,8.2406339522,9.5519841233,9.1436382444,4.4272480375,1.9289443666,1.3115117482,0.2790282377,0.2596655878,-0.277079947,-1.897392016,0.5935213436,4.6734151027,-1.618363778,0.8531869314,4.3963351559
050,4,8,32,009,Nevada,Esmeralda County,730,734,735,747,736,4,1,12,-11,0,4,4,3,0,15,12,12,0,-11,-8,-9,0,1,1,1,3,14,17,-3,3,15,18,-2,1,-3,2,0,1,1,1,1,1,5.4458815521,5.3981106613,4.0458530007,20.42205582,16.194331984,16.183412003,-14.97617427,-10.79622132,-12.137559,1.361470388,1.3495276653,1.3486176669,19.060585432,22.94197031,-4.045853001,20.42205582,24.291497976,-2.697235334
050,4,8,32,011,Nevada,Eureka County,1852,1852,1908,1863,1917,0,56,-45,54,5,18,19,18,3,20,28,28,2,-2,-9,-10,0,2,7,6,-3,59,-43,59,-3,61,-36,65,1,-3,0,-1,0,0,0,0,0,9.5744680851,10.076902678,9.5238095238,10.638297872,14.850172368,14.814814815,-1.063829787,-4.77326969,-5.291005291,1.0638297872,3.712543092,3.1746031746,31.382978723,-22.80562185,31.216931217,32.446808511,-19.09307876,34.391534392
050,4,8,32,013,Nevada,Humboldt County,17284,17271,17632,17296,17136,-13,361,-336,-160,55,212,210,198,39,147,205,202,16,65,5,-4,0,6,21,7,-27,293,-372,-162,-27,299,-351,-155,-2,-3,10,-1,183,159,163,106,69,12.147952898,12.024736601,11.500929368,8.4233446982,11.738433349,11.733271375,3.7246081999,0.2863032524,-0.232342007,0.3438099877,1.2024736601,0.406598513,16.789387732,-21.30096198,-9.409851301,17.133197719,-20.09848832,-9.003252788
050,4,8,32,015,Nevada,Lander County,5733,5728,5761,5761,5769,-5,33,0,8,20,58,63,60,21,63,76,74,-1,-5,-13,-14,0,-1,1,-1,-5,36,14,23,-5,35,15,22,1,3,-2,0,42,42,42,42,42,10.096614153,10.935601458,10.407632264,10.967011924,13.19215414,12.836079792,-0.870397772,-2.256552682,-2.428447528,-0.174079554,0.1735809755,-0.173460538,6.2668639568,2.4301336574,3.9895923677,6.0927844025,2.6037146329,3.81613183
050,4,8,32,017,Nevada,Lincoln County,4505,4445,4392,4440,4452,-60,-53,48,12,15,48,50,30,16,60,69,69,-1,-12,-19,-39,0,0,0,0,-50,-40,70,51,-50,-40,70,51,-9,-1,-3,0,345,276,194,173,210,10.863415186,11.322463768,6.7476383266,13.579268983,15.625,15.519568151,-2.715853797,-4.302536232,-8.771929825,0,0,0,-9.052845988,15.851449275,11.470985155,-9.052845988,15.851449275,11.470985155
050,4,8,32,019,Nevada,Lyon County,59236,59465,60961,61628,62583,229,1496,667,955,153,613,637,633,182,842,894,835,-29,-229,-257,-202,0,-5,-14,-30,281,1805,897,1188,281,1800,883,1158,-23,-75,41,-1,255,255,255,255,255,10.1805258,10.392449567,10.192334012,13.983691229,14.585321685,13.444863981,-3.803165429,-4.192872117,-3.252529969,-0.083038546,-0.228405485,-0.483049005,29.976915284,14.634265717,19.128740611,29.893876738,14.405860232,18.645691605
050,4,8,32,021,Nevada,Mineral County,4553,4554,4617,4537,4528,1,63,-80,-9,10,29,35,35,24,88,86,88,-14,-59,-51,-53,0,1,-1,-1,17,126,-28,45,17,127,-29,44,-2,-5,0,0,57,57,57,57,57,6.3242830662,7.6469303037,7.722007722,19.190927925,18.789600175,19.415333701,-12.86664486,-11.14266987,-11.69332598,0.2180787264,-0.218483723,-0.220628792,27.477919529,-6.117544243,9.9282956426,27.695998255,-6.336027966,9.7076668505
050,4,8,32,023,Nevada,Nye County,51588,51963,53324,54769,55720,375,1361,1445,951,93,371,370,368,216,1007,1111,991,-123,-636,-741,-623,0,-2,-5,-21,565,2102,2099,1592,565,2100,2094,1571,-67,-103,92,3,1293,1262,1128,1189,1375,7.047403763,6.8459567225,6.6612965997,19.128667357,20.556372753,17.938437311,-12.08126359,-13.71041603,-11.27714071,-0.037991395,-0.092512929,-0.380128339,39.928956091,38.836927461,28.817348333,39.890964696,38.744414532,28.437219995
050,4,8,32,027,Nevada,Pershing County,6646,6617,6427,6450,6364,-29,-190,23,-86,15,57,50,50,11,83,90,90,4,-26,-40,-40,0,3,18,5,-28,-157,49,-51,-28,-154,67,-46,-5,-10,-4,0,1742,1710,1434,1452,1438,8.739650414,7.7657839559,7.8039644139,12.72615762,13.978411121,14.047135945,-3.986507206,-6.212627165,-6.243171531,0.4599816007,2.7956822241,0.7803964414,-24.07237044,7.6104682768,-7.960043702,-23.61238884,10.406150501,-7.179647261
050,4,8,32,029,Nevada,Storey County,4100,4108,4142,4165,4177,8,34,23,12,4,26,21,18,5,50,50,49,-1,-24,-29,-31,0,0,0,0,10,63,47,45,10,63,47,45,-1,-5,5,-2,0,0,0,0,0,6.303030303,5.055976887,4.3155118677,12.121212121,12.038040207,11.747782306,-5.818181818,-6.98206332,-7.432270439,0,0,0,15.272727273,11.315757795,10.788779669,15.272727273,11.315757795,10.788779669
050,4,8,32,031,Nevada,Washoe County,486493,487710,494300,496980,498022,1217,6590,2680,1042,1241,4922,5022,5003,1090,4902,4954,4333,151,20,68,670,5,465,1433,613,1037,6112,1325,-241,1042,6577,2758,372,24,-7,-146,0,7263,7230,7258,7276,7282,10.024337838,10.132354128,10.056261193,9.9836050549,9.9951577758,8.7095302321,0.0407327828,0.1371963522,1.3467309613,0.9470371992,2.8912113631,1.2321583273,12.447938412,2.6733112743,-0.484421137,13.394975611,5.5645226374,0.7477371905
050,4,8,32,033,Nevada,White Pine County,9076,9059,8844,8746,8522,-17,-215,-98,-224,28,82,77,67,28,88,108,111,0,-6,-31,-44,0,7,-3,-3,-15,-202,-59,-178,-15,-195,-62,-181,-2,-14,-5,1,1081,1048,725,696,540,9.1604758979,8.7549744173,7.7600185314,9.8307546221,12.279704377,12.856150104,-0.670278724,-3.52472996,-5.096131573,0.7819918449,-0.341102899,-0.347463516,-22.56605038,-6.708357021,-20.61616864,-21.78405854,-7.04945992,-20.96363215
050,4,8,32,510,Nevada,Carson City,58646,58686,58764,58065,58036,40,78,-699,-29,135,509,529,524,221,1037,1018,914,-86,-528,-489,-390,0,39,73,18,122,566,-270,339,122,605,-197,357,4,1,-13,4,3427,3417,3317,2809,2935,8.6675180928,9.0559706922,9.026623371,17.658578118,17.427179895,15.744911758,-8.991060026,-8.371209203,-6.718288387,0.6641123883,1.2496897175,0.3100748486,9.638143891,-4.622140051,5.8397429824,10.302256279,-3.372450333,6.149817831
040,1,1,33,000,New Hampshire,New Hampshire,1377524,1378702,1387494,1399003,1402054,1178,8792,11509,3051,2994,12044,12332,12155,3481,13709,14674,14264,-487,-1665,-2342,-2109,88,1542,3834,859,1272,8461,10118,4298,1360,10003,13952,5157,305,454,-101,3,42739,42736,37148,41517,41525,8.7079874311,8.8512566136,8.678866585,9.9118066833,10.532220203,10.184726694,-1.203819252,-1.68096359,-1.505860109,1.1148884605,2.7518421875,0.6133398928,6.1174262417,7.2621646461,3.0688415123,7.2323147022,10.014006834,3.6821814051
050,1,1,33,001,New Hampshire,Belknap County,63707,63776,64599,64705,65027,69,823,106,322,123,466,468,458,204,818,853,831,-81,-352,-385,-373,0,19,12,-21,158,1192,479,717,158,1211,491,696,-8,-36,0,-1,975,975,909,897,898,7.2599805258,7.2387551816,7.0607097709,12.743914314,13.193714038,12.811025807,-5.483933788,-5.954958857,-5.750316036,0.2960077897,0.1856091072,-0.323744334,18.570593963,7.4088968632,11.053556563,18.866601753,7.5945059704,10.729812228
050,1,1,33,003,New Hampshire,Carroll County,50105,50246,51741,52154,52448,141,1495,413,294,79,295,314,310,130,583,660,658,-51,-288,-346,-348,0,15,49,4,212,1862,684,638,212,1877,733,642,-20,-94,26,0,545,545,600,567,567,5.7850510359,6.0445642235,5.9272289249,11.432829674,12.705134992,12.581021395,-5.647778638,-6.660570769,-6.653792471,0.2941551374,0.9432600221,0.0764803732,36.514457725,13.167139901,12.198619529,36.808612862,14.110399923,12.275099902
050,1,1,33,005,New Hampshire,Cheshire County,76454,76547,76846,77463,77703,93,299,617,240,154,673,684,656,187,838,900,883,-33,-165,-216,-227,0,31,89,5,114,388,738,463,114,419,827,468,12,45,6,-1,4136,4136,3427,3559,3560,8.7748463098,8.8653286587,8.4554606035,10.926183072,11.66490613,11.381359318,-2.151336762,-2.799577471,-2.925898715,0.4041905432,1.1535296062,0.0644471083,5.0589009929,9.5652230265,5.9678022247,5.4630915361,10.718752633,6.032249333
050,1,1,33,007,New Hampshire,Coos County,31260,31227,31379,31476,31372,-33,152,97,-104,67,203,227,224,97,521,587,569,-30,-318,-360,-345,0,9,27,1,-8,475,409,240,-8,484,436,241,5,-14,21,0,1314,1314,1368,1414,1415,6.4850014376,7.2229735105,7.1283095723,16.643772162,18.677909474,18.107179226,-10.15877072,-11.45493596,-10.97886965,0.287512379,0.8591201973,0.0318228106,15.174264447,13.014080025,7.6374745418,15.461776827,13.873200223,7.6692973523
050,1,1,33,009,New Hampshire,Grafton County,91122,91198,90495,93131,93146,76,-703,2636,15,169,666,697,662,220,884,995,978,-51,-218,-298,-316,5,157,340,82,109,-613,2404,250,114,-456,2744,332,13,-29,190,-1,7444,7453,5452,7567,7570,7.3310474262,7.5915175411,7.107694455,9.7306995867,10.83724527,10.500491204,-2.399652161,-3.245727729,-3.392796749,1.7281898587,3.7031792883,0.8804092829,-6.747645754,26.183655909,2.6841746431,-5.019455895,29.886835198,3.5645839261
050,1,1,33,011,New Hampshire,Hillsborough County,422938,422913,424413,427493,427354,-25,1500,3080,-139,1022,4087,4222,4170,1107,3859,4090,3952,-85,228,132,218,60,850,2204,593,-158,81,944,-956,-98,931,3148,-363,158,341,-200,6,8385,8382,7495,8459,8463,9.6468183438,9.9118916876,9.756131799,9.1086547563,9.6019983425,9.2460990095,0.5381635876,0.309893345,0.5100327895,2.0063116203,5.1742797914,1.3873827714,0.1911896956,2.2162069524,-2.236657554,2.1975013159,7.3904867438,-0.849274783
050,1,1,33,013,New Hampshire,Merrimack County,153805,154038,154622,156459,157103,233,584,1837,644,326,1320,1338,1298,370,1521,1636,1603,-44,-201,-298,-305,12,152,288,60,236,529,1834,884,248,681,2122,944,29,104,13,5,8198,8192,7077,7638,7633,8.5531004989,8.6022611474,8.2790644274,9.8555044385,10.518160865,10.224453218,-1.30240394,-1.915899717,-1.945388791,0.9849024817,1.8516077806,0.3826994342,3.4277198212,11.791141214,5.6384383312,4.4126223029,13.642748995,6.0211377654
050,1,1,33,015,New Hampshire,Rockingham County,314180,314621,318260,319633,320689,441,3639,1373,1056,680,2786,2838,2877,756,2879,3063,2945,-76,-93,-225,-68,9,173,519,80,428,3512,1244,1053,437,3685,1763,1133,80,47,-165,-9,2373,2372,2596,2719,2720,8.8041827769,8.8980440293,8.9861038665,9.0980768897,9.6034914947,9.1984970062,-0.293894113,-0.705447465,-0.21239314,0.5467062528,1.6272321534,0.249874282,11.098452948,3.9003406527,3.2889702368,11.645159201,5.5275728061,3.5388445189
050,1,1,33,017,New Hampshire,Strafford County,130895,131068,131534,132571,133243,173,466,1037,672,304,1193,1173,1155,309,1289,1351,1309,-5,-96,-178,-154,2,119,243,36,145,339,972,787,147,458,1215,823,31,104,0,3,8545,8542,7405,7906,7907,9.0859932521,8.8828306923,8.6902871933,9.8171377217,10.230779425,9.8489921524,-0.73114447,-1.347948733,-1.158704959,0.9063144987,1.8401772022,0.2708660943,2.5818539082,7.360708809,5.9214337845,3.4881684069,9.2008860112,6.1922998789
050,1,1,33,019,New Hampshire,Sullivan County,43058,43068,43605,43918,43969,10,537,313,51,70,355,371,345,101,517,539,536,-31,-162,-168,-191,0,17,63,19,36,696,410,222,36,713,473,241,5,-14,8,1,824,825,819,791,792,8.1917090674,8.4777715572,7.8509904764,11.929897431,12.316762451,12.197480856,-3.738188363,-3.838990894,-4.34649038,0.3922790258,1.4396215852,0.4323733886,16.060364819,9.3689658718,5.0519416979,16.452643845,10.808587457,5.4843150864
040,1,2,34,000,New Jersey,New Jersey,9289039,9272392,9269175,9260817,9290841,-16647,-3217,-8358,30024,24722,98001,102468,102055,33966,83971,82566,76563,-9244,14030,19902,25492,901,14745,38635,49298,-9361,-33561,-65605,-44666,-8460,-18816,-26970,4632,1057,1569,-1290,-100,180395,180438,169976,168464,168097,10.570951204,11.059691769,11.00225112,9.0575947545,8.9116066537,8.2540331436,1.5133564493,2.1480851152,2.748217976,1.5904804594,4.1699964037,5.3146732222,-3.62008238,-7.080952868,-4.815310847,-2.029601921,-2.910956465,0.4993623751
050,1,2,34,001,New Jersey,Atlantic County,274536,274190,274956,275382,275213,-346,766,426,-169,693,2716,2771,2779,952,3424,3233,2998,-259,-708,-462,-219,3,275,700,924,-154,1046,363,-881,-151,1321,1063,43,64,153,-175,7,5676,5676,5658,5697,5781,9.8917227841,10.070175056,10.094534095,12.470272022,11.749143254,10.890037142,-2.578549238,-1.678968198,-0.795503047,1.001555142,2.5438912087,3.356369019,3.8095515582,1.3191892982,-3.200174357,4.8111067002,3.8630805069,0.1561946621
050,1,2,34,003,New Jersey,Bergen County,955743,953690,955383,953540,957736,-2053,1693,-1843,4196,2202,8869,9207,9117,3583,7541,7554,6960,-1381,1328,1653,2157,127,1358,3777,4778,-914,-1581,-7177,-2728,-787,-223,-3400,2050,115,588,-96,-11,10591,10587,10570,10597,10601,9.2914204957,9.6462769845,9.54022339,7.9001693492,7.914410377,7.2830925518,1.3912511465,1.7318666075,2.2571308382,1.4226800128,3.9572051885,4.9998011799,-1.656301252,-7.519423256,-2.854637425,-0.233621239,-3.562218067,2.1451637545
050,1,2,34,005,New Jersey,Burlington County,461869,461682,464479,466101,469167,-187,2797,1622,3066,1057,4444,4730,4731,1508,4508,4541,4254,-451,-64,189,477,6,247,641,849,107,2378,1116,1751,113,2625,1757,2600,151,236,-324,-11,11588,11591,11206,10896,11304,9.5966036143,10.16570311,10.116886283,9.7348085268,9.7595048249,9.096857799,-0.138204913,0.4061982849,1.0200284838,0.5333845843,1.3776354532,1.8155223957,5.1351762814,2.3985041587,3.7443812896,5.6685608658,3.7761396119,5.5599036854
050,1,2,34,007,New Jersey,Camden County,523498,523122,524093,524649,527196,-376,971,556,2547,1421,5938,6214,6227,1714,5761,5437,5011,-293,177,777,1216,17,439,916,1171,-256,-56,-840,152,-239,383,76,1323,156,411,-297,8,6450,6450,6401,6362,6432,11.340555664,11.85038837,11.84014755,11.002516198,10.368613062,9.5280198128,0.3380394666,1.4817753079,2.3121277375,0.8384142702,1.7468548032,2.2265637998,-0.10695034,-1.601919252,0.2890159672,0.7314639305,0.1449355514,2.515579767
050,1,2,34,009,New Jersey,Cape May County,95262,95044,95706,95405,94610,-218,662,-301,-795,196,755,743,744,398,1471,1458,1383,-202,-716,-715,-639,4,15,17,37,-34,1399,435,-188,-30,1414,452,-151,14,-36,-38,-5,1462,1462,1494,1490,1330,7.9161205767,7.775585916,7.8309607136,15.423328965,15.258148406,14.55674552,-7.507208388,-7.48256249,-6.725784806,0.1572739187,0.1779070802,0.3894429387,14.668414155,4.5523282281,-1.978791148,14.825688073,4.7302353083,-1.589348209
050,1,2,34,011,New Jersey,Cumberland County,154160,153719,152083,151347,152326,-441,-1636,-736,979,424,1779,1830,1857,538,1908,1834,1717,-114,-129,-4,140,3,93,270,447,-326,-1588,-999,382,-323,-1495,-729,829,-4,-12,-3,10,10729,10689,9263,8742,9187,11.634979497,12.062090103,12.23026084,12.478662664,12.088455327,11.308216404,-0.843683168,-0.026365224,0.922044436,0.6082367022,1.7796526382,2.9439561634,-10.38580519,-6.584714761,2.5158641038,-9.777568492,-4.805062123,5.4598202672
050,1,2,34,013,New Jersey,Essex County,862768,859974,854233,849724,851117,-2794,-5741,-4509,1393,2439,9423,9958,9950,3606,6744,6616,6183,-1167,2679,3342,3767,169,2218,6021,7484,-1870,-10629,-14082,-9874,-1701,-8411,-8061,-2390,74,-9,210,16,25727,25744,24768,24633,24634,10.994004808,11.688088373,11.700094247,7.8683612889,7.7654541752,7.2705208776,3.1256435191,3.9226341979,4.4295733699,2.5877854892,7.0670797444,8.8003522963,-12.40106942,-16.52858611,-11.61072669,-9.813283927,-9.461506364,-2.810374397
050,1,2,34,015,New Jersey,Gloucester County,302273,302563,304592,306767,308423,290,2029,2175,1656,674,2826,3081,3057,903,3248,3093,2884,-229,-422,-12,173,2,87,249,323,432,2226,2096,1178,434,2313,2345,1501,85,138,-158,-18,7746,7749,7691,7748,7626,9.3089902908,10.079184244,9.9383930168,10.699080136,10.118441047,9.375965149,-1.390089845,-0.039256803,0.5624278678,0.2865825036,0.8145786682,1.0500820885,7.3325592312,6.8568549739,3.8297111461,7.6191417348,7.6714336421,4.8797932346
050,1,2,34,017,New Jersey,Hudson County,724858,721879,703448,702381,705472,-2979,-18431,-1067,3091,2381,9082,9125,8855,2478,4507,4292,3986,-97,4575,4833,4869,186,2980,7422,9343,-3062,-24844,-13043,-10956,-2876,-21864,-5621,-1613,-6,-1142,-279,-165,8195,8192,8182,8083,7920,12.743742313,12.9816642,12.579438336,6.3241628061,6.1060057802,5.6625230049,6.419579507,6.8756584193,6.9169153314,4.1814965969,10.558894432,13.272692533,-34.8607723,-18.55559958,-15.56412495,-30.6792757,-7.996705147,-2.291432415
