id,type,name
ICD10/S13.2,ICD10Code,Dislocation of other and unspecified parts of neck
ICD10/S93.335,ICD10Code,Other dislocation of left foot
ICD10/S75.21,ICD10Code,Minor laceration of greater saphenous vein at hip and thigh level
ICD10/M12.449,ICD10Code,"Intermittent hydrarthrosis, unspecified hand"
ICD10/M84.629,ICD10Code,"Pathological fracture in other disease, unspecified humerus"
ICD10/M89.43,ICD10Code,"Other hypertrophic osteoarthropathy, forearm"
ICD10/M21.721,ICD10Code,"Unequal limb length (acquired), right humerus"
ICD10/Z13.820,ICD10Code,Encounter for screening for osteoporosis
ICD10/T61.8X1,ICD10Code,"Toxic effect of other seafood, accidental (unintentional)"
ICD10/T49.7X5,ICD10Code,"Adverse effect of dental drugs, topically applied"
ICD10/H60.43,ICD10Code,"Cholesteatoma of external ear, bilateral"
ICD10/G04.91,ICD10Code,"Myelitis, unspecified"
ICD10/T27.6,ICD10Code,Corrosion of other parts of respiratory tract
ICD10/T43.223,ICD10Code,"Poisoning by selective serotonin reuptake inhibitors, assault"
ICD10/T50.A23,ICD10Code,"Poisoning by mixed bacterial vaccines without a pertussis component, assault"
ICD10/G47.19,ICD10Code,Other hypersomnia
ICD10/L02.622,ICD10Code,Furuncle of left foot
ICD10/V25.4,ICD10Code,Motorcycle driver injured in collision with railway train or railway vehicle in traffic accident
ICD10/Z87.51,ICD10Code,Personal history of pre-term labor
ICD10/V49,ICD10Code,Car occupant injured in other and unspecified transport accidents
ICD10/R29.740,ICD10Code,NIHSS score 40
ICD10/D78,ICD10Code,Intraoperative and postprocedural complications of the spleen
ICD10/T22.43,ICD10Code,Corrosion of unspecified degree of upper arm
ICD10/T36.2X,ICD10Code,"Poisoning by, adverse effect of and underdosing of chloramphenicol group"
ICD10/T38.3X,ICD10Code,"Poisoning by, adverse effect of and underdosing of insulin and oral hypoglycemic [antidiabetic] drugs"
ICD10/O46.90,ICD10Code,"Antepartum hemorrhage, unspecified, unspecified trimester"
ICD10/V11.1,ICD10Code,Pedal cycle passenger injured in collision with other pedal cycle in nontraffic accident
ICD10/A03.3,ICD10Code,Shigellosis due to Shigella sonnei
ICD10/F19.281,ICD10Code,Other psychoactive substance dependence with psychoactive substance-induced sexual dysfunction
ICD10/S84.10,ICD10Code,"Injury of peroneal nerve at lower leg level, unspecified leg"
ICD10/S79.001,ICD10Code,Unspecified physeal fracture of upper end of right femur
ICD10/W33.01,ICD10Code,Accidental discharge of shotgun
ICD10/H18.793,ICD10Code,"Other corneal deformities, bilateral"
ICD10/F18.97,ICD10Code,"Inhalant use, unspecified with inhalant-induced persisting dementia"
ICD10/S63.30,ICD10Code,Traumatic rupture of unspecified ligament of wrist
ICD10/A50.56,ICD10Code,Late congenital syphilitic osteochondropathy
ICD10/S92.51,ICD10Code,Fracture of proximal phalanx of lesser toe(s)
ICD10/H11.062,ICD10Code,Recurrent pterygium of left eye
ICD10/L02.3,ICD10Code,"Cutaneous abscess, furuncle and carbuncle of buttock"
ICD10/D04.70,ICD10Code,"Carcinoma in situ of skin of unspecified lower limb, including hip"
ICD10/M11.811,ICD10Code,"Other specified crystal arthropathies, right shoulder"
ICD10/P11,ICD10Code,Other birth injuries to central nervous system
ICD10/S66.02,ICD10Code,"Laceration of long flexor muscle, fascia and tendon of thumb at wrist and hand level"
ICD10/H04.203,ICD10Code,"Unspecified epiphora, bilateral lacrimal glands"
ICD10/H10.211,ICD10Code,"Acute toxic conjunctivitis, right eye"
ICD10/S75.19,ICD10Code,Other specified injury of femoral vein at hip and thigh level
ICD10/V91.35,ICD10Code,Hit or struck by falling object due to accident to canoe or kayak
ICD10/G91.4,ICD10Code,Hydrocephalus in diseases classified elsewhere
ICD10/J22,ICD10Code,Unspecified acute lower respiratory infection
ICD10/M66.369,ICD10Code,"Spontaneous rupture of flexor tendons, unspecified lower leg"
ICD10/F11.24,ICD10Code,Opioid dependence with opioid-induced mood disorder
ICD10/V59.60,ICD10Code,Unspecified occupant of pick-up truck or van injured in collision with unspecified motor vehicles in traffic accident
ICD10/S15.1,ICD10Code,Injury of vertebral artery
ICD10/Y72.2,ICD10Code,"Prosthetic and other implants, materials and accessory otorhinolaryngological devices associated with adverse incidents"
ICD10/S63.656,ICD10Code,Sprain of metacarpophalangeal joint of right little finger
ICD10/V37.5,ICD10Code,Driver of three-wheeled motor vehicle injured in collision with fixed or stationary object in traffic accident
ICD10/T39.2X3,ICD10Code,"Poisoning by pyrazolone derivatives, assault"
ICD10/T46.3X2,ICD10Code,"Poisoning by coronary vasodilators, intentional self-harm"
ICD10/M12.34,ICD10Code,"Palindromic rheumatism, hand"
ICD10/Z18.2,ICD10Code,Retained plastic fragments
ICD10/I25.711,ICD10Code,Atherosclerosis of autologous vein coronary artery bypass graft(s) with angina pectoris with documented spasm
ICD10/G89.12,ICD10Code,Acute post-thoracotomy pain
ICD10/G93.40,ICD10Code,"Encephalopathy, unspecified"
ICD10/O00.91,ICD10Code,Unspecified ectopic pregnancy with intrauterine pregnancy
ICD10/T22.22,ICD10Code,Burn of second degree of elbow
ICD10/H71.90,ICD10Code,"Unspecified cholesteatoma, unspecified ear"
ICD10/D69.49,ICD10Code,Other primary thrombocytopenia
ICD10/S59.902,ICD10Code,Unspecified injury of left elbow
ICD10/T43.603,ICD10Code,"Poisoning by unspecified psychostimulants, assault"
ICD10/D17.2,ICD10Code,Benign lipomatous neoplasm of skin and subcutaneous tissue of limb
ICD10/V93.01,ICD10Code,Burn due to localized fire on board passenger vessel
ICD10/D41.10,ICD10Code,Neoplasm of uncertain behavior of unspecified renal pelvis
ICD10/G00.2,ICD10Code,Streptococcal meningitis
ICD10/L90.6,ICD10Code,Striae atrophicae
ICD10/I65.02,ICD10Code,Occlusion and stenosis of left vertebral artery
ICD10/F95,ICD10Code,Tic disorder
ICD10/L98.416,ICD10Code,Non-pressure chronic ulcer of buttock with bone involvement without evidence of necrosis
ICD10/H26.052,ICD10Code,"Posterior subcapsular polar infantile and juvenile cataract, left eye"
ICD10/S01.53,ICD10Code,Puncture wound of lip and oral cavity without foreign body
ICD10/I27.82,ICD10Code,Chronic pulmonary embolism
ICD10/S63.439,ICD10Code,Traumatic rupture of volar plate of unspecified finger at metacarpophalangeal and interphalangeal joint
ICD10/M87.150,ICD10Code,"Osteonecrosis due to drugs, pelvis"
ICD10/T75.4,ICD10Code,Electrocution
ICD10/G57.3,ICD10Code,Lesion of lateral popliteal nerve
ICD10/C45-C49,ICD10Section,Malignant neoplasms of mesothelial and soft tissue (C45-C49)
ICD10/M19.119,ICD10Code,"Post-traumatic osteoarthritis, unspecified shoulder"
ICD10/S33.121,ICD10Code,Dislocation of L2/L3 lumbar vertebra
ICD10/S61.421,ICD10Code,Laceration with foreign body of right hand
ICD10/H49.8,ICD10Code,Other paralytic strabismus
ICD10/T83.41,ICD10Code,"Breakdown (mechanical) of other prosthetic devices, implants and grafts of genital tract"
ICD10/H81.8X9,ICD10Code,"Other disorders of vestibular function, unspecified ear"
ICD10/H00.033,ICD10Code,"Abscess of eyelid right eye, unspecified eyelid"
ICD10/V00.312,ICD10Code,Snowboarder colliding with stationary object
ICD10/C78.0,ICD10Code,Secondary malignant neoplasm of lung
ICD10/M86.68,ICD10Code,"Other chronic osteomyelitis, other site"
ICD10/X92.8,ICD10Code,Other assault by drowning and submersion
ICD10/T51.1X,ICD10Code,Toxic effect of methanol
ICD10/S86.391,ICD10Code,"Other injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, right leg"
ICD10/X82.1,ICD10Code,Intentional collision of motor vehicle with train
ICD10/S60.418,ICD10Code,Abrasion of other finger
ICD10/M84.675,ICD10Code,"Pathological fracture in other disease, left foot"
ICD10/T22.559,ICD10Code,Corrosion of first degree of unspecified shoulder
ICD10/H50.33,ICD10Code,Intermittent monocular exotropia
ICD10/Y92.042,ICD10Code,Bedroom in boarding-house as the place of occurrence of the external cause
ICD10/F10.159,ICD10Code,"Alcohol abuse with alcohol-induced psychotic disorder, unspecified"
ICD10/H26.41,ICD10Code,Soemmering's ring
ICD10/T43.59,ICD10Code,"Poisoning by, adverse effect of and underdosing of other antipsychotics and neuroleptics"
ICD10/T23.40,ICD10Code,"Corrosion of unspecified degree of hand, unspecified site"
ICD10/C69.11,ICD10Code,Malignant neoplasm of right cornea
ICD10/M63.811,ICD10Code,"Disorders of muscle in diseases classified elsewhere, right shoulder"
ICD10/M71.459,ICD10Code,"Calcium deposit in bursa, unspecified hip"
ICD10/M47.23,ICD10Code,"Other spondylosis with radiculopathy, cervicothoracic region"
ICD10/M19.1,ICD10Code,Post-traumatic osteoarthritis of other joints
ICD10/T31.64,ICD10Code,Burns involving 60-69% of body surface with 40-49% third degree burns
ICD10/M67.932,ICD10Code,"Unspecified disorder of synovium and tendon, left forearm"
ICD10/E09.32,ICD10Code,Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy
ICD10/M08.02,ICD10Code,Unspecified juvenile rheumatoid arthritis of elbow
ICD10/S52.001,ICD10Code,Unspecified fracture of upper end of right ulna
ICD10/Z19,ICD10Code,Hormone sensitivity malignancy status
ICD10/S91.225,ICD10Code,Laceration with foreign body of left lesser toe(s) with damage to nail
ICD10/V12.5,ICD10Code,Pedal cycle passenger injured in collision with two- or three-wheeled motor vehicle in traffic accident
ICD10/T76.32,ICD10Code,"Child psychological abuse, suspected"
ICD10/T20.56,ICD10Code,Corrosion of first degree of forehead and cheek
ICD10/S31.105,ICD10Code,"Unspecified open wound of abdominal wall, periumbilic region without penetration into peritoneal cavity"
ICD10/F18.98,ICD10Code,"Inhalant use, unspecified with other inhalant-induced disorders"
ICD10/W94.2,ICD10Code,Exposure to rapid changes in air pressure during ascent
ICD10/Z59.3,ICD10Code,Problems related to living in residential institution
ICD10/H50.032,ICD10Code,"Monocular esotropia with V pattern, left eye"
ICD10/T70.4,ICD10Code,Effects of high-pressure fluids
ICD10/T31.80,ICD10Code,Burns involving 80-89% of body surface with 0% to 9% third degree burns
ICD10/H72.2X3,ICD10Code,"Other marginal perforations of tympanic membrane, bilateral"
ICD10/S36.892,ICD10Code,Contusion of other intra-abdominal organs
ICD10/M06.041,ICD10Code,"Rheumatoid arthritis without rheumatoid factor, right hand"
ICD10/P02,ICD10Code,"Newborn affected by complications of placenta, cord and membranes"
ICD10/M10.451,ICD10Code,"Other secondary gout, right hip"
ICD10/V43.11,ICD10Code,Car passenger injured in collision with sport utility vehicle in nontraffic accident
ICD10/M43.04,ICD10Code,"Spondylolysis, thoracic region"
ICD10/K80.46,ICD10Code,Calculus of bile duct with acute and chronic cholecystitis without obstruction
ICD10/Y38.7,ICD10Code,Terrorism involving chemical weapons
ICD10/G95.9,ICD10Code,"Disease of spinal cord, unspecified"
ICD10/S01.10,ICD10Code,Unspecified open wound of eyelid and periocular area
ICD10/H21.563,ICD10Code,"Pupillary abnormality, bilateral"
ICD10/S22.02,ICD10Code,Fracture of second thoracic vertebra
ICD10/Z05.41,ICD10Code,Observation and evaluation of newborn for suspected genetic condition ruled out
ICD10/Q52.124,ICD10Code,"Longitudinal vaginal septum, microperforate, left side"
ICD10/Z96.4,ICD10Code,Presence of endocrine implants
ICD10/P36.1,ICD10Code,Sepsis of newborn due to other and unspecified streptococci
ICD10/T39.395,ICD10Code,Adverse effect of other nonsteroidal anti-inflammatory drugs [NSAID]
ICD10/I70.593,ICD10Code,"Other atherosclerosis of nonautologous biological bypass graft(s) of the extremities, bilateral legs"
ICD10/Q70.32,ICD10Code,"Webbed toes, left foot"
ICD10/S92.405,ICD10Code,Nondisplaced unspecified fracture of left great toe
ICD10/A51.31,ICD10Code,Condyloma latum
ICD10/H31.009,ICD10Code,"Unspecified chorioretinal scars, unspecified eye"
ICD10/M85.15,ICD10Code,"Skeletal fluorosis, thigh"
ICD10/M02.332,ICD10Code,"Reiter's disease, left wrist"
ICD10/S85.399,ICD10Code,"Other specified injury of greater saphenous vein at lower leg level, unspecified leg"
ICD10/G44.211,ICD10Code,"Episodic tension-type headache, intractable"
ICD10/I46,ICD10Code,Cardiac arrest
ICD10/C93.30,ICD10Code,"Juvenile myelomonocytic leukemia, not having achieved remission"
ICD10/M67.824,ICD10Code,"Other specified disorders of tendon, left elbow"
ICD10/M21.75,ICD10Code,"Unequal limb length (acquired), femur"
ICD10/Z11.1,ICD10Code,Encounter for screening for respiratory tuberculosis
ICD10/O23.00,ICD10Code,"Infections of kidney in pregnancy, unspecified trimester"
ICD10/I27.21,ICD10Code,Secondary pulmonary arterial hypertension
ICD10/T25.292,ICD10Code,Burn of second degree of multiple sites of left ankle and foot
ICD10/T32.72,ICD10Code,Corrosions involving 70-79% of body surface with 20-29% third degree corrosion
ICD10/N50.819,ICD10Code,"Testicular pain, unspecified"
ICD10/S15.209,ICD10Code,Unspecified injury of unspecified external jugular vein
ICD10/R86.0,ICD10Code,Abnormal level of enzymes in specimens from male genital organs
ICD10/Z3A.33,ICD10Code,33 weeks gestation of pregnancy
ICD10/J94.9,ICD10Code,"Pleural condition, unspecified"
ICD10/P07.24,ICD10Code,"Extreme immaturity of newborn, gestational age 25 completed weeks"
ICD10/T60.4,ICD10Code,Toxic effect of rodenticides
ICD10/F14.12,ICD10Code,Cocaine abuse with intoxication
ICD10/Y62,ICD10Code,Failure of sterile precautions during surgical and medical care
ICD10/S06.2X4,ICD10Code,Diffuse traumatic brain injury with loss of consciousness of 6 hours to 24 hours
ICD10/D73.3,ICD10Code,Abscess of spleen
ICD10/R48.3,ICD10Code,Visual agnosia
ICD10/T43.291,ICD10Code,"Poisoning by other antidepressants, accidental (unintentional)"
ICD10/T50.A94,ICD10Code,"Poisoning by other bacterial vaccines, undetermined"
ICD10/S01.54,ICD10Code,Puncture wound of lip and oral cavity with foreign body
ICD10/D07.39,ICD10Code,Carcinoma in situ of other female genital organs
ICD10/P76.2,ICD10Code,Intestinal obstruction due to inspissated milk
ICD10/S61.251,ICD10Code,Open bite of left index finger without damage to nail
ICD10/Z3A.27,ICD10Code,27 weeks gestation of pregnancy
ICD10/P81.8,ICD10Code,Other specified disturbances of temperature regulation of newborn
ICD10/M65.339,ICD10Code,"Trigger finger, unspecified middle finger"
ICD10/F42.9,ICD10Code,"Obsessive-compulsive disorder, unspecified"
ICD10/I67.82,ICD10Code,Cerebral ischemia
ICD10/K08.23,ICD10Code,Severe atrophy of the mandible
ICD10/O98.5,ICD10Code,"Other viral diseases complicating pregnancy, childbirth and the puerperium"
ICD10/S31.83,ICD10Code,Open wound of anus
ICD10/W16.03,ICD10Code,Fall into swimming pool striking wall
ICD10/Z38.61,ICD10Code,"Triplet liveborn infant, delivered vaginally"
ICD10/K00.5,ICD10Code,"Hereditary disturbances in tooth structure, not elsewhere classified"
ICD10/W20.1,ICD10Code,Struck by object due to collapse of building
ICD10/T25.392,ICD10Code,Burn of third degree of multiple sites of left ankle and foot
ICD10/Q42.1,ICD10Code,"Congenital absence, atresia and stenosis of rectum without fistula"
ICD10/S83.501,ICD10Code,Sprain of unspecified cruciate ligament of right knee
ICD10/T17.808,ICD10Code,Unspecified foreign body in other parts of respiratory tract causing other injury
ICD10/S62.213,ICD10Code,"Bennett's fracture, unspecified hand"
ICD10/M06.861,ICD10Code,"Other specified rheumatoid arthritis, right knee"
ICD10/N35.12,ICD10Code,"Postinfective urethral stricture, not elsewhere classified, female"
ICD10/E74.9,ICD10Code,"Disorder of carbohydrate metabolism, unspecified"
ICD10/T17.52,ICD10Code,Food in bronchus
ICD10/I40.9,ICD10Code,"Acute myocarditis, unspecified"
ICD10/M62.079,ICD10Code,"Separation of muscle (nontraumatic), unspecified ankle and foot"
ICD10/Y83.0,ICD10Code,"Surgical operation with transplant of whole organ as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
ICD10/S46.80,ICD10Code,"Unspecified injury of other muscles, fascia and tendons at shoulder and upper arm level"
ICD10/Z48.2,ICD10Code,Encounter for aftercare following organ transplant
ICD10/I82.6,ICD10Code,Acute embolism and thrombosis of veins of upper extremity
ICD10/M95.12,ICD10Code,"Cauliflower ear, left ear"
ICD10/O04.5,ICD10Code,Genital tract and pelvic infection following (induced) termination of pregnancy
ICD10/K41,ICD10Code,Femoral hernia
ICD10/X74.0,ICD10Code,"Intentional self-harm by gas, air or spring-operated guns"
ICD10/S78.02,ICD10Code,Partial traumatic amputation at hip joint
ICD10/L20-L30,ICD10Section,Dermatitis and eczema (L20-L30)
ICD10/J20-J22,ICD10Section,Other acute lower respiratory infections (J20-J22)
ICD10/H11.413,ICD10Code,"Vascular abnormalities of conjunctiva, bilateral"
ICD10/L98.492,ICD10Code,Non-pressure chronic ulcer of skin of other sites with fat layer exposed
ICD10/I69.141,ICD10Code,Monoplegia of lower limb following nontraumatic intracerebral hemorrhage affecting right dominant side
ICD10/M70.95,ICD10Code,"Unspecified soft tissue disorder related to use, overuse and pressure of thigh"
ICD10/M50.923,ICD10Code,Unspecified cervical disc disorder at C6-C7 level
ICD10/T23.35,ICD10Code,Burn of third degree of palm
ICD10/C90.32,ICD10Code,Solitary plasmacytoma in relapse
ICD10/R44.0,ICD10Code,Auditory hallucinations
ICD10/Y84.3,ICD10Code,"Shock therapy as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
ICD10/H75.00,ICD10Code,"Mastoiditis in infectious and parasitic diseases classified elsewhere, unspecified ear"
ICD10/C43.4,ICD10Code,Malignant melanoma of scalp and neck
ICD10/Y90.7,ICD10Code,Blood alcohol level of 200-239 mg/100 ml
ICD10/T53.6X3,ICD10Code,"Toxic effect of other halogen derivatives of aliphatic hydrocarbons, assault"
ICD10/S53.44,ICD10Code,Ulnar collateral ligament sprain
ICD10/V93.53,ICD10Code,Explosion on board other powered watercraft
ICD10/R94.131,ICD10Code,Abnormal electromyogram [EMG]
ICD10/H70.229,ICD10Code,"Chronic petrositis, unspecified ear"
ICD10/M70.042,ICD10Code,"Crepitant synovitis (acute) (chronic), left hand"
ICD10/Z60.3,ICD10Code,Acculturation difficulty
ICD10/T63.621,ICD10Code,"Toxic effect of contact with other jellyfish, accidental (unintentional)"
ICD10/J70,ICD10Code,Respiratory conditions due to other external agents
ICD10/H18.713,ICD10Code,"Corneal ectasia, bilateral"
ICD10/Z30.8,ICD10Code,Encounter for other contraceptive management
ICD10/O23.31,ICD10Code,"Infections of other parts of urinary tract in pregnancy, first trimester"
ICD10/W16.812,ICD10Code,Jumping or diving into other water striking water surface causing other injury
ICD10/Z13.811,ICD10Code,Encounter for screening for lower gastrointestinal disorder
ICD10/H54.1142,ICD10Code,"Blindness right eye category 4, low vision left eye category 2"
ICD10/S25.90,ICD10Code,Unspecified injury of unspecified blood vessel of thorax
ICD10/B00.3,ICD10Code,Herpesviral meningitis
ICD10/I37.1,ICD10Code,Nonrheumatic pulmonary valve insufficiency
ICD10/S20.36,ICD10Code,Insect bite (nonvenomous) of front wall of thorax
ICD10/H35.113,ICD10Code,"Retinopathy of prematurity, stage 0, bilateral"
ICD10/R19.11,ICD10Code,Absent bowel sounds
ICD10/O10.011,ICD10Code,"Pre-existing essential hypertension complicating pregnancy, first trimester"
ICD10/Y69,ICD10Code,Unspecified misadventure during surgical and medical care
ICD10/I82.B13,ICD10Code,"Acute embolism and thrombosis of subclavian vein, bilateral"
ICD10/Q89.9,ICD10Code,"Congenital malformation, unspecified"
ICD10/S63.629,ICD10Code,Sprain of interphalangeal joint of unspecified thumb
ICD10/I63.3,ICD10Code,Cerebral infarction due to thrombosis of cerebral arteries
ICD10/M08.851,ICD10Code,"Other juvenile arthritis, right hip"
ICD10/W16.01,ICD10Code,Fall into swimming pool striking water surface
ICD10/V54.5,ICD10Code,Driver of pick-up truck or van injured in collision with heavy transport vehicle or bus in traffic accident
ICD10/Y02,ICD10Code,Assault by pushing or placing victim in front of moving object
ICD10/M80.88,ICD10Code,"Other osteoporosis with current pathological fracture, vertebra(e)"
ICD10/O24.813,ICD10Code,"Other pre-existing diabetes mellitus in pregnancy, third trimester"
ICD10/B90.0,ICD10Code,Sequelae of central nervous system tuberculosis
ICD10/T32.0,ICD10Code,Corrosions involving less than 10% of body surface
ICD10/M62.229,ICD10Code,"Nontraumatic ischemic infarction of muscle, unspecified upper arm"
ICD10/Q05.7,ICD10Code,Lumbar spina bifida without hydrocephalus
ICD10/M11.27,ICD10Code,"Other chondrocalcinosis, ankle and foot"
ICD10/M05.639,ICD10Code,Rheumatoid arthritis of unspecified wrist with involvement of other organs and systems
ICD10/E13.354,ICD10Code,Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment
ICD10/S31.625,ICD10Code,"Laceration with foreign body of abdominal wall, periumbilic region with penetration into peritoneal cavity"
ICD10/R19.03,ICD10Code,"Right lower quadrant abdominal swelling, mass and lump"
ICD10/R76.11,ICD10Code,Nonspecific reaction to tuberculin skin test without active tuberculosis
ICD10/M02.20,ICD10Code,"Postimmunization arthropathy, unspecified site"
ICD10/O29.5X,ICD10Code,Other complications of spinal and epidural anesthesia during pregnancy
ICD10/H34.11,ICD10Code,"Central retinal artery occlusion, right eye"
ICD10/S63.200,ICD10Code,Unspecified subluxation of right index finger
ICD10/M12.541,ICD10Code,"Traumatic arthropathy, right hand"
ICD10/S55.20,ICD10Code,Unspecified injury of vein at forearm level
ICD10/I83.205,ICD10Code,Varicose veins of unspecified lower extremity with both ulcer other part of foot and inflammation
ICD10/S80.241,ICD10Code,"External constriction, right knee"
ICD10/S35.8X,ICD10Code,"Injury of other blood vessels at abdomen, lower back and pelvis level"
ICD10/I70.228,ICD10Code,"Atherosclerosis of native arteries of extremities with rest pain, other extremity"
ICD10/W16.711,ICD10Code,Jumping or diving from boat striking water surface causing drowning and submersion
ICD10/O34.11,ICD10Code,"Maternal care for benign tumor of corpus uteri, first trimester"
ICD10/M10.122,ICD10Code,"Lead-induced gout, left elbow"
ICD10/S91.133,ICD10Code,Puncture wound without foreign body of unspecified great toe without damage to nail
ICD10/P57.8,ICD10Code,Other specified kernicterus
ICD10/H00-H05,ICD10Section,"Disorders of eyelid, lacrimal system and orbit (H00-H05)"
ICD10/S69,ICD10Code,"Other and unspecified injuries of wrist, hand and finger(s)"
ICD10/Z36.5,ICD10Code,Encounter for antenatal screening for isoimmunization
ICD10/S32.01,ICD10Code,Fracture of first lumbar vertebra
ICD10/S85.31,ICD10Code,Laceration of greater saphenous vein at lower leg level
ICD10/S92.335,ICD10Code,"Nondisplaced fracture of third metatarsal bone, left foot"
ICD10/V80.929,ICD10Code,Occupant of animal-drawn vehicle injured in unspecified transport accident
ICD10/P52.8,ICD10Code,Other intracranial (nontraumatic) hemorrhages of newborn
ICD10/I69.390,ICD10Code,Apraxia following cerebral infarction
ICD10/S52.341,ICD10Code,"Displaced spiral fracture of shaft of radius, right arm"
ICD10/H83.3X2,ICD10Code,Noise effects on left inner ear
ICD10/S90.57,ICD10Code,Other superficial bite of ankle
ICD10/Z78.1,ICD10Code,Physical restraint status
ICD10/Z91.030,ICD10Code,Bee allergy status
ICD10/F16.10,ICD10Code,"Hallucinogen abuse, uncomplicated"
ICD10/I82.90,ICD10Code,Acute embolism and thrombosis of unspecified vein
ICD10/M60.261,ICD10Code,"Foreign body granuloma of soft tissue, not elsewhere classified, right lower leg"
ICD10/G25.8,ICD10Code,Other specified extrapyramidal and movement disorders
ICD10/S90.455,ICD10Code,"Superficial foreign body, left lesser toe(s)"
ICD10/Z28.89,ICD10Code,Immunization not carried out for other reason
ICD10/D43,ICD10Code,Neoplasm of uncertain behavior of brain and central nervous system
ICD10/S77.2,ICD10Code,Crushing injury of hip with thigh
ICD10/P52.3,ICD10Code,Unspecified intraventricular (nontraumatic) hemorrhage of newborn
ICD10/D78.12,ICD10Code,Accidental puncture and laceration of the spleen during other procedure
ICD10/H20.82,ICD10Code,Vogt-Koyanagi syndrome
ICD10/K42.9,ICD10Code,Umbilical hernia without obstruction or gangrene
ICD10/S60.869,ICD10Code,Insect bite (nonvenomous) of unspecified wrist
ICD10/N27,ICD10Code,Small kidney of unknown cause
ICD10/L25.9,ICD10Code,"Unspecified contact dermatitis, unspecified cause"
ICD10/S52.39,ICD10Code,Other fracture of shaft of radius
ICD10/O09.31,ICD10Code,"Supervision of pregnancy with insufficient antenatal care, first trimester"
ICD10/M33.22,ICD10Code,Polymyositis with myopathy
ICD10/M89.739,ICD10Code,"Major osseous defect, unspecified forearm"
ICD10/J84.10,ICD10Code,"Pulmonary fibrosis, unspecified"
ICD10/M65.34,ICD10Code,"Trigger finger, ring finger"
ICD10/S43.429,ICD10Code,Sprain of unspecified rotator cuff capsule
ICD10/M86.00,ICD10Code,"Acute hematogenous osteomyelitis, unspecified site"
ICD10/T88.59,ICD10Code,Other complications of anesthesia
ICD10/T42.8X4,ICD10Code,"Poisoning by antiparkinsonism drugs and other central muscle-tone depressants, undetermined"
ICD10/T50.994,ICD10Code,"Poisoning by other drugs, medicaments and biological substances, undetermined"
ICD10/M71.13,ICD10Code,"Other infective bursitis, wrist"
ICD10/S79.099,ICD10Code,Other physeal fracture of upper end of unspecified femur
ICD10/Q96.8,ICD10Code,Other variants of Turner's syndrome
ICD10/S99.112,ICD10Code,Salter-Harris Type I physeal fracture of left metatarsal
ICD10/T41.293,ICD10Code,"Poisoning by other general anesthetics, assault"
ICD10/S19.8,ICD10Code,Other specified injuries of neck
ICD10/I22.9,ICD10Code,Subsequent ST elevation (STEMI) myocardial infarction of unspecified site
ICD10/F65.89,ICD10Code,Other paraphilias
ICD10/I70.792,ICD10Code,"Other atherosclerosis of other type of bypass graft(s) of the extremities, left leg"
ICD10/R49.2,ICD10Code,Hypernasality and hyponasality
ICD10/A05.9,ICD10Code,"Bacterial foodborne intoxication, unspecified"
ICD10/T26.72,ICD10Code,Corrosion with resulting rupture and destruction of left eyeball
ICD10/M86.261,ICD10Code,"Subacute osteomyelitis, right tibia and fibula"
ICD10/I69.110,ICD10Code,Attention and concentration deficit following nontraumatic intracerebral hemorrhage
ICD10/S62.319,ICD10Code,Displaced fracture of base of unspecified metacarpal bone
ICD10/Z71.81,ICD10Code,Spiritual or religious counseling
ICD10/T50.Z13,ICD10Code,"Poisoning by immunoglobulin, assault"
ICD10/M13.131,ICD10Code,"Monoarthritis, not elsewhere classified, right wrist"
ICD10/Z96.62,ICD10Code,Presence of artificial elbow joint
ICD10/B57.4,ICD10Code,Chagas' disease (chronic) with nervous system involvement
ICD10/M50.323,ICD10Code,Other cervical disc degeneration at C6-C7 level
ICD10/D57.4,ICD10Code,Sickle-cell thalassemia
ICD10/T86.842,ICD10Code,Corneal transplant infection
ICD10/M21.8,ICD10Code,Other specified acquired deformities of limbs
ICD10/O30.039,ICD10Code,"Twin pregnancy, monochorionic/diamniotic, unspecified trimester"
ICD10/L89.524,ICD10Code,"Pressure ulcer of left ankle, stage 4"
ICD10/I66.0,ICD10Code,Occlusion and stenosis of middle cerebral artery
ICD10/O9A.512,ICD10Code,"Psychological abuse complicating pregnancy, second trimester"
ICD10/T44.0X5,ICD10Code,Adverse effect of anticholinesterase agents
ICD10/Z38.65,ICD10Code,"Quintuplet liveborn infant, delivered vaginally"
ICD10/F10.121,ICD10Code,Alcohol abuse with intoxication delirium
ICD10/M24.821,ICD10Code,"Other specific joint derangements of right elbow, not elsewhere classified"
ICD10/Q12.1,ICD10Code,Congenital displaced lens
ICD10/E72.52,ICD10Code,Trimethylaminuria
ICD10/M23.641,ICD10Code,Other spontaneous disruption of lateral collateral ligament of right knee
ICD10/L97.119,ICD10Code,Non-pressure chronic ulcer of right thigh with unspecified severity
ICD10/D14.2,ICD10Code,Benign neoplasm of trachea
ICD10/I69.30,ICD10Code,Unspecified sequelae of cerebral infarction
ICD10/Y36.461,ICD10Code,"War operations involving intentional restriction of air and airway, civilian"
