observationAbout,observationDate,value,variableMeasured,#input
country/MNG,2014,2204,dcid:Count_Person_70OrMoreYears_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:14:34
country/MNG,2015,2140,dcid:Count_Person_70OrMoreYears_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:14:35
country/MNG,2016,1996,dcid:Count_Person_70OrMoreYears_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:14:36
country/MNG,2017,2614,dcid:Count_Person_70OrMoreYears_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:14:37
country/MNG,2018,2798,dcid:Count_Person_70OrMoreYears_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:14:38
country/MNG,2019,3388,dcid:Count_Person_70OrMoreYears_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:14:39
country/MNG,2020,3025,dcid:Count_Person_70OrMoreYears_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:14:40
country/MNG,2021,2473,dcid:Count_Person_70OrMoreYears_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:14:41
country/MNG,2022,1918,dcid:Count_Person_70OrMoreYears_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:14:42
country/MNG,2023,2577,dcid:Count_Person_70OrMoreYears_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:14:43
country/MNG,2024,2161,dcid:Count_Person_70OrMoreYears_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:14:44
