StateName,DistrictName,Month,Year,StationName,SurfaceWaterStationLatitude,SurfaceWaterStationLongitude,Dichlorophenoxyacetic-acid(24D),Silver(Ag),Aluminium(Al),Aldrin,Alkalinity-Phenolphthalein,Arsenic(As),Boron(B),BiochemicalOxygenDemand,cyanides(CN),Carbonate(CO3),Calcium(Ca),Cadimum(Cd),ChemicalOxygenDemand,Chlorophyll-a,Chloride(Cl),ColourCode,Chromium(Cr),Copper(Cu),DisolvedOxygen(DO),DisolvedOxygenSaturation(DO_SATURATION),Dichlorodiphenyltrichloroethane,Dieldrin,ElectricalConductivity,Endosulfan,Fluorine(F),FaecalColiform-MPN,Iron(Fe),HardnessCalcium,HardnessTotal,Hydrogencarbonate(HCO3),Mercury(Hg),Potassium(K),Magnesium(Mg),Manganese(Mn),ammonia(NH3),Nitrateandnitrite(NO2+NO3),Nitrate(NO3),Nitrate-Nitrogen(NO3-N),Sodium(Na),Sodium%(Na%),Nickel(Ni),OdourCode(Odour_Code),Organic-N,Lead(Pb),Phenols,Phosphorus-Tot,ResidualSodiumCarbonate,Sodiumabsorptionratio(SAR),Sulfate(SO4),Selenium(Se),Secchi,Silicondioxide(SiO2),Silicate(SiO3),SuspendedSolids,AlkalinityTotal,Temperature(Temp),TotalColiformOrganism,TotalDissolvedSolids,TotalOrganicCarbon,TotalSolids,Turbidity,Zinc(Zn),benzenehexachloride,orthophosphate,PotentialofHydrogen(pH),PotentialofHydrogenFLD(pH_FLD),ObsMonth,LGDCode,dcid,LatLong,StationNameLong
Uttar Pradesh,Fatehpur,2023-05,2016,Kora-Old,26.11666667,80.41666667,,,,,22.908,,0.65,5.0,,27.6,24.0,,29.8,,21.7,,,,,6.8,,,396.0,,0.63,,,353.125,141.25,120.0,,14.5,16.5,,0.11,,,,25.8,,,,,,,4.96,,,3.0,,,,,,144.361,53.0,,,,,,,,,7.3,6.8,2016-05,142,indiaWris/142_KoraOld,[LatLong 26.11667 80.41667],"Kora-Old, Fatehpur, Uttar Pradesh"
Uttarakhand,Haridwar,2023-02,2019,Haridwar,29.97564444,78.18751389,,,,,0.0,0.0,0.1,1.7,,0.0,52.8,0.0,10.5,,10.41,,0.0,0.0,,8.1,,,411.0,,0.16,2300.0,0.0,670.0,268.0,177.77,,1.71,19.2,,,,0.11,0.18,7.19,,0.0,,,0.0,,0.17,,0.0,72.42,,,,,,145.713,30.0,3400.0,278.0,,,,0.0,,,8.38,8.1,2019-02,050,indiaWris/050_Haridwar,[LatLong 29.97564 78.18751],"Haridwar, Haridwar, Uttarakhand"
Assam,Cachar,2023-11,2014,Annapurnaghat,24.83138889,92.79611111,,,,,0.0,,,,,0.0,17.2,,,,15.0,,,,,,,,140.3,,,,0.11,,90.2917,87.84,,0.17,11.35,,,,,,4.12,9.06983,,,,,,,0.0,0.189307,1.16,,43.0,,,,72.0,44.0,,94.0,,,3.7,,,,7.04,,2014-11,282,indiaWris/282_Annapurnaghat,[LatLong 24.83139 92.79611],"Annapurnaghat, Cachar, Assam"
Assam,Hailakandi,2023-06,2017,Matijuri,24.64805556,92.61138889,,,,,0.0,,,,,0.0,8.6,,,,8.0,,,,,,,,85.6,,,,0.23,,47.2917,53.68,,2.05,6.19,,,,,,3.76,14.166,,,,,,,0.0,0.238748,2.05,,21.5,,,,44.0,45.0,,57.0,,,2.5,,,,7.39,,2017-06,289,indiaWris/289_Matijuri,[LatLong 24.64806 92.61139],"Matijuri, Hailakandi, Assam"
Bihar,Madhubani,2023-12,2001,Jhanjharpur,26.23333333,86.26666667,,,,,11.952,,0.17,,,14.4,25.8,,,,30.175,,,,,,,,310.0,,,,,,176.381,161.04,,3.128,26.8515,,,,0.0414,,14.03,14.5741,,,,,,,0.0,0.461513,30.24,,64.5,0.33,,,156.0,,,,,,,,,,8.25,,2001-12,206,indiaWris/206_Jhanjharpur,[LatLong 26.23333 86.26667],"Jhanjharpur, Madhubani, Bihar"
Madhya Pradesh,Narsinghpur,2023-06,2003,Gadarwara,22.92388889,78.79166667,,,0.0,,14.0187,,,0.8,,16.89,31.74,,21.0,,9.727,,,,,,,,353.0,,0.209,,0.0,,162.274,194.956,,1.0166,19.9017,,,0.308052,0.0138,0.294252,19.803,20.9631,,,,,,,0.536927,0.67869,6.48,,79.35,25.86,,,187.95,54.0,,200.0,,,0.1,,,0.020668,8.64,8.64,2003-06,418,indiaWris/418_Gadarwara,[LatLong 22.92389 78.79167],"Gadarwara, Narsinghpur, Madhya Pradesh"
Madhya Pradesh,Narsinghpur,2023-05,2008,Gadarwara,22.92388889,78.79166667,,,,,19.422,,,2.1,,23.4,22.6,,55.0,,12.1,,,,,,,,360.0,,0.29,,,,135.667,234.0,,1.7,19.0,,,0.564,0.184,0.38,16.2,20.4875,,,,,,,1.92424,0.607452,2.6,,56.5,31.42,,,230.803,44.0,,220.0,,,0.1,,,0.018,8.72,,2008-05,418,indiaWris/418_Gadarwara,[LatLong 22.92389 78.79167],"Gadarwara, Narsinghpur, Madhya Pradesh"
Bihar,Gaya,2023-10,2014,Gaya,24.795,85.01583333,,,,,27.888,,,,,33.6,18.92,,,,21.0,,,,,,,,133.0,,,,,,116.092,109.8,,19.8,16.51,,,,,,30.6,32.1487,,,,,,,0.61699,1.24044,,,47.3,,,,146.0,61.0,,85.0,,,,,,,7.19,7.19,2014-10,196,indiaWris/196_Gaya,[LatLong 24.79500 85.01583],"Gaya, Gaya, Bihar"
Bihar,Vaishali,2023-10,2013,Lalganj,25.85194444,85.16305556,,,,,23.904,,,,,28.8,30.96,,,,18.0,,,,,,,,292.0,,,,,,163.4,180.56,,32.3,20.64,,,,,,39.6,29.7388,,,,,,,0.676132,1.3526,,,77.4,,,,196.0,54.0,,187.0,,,,,,,8.4,8.35,2013-10,224,indiaWris/224_Lalganj,[LatLong 25.85194 85.16306],"Lalganj, Vaishali, Bihar"
Chhattisgarh,Korea,2023-03,2002,Manendragarh,23.20536111,82.21640111,,,,,0.0,,,,,0.0,23.2,,,,8.89,,,,,,,,300.0,,,,,,91.0,139.1,,1.99,8.019,,,0.09,,,2.89,6.30346,,,,,,,0.462364,0.131862,3.6,,58.0,,,,228.0,35.0,,,,,,,,,7.9,7.9,2002-03,384,indiaWris/384_Manendragarh,[LatLong 23.20536 82.21640],"Manendragarh, Korea, Chhattisgarh"
Madhya Pradesh,Datia,2023-06,2014,Seondha,26.16666667,78.78333333,,,,,7.221,,,,,8.7,28.8,,,,41.89,,,,,,,,453.0,,0.361,,0.5022,,144.9,129.32,,4.692,17.496,,0.08424,6.06656,0.0414,6.02516,41.86,37.7935,,,,,,,0.0,1.51814,8.64,,72.0,,,,120.5,,,,,,,,,0.0,8.04,,2014-06,401,indiaWris/401_Seondha,[LatLong 26.16667 78.78333],"Seondha, Datia, Madhya Pradesh"
Maharashtra,Ahmednagar,2023-08,2016,Kopergaon,19.9,74.5,,,,,6.972,,,1.7,,8.4,30.43,,5.17,,38.93,,,,,,,,275.0,,0.03,16000.0,0.001,,148.95,103.86,,2.64,17.49,,0.005,3.077,2.858,0.219,32.06,31.5514,,,,,,,0.0,1.14672,34.2,,76.075,13.9,,,99.1311,52.0,16000.0,246.0,,,5.0,,,,8.4,,2016-08,466,indiaWris/466_Kopergaon,[LatLong 19.90000 74.50000],"Kopergaon, Ahmednagar, Maharashtra"
Maharashtra,Nandurbar,2023-06,2013,Sarangkheda,21.42833333,74.52722222,,,0.1,,0.0,,,1.0,,0.0,30.06,,,,50.0,,,,,,,,465.0,,0.12,,,,110.567,98.0,,2.6,8.5,,0.12,0.18,0.08,0.1,26.4,33.6318,,,,,,0.26,0.0,1.095,11.2,,75.15,10.0,,180.0,80.3279,44.0,,300.0,,480.0,1.0,,,,8.2,,2013-06,486,indiaWris/486_Sarangkheda,[LatLong 21.42833 74.52722],"Sarangkheda, Nandurbar, Maharashtra"
Uttar Pradesh,Rampur,2023-03,2002,Rampur,28.786843,78.986678,,,0.0,,0.0,,,,,0.0,43.0,,,,31.95,,,,,,,,520.0,,0.19,,0.186,,197.613,244.0,,6.647,21.627,,0.2106,,0.0138,,7.13,7.03946,,,,,,,0.0739188,0.22137,15.36,,107.5,14.2,,,200.0,40.0,,,,,,,,0.041336,7.93,8.0,2002-03,176,indiaWris/176_Rampur,[LatLong 28.78684 78.98668],"Rampur, Rampur, Uttar Pradesh"
Jharkhand,East Singhbum,2023-10,2010,Jamshedpur,22.81666667,86.21083333,,,,,0.0,,0.001,2.77,,0.0,30.46,,,,24.17,,,,7.67,97.9941,,,330.0,,0.05,,0.1488,,120.692,126.88,,6.2,10.69,,,1.163,0.0,1.163,15.3,20.6434,,,,,,0.001,0.0,0.607557,11.16,,76.15,7.9,,,104.0,56.0,,,,,,,,,7.9,7.9,2010-10,327,indiaWris/327_Jamshedpur,[LatLong 22.81667 86.21083],"Jamshedpur, East Singhbum, Jharkhand"
West Bengal,Purulia,2023-04,2008,Muri,23.36666667,85.87527778,,,,,0.0,,0.001,0.96,,0.0,20.3,,,,20.1,,,,7.27,87.9826,,,220.0,,0.05,,0.09,,76.1667,90.4,,2.8,6.1,,,1.30312,0.0,1.30312,12.5,25.5224,,,,,,0.05,0.0,0.624711,8.2,,50.75,10.1,,,74.0984,50.0,,,,,,,,,8.2,8.1,2008-04,321,indiaWris/321_Muri,[LatLong 23.36667 85.87528],"Muri, Purulia, West Bengal"
West Bengal,Purulia,2023-11,2002,Muri,23.36666667,85.87527778,,,,,,,0.0,1.31,,0.0,19.2,,,,25.276,,,,6.9,83.5807,,,260.0,,1.197,,,,80.4,97.844,,2.6979,7.776,,,0.672576,0.0,0.672576,19.32,33.5154,,,,,,0.001,0.00574186,0.940139,7.2,,48.0,11.43,,,,51.0,,,,,,,,,8.1,8.1,2002-11,321,indiaWris/321_Muri,[LatLong 23.36667 85.87528],"Muri, Purulia, West Bengal"
Maharashtra,Sangli,2023-10,2019,Arjunwad (Seasonal),16.78666667,74.63333333,,,,0.0,0.0,0.0,0.191,0.9,,0.0,45.96,0.0,,,44.67,,0.0,,0.0,7.2,0.0,0.0,582.0,0.0,0.16,2200.0,,630.688,252.275,241.9,0.0,0.8,24.31,0.0,,,,0.036,29.6,,0.0,,,0.0,,0.102,,,6.0,,,2.04,0.0,,198.279,49.0,90000.0,,0.0,,,0.0,0.0,,,8.2,2019-10,493,indiaWris/493_ArjunwadSeasonal,[LatLong 16.78667 74.63333],"Arjunwad (Seasonal), Sangli, Maharashtra"
Rajasthan,Kota,2023-10,2019,Khatoli,25.68333333,76.48333333,,,,,0.0,,0.2039,0.72,,0.0,19.35,,10.0,,17.11,,,,,6.85,,,284.0,,0.242,170000.0,,300.625,120.25,127.97,,2.04,15.85,,0.09,,,,13.56,,,,,,,0.025,,,14.0,,,4.4,,0.0,104.893,56.0,330000.0,179.0,,,,,,,,8.09,2019-10,109,indiaWris/109_Khatoli,[LatLong 25.68333 76.48333],"Khatoli, Kota, Rajasthan"
Uttar Pradesh,Kaushambi,2023-09,2019,Pratappur,25.36666667,81.66666667,,,,,0.0,,0.003333333,2.266666667,,0.0,32.53333333,,5.226666667,,20.26666667,,,,,6.81,,,260.3333333,,0.206666667,1666.666667,,388.2646667,155.3056667,122.9766667,,2.536666667,7.9,,0.042,,,,14.70666667,,,,,,,0.239,,,14.15666667,,,7.766666667,,,100.8003333,55.33333333,2066.666667,,,,,,,,,8.013333333,2019-09,158,indiaWris/158_Pratappur,[LatLong 25.36667 81.66667],"Pratappur, Kaushambi, Uttar Pradesh"
Uttarakhand,Pauri Garhwal,2023-01,2019,Kirtinagar D/S,30.22888889,78.72972222,,,,,0.0,0.0,0.13,2.3,,0.0,31.25,0.0,10.3,,19.0,,0.0,0.0,,10.15,,,192.0,,0.2,2500.0,0.0,395.145,158.058,117.12,,4.2,11.14,,,,0.07,0.19,12.62,,0.0,,,0.0,,0.12,,0.0,37.2,,,,,,96.0,22.0,3600.0,112.0,,,,0.0,,,8.4,8.5,2019-01,052,indiaWris/052_KirtinagarDS,[LatLong 30.22889 78.72972],"Kirtinagar D/S, Pauri Garhwal, Uttarakhand"
Himachal Pradesh,Solan,2023-12,2016,Yaswant Nagar,30.88638889,77.20194444,,,,,3.9757,,0.07,4.39,,4.79,18.4,,18.0,,9.04,,,,3.64,3.64,,,307.0,,0.15,2100.0,,337.917,143.5,90.96,,1.59,23.4,,0.05,,,,6.49,8.91447,,,,,,0.11,0.0,0.236742,45.2,,46.0,,,0.0,98.9342,,13000.0,184.0,,,,,,,8.03,8.03,2016-12,025,indiaWris/025_YaswantNagar,[LatLong 30.88639 77.20194],"Yaswant Nagar, Solan, Himachal Pradesh"
Jharkhand,Jamtara,2023-02,2016,Jamtara,23.97777778,86.855,,,,,0.0,,,,,0.0,24.0,,,,18.46,,,,,,,,,,,,,355.225,142.09,3.4,,3.128,16.836,,,,,,16.33,,,,,,,,,,15.84,,,,,0.0,5.5,34.0,,,,,,,,,8.3,,2016-02,333,indiaWris/333_Jamtara,[LatLong 23.97778 86.85500],"Jamtara, Jamtara, Jharkhand"
Jharkhand,Jamtara,2023-06,2016,Jamtara,23.97777778,86.855,,,,,0.083,,,,,0.1,24.0,,,,23.075,,,,,,,,,,,,,538.225,215.29,1.5,,2.737,46.116,,,,,,17.02,,,,,,,,,,0.96,,,,,0.0,2.544,51.0,,,,,,,,,8.4,,2016-06,333,indiaWris/333_Jamtara,[LatLong 23.97778 86.85500],"Jamtara, Jamtara, Jharkhand"
Andhra Pradesh,Y.S.R.,2023-12,2011,Nandipalli,14.71527778,79.01777778,,,,,0.0,,,2.4,,0.0,19.24,,,,79.04,,,,,,,,562.0,,0.766,,,,121.017,281.09,,4.5,17.5,,,,,0.566,100.9,63.5685,,,,,,,2.20722,4.00633,16.25,,48.1,,,,230.402,50.4,,,,,,,,,7.68,7.0,2011-12,504,indiaWris/504_Nandipalli,[LatLong 14.71528 79.01778],"Nandipalli, Y.S.R., Andhra Pradesh"
Assam,Dibrugarh,2023-07,2004,Dillighat,27.14,95.37,,,0.2664,,,,,,,0.0,18.92,,,,12.0,,,,,,,,68.53,,,,0.34968,,81.7167,36.6,,0.2,8.26,,,,,,3.0,7.41642,,,,,,,0.0,0.144818,1.7,,47.3,,,,,,,220.0,,,,,,0.114707,6.9,,2004-07,286,indiaWris/286_Dillighat,[LatLong 27.14000 95.37000],"Dillighat, Dibrugarh, Assam"
Assam,Kamrup,2023-09,2003,Pandu,26.16833333,91.67166667,,,,,,,,,,0.0,20.64,,,,9.0,,,,,,,,92.5,,,,0.24924,,57.2667,46.36,,2.3,1.36,,,,,,2.0,6.75546,,,,,,,0.0,0.115129,1.95,,51.6,,,,,56.0,,220.0,,,6.7,,,0.098173,8.1,,2003-09,291,indiaWris/291_Pandu,[LatLong 26.16833 91.67167],"Pandu, Kamrup, Assam"
Madhya Pradesh,Guna,2023-12,2011,A.B.Road X-Ing,24.36666667,77.08333333,,,,,15.6023,,0.29988,,,18.798,39.54,,,,39.7067,,,,,,,,548.0,,0.2394,,0.11718,,200.333,221.991,,3.98038,24.3559,,0.0,1.80054,0.0,1.80054,46.092,32.9528,,,,,,,0.287884,1.42169,33.3792,,98.85,,,,213.29,,,,,,,,,0.0,8.5,,2011-12,406,indiaWris/406_ABRoadXIng,[LatLong 24.36667 77.08333],"A.B.Road X-Ing, Guna, Madhya Pradesh"
Puducherry,Karaikal,2023-01,2011,Nallathur,11.00222222,79.75027778,,,,,0.0,,,0.383,,0.0,31.07,,,,61.26,,,,,,,,535.0,,0.351,,,,162.758,257.89,,6.2,20.42,,,,,0.576,52.6,40.2995,,,,,,,0.996284,1.80014,14.2,,77.675,,,,211.385,48.0,,,,,,,,,7.87,7.0,2011-01,598,indiaWris/598_Nallathur,[LatLong 11.00222 79.75028],"Nallathur, Karaikal, Puducherry"
Tamil Nadu,Thiruvarur,2023-02,2011,Peralam,10.96631944,79.66125,,,,,0.0,,,0.383,,0.0,29.43,,,,70.86,,,,,,,,587.0,,0.483,,,,186.992,292.6,,6.0,27.22,,,,,0.858,61.4,40.8822,,,,,,,1.08751,1.9613,18.83,,73.575,,,,239.836,52.0,,,,,,,,,7.99,7.0,2011-02,590,indiaWris/590_Peralam,[LatLong 10.96632 79.66125],"Peralam, Thiruvarur, Tamil Nadu"
Tamil Nadu,Virudhunagar,2023-05,2011,Irrukkankudi,9.324166667,77.99055556,,,,,0.0,1.39,,,,0.0,32.06,0.03,,,59.81,,1.67,3.34,,,,,407.0,,0.29,,,,128.775,175.68,,7.3,11.67,,,,,1.08,46.2,42.2488,,,,2.17,,,0.319366,1.77615,27.65,,80.15,,,,144.0,56.0,,,,,,19.75,,,7.73,,2011-05,597,indiaWris/597_Irrukkankudi,[LatLong 9.32417 77.99056],"Irrukkankudi, Virudhunagar, Tamil Nadu"
Uttar Pradesh,Meerut,2023-03,2011,Galeta,29.07555556,77.47833333,,,,,0.0,,0.0,42.9,,0.0,34.0,,58.0,,24.495,,,,,,,,421.0,,0.323,100.0,0.34968,,129.044,176.9,,11.73,10.5705,,3.27132,6.00372,0.11868,5.88504,20.47,23.6996,,,,,,,0.333022,0.785993,21.12,,85.0,16.3,,,145.0,,400.0,,,,,,,0.082672,7.5,,2011-03,169,indiaWris/169_Galeta,[LatLong 29.07556 77.47833],"Galeta, Meerut, Uttar Pradesh"
Uttar Pradesh,Kanpur Nagar,2023-12,2004,Kanpur,26.46948,80.37562,,,,,0.0,,,3.14,,0.0,37.8,,,,25.915,,,,7.25,83.0018,,,440.0,,0.551,,0.0,,180.562,234.24,,6.256,20.655,,,,0.0138,,10.58,10.9409,,,,,,,0.25343,0.343682,25.92,,94.5,14.4,,,192.0,45.0,,,,,,,,0.0,8.02,8.0,2004-12,157,indiaWris/157_Kanpur,[LatLong 26.46948 80.37562],"Kanpur, Kanpur Nagar, Uttar Pradesh"
Uttarakhand,Pauri Garhwal,2023-10,2005,Deoprayag (G),30.13527778,78.59694444,,,,,0.0,,,1.1,,0.0,22.0,,,,8.7,,,,6.2,65.5568,,,120.0,,0.76,,,,115.833,54.0,,0.2,14.6,,,,,,2.3,4.16076,,,,,,0.331,0.0,0.0933058,5.3,,55.0,40.0,,,44.2623,37.0,,,,,,,,,8.0,8.0,2005-10,052,indiaWris/052_DeoprayagG,[LatLong 30.13528 78.59694],"Deoprayag (G), Pauri Garhwal, Uttarakhand"
Odisha,Boudh,2023-06,2008,Kantamal,20.65833333,83.73206944,,,,,0.0,,0.001,0.6,,0.0,6.45,,20.0,,7.23,,,,5.9,78.0527,,,101.0,,0.05,,0.01,,28.2917,31.5,,1.2,2.92,,,0.76,0.01,0.75,4.2,23.5562,,,,,,0.024,0.0,0.344585,7.0,,16.125,11.8,,,51.66,60.0,,,,,,,,0.024,7.94,,2008-06,349,indiaWris/349_Kantamal,[LatLong 20.65833 83.73207],"Kantamal, Boudh, Odisha"
Odisha,Sundargarh,2023-04,2007,Gomlai,21.835,84.9075,,,,,0.0,,0.0,0.88,,0.0,24.8,,,,15.549,,,,6.16,74.5492,,,240.0,,0.0,,0.1488,,96.425,88.694,,3.8318,8.262,,,5.80054,0.0276,5.77294,10.396,18.3247,,,,,,0.001,0.0,0.461825,12.0,,62.0,13.26,,,145.458,50.0,,,,,,,,0.0,8.2,8.24,2007-04,373,indiaWris/373_Gomlai,[LatLong 21.83500 84.90750],"Gomlai, Sundargarh, Odisha"
Uttar Pradesh,Amroha,2023-12,2013,Garhmukteshwar,28.77074,78.14232,,,,,0.0,,,1.38,,0.0,41.2,,3.0,,18.105,,,,7.06,70.0863,,,280.0,,0.323,,,,201.719,180.56,,3.519,23.6925,,0.0,11.3593,0.2898,11.0695,12.65,11.8435,,,,,,,0.0,0.388805,13.92,,103.0,,,,148.0,31.0,,170.0,,,0.7,,,0.093006,8.17,7.5,2013-12,154,indiaWris/154_Garhmukteshwar,[LatLong 28.77074 78.14232],"Garhmukteshwar, Amroha, Uttar Pradesh"
Uttar Pradesh,Fatehpur,2023-01,2011,Bhitaura,26.047,80.87241,,,,,,,,3.14,,0.0,31.0,,,,31.95,,,,7.25,71.8961,,,360.0,,0.399,,,,146.35,185.44,,8.602,16.524,,0.1404,1.27318,0.1242,1.14898,20.01,21.775,,,,,,,0.132821,0.721973,9.6,,77.5,,,,,30.0,,220.0,,,2.0,,,0.113674,7.62,7.0,2011-01,142,indiaWris/142_Bhitaura,[LatLong 26.04700 80.87241],"Bhitaura, Fatehpur, Uttar Pradesh"
Uttar Pradesh,Fatehpur,2023-06,2013,Bhitaura,26.047,80.87241,,,,,0.0,,,,,0.0,49.8,,25.0,,18.105,,,,6.08,81.8304,,,470.0,,0.323,,,,236.381,214.72,,3.128,26.8515,,0.29484,10.025,0.4968,9.52816,12.42,10.1643,,,,,,,0.0,0.352608,11.04,,124.5,,,,176.0,62.0,,280.0,,,5.0,,,0.134342,7.71,8.0,2013-06,142,indiaWris/142_Bhitaura,[LatLong 26.04700 80.87241],"Bhitaura, Fatehpur, Uttar Pradesh"
Gujarat,Surat,2023-07,2017,Mahuwa,21.01444444,73.14027778,,,0.11,,0.0,,,1.76,,0.0,56.91,,16.0,,45.0,,,,6.4,77.4537,,,385.0,,0.12,800.0,,,185.817,183.0,,3.6,10.45,,0.11,0.18,0.06,0.12,24.0,21.5868,,,,,,0.16,0.0,0.76752,10.0,,142.275,10.0,,100.0,150.0,50.0,1700.0,250.0,,350.0,2.0,,,,8.24,7.0,2017-07,459,indiaWris/459_Mahuwa,[LatLong 21.01444 73.14028],"Mahuwa, Surat, Gujarat"
Maharashtra,Thane,2023-08,2014,Durvesh,19.7125,72.93055556,,,0.16,,0.0,,,1.18,,0.0,40.08,,,,75.0,,,,7.3,80.2904,,,111.0,,0.1,400.0,,,121.033,104.0,,3.8,5.0,,0.14,0.22,0.1,0.12,44.4,43.4964,,,,,,0.12,0.0,1.75876,13.0,,100.2,6.6,,48.0,85.2459,40.0,1000.0,72.0,,120.0,1.0,,,,8.0,8.2,2014-08,497,indiaWris/497_Durvesh,[LatLong 19.71250 72.93056],"Durvesh, Thane, Maharashtra"
Rajasthan,Dungarpur,2023-07,2005,Paderdibadi,23.75944444,74.13222222,,,0.01,,3.32,,,1.3,,4.0,33.6,,,,48.0,,,,7.0,91.0467,,,622.0,,0.3,,0.04,,119.833,127.0,,1.0,8.6,,,0.198377,0.03864,0.159737,32.0,36.6104,,,,,,0.01,0.0,1.27477,10.86,,84.0,12.86,,48.0,214.96,58.4,,402.0,,,2.0,,,,8.6,8.51,2005-07,099,indiaWris/099_Paderdibadi,[LatLong 23.75944 74.13222],"Paderdibadi, Dungarpur, Rajasthan"
Telangana,Nalgonda,2023-09,2005,Dameracherla,16.73916667,79.66972222,,,,,0.0,,0.01,0.84,,0.0,60.0,,,,84.5,,,,4.64,57.1922,,,938.0,,1.2,,0.01,,308.333,314.0,,2.1,38.0,,0.0,0.01,,0.01,64.0,31.0739,,,,,,0.001,0.0,1.59126,93.0,,150.0,28.52,,,257.377,52.0,,,,,,,,,7.8,,2005-09,514,indiaWris/514_Dameracherla,[LatLong 16.73917 79.66972],"Dameracherla, Nalgonda, Telangana"
Uttar Pradesh,Hamirpur,2023-12,2010,Mohana,25.71666667,79.38333333,,,,,0.0,,0.0,,,0.0,50.0,,72.0,,88.75,,,,2.1,22.2047,,,613.0,,0.361,100.0,0.23994,,206.0,201.3,,13.294,19.44,,0.0,23.9777,0.15732,23.8204,96.6,48.6507,,,,,,,0.0,2.93652,62.4,,125.0,5.22,,,165.0,37.0,400.0,,,,,,,0.293486,7.96,,2010-12,149,indiaWris/149_Mohana,[LatLong 25.71667 79.38333],"Mohana, Hamirpur, Uttar Pradesh"
West Bengal,Purba Bardhaman,2023-04,2005,Kalna (Ebb),23.22472222,88.37416667,,,,,0.0,,,,,0.0,32.6,,,,14.2,,,,,,,,,,,,,410.833,164.333,82.6,,3.12,11.4,,,,,,17.94,,,,,,,,,,0.48,,,,,,135.344,55.0,,,,,,,,,,7.8,2005-04,306,indiaWris/306_KalnaEbb,[LatLong 23.22472 88.37417],"Kalna (Ebb), Purba Bardhaman, West Bengal"
Assam,Kamrup,2023-06,2001,Kulsi,25.97916667,91.39166667,,,,,,,,,,0.0,19.78,,,,10.5,,,,,,,,44.5,,,,,,96.74165,42.7,,,11.35,,,,,,,,,,,,,,0.0,,,,49.45,,,,,55.0,,180.0,,,,,,,7.6,,2001-06,291,indiaWris/291_Kulsi,[LatLong 25.97917 91.39167],"Kulsi, Kamrup, Assam"
Assam,Kamrup Metro,2023-02,2002,Sonapur,26.11527778,91.98472222,,,,,,,,,,0.0,18.92,,,,10.0,,,,,,,,66.935,,,,,,88.15415,51.24,,,9.805,,,,,,,,,,,,,,0.0,,,,47.3,,,,,31.0,,230.0,,,,,,,6.76,,2002-02,618,indiaWris/618_Sonapur,[LatLong 26.11528 91.98472],"Sonapur, Kamrup Metro, Assam"
Tamil Nadu,Thiruvarur,2023-11,2005,Peralam,10.96631944,79.66125,,,,,0.0,,,,,0.0,24.0,,,,64.965,,,,,,,,458.0,,,,,,153.656,81.13,,,22.4775,,,,,,33.58,,,,,,,,0.0,1.18331,,,60.0,,,,66.5,53.0,,,,,,,,,7.5,,2005-11,590,indiaWris/590_Peralam,[LatLong 10.96632 79.66125],"Peralam, Thiruvarur, Tamil Nadu"
Tamil Nadu,Thiruvarur,2023-09,2006,Annavasal,10.975,79.75375,,,,,0.0,,,,,0.0,19.2,,,,26.696,,,,,,,,216.0,,,,,,149.25,122.0,,,24.3,,,,,,50.83,,,,,,,,0.0,1.8181,8.784,,48.0,,,,100.0,59.0,,,,,,,,,7.38,,2006-09,590,indiaWris/590_Annavasal,[LatLong 10.97500 79.75375],"Annavasal, Thiruvarur, Tamil Nadu"
Arunachal Pradesh,East Kameng,2023-05,2004,Seppa,27.35583333,93.04527778,,,0.0333,,,,,,,0.0,17.2,,,,13.0,,,,,,,,28.8,,,,0.20088,,68.7917,29.28,,0.2,6.19,,,,,,0.35,1.09679,,,,,,,0.0,0.0184097,0.15,,43.0,,,,,,,280.0,,,,,,0.26145,7.2,,2004-05,231,indiaWris/231_Seppa,[LatLong 27.35583 93.04528],"Seppa, East Kameng, Arunachal Pradesh"
Odisha,Ganjam,2023-10,2007,Purushottampur,19.505,84.86555556,,,,,,,0.0,,,0.0,22.6,,,,14.9455,,,,,,,,215.0,,0.152,,0.1116,,87.5833,95.88,,2.6979,7.46,,,0.49042,0.0,0.49042,10.86,20.6904,,,,,,0.07212,0.0,0.506198,10.04,,56.5,8.98,,,,66.8,,,,,,,,0.05167,7.3,7.35,2007-10,354,indiaWris/354_Purushottampur,[LatLong 19.50500 84.86556],"Purushottampur, Ganjam, Odisha"
Uttar Pradesh,Mainpuri,2023-04,2004,Bewar,27.23577,79.32977,,,0.0,,0.0,,,,,0.0,56.8,,,,44.02,,,,,,,,870.0,,0.779,,0.3348,,313.619,346.48,,7.038,41.1885,,0.33696,,0.0138,,22.77,13.3945,,,,,,,0.0,0.56145,22.08,,142.0,19.0,,,284.0,54.0,,,,,,,,0.062004,7.86,,2004-04,166,indiaWris/166_Bewar,[LatLong 27.23577 79.32977],"Bewar, Mainpuri, Uttar Pradesh"
Uttar Pradesh,Shravasti,2023-07,2007,Bhinga,27.66666667,81.85,,,,,11.952,,0.1,,,14.4,74.0,,,,78.1,,,,,,,,890.0,,0.152,,0.2604,,98.475,517.28,,3.91,9.234,,,,0.6486,,8.28,54.1053,,,,,,,0.522107,7.30859,82.08,,60.0,8.4,,,872.387,60.0,,,,,,,,0.382358,7.96,,2007-07,181,indiaWris/181_Bhinga,[LatLong 27.66667 81.85000],"Bhinga, Shravasti, Uttar Pradesh"
