id	name	compartment	chemicalFormula	bigg.metabolite	chebi	chembl	kegg.compound	metanetx.chemical	hmdb	pubchem.compound	lipidmaps
M_m02216g	keratan sulfate I biosynthesis, precursor 23	g	C185H296N13O153S7X	ksi_pre23	NA	NA	NA	MNXM11960	NA	NA	NA
M_m02217g	keratan sulfate I biosynthesis, precursor 24	g	C191H306N13O158S7X	ksi_pre24	NA	NA	NA	MNXM11961	NA	NA	NA
M_m02218g	keratan sulfate I biosynthesis, precursor 25	g	C199H319N14O163S7X	ksi_pre25	NA	NA	NA	MNXM11962	NA	NA	NA
M_m02219g	keratan sulfate I biosynthesis, precursor 26	g	C199H318N14O166S8X	ksi_pre26	NA	NA	NA	MNXM11963	NA	NA	NA
M_m02220g	keratan sulfate I biosynthesis, precursor 27	g	C205H328N14O171S8X	ksi_pre27	NA	NA	NA	MNXM11964	NA	NA	NA
M_m02221g	keratan sulfate I biosynthesis, precursor 28	g	C213H341N15O176S8X	ksi_pre28	NA	NA	NA	MNXM11965	NA	NA	NA
M_m02222g	keratan sulfate I biosynthesis, precursor 29	g	C213H340N15O179S9X	ksi_pre29	NA	NA	NA	MNXM11966	NA	NA	NA
M_m02223g	keratan sulfate I biosynthesis, precursor 3	g	C93H152N6O67X	ksi_pre3	NA	NA	NA	MNXM11967	NA	NA	NA
M_m02224g	keratan sulfate I biosynthesis, precursor 30	g	C219H350N15O184S9X	ksi_pre30	NA	NA	NA	MNXM11968	NA	NA	NA
M_m02225g	keratan sulfate I biosynthesis, precursor 31	g	C227H363N16O189S9X	ksi_pre31	NA	NA	NA	MNXM11969	NA	NA	NA
M_m02226g	keratan sulfate I biosynthesis, precursor 32	g	C227H362N16O192S10X	ksi_pre32	NA	NA	NA	MNXM11970	NA	NA	NA
M_m02227g	keratan sulfate I biosynthesis, precursor 33	g	C233H372N16O197S10X	ksi_pre33	NA	NA	NA	MNXM11971	NA	NA	NA
M_m02228g	keratan sulfate I biosynthesis, precursor 34	g	C241H385N17O202S10X	ksi_pre34	NA	NA	NA	MNXM11972	NA	NA	NA
M_m02229g	keratan sulfate I biosynthesis, precursor 35	g	C241H384N17O205S11X	ksi_pre35	NA	NA	NA	MNXM11973	NA	NA	NA
M_m02230g	keratan sulfate I biosynthesis, precursor 36	g	C247H394N17O210S11X	ksi_pre36	NA	NA	NA	MNXM11974	NA	NA	NA
M_m02231g	keratan sulfate I biosynthesis, precursor 4	g	C101H165N7O72X	ksi_pre4	NA	NA	NA	MNXM11975	NA	NA	NA
M_m02232g	keratan sulfate I biosynthesis, precursor 5	g	C101H164N7O75SX	ksi_pre5	NA	NA	NA	MNXM11976	NA	NA	NA
M_m02233g	keratan sulfate I biosynthesis, precursor 6	g	C107H174N7O80SX	ksi_pre6	NA	NA	NA	MNXM11977	NA	NA	NA
M_m02234g	keratan sulfate I biosynthesis, precursor 7	g	C115H187N8O85SX	ksi_pre7	NA	NA	NA	MNXM11978	NA	NA	NA
M_m02235g	keratan sulfate I biosynthesis, precursor 8	g	C115H186N8O88S2X	ksi_pre8	NA	NA	NA	MNXM11979	NA	NA	NA
M_m02236g	keratan sulfate I biosynthesis, precursor 9	g	C121H196N8O93S2X	ksi_pre9	NA	NA	NA	MNXM11980	NA	NA	NA
M_m02237l	keratan sulfate I, degradation product 1	l	C241H383N17O209S12X	ksi_deg1	NA	NA	NA	MNXM8784	NA	NA	NA
M_m02237s	keratan sulfate I, degradation product 1	s	C241H383N17O209S12X	ksi_deg1	NA	NA	NA	MNXM8784	NA	NA	NA
M_m02238l	keratan sulfate I, degradation product 10	l	C188H302N13O163S9	ksi_deg10	NA	NA	NA	MNXM11981	NA	NA	NA
M_m02239l	keratan sulfate I, degradation product 11	l	C180H289N12O158S9	ksi_deg11	NA	NA	NA	MNXM8785	NA	NA	NA
M_m02240l	keratan sulfate I, degradation product 12	l	C174H279N12O153S9	ksi_deg12	NA	NA	NA	MNXM8786	NA	NA	NA
M_m02241l	keratan sulfate I, degradation product 13	l	C174H280N12O150S8	ksi_deg13	NA	NA	NA	MNXM11982	NA	NA	NA
M_m02242l	keratan sulfate I, degradation product 14	l	C166H267N11O145S8	ksi_deg14	NA	NA	NA	MNXM8787	NA	NA	NA
M_m02243l	keratan sulfate I, degradation product 15	l	C160H257N11O140S8	ksi_deg15	NA	NA	NA	MNXM8788	NA	NA	NA
M_m02244l	keratan sulfate I, degradation product 16	l	C160H258N11O137S7	ksi_deg16	NA	NA	NA	MNXM11983	NA	NA	NA
M_m02245l	keratan sulfate I, degradation product 17	l	C152H245N10O132S7	ksi_deg17	NA	NA	NA	MNXM8789	NA	NA	NA
M_m02246l	keratan sulfate I, degradation product 18	l	C146H235N10O127S7	ksi_deg18	NA	NA	NA	MNXM8790	NA	NA	NA
M_m02247l	keratan sulfate I, degradation product 19	l	C146H236N10O124S6	ksi_deg19	NA	NA	NA	MNXM11984	NA	NA	NA
M_m02248l	keratan sulfate I, degradation product 2	l	C241H384N17O210S12	ksi_deg2	NA	NA	NA	MNXM11985	NA	NA	NA
M_m02249l	keratan sulfate I, degradation product 20	l	C138H223N9O119S6	ksi_deg20	NA	NA	NA	MNXM8791	NA	NA	NA
M_m02250l	keratan sulfate I, degradation product 21	l	C132H213N9O114S6	ksi_deg21	NA	NA	NA	MNXM8792	NA	NA	NA
M_m02251l	keratan sulfate I, degradation product 22	l	C132H214N9O111S5	ksi_deg22	NA	NA	NA	MNXM11986	NA	NA	NA
M_m02252l	keratan sulfate I, degradation product 23	l	C124H201N8O106S5	ksi_deg23	NA	NA	NA	MNXM8793	NA	NA	NA
M_m02253l	keratan sulfate I, degradation product 24	l	C118H191N8O101S5	ksi_deg24	NA	NA	NA	MNXM8794	NA	NA	NA
M_m02254l	keratan sulfate I, degradation product 25	l	C118H192N8O98S4	ksi_deg25	NA	NA	NA	MNXM11987	NA	NA	NA
M_m02255l	keratan sulfate I, degradation product 26	l	C110H179N7O93S4	ksi_deg26	NA	NA	NA	MNXM8795	NA	NA	NA
M_m02256l	keratan sulfate I, degradation product 27	l	C104H169N7O88S4	ksi_deg27	NA	NA	NA	MNXM8796	NA	NA	NA
M_m02257l	keratan sulfate I, degradation product 28	l	C104H170N7O85S3	ksi_deg28	NA	NA	NA	MNXM11988	NA	NA	NA
M_m02258l	keratan sulfate I, degradation product 29	l	C96H157N6O80S3	ksi_deg29	NA	NA	NA	MNXM8797	NA	NA	NA
M_m02259l	keratan sulfate I, degradation product 3	l	C233H371N16O205S12	ksi_deg3	NA	NA	NA	MNXM11989	NA	NA	NA
M_m02260l	keratan sulfate I, degradation product 30	l	C90H147N6O75S3	ksi_deg30	NA	NA	NA	MNXM8798	NA	NA	NA
M_m02261l	keratan sulfate I, degradation product 31	l	C90H148N6O72S2	ksi_deg31	NA	NA	NA	MNXM11990	NA	NA	NA
M_m02262l	keratan sulfate I, degradation product 32	l	C82H135N5O67S2	ksi_deg32	NA	NA	NA	MNXM8799	NA	NA	NA
M_m02263l	keratan sulfate I, degradation product 33	l	C76H125N5O62S2	ksi_deg33	NA	NA	NA	MNXM8800	NA	NA	NA
M_m02264l	keratan sulfate I, degradation product 34	l	C76H126N5O59S1	ksi_deg34	NA	NA	NA	MNXM11991	NA	NA	NA
M_m02265l	keratan sulfate I, degradation product 35	l	C68H113N4O54S1	ksi_deg35	NA	NA	NA	MNXM8801	NA	NA	NA
M_m02266l	keratan sulfate I, degradation product 36	l	C62H103N4O49S1	ksi_deg36	NA	NA	NA	MNXM8802	NA	NA	NA
M_m02267l	keratan sulfate I, degradation product 37	l	C62H104N4O46	ksi_deg37	NA	NA	NA	MNXM11992	NA	NA	NA
M_m02268l	keratan sulfate I, degradation product 38	l	C54H91N3O41	ksi_deg38	NA	NA	NA	MNXM8803	NA	NA	NA
M_m02269l	keratan sulfate I, degradation product 39	l	C48H81N3O36	ksi_deg39	NA	NA	NA	MNXM11993	NA	NA	NA
M_m02270l	keratan sulfate I, degradation product 4	l	C222H355N15O197S12	ksi_deg4	NA	NA	NA	MNXM11994	NA	NA	NA
M_m02271l	keratan sulfate I, degradation product 40	l	C40H68N2O31	ksi_deg40	NA	NA	NA	MNXM11995	NA	NA	NA
M_m02272l	keratan sulfate I, degradation product 41	l	C34H58N2O26	ksi_deg41	NA	NA	NA	MNXM11996	NA	NA	NA
M_m02273l	keratan sulfate I, degradation product 5	l	C222H356N15O194S11	ksi_deg5	NA	NA	NA	MNXM11997	NA	NA	NA
M_m02274l	keratan sulfate I, degradation product 6	l	C210H336N15O184S11	ksi_deg6	NA	NA	NA	MNXM8804	NA	NA	NA
M_m02275l	keratan sulfate I, degradation product 7	l	C210H337N15O181S10	ksi_deg7	NA	NA	NA	MNXM11998	NA	NA	NA
M_m02276l	keratan sulfate I, degradation product 8	l	C194H311N13O171S10	ksi_deg8	NA	NA	NA	MNXM8805	NA	NA	NA
M_m02277l	keratan sulfate I, degradation product 9	l	C188H301N13O166S10	ksi_deg9	NA	NA	NA	MNXM8806	NA	NA	NA
M_m02278g	keratan sulfate I	g	C247H393N17O213S12X	ksi	NA	NA	NA	MNXM6303	NA	NA	NA
M_m02278l	keratan sulfate I	l	C247H393N17O213S12X	ksi	NA	NA	NA	MNXM6303	NA	NA	NA
M_m02278s	keratan sulfate I	s	C247H393N17O213S12X	ksi	NA	NA	NA	MNXM6303	NA	NA	NA
M_m02279l	keratan sulfate II (core 2-linked), degradation product 1	l	C70H113N5O59S3X	ksii_core2_deg1	NA	NA	NA	MNXM11999	NA	NA	NA
M_m02280l	keratan sulfate II (core 2-linked), degradation product 2	l	C70H114N5O56S2X	ksii_core2_deg2	NA	NA	NA	MNXM12000	NA	NA	NA
M_m02281l	keratan sulfate II (core 2-linked), degradation product 3	l	C58H94N5O46S2X	ksii_core2_deg3	NA	NA	NA	MNXM8807	NA	NA	NA
M_m02282l	keratan sulfate II (core 2-linked), degradation product 4	l	C58H95N5O43SX	ksii_core2_deg4	NA	NA	NA	MNXM12001	NA	NA	NA
M_m02283l	keratan sulfate II (core 2-linked), degradation product 5	l	C50H82N4O38SX	ksii_core2_deg5	NA	NA	NA	MNXM6304	NA	NA	NA
M_m02284l	keratan sulfate II (core 2-linked), degradation product 6	l	C44H72N4O33SX	ksii_core2_deg6	NA	NA	NA	MNXM8808	NA	NA	NA
M_m02285l	keratan sulfate II (core 2-linked), degradation product 7	l	C44H73N4O30X	ksii_core2_deg7	NA	NA	NA	MNXM12002	NA	NA	NA
M_m02286l	keratan sulfate II (core 2-linked), degradation product 8	l	C36H60N3O25X	ksii_core2_deg8	NA	NA	NA	MNXM8809	NA	NA	NA
M_m02287l	keratan sulfate II (core 2-linked), degradation product 9	l	C30H50N3O20X	ksii_core2_deg9	NA	NA	NA	MNXM12003	NA	NA	NA
M_m02288g	keratan sulfate II (core 2-linked)	g	C81H129N6O67S3X	ksii_core2	NA	NA	NA	MNXM7463	NA	NA	NA
M_m02288l	keratan sulfate II (core 2-linked)	l	C81H129N6O67S3X	ksii_core2	NA	NA	NA	MNXM7463	NA	NA	NA
M_m02288s	keratan sulfate II (core 2-linked)	s	C81H129N6O67S3X	ksii_core2	NA	NA	NA	MNXM7463	NA	NA	NA
M_m02289g	keratan sulfate II (core 4-linked), biosynthesis, precursor 1	g	C36H60N3O25X	ksii_core4_pre1	NA	NA	NA	MNXM12008	NA	NA	NA
M_m02290g	keratan sulfate II (core 4-linked), biosynthesis, precursor 10	g	C89H143N7O69S2X	ksii_core4_pre10	NA	NA	NA	MNXM12010	NA	NA	NA
M_m02291g	keratan sulfate II (core 4-linked), biosynthesis, precursor 2	g	C47H76N4O33X	ksii_core4_pre2	NA	NA	NA	MNXM12026	NA	NA	NA
M_m02292g	keratan sulfate II (core 4-linked), biosynthesis, precursor 3	g	C55H89N5O38X	ksii_core4_pre3	NA	NA	NA	MNXM12013	NA	NA	NA
M_m02293g	keratan sulfate II (core 4-linked), biosynthesis, precursor 4	g	C61H99N5O43X	ksii_core4_pre4	NA	NA	NA	MNXM12015	NA	NA	NA
M_m02294g	keratan sulfate II (core 4-linked), biosynthesis, precursor 5	g	C69H112N6O48X	ksii_core4_pre5	NA	NA	NA	MNXM12017	NA	NA	NA
M_m02295g	keratan sulfate II (core 4-linked), biosynthesis, precursor 6	g	C69H111N6O51SX	ksii_core4_pre6	NA	NA	NA	MNXM12018	NA	NA	NA
M_m02296g	keratan sulfate II (core 4-linked), biosynthesis, precursor 7	g	C75H121N6O56SX	ksii_core4_pre7	NA	NA	NA	MNXM12020	NA	NA	NA
M_m02297g	keratan sulfate II (core 4-linked), biosynthesis, precursor 8	g	C83H134N7O61SX	ksii_core4_pre8	NA	NA	NA	MNXM12022	NA	NA	NA
M_m02298g	keratan sulfate II (core 4-linked), biosynthesis, precursor 9	g	C83H133N7O64S2X	ksii_core4_pre9	NA	NA	NA	MNXM12024	NA	NA	NA
M_m02299l	keratan sulfate II (core 4-linked), degradation product 1	l	C78H126N6O64S3X	ksii_core4_deg1	NA	NA	NA	MNXM12004	NA	NA	NA
M_m02300l	keratan sulfate II (core 4-linked), degradation product 2	l	C78H127N6O61S2X	ksii_core4_deg2	NA	NA	NA	MNXM12005	NA	NA	NA
M_m02301l	keratan sulfate II (core 4-linked), degradation product 3	l	C66H107N6O51S2X	ksii_core4_deg3	NA	NA	NA	MNXM8810	NA	NA	NA
M_m02302l	keratan sulfate II (core 4-linked), degradation product 4	l	C66H108N6O48SX	ksii_core4_deg4	NA	NA	NA	MNXM12006	NA	NA	NA
M_m02303g	keratan sulfate II (core 4-linked)	g	C89H142N7O72S3X	ksii_core4	NA	NA	NA	MNXM7464	NA	NA	NA
M_m02303l	keratan sulfate II (core 4-linked)	l	C89H142N7O72S3X	ksii_core4	NA	NA	NA	MNXM7464	NA	NA	NA
M_m02303s	keratan sulfate II (core 4-linked)	s	C89H142N7O72S3X	ksii_core4	NA	NA	NA	MNXM7464	NA	NA	NA
M_m02304g	keratan sulfate II biosynthesis, precursor 1	g	C33H53N3O23X	ksii_core2_pre1	NA	NA	NA	MNXM12007	NA	NA	NA
M_m02305g	keratan sulfate II biosynthesis, precursor 10	g	C81H130N6O64S2X	ksii_core2_pre10	NA	NA	NA	MNXM12009	NA	NA	NA
M_m02306g	keratan sulfate II biosynthesis, precursor 2	g	C39H63N3O28X	ksii_core2_pre2	NA	NA	NA	MNXM12011	NA	NA	NA
M_m02307g	keratan sulfate II biosynthesis, precursor 3	g	C47H76N4O33X	ksii_core2_pre3	NA	NA	NA	MNXM12012	NA	NA	NA
M_m02308g	keratan sulfate II biosynthesis, precursor 4	g	C53H86N4O38X	ksii_core2_pre4	NA	NA	NA	MNXM12014	NA	NA	NA
M_m02309g	keratan sulfate II biosynthesis, precursor 5	g	C61H99N5O43X	ksii_core2_pre5	NA	NA	NA	MNXM12016	NA	NA	NA
M_m02310g	keratan sulfate II biosynthesis, precursor 6	g	C61H98N5O46SX	ksii_core2_pre6	NA	NA	NA	MNXM12019	NA	NA	NA
M_m02311g	keratan sulfate II biosynthesis, precursor 7	g	C67H108N5O51SX	ksii_core2_pre7	NA	NA	NA	MNXM12021	NA	NA	NA
M_m02312g	keratan sulfate II biosynthesis, precursor 8	g	C75H121N6O56SX	ksii_core2_pre8	NA	NA	NA	MNXM12023	NA	NA	NA
M_m02313g	keratan sulfate II biosynthesis, precursor 9	g	C75H120N6O59S2X	ksii_core2_pre9	NA	NA	NA	MNXM12025	NA	NA	NA
M_m02314s	kinetensin 1-3	s	C15H31N6O4	NA	NA	NA	NA	MNXM59129	NA	53481564	NA
M_m02315c	kinetensin 1-7	c	C41H67N15O9	NA	NA	NA	NA	MNXM59130	NA	53481565	NA
M_m02316c	kinetensin 1-8	c	C50H76N16O10	NA	NA	NA	NA	MNXM59131	NA	53481566	NA
M_m02317s	kinetensin 4-8	s	C35H47N10O7	NA	NA	NA	NA	MNXM59133	NA	53481568	NA
M_m02318c	kinetensin	c	C56H87N17O11	NA	NA	NA	NA	MNXM162968	NA	147043	NA
M_m02318s	kinetensin	s	C56H87N17O11	NA	NA	NA	NA	MNXM162968	NA	147043	NA
M_m02319c	kynurenine	c	C10H12N2O3	Lkynr	CHEBI:16946	CHEMBL:498416	C00328	MNXM260	HMDB00684	161166	NA
M_m02320c	L-1-pyrroline-3-hydroxy-5-carboxylate	c	C5H6NO3	1p3h5c	CHEBI:6151	NA	C04281	MNXM114091	NA	11966267	NA
M_m02320m	L-1-pyrroline-3-hydroxy-5-carboxylate	m	C5H6NO3	1p3h5c	CHEBI:6151	NA	C04281	MNXM114091	NA	11966267	NA
M_m02321m	L-2-amino-3-oxobutanoic acid	m	C4H7NO3	2aobut	CHEBI:40673	NA	C03508	MNXM114087	HMDB06454	440033	LMFA01060172
M_m02322c	L-2-aminoadipate	c	C6H10NO4	L2aadp	CHEBI:37024	CHEMBL:433238	C00956	MNXM268	HMDB00510	469	NA
M_m02322m	L-2-aminoadipate	m	C6H10NO4	L2aadp	CHEBI:37024	CHEMBL:433238	C00956	MNXM268	HMDB00510	469	NA
M_m02323g	l2fn2m2masn	g	C68H113N4O49X	l2fn2m2masn	NA	NA	G00017	MNXM9246	NA	NA	NA
M_m02324l	l2n2m2mn	l	C54H91N3O41	l2n2m2mn	NA	NA	NA	MNXM8518	NA	NA	NA
M_m02325c	L-3-amino-isobutanoate	c	C4H9NO2	3aib	CHEBI:33094	NA	C03284	MNXM2053	HMDB02166	439434	NA
M_m02325m	L-3-amino-isobutanoate	m	C4H9NO2	3aib	CHEBI:33094	NA	C03284	MNXM2053	HMDB02166	439434	NA
M_m02325s	L-3-amino-isobutanoate	s	C4H9NO2	3aib	CHEBI:33094	NA	C03284	MNXM2053	HMDB02166	439434	NA
M_m02326s	L-3-cyanoalanine	s	C4H5N2O2	NA	CHEBI:16934	CHEMBL:4172293	C02512	MNXM1014	NA	439742	NA
M_m02327m	L-4-hydroxyglutamate semialdehyde	m	C5H9NO4	4hglusa	CHEBI:27809	NA	C05938	MNXM2687	HMDB06556	440851	NA
M_m02328c	LacCer pool	c	C31H56NO13R	galgluside_hs	CHEBI:17950	NA	C01290	MNXM269	HMDB00173	NA	LMSP0501AB00
M_m02328g	LacCer pool	g	C31H56NO13R	galgluside_hs	CHEBI:17950	NA	C01290	MNXM269	HMDB00173	NA	LMSP0501AB00
M_m02328l	LacCer pool	l	C31H56NO13R	galgluside_hs	CHEBI:17950	NA	C01290	MNXM269	HMDB00173	NA	LMSP0501AB00
M_m02328r	LacCer pool	r	C31H56NO13R	galgluside_hs	CHEBI:17950	NA	C01290	MNXM269	HMDB00173	NA	LMSP0501AB00
M_m02328s	LacCer pool	s	C31H56NO13R	galgluside_hs	CHEBI:17950	NA	C01290	MNXM269	HMDB00173	NA	LMSP0501AB00
M_m02329c	lactaldehyde	c	C3H6O2	lald__L	CHEBI:18419	NA	C05999	MNXM2387	NA	439231	NA
M_m02329m	lactaldehyde	m	C3H6O2	lald__L	CHEBI:18419	NA	C05999	MNXM2387	NA	439231	NA
M_m02330g	lactoneotetraosylceramide	g	C44H79N2O22RCO	gal14acglcgalgluside_hs	NA	NA	NA	MNXM6313	NA	NA	NA
M_m02331c	lacto-N-fucopentaosyl-III-ceramide	c	C50H89N2O26RCO	fucgal14acglcgalgluside_hs	NA	NA	NA	MNXM8833	NA	NA	NA
M_m02331g	lacto-N-fucopentaosyl-III-ceramide	g	C50H89N2O26RCO	fucgal14acglcgalgluside_hs	NA	NA	NA	MNXM8833	NA	NA	NA
M_m02331s	lacto-N-fucopentaosyl-III-ceramide	s	C50H89N2O26RCO	fucgal14acglcgalgluside_hs	NA	NA	NA	MNXM8833	NA	NA	NA
M_m02332c	lactose	c	C12H22O11	lcts	CHEBI:36219	NA	C00243	MNXM362	HMDB00186	84571	NA
M_m02332g	lactose	g	C12H22O11	lcts	CHEBI:36219	NA	C00243	MNXM362	HMDB00186	84571	NA
M_m02332l	lactose	l	C12H22O11	lcts	CHEBI:36219	NA	C00243	MNXM362	HMDB00186	84571	NA
M_m02332s	lactose	s	C12H22O11	lcts	CHEBI:36219	NA	C00243	MNXM362	HMDB00186	84571	NA
M_m02333s	lactose-6-phosphate	s	C12H21O14P	NA	NA	NA	C05396	MNXM163840	NA	NA	NA
M_m02334c	lactosylceramide sulfate	c	C31H56NO16SR	NA	NA	NA	C03405	MNXM59674	NA	NA	NA
M_m02335c	L-alanyl-tRNA(ala)	c	C3H7NOR	NA	CHEBI:17732	NA	C00886	MNXM90418	NA	NA	NA
M_m02336c	lanosterol	c	C30H50O	lanost	CHEBI:16521	CHEMBL:225111	C01724	MNXM482	HMDB01251	246983	LMST01010017
M_m02337c	L-arabinose	c	C5H10O5	arab__L	CHEBI:17535	CHEMBL:1357418	C00259	MNXM91126	HMDB00646	439195	NA
M_m02337s	L-arabinose	s	C5H10O5	arab__L	CHEBI:17535	CHEMBL:1357418	C00259	MNXM91126	HMDB00646	439195	NA
M_m02338c	L-arabitol	c	C5H12O5	abt	CHEBI:18403	NA	C00532	MNXM801	HMDB01851	439255	NA
M_m02338s	L-arabitol	s	C5H12O5	abt	CHEBI:18403	NA	C00532	MNXM801	HMDB01851	439255	NA
M_m02339c	L-arginyl-protein	c	C6H13N4OX	NA	NA	NA	C16739	MNXM73312	NA	NA	NA
M_m02340c	L-arginyl-tRNA(arg)	c	C6H15N4OR	NA	CHEBI:18366	NA	C02163	MNXM89870	NA	NA	NA
M_m02341c	L-asparaginyl-tRNA(asn)	c	C4H8N2O2R	NA	CHEBI:29265	NA	C03402	MNXM89761	NA	NA	NA
M_m02342c	L-aspartyl-tRNA(asp)	c	C4H6NO3R	NA	CHEBI:29158	NA	C02984	MNXM90839	NA	NA	NA
M_m02343c	lathosterol	c	C27H46O	lthstrl	CHEBI:17168	CHEMBL:3138639	C01189	MNXM162760	HMDB01170	65728	LMST01010089
M_m02344c	lauric acid	c	C12H23O2	ddca	CHEBI:30805	CHEMBL:108766	C02679	MNXM162258	HMDB00638	3893	LMFA01010012
M_m02344l	lauric acid	l	C12H23O2	ddca	CHEBI:30805	CHEMBL:108766	C02679	MNXM162258	HMDB00638	3893	LMFA01010012
M_m02344r	lauric acid	r	C12H23O2	ddca	CHEBI:30805	CHEMBL:108766	C02679	MNXM162258	HMDB00638	3893	LMFA01010012
M_m02344s	lauric acid	s	C12H23O2	ddca	CHEBI:30805	CHEMBL:108766	C02679	MNXM162258	HMDB00638	3893	LMFA01010012
M_m02345c	lauroyl-CoA	c	C33H54N7O17P3S	ddcacoa	CHEBI:15521	NA	C01832	MNXM363	HMDB03571	165436	LMFA07050005
M_m02345m	lauroyl-CoA	m	C33H54N7O17P3S	ddcacoa	CHEBI:15521	NA	C01832	MNXM363	HMDB03571	165436	LMFA07050005
M_m02345p	lauroyl-CoA	p	C33H54N7O17P3S	ddcacoa	CHEBI:15521	NA	C01832	MNXM363	HMDB03571	165436	LMFA07050005
M_m02345r	lauroyl-CoA	r	C33H54N7O17P3S	ddcacoa	CHEBI:15521	NA	C01832	MNXM363	HMDB03571	165436	LMFA07050005
M_m02346c	lc3Cer	c	C38H69N2O17RCO	acglcgalgluside_hs	CHEBI:17103	NA	C04845	MNXM91342	NA	NA	NA
M_m02346g	lc3Cer	g	C38H69N2O17RCO	acglcgalgluside_hs	CHEBI:17103	NA	C04845	MNXM91342	NA	NA	NA
M_m02347c	lc4Cer	c	C44H79N2O22RCO	galacglcgalgluside_hs	CHEBI:17292	NA	C04910	MNXM91226	NA	NA	NA
M_m02347g	lc4Cer	g	C44H79N2O22RCO	galacglcgalgluside_hs	CHEBI:17292	NA	C04910	MNXM91226	NA	NA	NA
M_m02348c	L-carnitine	c	C7H15NO3	crn	CHEBI:11060	CHEMBL:503189	C15025	MNXM173	HMDB00062	2724480	NA
M_m02348m	L-carnitine	m	C7H15NO3	crn	CHEBI:11060	CHEMBL:503189	C15025	MNXM173	HMDB00062	2724480	NA
M_m02348p	L-carnitine	p	C7H15NO3	crn	CHEBI:11060	CHEMBL:503189	C15025	MNXM173	HMDB00062	2724480	NA
M_m02348r	L-carnitine	r	C7H15NO3	crn	CHEBI:11060	CHEMBL:503189	C15025	MNXM173	HMDB00062	2724480	NA
M_m02348s	L-carnitine	s	C7H15NO3	crn	CHEBI:11060	CHEMBL:503189	C15025	MNXM173	HMDB00062	2724480	NA
M_m02349c	L-cystathionine	c	C7H14N2O4S	cyst__L	CHEBI:17482	NA	C02291	MNXM319	HMDB00099	439258	NA
M_m02349m	L-cystathionine	m	C7H14N2O4S	cyst__L	CHEBI:17482	NA	C02291	MNXM319	HMDB00099	439258	NA
M_m02350c	L-cysteate	c	C3H6NO5S	Lcyst	CHEBI:21260	CHEMBL:1171434	C00506	MNXM713	HMDB02757	25701	NA
M_m02350m	L-cysteate	m	C3H6NO5S	Lcyst	CHEBI:21260	CHEMBL:1171434	C00506	MNXM713	HMDB02757	25701	NA
M_m02351c	L-cysteinyl-tRNA(cys)	c	C3H7NOSR	NA	CHEBI:29152	NA	C03125	MNXM155005	NA	NA	NA
M_m02352l	LDL remnant	l	C33247H54819N7242O13369P860S104R1315	NA	NA	NA	NA	NA	NA	NA	NA
M_m02352s	LDL remnant	s	C33247H54819N7242O13369P860S104R1315	NA	NA	NA	NA	NA	NA	NA	NA
M_m02353r	LDL	r	C94027H154274N7242O17079P860S104R2830	NA	NA	NA	NA	MNXM60389	NA	NA	NA
M_m02353s	LDL	s	C94027H154274N7242O17079P860S104R2830	NA	NA	NA	NA	MNXM60389	NA	NA	NA
M_m02354c	L-dopa	c	C9H11NO4	34dhphe	CHEBI:15765	CHEMBL:1009	C00355	MNXM162631	HMDB00181	6047	NA
M_m02354s	L-dopa	s	C9H11NO4	34dhphe	CHEBI:15765	CHEMBL:1009	C00355	MNXM162631	HMDB00181	6047	NA
M_m02355c	L-dopachrome	c	C9H6NO4	L_dpchrm	CHEBI:15772	NA	C01693	MNXM1564	HMDB01430	439549	NA
M_m02356c	L-dopaquinone	c	C9H9NO4	dopaqn	CHEBI:16852	NA	C00822	MNXM1481	HMDB01229	439316	NA
M_m02357c	lepidimoide	c	X	NA	NA	NA	C08241	MNXM95193	NA	NA	NA
M_m02357s	lepidimoide	s	X	NA	NA	NA	C08241	MNXM95193	NA	NA	NA
M_m02358m	L-erythro-4-hydroxyglutamate	m	C5H8NO5	e4hglu	NA	NA	C05947	MNXM923	NA	440854	NA
M_m02359c	L-erythrulose	c	C4H8O4	eryth	CHEBI:27913	NA	C02045	MNXM167696	HMDB06293	5460032	NA
M_m02360c	leucine	c	C6H13NO2	leu__L	CHEBI:15603	CHEMBL:291962	C00123	MNXM140	HMDB00687	6106	NA
M_m02360l	leucine	l	C6H13NO2	leu__L	CHEBI:15603	CHEMBL:291962	C00123	MNXM140	HMDB00687	6106	NA
M_m02360m	leucine	m	C6H13NO2	leu__L	CHEBI:15603	CHEMBL:291962	C00123	MNXM140	HMDB00687	6106	NA
M_m02360s	leucine	s	C6H13NO2	leu__L	CHEBI:15603	CHEMBL:291962	C00123	MNXM140	HMDB00687	6106	NA
M_m02361c	leukoaminochrome	c	C8H9NO2	NA	NA	NA	NA	MNXM9818	NA	147311	NA
M_m02362c	leukotriene A4	c	C20H29O3	leuktrA4	CHEBI:15651	CHEMBL:69439	C00909	MNXM462	HMDB01337	5280383	LMFA03020023
M_m02362n	leukotriene A4	n	C20H29O3	leuktrA4	CHEBI:15651	CHEMBL:69439	C00909	MNXM462	HMDB01337	5280383	LMFA03020023
M_m02362r	leukotriene A4	r	C20H29O3	leuktrA4	CHEBI:15651	CHEMBL:69439	C00909	MNXM462	HMDB01337	5280383	LMFA03020023
M_m02362s	leukotriene A4	s	C20H29O3	leuktrA4	CHEBI:15651	CHEMBL:69439	C00909	MNXM462	HMDB01337	5280383	LMFA03020023
