,GeoId,CALicensedHealthcareFacilityBedFACID,CALicensedHealthcareFacilityName,CALicensedHealthcareFacilityType,Count_HospitalBed_SkilledNursingBed,Count_HospitalBed_SpecialTreatmentProgramBed,Count_HospitalBed_IntermediateCareHabilitativeBed,Count_HospitalBed_IntermediateCareNursingBed,Count_HospitalBed_CongregateLivingHealthFacilityBed,Count_HospitalBed_IntermediateCareBed,Count_HospitalBed_CoronaryCareBed,Count_HospitalBed_IntensiveCareBed,Count_HospitalBed_IntensiveCareNewbornNurseryBed,Count_HospitalBed_PerinatalBed,Count_HospitalBed_UnspecifiedGeneralAcuteCareBed,Count_HospitalBed_BurnBed,Count_HospitalBed_PediatricBed,Count_HospitalBed_RenalTransplantBed,Count_HospitalBed_RehabilitationBed,Count_HospitalBed_AcuteRespiratoryCareBed,Count_HospitalBed_AcutePsychiatricCareBed,Count_HospitalBed_ChemicalDependencyRecoveryBed,Count_HospitalBed_PediatricIntensiveCareUnitBed,Count_HospitalBed_LaborAndDeliveryBed,Count_HospitalBed_IntermediateCareDevelopmentallyDisabledBed,Count_HospitalBed_PsychiatricHealthBed,Count_HospitalBed_PediatricDayAndRespiteCareBed,Count_HospitalBed_DialysisStationsBed,Count_HospitalBed_CorrectionalTreatmentCenterBed,Count_HospitalBed_HospiceBed
1457,dcid:geoId/06037,ELMS/170001853,CALIFORNIA STATE PRISON - LOS ANGELES COUNTY,dcs:CorrectionalTreatmentCenterFacility,,,,,,,,,,,,,,,,,,,,,,,,,18,
1458,dcid:geoId/06071,ELMS/170001855,DEPARTMENT OF STATE HOSPITALS - PATTON,dcs:AcutePsychiatricFacility,,,,,,,,,,,,,,,,,427,,,,,,,,,
1459,dcid:geoId/06071,ELMS/170001857,DEPARTMENT OF STATE HOSPITALS - PATTON D/P ICF,dcs:IntermediateCareFacility,,,,,,860,,,,,,,,,,,,,,,,,,,,
1460,dcid:geoId/06037,ELMS/170001858,DEPARTMENT OF STATE HOSPITALS - METROPOLITAN,dcs:AcutePsychiatricFacility,,,,,,,,,,,,,,,,,1004,,,,,,,,,
1461,dcid:geoId/06037,ELMS/170001860,DEPARTMENT OF STATE HOSPITALS - METROPOLITAN,dcs:SkilledNursingFacility,102,,,,,,,,,,,,,,,,,,,,,,,,,
1462,dcid:geoId/06071,ELMS/170001867,VETERANS HOME OF CALIFORNIA - BARSTOW,dcs:SkilledNursingFacility,60,,,,,,,,,,,,,,,,,,,,,,,,,
1463,dcid:geoId/06073,ELMS/170001870,VETERANS HOME OF CALIFORNIA - CHULA VISTA,dcs:SkilledNursingFacility,180,,,,,,,,,,,,,,,,,,,,,,,,,
1464,dcid:geoId/06037,ELMS/170001873,LA COUNTY SHERIFF'S DEPT TWIN TOWERS CTC,dcs:CorrectionalTreatmentCenterFacility,,,,,,,,,,,,,,,,,,,,,,,,,196,
1465,dcid:geoId/06107,ELMS/170001874,PORTERVILLE DEVELOPMENTAL CENTER,dcs:GeneralAcuteCareFacility,,,,,,,,,,,42,,2,,,,,,,,,,,,,
1466,dcid:geoId/06107,ELMS/170001876,PORTERVILLE DEVELOPMENTAL CENTER D/P SNF,dcs:SkilledNursingFacility,201,,,,,,,,,,,,,,,,,,,,,,,,,
1467,dcid:geoId/06107,ELMS/170001877,PORTERVILLE DEVELOPMENTAL CENTER D/P ICFDD (STP),dcs:IntermediateCareFacility,,,,,,,,,,,,,,,,,,,,,469,,,,,
1468,dcid:geoId/06107,ELMS/170001878,PORTERVILLE DEVELOPMENTAL CENTER D/P ICFDD,dcs:IntermediateCareFacility,,,,,,,,,,,,,,,,,,,,,512,,,,,
1469,dcid:geoId/06031,ELMS/170001879,CSP-CORCORAN - CTC - JOHN D KLARICH MEMORIAL,dcs:CorrectionalTreatmentCenterFacility,,,,,,,,,,,,,,,,,,,,,,,,,74,
1470,dcid:geoId/06039,ELMS/170001882,PARIS-LAMB HEALTH CENTER,dcs:SkilledNursingFacility,39,,,,,,,,,,,,,,,,,,,,,,,,,
1471,dcid:geoId/06019,ELMS/170001884,PLEASANT VALLEY CORRECTIONAL TREATMENT CENTER,dcs:CorrectionalTreatmentCenterFacility,,,,,,,,,,,,,,,,,,,,,,,,,15,
1472,dcid:geoId/06031,ELMS/170001886,"SUBSTANCE ABUSE TREATMENT FACILITY, CTC (SATF-CTC)",dcs:CorrectionalTreatmentCenterFacility,,,,,,,,,,,,,,,,,,,,,,,,,38,
1473,dcid:geoId/06029,ELMS/170001890,"WASCO STATE PRISON RECEPTION CENTER, CTC",dcs:CorrectionalTreatmentCenterFacility,,,,,,,,,,,,,,,,,,,,,,,,,16,
1474,dcid:geoId/06053,ELMS/170001892,SALINAS VALLEY CORRECTIONAL TREATMENT CENTER,dcs:CorrectionalTreatmentCenterFacility,,,,,,,,,,,,,,,,,,,,,,,,,266,
1475,dcid:geoId/06025,ELMS/170001895,CENTINELA STATE PRISON CTC,dcs:CorrectionalTreatmentCenterFacility,,,,,,,,,,,,,,,,,,,,,,,,,13,
1476,dcid:geoId/06073,ELMS/170001897,RICHARD J. DONOVAN CORRECTIONAL FACILITY - CTC,dcs:CorrectionalTreatmentCenterFacility,,,,,,,,,,,,,,,,,,,,,,,,,28,
1477,dcid:geoId/06075,ELMS/220000003,CHINESE HOSPITAL,dcs:GeneralAcuteCareFacility,,,,,,,,6,,,82,,,,,,,,,,,,,,,
1478,dcid:geoId/06081,ELMS/220000007,SAN MATEO MEDICAL CENTER,dcs:GeneralAcuteCareFacility,,,,,,,,7,,,55,,7,,,,,,,,,,,,,
1479,dcid:geoId/06075,ELMS/220000008,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,dcs:GeneralAcuteCareFacility,,,,,,,,32,22,25,150,,10,,,,,,,,,,,,,
1480,dcid:geoId/06081,ELMS/220000009,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,dcs:GeneralAcuteCareFacility,,,,,,,,15,,,105,,,,,,,,,,,,,,,
1481,dcid:geoId/06081,ELMS/220000010,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,dcs:GeneralAcuteCareFacility,,,,,,,,20,4,16,113,,,,,,,,,,,,,,,
1482,dcid:geoId/06075,ELMS/220000012,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,dcs:GeneralAcuteCareFacility,,,,,,,,,,,6,,,,5,,,,,,,,,,,
1483,dcid:geoId/06075,ELMS/220000015,UCSF MEDICAL CENTER AT MOUNT ZION,dcs:GeneralAcuteCareFacility,,,,,,,,7,,,133,,,,,,,,,,,,,,,
1484,dcid:geoId/06081,ELMS/220000017,MILLS-PENINSULA MEDICAL CENTER,dcs:GeneralAcuteCareFacility,,,,,,,,24,12,30,175,,,,,,,,,,,,,,,
1485,dcid:geoId/06075,ELMS/220000018,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS,dcs:GeneralAcuteCareFacility,,,,,,,,10,,22,88,,,,,,,,,,,,,,,
1486,dcid:geoId/06075,ELMS/220000019,PRISCILLA CHAN AND MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL AND TRAUMA CENTER,dcs:GeneralAcuteCareFacility,,,,,,,,58,13,21,184,,8,,,,,,,,,,,,,
1487,dcid:geoId/06075,ELMS/220000020,LAWTON SKILLED NURSING & REHABILITATION CENTER,dcs:SkilledNursingFacility,68,,,,,,,,,,,,,,,,,,,,,,,,,
1488,dcid:geoId/06075,ELMS/220000022,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS,dcs:GeneralAcuteCareFacility,,,,,,,,36,35,50,120,,25,,,,,,8,,,,,,,
1489,dcid:geoId/06075,ELMS/220000023,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS,dcs:GeneralAcuteCareFacility,,,,,,,,8,,,97,,,,48,,,,,,,,,,,
1490,dcid:geoId/06081,ELMS/220000025,SEQUOIA HOSPITAL,dcs:GeneralAcuteCareFacility,,,,,,,,16,,21,171,,,,,,,,,,,,,,,
1491,dcid:geoId/06081,ELMS/220000026,SETON MEDICAL CENTER,dcs:GeneralAcuteCareFacility,,,,,,,14,14,3,18,201,,,,,,,,,,,,,,,
1492,dcid:geoId/06081,ELMS/220000028,SETON COASTSIDE,dcs:GeneralAcuteCareFacility,,,,,,,,,,,5,,,,,,,,,,,,,,,
1493,dcid:geoId/06075,ELMS/220000029,SAINT FRANCIS MEMORIAL HOSPITAL,dcs:GeneralAcuteCareFacility,,,,,,,8,10,,,205,16,,,20,,,,,,,,,,,
1494,dcid:geoId/06075,ELMS/220000030,ST. MARY'S MEDICAL CENTER,dcs:GeneralAcuteCareFacility,,,,,,,,37,,,167,,,,36,,,,,,,,,,,
1495,dcid:geoId/06075,ELMS/220000031,UCSF MEDICAL CENTER,dcs:GeneralAcuteCareFacility,,,,,,,26,76,51,4,423,,10,,,,,,,,,,,,,
1496,dcid:geoId/06075,ELMS/220000033,LANGLEY PORTER PSYCHIATRIC INSTITUTE,dcs:AcutePsychiatricFacility,,,,,,,,,,,,,,,,,56,,,,,,,,,
1497,dcid:geoId/06081,ELMS/220000038,VISTA TERRACE OF BELMONT,dcs:SkilledNursingFacility,33,,,,,,,,,,,,,,,,,,,,,,,,,
1498,dcid:geoId/06075,ELMS/220000039,SAN FRANCISCO HEALTH CARE,dcs:SkilledNursingFacility,168,,,,,,,,,,,,,,,,,,,,,,,,,
1499,dcid:geoId/06081,ELMS/220000041,BROOKSIDE SKILLED NURSING HOSPITAL,dcs:SkilledNursingFacility,96,,,,,,,,,,,,,,,,,,,,,,,,,
1500,dcid:geoId/06081,ELMS/220000042,BURLINGAME SKILLED NURSING D/P SNF,dcs:SkilledNursingFacility,281,,,,,,,,,,,,,,,,,,,,,,,,,
1501,dcid:geoId/06081,ELMS/220000045,CARLMONT GARDENS NURSING CENTER,dcs:SkilledNursingFacility,74,,,,,,,,,,,,,,,,,,,,,,,,,
1502,dcid:geoId/06075,ELMS/220000046,CENTRAL GARDENS POST ACUTE,dcs:SkilledNursingFacility,92,,,,,,,,,,,,,,,,,,,,,,,,,
1503,dcid:geoId/06081,ELMS/220000047,ATHERTON REGENCY,dcs:SkilledNursingFacility,160,,,,,,,,,,,,,,,,,,,,,,,,,
1504,dcid:geoId/06075,ELMS/220000048,SAN FRANCISCO POST ACUTE,dcs:SkilledNursingFacility,53,,,,,,,,,,,,,,,,,,,,,,,,,
1505,dcid:geoId/06081,ELMS/220000053,DEVONSHIRE OAKS NURSING CENTER,dcs:SkilledNursingFacility,38,,,,,,,,,,,,,,,,,,,,,,,,,
1506,dcid:geoId/06075,ELMS/220000056,HAYES CONVALESCENT HOSPITAL,dcs:SkilledNursingFacility,34,,,,,,,,,,,,,,,,,,,,,,,,,
1507,dcid:geoId/06075,ELMS/220000058,HERITAGE ON THE MARINA,dcs:SkilledNursingFacility,32,,,,,,,,,,,,,,,,,,,,,,,,,
1508,dcid:geoId/06075,ELMS/220000060,THE AVENUES TRANSITIONAL CARE CENTER,dcs:SkilledNursingFacility,140,,,,,,,,,,,,,,,,,,,,,,,,,
1509,dcid:geoId/06081,ELMS/220000061,PENINSULA POST-ACUTE,dcs:SkilledNursingFacility,62,,,,,,,,,,,,,,,,,,,,,,,,,
1510,dcid:geoId/06075,ELMS/220000067,LAUREL HEIGHTS COMMUNITY CARE,dcs:SkilledNursingFacility,32,,,,,,,,,,,,,,,,,,,,,,,,,
1511,dcid:geoId/06081,ELMS/220000069,LINDA MAR CARE CENTER,dcs:SkilledNursingFacility,59,,,,,,,,,,,,,,,,,,,,,,,,,
1512,dcid:geoId/06081,ELMS/220000076,PACIFICA NURSING AND REHAB CENTER,dcs:SkilledNursingFacility,68,,,,,,,,,,,,,,,,,,,,,,,,,
1513,dcid:geoId/06075,ELMS/220000077,PACIFIC HEIGHTS TRANSITIONAL CARE CENTER,dcs:SkilledNursingFacility,120,,,,,,,,,,,,,,,,,,,,,,,,,
1514,dcid:geoId/06081,ELMS/220000081,SAN BRUNO SKILLED NURSING,dcs:SkilledNursingFacility,45,,,,,,,,,,,,,,,,,,,,,,,,,
1515,dcid:geoId/06075,ELMS/220000082,CITY VIEW POST ACUTE,dcs:SkilledNursingFacility,180,,,,,,,,,,,,,,,,,,,,,,,,,
1516,dcid:geoId/06075,ELMS/220000084,SEQUOIAS SAN FRANCISCO CONVALESCENT HOSPITAL,dcs:SkilledNursingFacility,50,,,,,,,,,,,,,,,,,,,,,,,,,
1517,dcid:geoId/06081,ELMS/220000085,THE SEQUOIAS,dcs:SkilledNursingFacility,43,,,,,,,,,,,,,,,,,,,,,,,,,
1518,dcid:geoId/06075,ELMS/220000086,SHEFFIELD CONVALESCENT HOSPITAL,dcs:SkilledNursingFacility,34,,,,,,,,,,,,,,,,,,,,,,,,,
1519,dcid:geoId/06081,ELMS/220000087,MILLBRAE SKILLED CARE,dcs:SkilledNursingFacility,140,,,,,,,,,,,,,,,,,,,,,,,,,
1520,dcid:geoId/06075,ELMS/220000088,ST. ANNE'S HOME,dcs:SkilledNursingFacility,46,,,,,,,,,,,,,,,,,,,,,,,,,
1521,dcid:geoId/06081,ELMS/220000089,ST. FRANCIS CONVALESCENT PAVILION,dcs:SkilledNursingFacility,239,,,,,,,,,,,,,,,,,,,,,,,,,
1522,dcid:geoId/06081,ELMS/220000090,ST. FRANCIS HEIGHTS CONVALESCENT HOSPITAL,dcs:SkilledNursingFacility,102,,,,,,,,,,,,,,,,,,,,,,,,,
1523,dcid:geoId/06075,ELMS/220000094,VICTORIAN POST ACUTE,dcs:SkilledNursingFacility,90,,,,,,,,,,,,,,,,,,,,,,,,,
1524,dcid:geoId/06075,ELMS/220000205,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL D/P SNF,dcs:SkilledNursingFacility,38,,,,,,,,,,,,,,,,,,,,,,,,,
1525,dcid:geoId/06081,ELMS/220000218,SAN MATEO MEDICAL CENTER D/P SNF,dcs:SkilledNursingFacility,64,,,,,,,,,,,,,,,,,,,,,,,,,
1526,dcid:geoId/06075,ELMS/220000225,ST. MARY'S MEDICAL CENTER D/P APH,dcs:AcutePsychiatricFacility,,,,,,,,,,,,,,,,,35,,,,,,,,,
1527,dcid:geoId/06075,ELMS/220000234,SAINT FRANCIS MEMORIAL HOSPITAL D/P APH,dcs:AcutePsychiatricFacility,,,,,,,,,,,,,,,,,35,,,,,,,,,
1528,dcid:geoId/06075,ELMS/220000327,CALIFORNIA PACIFIC MEDICAL CENTER - D/P APH,dcs:AcutePsychiatricFacility,,,,,,,,,,,,,,,,,18,,,,,,,,,
1529,dcid:geoId/06081,ELMS/220000334,SAN MATEO MEDICAL CENTER D/P APH,dcs:AcutePsychiatricFacility,,,,,,,,,,,,,,,,,34,,,,,,,,,
1530,dcid:geoId/06081,ELMS/220000349,SETON COASTSIDE D/P SNF,dcs:SkilledNursingFacility,116,,,,,,,,,,,,,,,,,,,,,,,,,
1531,dcid:geoId/06081,ELMS/220000415,SETON MEDICAL CENTER D/P APH,dcs:AcutePsychiatricFacility,,,,,,,,,,,,,,,,,24,,,,,,,,,
1532,dcid:geoId/06081,ELMS/220000416,SETON MEDICAL CENTER,dcs:SkilledNursingFacility,83,,,,,,,,,,,,,,,,,,,,,,,,,
1533,dcid:geoId/06075,ELMS/220000512,LAGUNA HONDA HOSPITAL & REHABILITATION CTR D/P SNF,dcs:SkilledNursingFacility,769,,,,,,,,,,,,,,,,,,,,,,,,,
1534,dcid:geoId/06075,ELMS/220000516,JEWISH HOME & REHAB CENTER,dcs:AcutePsychiatricFacility,,,,,,,,,,,,,,,,,13,,,,,,,,,
1535,dcid:geoId/06075,ELMS/220000518,JEWISH HOME & REHAB CENTER D/P SNF,dcs:SkilledNursingFacility,378,,,,,,,,,,,,,,,,,,,,,,,,,
1536,dcid:geoId/06081,ELMS/220000527,SOUTH GRANT ICF/DD-H,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1537,dcid:geoId/06075,ELMS/220000531,SAN FRANCISCO GENERAL HOSPITAL D/P APH,dcs:AcutePsychiatricFacility,,,,,,,,,,,,,,,,,83,,,,,,,,,
1538,dcid:geoId/06081,ELMS/220000716,MENLO PARK SURGICAL HOSPITAL,dcs:GeneralAcuteCareFacility,,,,,,,,,,,16,,,,,,,,,,,,,,,
1539,dcid:geoId/06081,ELMS/220000804,SHANNON ICF/DDH HOME,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1540,dcid:geoId/06081,ELMS/220000805,BYRON ICF/DDH HOME,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1541,dcid:geoId/06081,ELMS/220000827,THE LYONS MANOR,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1542,dcid:geoId/06081,ELMS/220000829,BAY HORIZON ICF/DD-H,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1543,dcid:geoId/06081,ELMS/220000847,ANA'S ICF/DD-N,dcs:IntermediateCareFacility,,,,6,,,,,,,,,,,,,,,,,,,,,,
1544,dcid:geoId/06081,ELMS/220000872,CRANE HOUSE,dcs:IntermediateCareFacility,,,,6,,,,,,,,,,,,,,,,,,,,,,
1545,dcid:geoId/06081,ELMS/220000873,AMERICAN STAR HOME I,dcs:IntermediateCareFacility,,,,6,,,,,,,,,,,,,,,,,,,,,,
1546,dcid:geoId/06075,ELMS/220000888,SAN FRANCISCO GENERAL HOSPITAL D/P SNF,dcs:SkilledNursingFacility,30,,,,,,,,,,,,,,,,,,,,,,,,,
1547,dcid:geoId/06081,ELMS/220000903,"DEL MONTE HOME, INC.",dcs:IntermediateCareFacility,,,,6,,,,,,,,,,,,,,,,,,,,,,
1548,dcid:geoId/06081,ELMS/220000926,KATHRYNE MANOR ICF/DD-H,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1549,dcid:geoId/06081,ELMS/220000928,COTTONWOOD HOME ICF/DDH,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1550,dcid:geoId/06081,ELMS/220000932,CASA NOVA ICF/DDH,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1551,dcid:geoId/06081,ELMS/220000933,JAMES COURT MANOR,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1552,dcid:geoId/06081,ELMS/220000937,NEWMAN ICF/DDN HOME,dcs:IntermediateCareFacility,,,,6,,,,,,,,,,,,,,,,,,,,,,
1553,dcid:geoId/06081,ELMS/220000955,"STEPHANIE HOME, INC.",dcs:IntermediateCareFacility,,,,6,,,,,,,,,,,,,,,,,,,,,,
1554,dcid:geoId/06081,ELMS/220000968,DAKOTA ICF/DD-H,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1555,dcid:geoId/06075,ELMS/220000971,SAN FRANCISCO TOWERS,dcs:SkilledNursingFacility,55,,,,,,,,,,,,,,,,,,,,,,,,,
1556,dcid:geoId/06081,ELMS/220000982,"PHILIP'S HOME, ICF/DD-H",dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1557,dcid:geoId/06081,ELMS/220000988,CRESTVIEW ICF/DDN HOME,dcs:IntermediateCareFacility,,,,6,,,,,,,,,,,,,,,,,,,,,,
1558,dcid:geoId/06085,ELMS/220001000,LOS ALTOS SUB-ACUTE AND REHABILITATION CENTER,dcs:SkilledNursingFacility,152,,,,,,,,,,,,,,,,,,,,,,,,,
1559,dcid:geoId/06085,ELMS/220001002,CHANNING HOUSE,dcs:SkilledNursingFacility,26,,,,,,,,,,,,,,,,,,,,,,,,,
1560,dcid:geoId/06085,ELMS/220001009,CUPERTINO HEALTHCARE & WELLNESS CENTER,dcs:SkilledNursingFacility,170,,,,,,,,,,,,,,,,,,,,,,,,,
1561,dcid:geoId/06085,ELMS/220001016,MOUNTAIN VIEW HEALTHCARE CENTER,dcs:SkilledNursingFacility,123,,,,,,,,,,,,,,,,,,,,,,,,,
1562,dcid:geoId/06085,ELMS/220001018,VALLEY HOUSE REHABILITATION CENTER,dcs:SkilledNursingFacility,201,,,,,,,,,,,,,,,,,,,,,,,,,
1563,dcid:geoId/06085,ELMS/220001020,IDYLWOOD CARE CENTER,dcs:SkilledNursingFacility,185,,,,,,,,,,,,,,,,,,,,,,,,,
1564,dcid:geoId/06085,ELMS/220001024,MISSION SKILLED NURSING & SUBACUTE CENTER,dcs:SkilledNursingFacility,133,,,,,,,,,,,,,,,,,,,,,,,,,
1565,dcid:geoId/06085,ELMS/220001027,SARATOGA RETIREMENT COMMUNITY HEALTH CENTER,dcs:SkilledNursingFacility,94,,,,,,,,,,,,,,,,,,,,,,,,,
1566,dcid:geoId/06085,ELMS/220001030,OUR LADY OF FATIMA VILLA,dcs:SkilledNursingFacility,85,,,,,,,,,,,,,,,,,,,,,,,,,
1567,dcid:geoId/06085,ELMS/220001032,THE TERRACES AT LOS ALTOS HEALTH FACILITY,dcs:SkilledNursingFacility,30,,,,,,,,,,,,,,,,,,,,,,,,,
1568,dcid:geoId/06085,ELMS/220001039,SUNNY VIEW MANOR,dcs:SkilledNursingFacility,48,,,,,,,,,,,,,,,,,,,,,,,,,
1569,dcid:geoId/06085,ELMS/220001041,SUNNYVALE POST-ACUTE CENTER,dcs:SkilledNursingFacility,99,,,,,,,,,,,,,,,,,,,,,,,,,
1570,dcid:geoId/06085,ELMS/220001046,PALO ALTO SUB-ACUTE AND REHABILITATION CENTER,dcs:SkilledNursingFacility,66,,,,,,,,,,,,,,,,,,,,,,,,,
1571,dcid:geoId/06085,ELMS/220001048,CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CALIFORNIA - SARATOGA PEDIATRIC SUBACUTE,dcs:SkilledNursingFacility,37,,,,,,,,,,,,,,,,,,,,,,,,,
1572,dcid:geoId/06085,ELMS/220001051,CEDAR CREST NURSING AND REHABILITATION CENTER,dcs:SkilledNursingFacility,99,,,,,,,,,,,,,,,,,,,,,,,,,
1573,dcid:geoId/06085,ELMS/220001054,GRANT CUESTA SUB-ACUTE AND REHABILITATION CENTER,dcs:SkilledNursingFacility,102,,,,,,,,,,,,,,,,,,,,,,,,,
1574,dcid:geoId/06085,ELMS/220001058,VILLA SIENA,dcs:SkilledNursingFacility,30,,,,,,,,,,,,,,,,,,,,,,,,,
1575,dcid:geoId/06085,ELMS/220001063,WEBSTER HOUSE,dcs:SkilledNursingFacility,145,,,,,,,,,,,,,,,,,,,,,,,,,
1576,dcid:geoId/06085,ELMS/220001076,MANORCARE HEALTH SERVICES (SUNNYVALE),dcs:SkilledNursingFacility,140,,,,,,,,,,,,,,,,,,,,,,,,,
1577,dcid:geoId/06085,ELMS/220001079,HEALTH CARE CTR AT THE FORUM AT RANCHO SAN ANTONIO,dcs:SkilledNursingFacility,48,,,,,,,,,,,,,,,,,,,,,,,,,
1578,dcid:geoId/06081,ELMS/220001122,LARCHMONT HOME,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1579,dcid:geoId/06081,ELMS/220001127,"SEACLIFF ICF/DD-H, INC.",dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1580,dcid:geoId/06081,ELMS/220001141,ADAMS ICF/DD-N,dcs:IntermediateCareFacility,,,,6,,,,,,,,,,,,,,,,,,,,,,
1581,dcid:geoId/06081,ELMS/220001147,ANTON'S HOME,dcs:IntermediateCareFacility,,,,6,,,,,,,,,,,,,,,,,,,,,,
1582,dcid:geoId/06081,ELMS/220001157,CAMEO ICF/DDH HOME,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1583,dcid:geoId/06081,ELMS/220001160,ROSEWOOD HOME ICF/DDH,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1584,dcid:geoId/06081,ELMS/220001162,SUSAN MANOR ICF/DD-H,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1585,dcid:geoId/06081,ELMS/220001166,"BERKSHIRE MANOR, INC.",dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1586,dcid:geoId/06085,ELMS/220001192,CORINTHIAN CARE CENTER,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1587,dcid:geoId/06085,ELMS/220001194,TUPAZ HOME #12,dcs:IntermediateCareFacility,,,,6,,,,,,,,,,,,,,,,,,,,,,
1588,dcid:geoId/06081,ELMS/220001196,THE BRADFORD HOME ICF/DD-N,dcs:IntermediateCareFacility,,,,6,,,,,,,,,,,,,,,,,,,,,,
1589,dcid:geoId/06007,ELMS/230000001,ORCHARD HOSPITAL,dcs:GeneralAcuteCareFacility,,,,,,,,4,,,20,,,,,,,,,,,,,,,
1590,dcid:geoId/06063,ELMS/230000004,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,dcs:GeneralAcuteCareFacility,,,,,,,,,,,9,,,,,,,,,,,,,,,
1591,dcid:geoId/06021,ELMS/230000006,GLENN MEDICAL CENTER,dcs:GeneralAcuteCareFacility,,,,,,,,,,,47,,,,,,,,,,,,,,,
1592,dcid:geoId/06035,ELMS/230000008,BANNER LASSEN MEDICAL CENTER,dcs:GeneralAcuteCareFacility,,,,,,,,,,4,21,,,,,,,,,,,,,,,
1593,dcid:geoId/06089,ELMS/230000009,MAYERS MEMORIAL HOSPITAL,dcs:GeneralAcuteCareFacility,,,,,,,,,,,16,,,,,,,,,,,,,,,
1594,dcid:geoId/06089,ELMS/230000010,MERCY MEDICAL CENTER REDDING,dcs:GeneralAcuteCareFacility,,,,,,,10,33,16,31,157,,19,,,,,,,,,,,,,
1595,dcid:geoId/06049,ELMS/230000011,MODOC MEDICAL CENTER,dcs:GeneralAcuteCareFacility,,,,,,,,,,,16,,,,,,,,,,,,,,,
1596,dcid:geoId/06093,ELMS/230000012,MERCY MEDICAL CENTER MT. SHASTA,dcs:GeneralAcuteCareFacility,,,,,,,,4,,4,25,,,,,,,,,,,,,,,
1597,dcid:geoId/06007,ELMS/230000013,ENLOE MEDICAL CENTER - ESPLANADE,dcs:GeneralAcuteCareFacility,,,,,,,6,33,6,18,161,,4,,,,,,,,,,,,,
1598,dcid:geoId/06007,ELMS/230000014,OROVILLE HOSPITAL,dcs:GeneralAcuteCareFacility,,,,,,,,10,,10,113,,,,,,,,,,,,,,,
1599,dcid:geoId/06063,ELMS/230000015,PLUMAS DISTRICT HOSPITAL,dcs:GeneralAcuteCareFacility,,,,,,,,,,,16,,,,,,,,,,,,,,,
1600,dcid:geoId/06089,ELMS/230000016,SHASTA REGIONAL MEDICAL CENTER,dcs:GeneralAcuteCareFacility,,,,,,,,37,,,168,,,,,,21,,,,,,,,,
1601,dcid:geoId/06063,ELMS/230000017,SENECA DISTRICT HOSPITAL,dcs:GeneralAcuteCareFacility,,,,,,,,,,,10,,,,,,,,,,,,,,,
1602,dcid:geoId/06093,ELMS/230000019,FAIRCHILD MEDICAL CENTER,dcs:GeneralAcuteCareFacility,,,,,,,,4,,4,20,,,,,,,,,,,,,,,
1603,dcid:geoId/06103,ELMS/230000020,ST. ELIZABETH COMMUNITY HOSPITAL,dcs:GeneralAcuteCareFacility,,,,,,,,8,,2,66,,,,,,,,,,,,,,,
1604,dcid:geoId/06049,ELMS/230000021,SURPRISE VALLEY COMMUNITY HOSPITAL,dcs:GeneralAcuteCareFacility,,,,,,,,,,,4,,,,,,,,,,,,,,,
1605,dcid:geoId/06105,ELMS/230000022,TRINITY HOSPITAL,dcs:GeneralAcuteCareFacility,,,,,,,,,,,25,,,,,,,,,,,,,,,
