GeoId,CACountyName,CALicensedHealthcareFacilityBedFACID,CALicensedHealthcareFacilityName,CALicensedHealthcareFacilityType,CALicensedHealthcareFacilityBedType,CALicensedHealthcareFacilityBedCapacity
geoId/06065,RIVERSIDE,ELMS/250000049,RIVERSIDE COMMUNITY HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,75
geoId/06065,RIVERSIDE,ELMS/250000049,RIVERSIDE COMMUNITY HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,20
geoId/06065,RIVERSIDE,ELMS/250000049,RIVERSIDE COMMUNITY HOSPITAL,GeneralAcuteCareHospital,PERINATAL,77
geoId/06065,RIVERSIDE,ELMS/250000049,RIVERSIDE COMMUNITY HOSPITAL,GeneralAcuteCareHospital,PEDIATRIC,16
geoId/06065,RIVERSIDE,ELMS/250000049,RIVERSIDE COMMUNITY HOSPITAL,GeneralAcuteCareHospital,RENAL TRANSPLANT,3
geoId/06065,RIVERSIDE,ELMS/250000049,RIVERSIDE COMMUNITY HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,287
geoId/06065,RIVERSIDE,ELMS/250000050,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,GeneralAcuteCareHospital,INTENSIVE CARE,44
geoId/06065,RIVERSIDE,ELMS/250000050,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,32
geoId/06065,RIVERSIDE,ELMS/250000050,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,GeneralAcuteCareHospital,PERINATAL,40
geoId/06065,RIVERSIDE,ELMS/250000050,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,GeneralAcuteCareHospital,PEDIATRIC,21
geoId/06065,RIVERSIDE,ELMS/250000050,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,225
geoId/06065,RIVERSIDE,ELMS/250000051,EXTENDED CARE HOSPITAL OF RIVERSIDE,SkilledNursingFacility,SKILLED NURSING,99
geoId/06065,RIVERSIDE,ELMS/250000057,WINDSOR CYPRESS GARDENS,SkilledNursingFacility,SKILLED NURSING,120
geoId/06065,RIVERSIDE,ELMS/250000061,DESERT SPRINGS HEALTHCARE & WELLNESS CENTRE,SkilledNursingFacility,SKILLED NURSING,68
geoId/06065,RIVERSIDE,ELMS/250000064,DEVONSHIRE CARE CENTER,SkilledNursingFacility,SKILLED NURSING,99
geoId/06065,RIVERSIDE,ELMS/250000072,PALM TERRACE CARE CENTER,SkilledNursingFacility,SKILLED NURSING,75
geoId/06065,RIVERSIDE,ELMS/250000073,RIVERSIDE POSTACUTE CARE,SkilledNursingFacility,SKILLED NURSING,188
geoId/06065,RIVERSIDE,ELMS/250000077,MAGNOLIA REHABILITATION & NURSING CENTER,SkilledNursingFacility,SKILLED NURSING,120
geoId/06065,RIVERSIDE,ELMS/250000078,MEADOWBROOK HEALTH CARE CENTER,SkilledNursingFacility,SKILLED NURSING,64
geoId/06065,RIVERSIDE,ELMS/250000079,"CENTINELA GRAND, INC.",SkilledNursingFacility,SKILLED NURSING,109
geoId/06065,RIVERSIDE,ELMS/250000081,"RIVERSIDE HEIGHTS HEALTHCARE CENTER, LLC",SkilledNursingFacility,SKILLED NURSING,70
geoId/06065,RIVERSIDE,ELMS/250000087,JURUPA HILLS POST ACUTE,SkilledNursingFacility,SKILLED NURSING,143
geoId/06065,RIVERSIDE,ELMS/250000091,RIVERWALK POST ACUTE,SkilledNursingFacility,SKILLED NURSING,146
geoId/06065,RIVERSIDE,ELMS/250000092,PALM SPRINGS HEALTHCARE & REHABILITATION CENTER,SkilledNursingFacility,SKILLED NURSING,99
geoId/06065,RIVERSIDE,ELMS/250000095,THE GROVE CARE AND WELLNESS,SkilledNursingFacility,SKILLED NURSING,38
geoId/06065,RIVERSIDE,ELMS/250000098,LIFE CARE CENTER OF MENIFEE,SkilledNursingFacility,SKILLED NURSING,99
geoId/06065,RIVERSIDE,ELMS/250000101,SAN GORGONIO MEMORIAL HOSPITAL,GeneralAcuteCareHospital,INTENSIVE CARE,16
geoId/06065,RIVERSIDE,ELMS/250000101,SAN GORGONIO MEMORIAL HOSPITAL,GeneralAcuteCareHospital,PERINATAL,15
geoId/06065,RIVERSIDE,ELMS/250000101,SAN GORGONIO MEMORIAL HOSPITAL,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,48
geoId/06065,RIVERSIDE,ELMS/250000110,PALM GROVE HEALTHCARE,SkilledNursingFacility,SKILLED NURSING,57
geoId/06065,RIVERSIDE,ELMS/250000112,BROCKTON HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250000113,COLLEGE HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250000114,DERBY HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250000116,VILLA WOODS HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250000117,DEL PARK MANOR,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,12
geoId/06065,RIVERSIDE,ELMS/250000119,EVERGREEN ESTATES,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,12
geoId/06065,RIVERSIDE,ELMS/250000141,RAMONA REHABILITATION AND POST ACUTE CARE CENTER,SkilledNursingFacility,SKILLED NURSING,104
geoId/06065,RIVERSIDE,ELMS/250000147,THE BETTY FORD CENTER,ChemicalDependencyRecoveryHospital,CHEMICAL DEPENDENCY RECOVERY,100
geoId/06065,RIVERSIDE,ELMS/250000148,MIRAVILLA CARE CENTER,SkilledNursingFacility,SKILLED NURSING,59
geoId/06065,RIVERSIDE,ELMS/250000153,VILLA HEALTH CARE CENTER,SkilledNursingFacility,SKILLED NURSING,59
geoId/06065,RIVERSIDE,ELMS/250000154,VISTA PACIFICA CONVALESCENT HOSPITAL,SkilledNursingFacility,SKILLED NURSING,49
geoId/06065,RIVERSIDE,ELMS/250000155,VISTA PACIFICA CENTER,SkilledNursingFacility,SKILLED NURSING,108
geoId/06065,RIVERSIDE,ELMS/250000260,THE SPRINGS AT THE CARLOTTA,SkilledNursingFacility,SKILLED NURSING,59
geoId/06065,RIVERSIDE,ELMS/250000270,MISSION CARE CENTER,SkilledNursingFacility,SKILLED NURSING,40
geoId/06065,RIVERSIDE,ELMS/250000283,SAN JACINTO HEALTHCARE,SkilledNursingFacility,SKILLED NURSING,99
geoId/06065,RIVERSIDE,ELMS/250000284,HIGHLAND SPRINGS CARE CENTER,SkilledNursingFacility,SKILLED NURSING,87
geoId/06065,RIVERSIDE,ELMS/250000299,RANCHO MIRAGE HEALTH AND REHABILITATION CENTER,SkilledNursingFacility,SKILLED NURSING,99
geoId/06065,RIVERSIDE,ELMS/250000344,SOUTHWEST HEALTHCARE SYSTEM,GeneralAcuteCareHospital,INTENSIVE CARE,18
geoId/06065,RIVERSIDE,ELMS/250000344,SOUTHWEST HEALTHCARE SYSTEM,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,102
geoId/06065,RIVERSIDE,ELMS/250000500,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER D/P APH,AcutePsychiatricHospital,ACUTE PSYCHIATRIC CARE,77
geoId/06065,RIVERSIDE,ELMS/250000507,SOUTHWEST HEALTHCARE SYSTEM,GeneralAcuteCareHospital,INTENSIVE CARE,7
geoId/06065,RIVERSIDE,ELMS/250000507,SOUTHWEST HEALTHCARE SYSTEM,GeneralAcuteCareHospital,PERINATAL,34
geoId/06065,RIVERSIDE,ELMS/250000507,SOUTHWEST HEALTHCARE SYSTEM,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,79
geoId/06065,RIVERSIDE,ELMS/250000553,CONNER RESIDENCE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,12
geoId/06065,RIVERSIDE,ELMS/250000567,MANORCARE HEALTH SERVICES-HEMET,SkilledNursingFacility,SKILLED NURSING,178
geoId/06065,RIVERSIDE,ELMS/250000569,KACHINA HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250000574,SHADY BEND HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250000576,BAY HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250000592,NEW IDEALS/OTIS HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250000596,FOXDALE HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250000598,COVEY QUAIL HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250000619,CHERRY VALLEY HEALTHCARE,SkilledNursingFacility,SKILLED NURSING,132
geoId/06065,RIVERSIDE,ELMS/250000622,GARRISON HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,12
geoId/06065,RIVERSIDE,ELMS/250000634,MANORCARE HEALTH SERVICES-PALM DESERT,SkilledNursingFacility,SKILLED NURSING,178
geoId/06065,RIVERSIDE,ELMS/250000673,RIVERSIDE VILLAGE HEALTHCARE CENTER,SkilledNursingFacility,SKILLED NURSING,59
geoId/06065,RIVERSIDE,ELMS/250000694,JOEL'S HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250000707,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",GeneralAcuteCareHospital,CORONARY CARE,11
geoId/06065,RIVERSIDE,ELMS/250000707,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",GeneralAcuteCareHospital,INTENSIVE CARE,11
geoId/06065,RIVERSIDE,ELMS/250000707,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,19
geoId/06065,RIVERSIDE,ELMS/250000707,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",GeneralAcuteCareHospital,PERINATAL,35
geoId/06065,RIVERSIDE,ELMS/250000707,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",GeneralAcuteCareHospital,PEDIATRIC,17
geoId/06065,RIVERSIDE,ELMS/250000707,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,133
geoId/06065,RIVERSIDE,ELMS/250000723,MONTEREY PALMS HEALTH CARE CENTER,SkilledNursingFacility,SKILLED NURSING,99
geoId/06065,RIVERSIDE,ELMS/250000726,NEW IDEALS/CLIFFROSE HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250000727,MENIFEE GLOBAL MEDICAL CENTER,GeneralAcuteCareHospital,CORONARY CARE,4
geoId/06065,RIVERSIDE,ELMS/250000727,MENIFEE GLOBAL MEDICAL CENTER,GeneralAcuteCareHospital,INTENSIVE CARE,6
geoId/06065,RIVERSIDE,ELMS/250000727,MENIFEE GLOBAL MEDICAL CENTER,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,74
geoId/06065,RIVERSIDE,ELMS/250000732,DELPHINIUM HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250000733,RUNNING DEER HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250000761,HORSESHOE HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250000762,KEVIN HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250000830,WILLIAM DEMAREST CANYON COUNTRY CLUB HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250000835,NEW IDEALS/NOGAL HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250000850,MOUNTAIN SHADOWS SPECIAL KIDS HOMES-GLEN HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06065,RIVERSIDE,ELMS/250000857,DESERT REGIONAL MEDICAL CENTER D/P SNF,SkilledNursingFacility,SKILLED NURSING,32
geoId/06065,RIVERSIDE,ELMS/250000869,MARIAN JAMES TRANSITIONAL HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250000902,THE VILLAGE HEALTHCARE CENTER,SkilledNursingFacility,SKILLED NURSING,54
geoId/06065,RIVERSIDE,ELMS/250000985,MOUNTAIN SHADOWS SPECIAL KIDS HOMES-HALBROOK HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06065,RIVERSIDE,ELMS/250000998,BRYANT HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001034,FRIEDMAN HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001039,ADELSTEIN HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001077,SAINT FRANCIS HOME,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06065,RIVERSIDE,ELMS/250001183,MOUNTAIN SHADOWS SPECIAL KIDS HOMES-MIRAMAR HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06065,RIVERSIDE,ELMS/250001210,FLEMING-HEIMARK HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001233,VERBENA HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001276,CORONA REGIONAL MEDICAL CENTER D/P SNF,SkilledNursingFacility,SKILLED NURSING,40
geoId/06065,RIVERSIDE,ELMS/250001277,CORONA REGIONAL MEDICAL CENTER D/P APH,AcutePsychiatricHospital,ACUTE PSYCHIATRIC CARE,38
geoId/06065,RIVERSIDE,ELMS/250001290,MOUNTAIN SHADOWS SPECIAL KIDS HOMES-MAVERICK HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06065,RIVERSIDE,ELMS/250001332,MOUNTAIN SHADOWS SPECIAL KIDS HOMES-JUNIPER HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06065,RIVERSIDE,ELMS/250001337,JONES DIVISION,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001363,HEMET VALLEY MEDICAL CENTER D/P SNF,SkilledNursingFacility,SKILLED NURSING,23
geoId/06065,RIVERSIDE,ELMS/250001382,INDIO NURSING AND REHABILITATION CENTER,SkilledNursingFacility,SKILLED NURSING,99
geoId/06065,RIVERSIDE,ELMS/250001390,MANCHESTER DIVISION,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001400,REINDEER HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001405,HUCKABEE HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06065,RIVERSIDE,ELMS/250001440,ORMISTA HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001441,JUAN BAUTISTA,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001465,GORHAM HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06065,RIVERSIDE,ELMS/250001475,LAKESIDE DIVISION,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001502,HEMET VALLEY HEALTHCARE CENTER,SkilledNursingFacility,SKILLED NURSING,90
geoId/06065,RIVERSIDE,ELMS/250001560,BETTY & MARTIN RUSSELL HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001618,ROBERT & MARIAN KUSTER HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06065,RIVERSIDE,ELMS/250001632,CARRICK HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001635,THE JOHN FURBEE HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001655,VILLA VADNAIS,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001661,THE DOLORES & BOB HOPE HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001663,BENTLEY HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001675,THE HELENE KALFUSS HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06065,RIVERSIDE,ELMS/250001682,LONGMONT DIVISION,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001710,LINARES DIVISION,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001712,GREENTREE HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06065,RIVERSIDE,ELMS/250001714,TEAKWOOD HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001717,GRAMERCY DIVISION,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001724,MURRIETA HEALTH AND REHABILITATION CENTER,SkilledNursingFacility,SKILLED NURSING,145
geoId/06065,RIVERSIDE,ELMS/250001726,ELMHURST HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001739,INDEPENDENT OPTIONS INC./RED BLUFF HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001741,TILDEN HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06065,RIVERSIDE,ELMS/250001745,BROOKDALE RANCHO MIRAGE,SkilledNursingFacility,SKILLED NURSING,45
geoId/06065,RIVERSIDE,ELMS/250001747,"INDEPENDENT OPTIONS, INC./ORANGE HOUSE",IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001765,HEIL HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001769,ROGER RESIDENCE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06065,RIVERSIDE,ELMS/250001772,"INDEPENDENT OPTIONS, INC./DONNA HOUSE",IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06065,RIVERSIDE,ELMS/250001776,NOREL HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/250001780,MELVYN HABER HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06065,RIVERSIDE,ELMS/250001796,DAVIS HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06071,SAN BERNARDINO,ELMS/630000061,CITRUS VALLEY DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,20
geoId/06085,SANTA CLARA,ELMS/630000181,BECKER II HOME,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06071,SAN BERNARDINO,ELMS/630000301,ONTARIO DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,20
geoId/06037,LOS ANGELES,ELMS/630000341,OPEN ARMS ICF/DD-N,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06085,SANTA CLARA,ELMS/630000361,ALMOND HOME ICF/DD-N,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06057,NEVADA,ELMS/630001441,RIDGELINE PEDIATRIC DAY HEALTH & RESPITE SERVICE,PediatricDayHealth&RespiteCareFacility,PEDI. DAY & RESPITE CARE,12
geoId/06095,SOLANO,ELMS/630001741,SANTA LUCIA,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06107,TULARE,ELMS/630002101,STEELE'S QUALITY LIVING,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06029,KERN,ELMS/630002461,NORTH KERN STATE PRISON - CTC,CorrectionalTreatmentCenter,CORRECTIONAL TREATMENT CENTER,16
geoId/06073,SAN DIEGO,ELMS/630002501,ANDRU HOME,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06073,SAN DIEGO,ELMS/630002741,ALFRED AND ELAINE BARRACK HOME,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06037,LOS ANGELES,ELMS/630002821,FRESENIUS MEDICAL CARE OF EAST LOS ANGELES,ChronicDialysisClinic,DIALYSIS STATIONS,33
geoId/06019,FRESNO,ELMS/630002861,MY HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06037,LOS ANGELES,ELMS/630002921,CANYON COUNTRY DIALYSIS CENTER,ChronicDialysisClinic,DIALYSIS STATIONS,31
geoId/06077,SAN JOAQUIN,ELMS/630002961,"DUKE FACILITIES, INC. #3",IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06001,ALAMEDA,ELMS/630003121,HATHAWAY ICF/DD-H,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06067,SACRAMENTO,ELMS/630003201,KLAMATH HOME ICF DD-N,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06107,TULARE,ELMS/630003241,STEELE'S VISIONS - HATCH,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06059,ORANGE,ELMS/630003381,ARCHER 2 HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06059,ORANGE,ELMS/630003462,ATLANTA HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06071,SAN BERNARDINO,ELMS/630003741,ISHER CARE HOME,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06107,TULARE,ELMS/630003901,JAN & GAIL'S CARE HOME #6,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06073,SAN DIEGO,ELMS/630003961,SAVA HOME,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06019,FRESNO,ELMS/630004061,DEPARTMENT OF STATE HOSPITALS - COALINGA,AcutePsychiatricHospital,ACUTE PSYCHIATRIC CARE,50
geoId/06019,FRESNO,ELMS/630004081,DEPARTMENT OF STATE HOSPITALS - COALINGA D/P ICF,IntermediateCareFacility,INTERMEDIATE CARE,1450
geoId/06107,TULARE,ELMS/630004101,BETHESDA LUTHERAN COMMUNITIES - WREN I,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06107,TULARE,ELMS/630004161,BETHESDA LUTHERAN COMMUNITES-WREN 2,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06001,ALAMEDA,ELMS/630004241,RETREAT FOR CHILDREN,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06037,LOS ANGELES,ELMS/630004441,BAILEY CARE HOME 1,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06059,ORANGE,ELMS/630004641,LORI'S HOME,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06037,LOS ANGELES,ELMS/630004921,JANRAY HOME II,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06037,LOS ANGELES,ELMS/630005061,AZUSA DIALYSIS CENTER,ChronicDialysisClinic,DIALYSIS STATIONS,24
