key,p1,v1,p2,v2,p3,v3,p4,v4,p5,v5,p6,v6,p7,v7,p8,v8,p9,v9,p10,v10,p11,v11
series_id_value:400607000000001,name,"""All Employees, In Thousands, Leisure and Hospitality""",observationAbout,geoId/51159,industry,NAICS/1026,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:400607072000001,name,"""All Employees, In Thousands, Accommodation and Food Services""",observationAbout,geoId/51159,industry,NAICS/72,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:400608000000001,name,"""All Employees, In Thousands, Other Services""",observationAbout,geoId/51159,industry,NAICS/1027,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:400609000000001,name,"""All Employees, In Thousands, Government""",observationAbout,geoId/51159,industry,NAICS/JOLTS_900000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:400609091000001,name,"""All Employees, In Thousands, Federal Government""",observationAbout,geoId/51159,industry,NAICS/JOLTS_910000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:400609092000001,name,"""All Employees, In Thousands, State Government""",observationAbout,geoId/51159,,,establishmentOwnership,StateGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:400609093000001,name,"""All Employees, In Thousands, Local Government""",observationAbout,geoId/51159,,,establishmentOwnership,LocalGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:402200500000001,name,"""All Employees, In Thousands, Total Private""",observationAbout,geoId/51161,industry,PrivatelyOwned,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:402200500000002,name,"""Average Weekly Hours of All Employees, Total Private""",observationAbout,geoId/51161,industry,PrivatelyOwned,measurementQualifier,Weekly,populationType,Person,measuredProperty,usualHoursWorked,statType,meanValue,unit,Hour,,,,,,
series_id_value:402200500000003,name,"""Average Hourly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/51161,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Hourly,statType,meanValue,unit,USDollar,,,,
series_id_value:402200500000011,name,"""Average Weekly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/51161,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Weekly,statType,meanValue,unit,USDollar,,,,
series_id_value:402200600000001,name,"""All Employees, In Thousands, Goods Producing""",observationAbout,geoId/51161,industry,NAICS/101,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:402200700000001,name,"""All Employees, In Thousands, Service-Providing""",observationAbout,geoId/51161,industry,NAICS/102,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:402200800000001,name,"""All Employees, In Thousands, Private Service Providing""",observationAbout,geoId/51161,industry,NAICS/102,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:402201500000001,name,"""All Employees, In Thousands, Mining, Logging and Construction""",observationAbout,geoId/51161,industry,NAICS/1012_1133,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:402203000000001,name,"""All Employees, In Thousands, Manufacturing""",observationAbout,geoId/51161,industry,NAICS/1013,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:402204000000001,name,"""All Employees, In Thousands, Trade, Transportation, and Utilities""",observationAbout,geoId/51161,industry,NAICS/1021,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:402204100000001,name,"""All Employees, In Thousands, Wholesale Trade""",observationAbout,geoId/51161,industry,NAICS/42,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:402204200000001,name,"""All Employees, In Thousands, Retail Trade""",observationAbout,geoId/51161,industry,NAICS/44,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:402204300000001,name,"""All Employees, In Thousands, Transportation, Warehousing, and Utilities""",observationAbout,geoId/51161,industry,NAICS/48-49_22,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:402205000000001,name,"""All Employees, In Thousands, Information""",observationAbout,geoId/51161,industry,NAICS/1022,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:402205500000001,name,"""All Employees, In Thousands, Financial Activities""",observationAbout,geoId/51161,industry,NAICS/1023,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:402206000000001,name,"""All Employees, In Thousands, Professional and Business Services""",observationAbout,geoId/51161,industry,NAICS/1024,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:402206500000001,name,"""All Employees, In Thousands, Private Education and Health Services""",observationAbout,geoId/51161,industry,NAICS/1025,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:402207000000001,name,"""All Employees, In Thousands, Leisure and Hospitality""",observationAbout,geoId/51161,industry,NAICS/1026,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:402208000000001,name,"""All Employees, In Thousands, Other Services""",observationAbout,geoId/51161,industry,NAICS/1027,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:402209000000001,name,"""All Employees, In Thousands, Government""",observationAbout,geoId/51161,industry,NAICS/JOLTS_900000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:402209091000001,name,"""All Employees, In Thousands, Federal Government""",observationAbout,geoId/51161,industry,NAICS/JOLTS_910000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:402209092000001,name,"""All Employees, In Thousands, State Government""",observationAbout,geoId/51161,,,establishmentOwnership,StateGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:402209093000001,name,"""All Employees, In Thousands, Local Government""",observationAbout,geoId/51161,,,establishmentOwnership,LocalGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:207400000000001,name,"""All Employees, In Thousands, Total Nonfarm""",observationAbout,geoId/55035,industry,NAICS/JOLTS_000000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:207400000000026,name,"""All Employees, 3-month average change, In Thousands, Total Nonfarm""",#ignore,ignoring 3 months average change variable,,,,,,,,,,,,,,,,,,
series_id_value:225400000000001,name,"""All Employees, In Thousands, Total Nonfarm""",observationAbout,geoId/55039,industry,NAICS/JOLTS_000000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:225400000000026,name,"""All Employees, 3-month average change, In Thousands, Total Nonfarm""",#ignore,ignoring 3 months average change variable,,,,,,,,,,,,,,,,,,
series_id_value:284500000000001,name,"""All Employees, In Thousands, Total Nonfarm""",observationAbout,geoId/55059,industry,NAICS/JOLTS_000000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:284500000000026,name,"""All Employees, 3-month average change, In Thousands, Total Nonfarm""",#ignore,ignoring 3 months average change variable,,,,,,,,,,,,,,,,,,
series_id_value:431000000000001,name,"""All Employees, In Thousands, Total Nonfarm""",observationAbout,geoId/55117,industry,NAICS/JOLTS_000000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431000000000026,name,"""All Employees, 3-month average change, In Thousands, Total Nonfarm""",#ignore,ignoring 3 months average change variable,,,,,,,,,,,,,,,,,,
series_id_value:207400500000001,name,"""All Employees, In Thousands, Total Private""",observationAbout,geoId/55035,industry,PrivatelyOwned,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:207400500000002,name,"""Average Weekly Hours of All Employees, Total Private""",observationAbout,geoId/55035,industry,PrivatelyOwned,measurementQualifier,Weekly,populationType,Person,measuredProperty,usualHoursWorked,statType,meanValue,unit,Hour,,,,,,
series_id_value:207400500000003,name,"""Average Hourly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/55035,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Hourly,statType,meanValue,unit,USDollar,,,,
series_id_value:207400500000011,name,"""Average Weekly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/55035,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Weekly,statType,meanValue,unit,USDollar,,,,
series_id_value:207400600000001,name,"""All Employees, In Thousands, Goods Producing""",observationAbout,geoId/55035,industry,NAICS/101,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:207400700000001,name,"""All Employees, In Thousands, Service-Providing""",observationAbout,geoId/55035,industry,NAICS/102,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:207400800000001,name,"""All Employees, In Thousands, Private Service Providing""",observationAbout,geoId/55035,industry,NAICS/102,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:207401500000001,name,"""All Employees, In Thousands, Mining, Logging and Construction""",observationAbout,geoId/55035,industry,NAICS/1012_1133,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:207403000000001,name,"""All Employees, In Thousands, Manufacturing""",observationAbout,geoId/55035,industry,NAICS/1013,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:207404000000001,name,"""All Employees, In Thousands, Trade, Transportation, and Utilities""",observationAbout,geoId/55035,industry,NAICS/1021,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:207404100000001,name,"""All Employees, In Thousands, Wholesale Trade""",observationAbout,geoId/55035,industry,NAICS/42,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:207404200000001,name,"""All Employees, In Thousands, Retail Trade""",observationAbout,geoId/55035,industry,NAICS/44,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:207404300000001,name,"""All Employees, In Thousands, Transportation, Warehousing, and Utilities""",observationAbout,geoId/55035,industry,NAICS/48-49_22,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:207405000000001,name,"""All Employees, In Thousands, Information""",observationAbout,geoId/55035,industry,NAICS/1022,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:207405500000001,name,"""All Employees, In Thousands, Financial Activities""",observationAbout,geoId/55035,industry,NAICS/1023,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:207406000000001,name,"""All Employees, In Thousands, Professional and Business Services""",observationAbout,geoId/55035,industry,NAICS/1024,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:207406500000001,name,"""All Employees, In Thousands, Private Education and Health Services""",observationAbout,geoId/55035,industry,NAICS/1025,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:207407000000001,name,"""All Employees, In Thousands, Leisure and Hospitality""",observationAbout,geoId/55035,industry,NAICS/1026,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:207408000000001,name,"""All Employees, In Thousands, Other Services""",observationAbout,geoId/55035,industry,NAICS/1027,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:207409000000001,name,"""All Employees, In Thousands, Government""",observationAbout,geoId/55035,industry,NAICS/JOLTS_900000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:207409091000001,name,"""All Employees, In Thousands, Federal Government""",observationAbout,geoId/55035,industry,NAICS/JOLTS_910000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:207409092000001,name,"""All Employees, In Thousands, State Government""",observationAbout,geoId/55035,,,establishmentOwnership,StateGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:207409093000001,name,"""All Employees, In Thousands, Local Government""",observationAbout,geoId/55035,,,establishmentOwnership,LocalGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:225400500000001,name,"""All Employees, In Thousands, Total Private""",observationAbout,geoId/55039,industry,PrivatelyOwned,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:225400500000002,name,"""Average Weekly Hours of All Employees, Total Private""",observationAbout,geoId/55039,industry,PrivatelyOwned,measurementQualifier,Weekly,populationType,Person,measuredProperty,usualHoursWorked,statType,meanValue,unit,Hour,,,,,,
series_id_value:225400500000003,name,"""Average Hourly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/55039,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Hourly,statType,meanValue,unit,USDollar,,,,
series_id_value:225400500000011,name,"""Average Weekly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/55039,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Weekly,statType,meanValue,unit,USDollar,,,,
series_id_value:225400600000001,name,"""All Employees, In Thousands, Goods Producing""",observationAbout,geoId/55039,industry,NAICS/101,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:225400700000001,name,"""All Employees, In Thousands, Service-Providing""",observationAbout,geoId/55039,industry,NAICS/102,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:225400800000001,name,"""All Employees, In Thousands, Private Service Providing""",observationAbout,geoId/55039,industry,NAICS/102,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:225401500000001,name,"""All Employees, In Thousands, Mining, Logging and Construction""",observationAbout,geoId/55039,industry,NAICS/1012_1133,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:225403000000001,name,"""All Employees, In Thousands, Manufacturing""",observationAbout,geoId/55039,industry,NAICS/1013,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:225404000000001,name,"""All Employees, In Thousands, Trade, Transportation, and Utilities""",observationAbout,geoId/55039,industry,NAICS/1021,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:225404100000001,name,"""All Employees, In Thousands, Wholesale Trade""",observationAbout,geoId/55039,industry,NAICS/42,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:225404200000001,name,"""All Employees, In Thousands, Retail Trade""",observationAbout,geoId/55039,industry,NAICS/44,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:225404300000001,name,"""All Employees, In Thousands, Transportation, Warehousing, and Utilities""",observationAbout,geoId/55039,industry,NAICS/48-49_22,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:225405000000001,name,"""All Employees, In Thousands, Information""",observationAbout,geoId/55039,industry,NAICS/1022,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:225405500000001,name,"""All Employees, In Thousands, Financial Activities""",observationAbout,geoId/55039,industry,NAICS/1023,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:225406000000001,name,"""All Employees, In Thousands, Professional and Business Services""",observationAbout,geoId/55039,industry,NAICS/1024,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:225406500000001,name,"""All Employees, In Thousands, Private Education and Health Services""",observationAbout,geoId/55039,industry,NAICS/1025,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:225406562000001,name,"""All Employees, In Thousands, Health Care and Social Assistance""",observationAbout,geoId/55039,industry,NAICS/62,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:225407000000001,name,"""All Employees, In Thousands, Leisure and Hospitality""",observationAbout,geoId/55039,industry,NAICS/1026,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:225408000000001,name,"""All Employees, In Thousands, Other Services""",observationAbout,geoId/55039,industry,NAICS/1027,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:225409000000001,name,"""All Employees, In Thousands, Government""",observationAbout,geoId/55039,industry,NAICS/JOLTS_900000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:225409091000001,name,"""All Employees, In Thousands, Federal Government""",observationAbout,geoId/55039,industry,NAICS/JOLTS_910000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:225409092000001,name,"""All Employees, In Thousands, State Government""",observationAbout,geoId/55039,,,establishmentOwnership,StateGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:225409093000001,name,"""All Employees, In Thousands, Local Government""",observationAbout,geoId/55039,,,establishmentOwnership,LocalGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:284500500000001,name,"""All Employees, In Thousands, Total Private""",observationAbout,geoId/55059,industry,PrivatelyOwned,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:284500500000002,name,"""Average Weekly Hours of All Employees, Total Private""",observationAbout,geoId/55059,industry,PrivatelyOwned,measurementQualifier,Weekly,populationType,Person,measuredProperty,usualHoursWorked,statType,meanValue,unit,Hour,,,,,,
series_id_value:284500500000003,name,"""Average Hourly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/55059,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Hourly,statType,meanValue,unit,USDollar,,,,
series_id_value:284500500000011,name,"""Average Weekly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/55059,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Weekly,statType,meanValue,unit,USDollar,,,,
series_id_value:284500600000001,name,"""All Employees, In Thousands, Goods Producing""",observationAbout,geoId/55059,industry,NAICS/101,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:284500700000001,name,"""All Employees, In Thousands, Service-Providing""",observationAbout,geoId/55059,industry,NAICS/102,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:284500800000001,name,"""All Employees, In Thousands, Private Service Providing""",observationAbout,geoId/55059,industry,NAICS/102,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:284501500000001,name,"""All Employees, In Thousands, Mining, Logging and Construction""",observationAbout,geoId/55059,industry,NAICS/1012_1133,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:284503000000001,name,"""All Employees, In Thousands, Manufacturing""",observationAbout,geoId/55059,industry,NAICS/1013,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:284504000000001,name,"""All Employees, In Thousands, Trade, Transportation, and Utilities""",observationAbout,geoId/55059,industry,NAICS/1021,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:284504100000001,name,"""All Employees, In Thousands, Wholesale Trade""",observationAbout,geoId/55059,industry,NAICS/42,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:284504200000001,name,"""All Employees, In Thousands, Retail Trade""",observationAbout,geoId/55059,industry,NAICS/44,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:284504300000001,name,"""All Employees, In Thousands, Transportation, Warehousing, and Utilities""",observationAbout,geoId/55059,industry,NAICS/48-49_22,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:284505000000001,name,"""All Employees, In Thousands, Information""",observationAbout,geoId/55059,industry,NAICS/1022,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:284505500000001,name,"""All Employees, In Thousands, Financial Activities""",observationAbout,geoId/55059,industry,NAICS/1023,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:284506000000001,name,"""All Employees, In Thousands, Professional and Business Services""",observationAbout,geoId/55059,industry,NAICS/1024,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:284506500000001,name,"""All Employees, In Thousands, Private Education and Health Services""",observationAbout,geoId/55059,industry,NAICS/1025,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:284507000000001,name,"""All Employees, In Thousands, Leisure and Hospitality""",observationAbout,geoId/55059,industry,NAICS/1026,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:284508000000001,name,"""All Employees, In Thousands, Other Services""",observationAbout,geoId/55059,industry,NAICS/1027,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:284509000000001,name,"""All Employees, In Thousands, Government""",observationAbout,geoId/55059,industry,NAICS/JOLTS_900000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:284509091000001,name,"""All Employees, In Thousands, Federal Government""",observationAbout,geoId/55059,industry,NAICS/JOLTS_910000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:284509092000001,name,"""All Employees, In Thousands, State Government""",observationAbout,geoId/55059,,,establishmentOwnership,StateGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:284509093000001,name,"""All Employees, In Thousands, Local Government""",observationAbout,geoId/55059,,,establishmentOwnership,LocalGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431000500000001,name,"""All Employees, In Thousands, Total Private""",observationAbout,geoId/55117,industry,PrivatelyOwned,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431000500000002,name,"""Average Weekly Hours of All Employees, Total Private""",observationAbout,geoId/55117,industry,PrivatelyOwned,measurementQualifier,Weekly,populationType,Person,measuredProperty,usualHoursWorked,statType,meanValue,unit,Hour,,,,,,
series_id_value:431000500000003,name,"""Average Hourly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/55117,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Hourly,statType,meanValue,unit,USDollar,,,,
series_id_value:431000500000011,name,"""Average Weekly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/55117,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Weekly,statType,meanValue,unit,USDollar,,,,
series_id_value:431000600000001,name,"""All Employees, In Thousands, Goods Producing""",observationAbout,geoId/55117,industry,NAICS/101,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431000700000001,name,"""All Employees, In Thousands, Service-Providing""",observationAbout,geoId/55117,industry,NAICS/102,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431000800000001,name,"""All Employees, In Thousands, Private Service Providing""",observationAbout,geoId/55117,industry,NAICS/102,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431001500000001,name,"""All Employees, In Thousands, Mining, Logging and Construction""",observationAbout,geoId/55117,industry,NAICS/1012_1133,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431003000000001,name,"""All Employees, In Thousands, Manufacturing""",observationAbout,geoId/55117,industry,NAICS/1013,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431003100000001,name,"""All Employees, In Thousands, Durable Goods""",observationAbout,geoId/55117,industry,NAICS/JOLTS_320000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431003133200001,name,"""All Employees, In Thousands, Fabricated Metal Product Manufacturing""",observationAbout,geoId/55117,industry,NAICS/332,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431003200000001,name,"""All Employees, In Thousands, Non-Durable Goods""",observationAbout,geoId/55117,industry,NAICS/JOLTS_340000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431004000000001,name,"""All Employees, In Thousands, Trade, Transportation, and Utilities""",observationAbout,geoId/55117,industry,NAICS/1021,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431004100000001,name,"""All Employees, In Thousands, Wholesale Trade""",observationAbout,geoId/55117,industry,NAICS/42,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431004200000001,name,"""All Employees, In Thousands, Retail Trade""",observationAbout,geoId/55117,industry,NAICS/44,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431004300000001,name,"""All Employees, In Thousands, Transportation, Warehousing, and Utilities""",observationAbout,geoId/55117,industry,NAICS/48-49_22,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431005000000001,name,"""All Employees, In Thousands, Information""",observationAbout,geoId/55117,industry,NAICS/1022,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431005500000001,name,"""All Employees, In Thousands, Financial Activities""",observationAbout,geoId/55117,industry,NAICS/1023,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431006000000001,name,"""All Employees, In Thousands, Professional and Business Services""",observationAbout,geoId/55117,industry,NAICS/1024,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431006500000001,name,"""All Employees, In Thousands, Private Education and Health Services""",observationAbout,geoId/55117,industry,NAICS/1025,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431006562000001,name,"""All Employees, In Thousands, Health Care and Social Assistance""",observationAbout,geoId/55117,industry,NAICS/62,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431007000000001,name,"""All Employees, In Thousands, Leisure and Hospitality""",observationAbout,geoId/55117,industry,NAICS/1026,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431008000000001,name,"""All Employees, In Thousands, Other Services""",observationAbout,geoId/55117,industry,NAICS/1027,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431009000000001,name,"""All Employees, In Thousands, Government""",observationAbout,geoId/55117,industry,NAICS/JOLTS_900000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431009091000001,name,"""All Employees, In Thousands, Federal Government""",observationAbout,geoId/55117,industry,NAICS/JOLTS_910000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431009092000001,name,"""All Employees, In Thousands, State Government""",observationAbout,geoId/55117,,,establishmentOwnership,StateGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:431009093000001,name,"""All Employees, In Thousands, Local Government""",observationAbout,geoId/55117,,,establishmentOwnership,LocalGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:493400000000001,name,"""All Employees, In Thousands, Total Nonfarm""",observationAbout,geoId/25027,industry,NAICS/JOLTS_000000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:493400000000026,name,"""All Employees, 3-month average change, In Thousands, Total Nonfarm""",#ignore,ignoring 3 months average change variable,,,,,,,,,,,,,,,,,,
series_id_value:493400500000001,name,"""All Employees, In Thousands, Total Private""",observationAbout,geoId/25027,industry,PrivatelyOwned,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:493400500000002,name,"""Average Weekly Hours of All Employees, Total Private""",observationAbout,geoId/25027,industry,PrivatelyOwned,measurementQualifier,Weekly,populationType,Person,measuredProperty,usualHoursWorked,statType,meanValue,unit,Hour,,,,,,
series_id_value:493400500000003,name,"""Average Hourly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/25027,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Hourly,statType,meanValue,unit,USDollar,,,,
series_id_value:493400500000011,name,"""Average Weekly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/25027,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Weekly,statType,meanValue,unit,USDollar,,,,
series_id_value:493400600000001,name,"""All Employees, In Thousands, Goods Producing""",observationAbout,geoId/25027,industry,NAICS/101,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:493400700000001,name,"""All Employees, In Thousands, Service-Providing""",observationAbout,geoId/25027,industry,NAICS/102,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:493400800000001,name,"""All Employees, In Thousands, Private Service Providing""",observationAbout,geoId/25027,industry,NAICS/102,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:493401500000001,name,"""All Employees, In Thousands, Mining, Logging and Construction""",observationAbout,geoId/25027,industry,NAICS/1012_1133,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:493403000000001,name,"""All Employees, In Thousands, Manufacturing""",observationAbout,geoId/25027,industry,NAICS/1013,,,populationType,Person,,,#Multiply,1000,,,,,,,,
