ApplNo	ProductNo	Form	Strength	ReferenceDrug	DrugName	ActiveIngredient	ReferenceStandard
089346	001	TABLET;ORAL	350MG	0	CARISOPRODOL	CARISOPRODOL	0
089347	001	INJECTABLE;INJECTION	66%;10%	0	RENOCAL-76	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM	0
089351	001	SOLUTION;ORAL	325MG/5ML;5MG/5ML	0	ROXICET	ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE	0
089352	001	INJECTABLE;INJECTION	EQ 3MG BASE/ML	0	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM	0
089353	001	INJECTABLE;INJECTION	EQ 50MG BASE/VIAL	0	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM	0
089354	001	INJECTABLE;INJECTION	EQ 50MG BASE/VIAL	0	ABITREXATE	METHOTREXATE SODIUM	0
089355	001	INJECTABLE;INJECTION	EQ 100MG BASE/VIAL	0	ABITREXATE	METHOTREXATE SODIUM	0
089356	001	INJECTABLE;INJECTION	EQ 250MG BASE/VIAL	0	ABITREXATE	METHOTREXATE SODIUM	0
089359	001	TABLET;ORAL	10MG	0	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE	0
089360	001	CAPSULE;ORAL	500MG;5MG	0	CO-GESIC	ACETAMINOPHEN; HYDROCODONE BITARTRATE	0
089361	001	CAPSULE;ORAL	10MG	0	DICYCLOMINE HYDROCHLORIDE	DICYCLOMINE HYDROCHLORIDE	0
089362	001	INJECTABLE;INJECTION	20%	0	LIDOCAINE HYDROCHLORIDE	LIDOCAINE HYDROCHLORIDE	0
089363	001	TABLET;ORAL	650MG;60MG	0	ACETAMINOPHEN AND CODEINE PHOSPHATE	ACETAMINOPHEN; CODEINE PHOSPHATE	0
089364	001	TABLET;ORAL	25MG	0	SPIRONOLACTONE	SPIRONOLACTONE	0
089365	001	Injectable; Injection	10MG/VIAL	0	VINBLASTINE SULFATE	VINBLASTINE SULFATE	
089366	001	TABLET;ORAL	10MG	0	HYDROXYZINE HYDROCHLORIDE	HYDROXYZINE HYDROCHLORIDE	0
089367	001	TABLET;ORAL	20MG	0	ISOSORBIDE DINITRATE	ISOSORBIDE DINITRATE	0
089368	001	Injectable; Injection	50MG/ML	0	FLUOROURACIL	FLUOROURACIL	
089369	001	TABLET, EXTENDED RELEASE;ORAL	250MG	0	PROCAINAMIDE HYDROCHLORIDE	PROCAINAMIDE HYDROCHLORIDE	0
089369	002	TABLET, EXTENDED RELEASE;ORAL	500MG	0	PROCAINAMIDE HYDROCHLORIDE	PROCAINAMIDE HYDROCHLORIDE	0
089369	003	TABLET, EXTENDED RELEASE;ORAL	750MG	0	PROCAINAMIDE HYDROCHLORIDE	PROCAINAMIDE HYDROCHLORIDE	0
089370	001	TABLET, EXTENDED RELEASE;ORAL	500MG	0	PROCAINAMIDE HYDROCHLORIDE	PROCAINAMIDE HYDROCHLORIDE	0
089371	001	TABLET, EXTENDED RELEASE;ORAL	750MG	0	PROCAINAMIDE HYDROCHLORIDE	PROCAINAMIDE HYDROCHLORIDE	0
089372	001	Injectable; Injection	EQ 24MG PHOSPHATE/ML	0	DEXAMETHASONE SODIUM PHOSPHATE	DEXAMETHASONE SODIUM PHOSPHATE	
089373	001	INJECTABLE;INJECTION	EQ 90MG CALCIUM/5ML	0	CALCIUM GLUCEPTATE	CALCIUM GLUCEPTATE	0
089381	001	TABLET;ORAL	10MG	0	HYDROXYZINE HYDROCHLORIDE	HYDROXYZINE HYDROCHLORIDE	0
089382	001	TABLET;ORAL	25MG	0	HYDROXYZINE HYDROCHLORIDE	HYDROXYZINE HYDROCHLORIDE	0
089383	001	TABLET;ORAL	50MG	0	HYDROXYZINE HYDROCHLORIDE	HYDROXYZINE HYDROCHLORIDE	0
089384	001	INJECTABLE;INJECTION	EQ 50MG BASE/VIAL	0	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM	1
089385	001	TABLET;ORAL	500MG;5MG	0	TYCOLET	ACETAMINOPHEN; HYDROCODONE BITARTRATE	0
089386	001	TABLET;ORAL	10MG	0	CYCRIN	MEDROXYPROGESTERONE ACETATE	0
089387	001	TABLET;ORAL	5MG	0	PREDNISONE	PREDNISONE	0
089388	001	TABLET;ORAL	10MG	0	PREDNISONE	PREDNISONE	0
089389	001	TABLET;ORAL	20MG	0	PREDNISONE	PREDNISONE	0
089390	001	TABLET;ORAL	350MG	0	CARISOPRODOL	CARISOPRODOL	0
089393	001	INJECTABLE;INJECTION	0.2MG/ML	0	GLYCOPYRROLATE	GLYCOPYRROLATE	0
089395	001	INJECTABLE;INJECTION	10MG/VIAL	0	VINBLASTINE SULFATE	VINBLASTINE SULFATE	1
089396	001	TABLET;ORAL	50MG	0	HYDROXYZINE HYDROCHLORIDE	HYDROXYZINE HYDROCHLORIDE	0
089397	001	Injectable; Injection	0.2MG/ML	0	GLYCOPYRROLATE	GLYCOPYRROLATE	
089399	001	TABLET;ORAL	25MG	0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE	0
089399	002	TABLET;ORAL	10MG	0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE	0
089399	003	TABLET;ORAL	50MG	0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE	0
089399	004	TABLET;ORAL	75MG	0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE	0
089399	005	TABLET;ORAL	100MG	0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE	0
089399	006	TABLET;ORAL	150MG	0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE	0
089400	001	TABLET;ORAL	50MG	0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE	
089402	001	TABLET;ORAL	100MG	0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE	
089405	001	CAPSULE;ORAL	650MG;50MG	0	TENCON	ACETAMINOPHEN; BUTALBITAL	0
089406	001	INJECTABLE;INJECTION	1%	0	POLOCAINE-MPF	MEPIVACAINE HYDROCHLORIDE	0
089407	001	INJECTABLE;INJECTION	1%	0	POLOCAINE	MEPIVACAINE HYDROCHLORIDE	0
089408	001	INJECTABLE;INJECTION	1.5%	0	POLOCAINE-MPF	MEPIVACAINE HYDROCHLORIDE	0
089409	001	INJECTABLE;INJECTION	2%	0	POLOCAINE-MPF	MEPIVACAINE HYDROCHLORIDE	0
089410	001	INJECTABLE;INJECTION	2%	0	POLOCAINE	MEPIVACAINE HYDROCHLORIDE	0
089413	001	CREAM;TOPICAL	2.5%	0	HYDROCORTISONE	HYDROCORTISONE	0
089414	001	CREAM;TOPICAL	2.5%	0	HYDROCORTISONE	HYDROCORTISONE	1
089415	001	INJECTABLE;INJECTION	100MG/ML	0	PROCAINAMIDE HYDROCHLORIDE	PROCAINAMIDE HYDROCHLORIDE	0
089416	001	INJECTABLE;INJECTION	500MG/ML	0	PROCAINAMIDE HYDROCHLORIDE	PROCAINAMIDE HYDROCHLORIDE	0
089417	001	TABLET;ORAL	500MG	0	METHOCARBAMOL	METHOCARBAMOL	0
089418	001	TABLET;ORAL	750MG	0	METHOCARBAMOL	METHOCARBAMOL	0
089420	001	TABLET;ORAL	500MG;5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	0	AZDONE	ASPIRIN; HYDROCODONE BITARTRATE	0
089421	001	INJECTABLE;INJECTION	2MEQ/ML	0	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE	0
089422	001	TABLET;ORAL	10MG	0	IMIPRAMINE HYDROCHLORIDE	IMIPRAMINE HYDROCHLORIDE	0
089423	001	TABLET;ORAL	150MG	0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE	0
089424	001	TABLET;ORAL	25MG	0	SPIRONOLACTONE	SPIRONOLACTONE	0
089424	002	TABLET;ORAL	50MG	0	SPIRONOLACTONE	SPIRONOLACTONE	0
089424	003	TABLET;ORAL	100MG	0	SPIRONOLACTONE	SPIRONOLACTONE	0
089425	001	TABLET;ORAL	25MG	0	DIPYRIDAMOLE	DIPYRIDAMOLE	0
089426	001	TABLET;ORAL	50MG	0	DIPYRIDAMOLE	DIPYRIDAMOLE	0
089427	001	TABLET;ORAL	75MG	0	DIPYRIDAMOLE	DIPYRIDAMOLE	0
089428	001	INJECTABLE;INJECTION	50MG/ML	0	FLUOROURACIL	FLUOROURACIL	0
089434	001	INJECTABLE;INJECTION	50MG/ML	0	FLUOROURACIL	FLUOROURACIL	0
089438	001	TABLET, EXTENDED RELEASE;ORAL	750MG	0	PROCAINAMIDE HYDROCHLORIDE	PROCAINAMIDE HYDROCHLORIDE	0
089440	001	AEROSOL, METERED;TOPICAL	1%;1%	0	HYDROCORTISONE ACETATE 1% AND PRAMOXINE HYDROCHLORIDE 1%	HYDROCORTISONE ACETATE; PRAMOXINE HYDROCHLORIDE	0
089441	001	CAPSULE;ORAL	100MG EXTENDED	0	EXTENDED PHENYTOIN SODIUM	PHENYTOIN SODIUM	0
089442	001	Injectable; Injection	3MG/ML	0	TUBOCURARINE CHLORIDE	TUBOCURARINE CHLORIDE	
089443	001	Injectable; Injection	2MG/ML	0	METOCURINE IODIDE	METOCURINE IODIDE	
089446	001	TABLET;ORAL	100MG	0	CHLORPROPAMIDE	CHLORPROPAMIDE	0
089447	001	TABLET;ORAL	250MG	0	CHLORPROPAMIDE	CHLORPROPAMIDE	0
089448	001	TABLET;ORAL	325MG;50MG;40MG	0	BUTALBITAL, ASPIRIN AND CAFFEINE	ASPIRIN; BUTALBITAL; CAFFEINE	0
089449	001	TABLET, CHEWABLE;ORAL	80MG;20MG	0	ALUMINUM HYDROXIDE AND MAGNESIUM TRISILICATE	ALUMINUM HYDROXIDE; MAGNESIUM TRISILICATE	0
089450	001	SOLUTION;ORAL	120MG/5ML;12MG/5ML	0	ACETAMINOPHEN AND CODEINE PHOSPHATE	ACETAMINOPHEN; CODEINE PHOSPHATE	0
089451	001	TABLET;ORAL	500MG;50MG;40MG	0	ESGIC-PLUS	ACETAMINOPHEN; BUTALBITAL; CAFFEINE	0
089452	001	TABLET;ORAL	35MG	0	PHENDIMETRAZINE TARTRATE	PHENDIMETRAZINE TARTRATE	0
089454	001	INJECTABLE;INJECTION	10MG/ML	0	PROTAMINE SULFATE	PROTAMINE SULFATE	1
089455	001	Injectable; Injection	50MG/ML	0	FLUOROURACIL	FLUOROURACIL	
089456	001	TABLET;ORAL	8MG	0	PERPHENAZINE	PERPHENAZINE	0
089457	001	TABLET;ORAL	16MG	0	PERPHENAZINE	PERPHENAZINE	0
089458	001	TABLET;ORAL	250MG	0	GLUTETHIMIDE	GLUTETHIMIDE	0
089459	001	TABLET;ORAL	500MG	0	GLUTETHIMIDE	GLUTETHIMIDE	0
089463	001	INJECTABLE;INJECTION	25MG/ML	0	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	0
089464	001	INJECTABLE;INJECTION	1,000 UNITS/ML	0	HEPARIN SODIUM PRESERVATIVE FREE	HEPARIN SODIUM	0
089465	001	INJECTABLE;INJECTION	EQ 50MG BASE/VIAL	0	WELLCOVORIN	LEUCOVORIN CALCIUM	0
089472	001	CREAM;TOPICAL	1%	0	U-CORT	HYDROCORTISONE ACETATE	0
089474	001	INJECTABLE;INJECTION	10MG/ML	0	PROTAMINE SULFATE	PROTAMINE SULFATE	0
089475	001	INJECTABLE;INJECTION	10MG/ML	0	PROTAMINE SULFATE	PROTAMINE SULFATE	0
089476	001	TABLET, EXTENDED RELEASE;ORAL	324MG	0	QUINIDINE GLUCONATE	QUINIDINE GLUCONATE	0
089477	001	INJECTABLE;INJECTION	50MG/ML	0	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	0
089478	001	TABLET;ORAL	300MG;15MG	0	ACETAMINOPHEN AND CODEINE PHOSPHATE	ACETAMINOPHEN; CODEINE PHOSPHATE	0
089479	001	TABLET;ORAL	300MG;30MG	0	ACETAMINOPHEN AND CODEINE PHOSPHATE	ACETAMINOPHEN; CODEINE PHOSPHATE	0
089480	001	TABLET;ORAL	300MG;60MG	0	ACETAMINOPHEN AND CODEINE PHOSPHATE	ACETAMINOPHEN; CODEINE PHOSPHATE	0
089481	001	TABLET;ORAL	300MG;15MG	0	ACETAMINOPHEN AND CODEINE PHOSPHATE	ACETAMINOPHEN; CODEINE PHOSPHATE	0
089482	001	TABLET;ORAL	300MG;30MG	0	ACETAMINOPHEN AND CODEINE PHOSPHATE	ACETAMINOPHEN; CODEINE PHOSPHATE	0
089483	001	TABLET;ORAL	300MG;60MG	0	ACETAMINOPHEN AND CODEINE PHOSPHATE	ACETAMINOPHEN; CODEINE PHOSPHATE	0
089484	001	TABLET;ORAL	EQ 5MG BASE	0	PROCHLORPERAZINE MALEATE	PROCHLORPERAZINE MALEATE	0
089485	001	TABLET;ORAL	EQ 10MG BASE	0	PROCHLORPERAZINE MALEATE	PROCHLORPERAZINE MALEATE	0
089486	001	TABLET;ORAL	EQ 25MG BASE	0	PROCHLORPERAZINE MALEATE	PROCHLORPERAZINE MALEATE	0
089488	001	CAPSULE;ORAL	25MG	0	DIPHENHYDRAMINE HYDROCHLORIDE	DIPHENHYDRAMINE HYDROCHLORIDE	0
089489	001	CAPSULE;ORAL	50MG	0	DIPHENHYDRAMINE HYDROCHLORIDE	DIPHENHYDRAMINE HYDROCHLORIDE	0
089495	001	LOTION;TOPICAL	1%	0	BETA-HC	HYDROCORTISONE	0
089496	001	Injectable; Injection	EQ 50MG BASE/VIAL	0	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM	
089497	001	TABLET;ORAL	25MG	0	IMIPRAMINE HYDROCHLORIDE	IMIPRAMINE HYDROCHLORIDE	0
089501	001	INJECTABLE;INJECTION	50MG/ML	0	PHENYTOIN SODIUM	PHENYTOIN SODIUM	0
089503	001	Injectable; Injection	EQ 5MG BASE/ML	0	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM	
089504	001	Injectable; Injection	EQ 5MG BASE/ML	0	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM	
089508	001	INJECTABLE;INJECTION	50MG/ML	0	FLUOROURACIL	FLUOROURACIL	0
089511	001	TABLET;ORAL	500MG;15MG	0	ACETAMINOPHEN AND CODEINE PHOSPHATE	ACETAMINOPHEN; CODEINE PHOSPHATE	0
089512	001	TABLET;ORAL	500MG;30MG	0	ACETAMINOPHEN AND CODEINE PHOSPHATE	ACETAMINOPHEN; CODEINE PHOSPHATE	0
089513	001	TABLET;ORAL	500MG;60MG	0	ACETAMINOPHEN AND CODEINE PHOSPHATE	ACETAMINOPHEN; CODEINE PHOSPHATE	0
089514	001	ELIXIR;ORAL	2MG/5ML	0	TRIHEXYPHENIDYL HYDROCHLORIDE	TRIHEXYPHENIDYL HYDROCHLORIDE	0
089515	001	INJECTABLE;INJECTION	1MG/ML	0	VINBLASTINE SULFATE	VINBLASTINE SULFATE	1
089517	001	INJECTABLE;INJECTION	0.05MG/ML;2%	0	POLOCAINE W/ LEVONORDEFRIN	LEVONORDEFRIN; MEPIVACAINE HYDROCHLORIDE	0
089519	001	INJECTABLE;INJECTION	50MG/ML	0	FLUOROURACIL	FLUOROURACIL	0
089520	001	TABLET, EXTENDED RELEASE;ORAL	1GM	0	PROCAINAMIDE HYDROCHLORIDE	PROCAINAMIDE HYDROCHLORIDE	0
089521	001	INJECTABLE;INJECTION	50MG/ML	0	PHENYTOIN SODIUM	PHENYTOIN SODIUM	0
089522	001	INJECTABLE;INJECTION	10,000 UNITS/ML	0	HEPARIN SODIUM PRESERVATIVE FREE	HEPARIN SODIUM	1
089523	001	INJECTABLE;INJECTION	EQ 5MG BASE/ML	0	PROCHLORPERAZINE EDISYLATE	PROCHLORPERAZINE EDISYLATE	0
089524	001	OINTMENT;TOPICAL	0.025%	0	FLUOCINOLONE ACETONIDE	FLUOCINOLONE ACETONIDE	0
089525	001	CREAM;TOPICAL	0.025%	0	FLUOCINOLONE ACETONIDE	FLUOCINOLONE ACETONIDE	0
089526	001	CREAM;TOPICAL	0.01%	0	FLUOCINOLONE ACETONIDE	FLUOCINOLONE ACETONIDE	0
089528	001	INJECTABLE;INJECTION	100MG/ML	0	PROCAINAMIDE HYDROCHLORIDE	PROCAINAMIDE HYDROCHLORIDE	0
089529	001	INJECTABLE;INJECTION	500MG/ML	0	PROCAINAMIDE HYDROCHLORIDE	PROCAINAMIDE HYDROCHLORIDE	0
089530	001	INJECTABLE;INJECTION	EQ 5MG BASE/ML	0	PROCHLORPERAZINE EDISYLATE	PROCHLORPERAZINE EDISYLATE	0
089532	001	INJECTABLE;INJECTION	20MG/ML	0	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE	0
089533	001	CAPSULE;ORAL	10MG	0	CHLORDIAZEPOXIDE HYDROCHLORIDE	CHLORDIAZEPOXIDE HYDROCHLORIDE	0
089534	001	TABLET;ORAL	25MG;25MG	0	SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; SPIRONOLACTONE	0
089536	001	TABLET;ORAL	325MG;50MG;40MG	0	BUTALBITAL, ACETAMINOPHEN AND CAFFEINE	ACETAMINOPHEN; BUTALBITAL; CAFFEINE	0
089537	001	INJECTABLE;INJECTION	500MG/ML	0	PROCAINAMIDE HYDROCHLORIDE	PROCAINAMIDE HYDROCHLORIDE	0
089538	001	TABLET;ORAL	400MG	0	MEPROBAMATE	MEPROBAMATE	0
089539	001	CAPSULE, EXTENDED RELEASE;ORAL	75MG	0	SLO-BID	THEOPHYLLINE	0
089540	001	CAPSULE, EXTENDED RELEASE;ORAL	125MG	0	SLO-BID	THEOPHYLLINE	0
089554	001	TABLET;ORAL	500MG;5MG	0	HYDROCODONE BITARTRATE AND ACETAMINOPHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE	0
089556	001	INJECTABLE;INJECTION	2.5MG/ML	0	FLUPHENAZINE HYDROCHLORIDE	FLUPHENAZINE HYDROCHLORIDE	1
089557	001	SOLUTION;ORAL	500MG/15ML;5MG/15ML	0	HYDROCODONE BITARTRATE AND ACETAMINOPHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE	0
089558	001	CAPSULE;ORAL	25MG	0	CHLORDIAZEPOXIDE HYDROCHLORIDE	CHLORDIAZEPOXIDE HYDROCHLORIDE	0
089560	001	SOLUTION/DROPS;OPHTHALMIC	10%	0	SULFACETAMIDE SODIUM	SULFACETAMIDE SODIUM	0
089561	001	TABLET;ORAL	100MG	0	CHLORPROPAMIDE	CHLORPROPAMIDE	0
089562	001	TABLET;ORAL	250MG	0	CHLORPROPAMIDE	CHLORPROPAMIDE	0
089563	001	INJECTABLE;INJECTION	25MG/ML	0	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	0
089565	001	INJECTABLE;INJECTION	10MG/VIAL	0	VINBLASTINE SULFATE	VINBLASTINE SULFATE	0
089566	001	TABLET;ORAL	350MG	0	CARISOPRODOL	CARISOPRODOL	0
089567	001	TABLET;ORAL	0.75MG	0	ORTHO-EST	ESTROPIPATE	0
089568	001	TABLET;ORAL	325MG;50MG	0	BUTALBITAL AND ACETAMINOPHEN	ACETAMINOPHEN; BUTALBITAL	0
089572	001	TABLET;ORAL	30MG	0	PYRIDOSTIGMINE BROMIDE	PYRIDOSTIGMINE BROMIDE	0
089573	001	INJECTABLE;INJECTION	EQ 40MG BASE/VIAL	0	A-METHAPRED	METHYLPREDNISOLONE SODIUM SUCCINATE	0
089574	001	INJECTABLE;INJECTION	EQ 125MG BASE/VIAL	0	A-METHAPRED	METHYLPREDNISOLONE SODIUM SUCCINATE	0
089575	001	INJECTABLE;INJECTION	EQ 500MG BASE/VIAL	0	A-METHAPRED	METHYLPREDNISOLONE SODIUM SUCCINATE	0
089576	001	INJECTABLE;INJECTION	EQ 1GM BASE/VIAL	0	A-METHAPRED	METHYLPREDNISOLONE SODIUM SUCCINATE	0
089577	001	INJECTABLE;INJECTION	EQ 100MG BASE/VIAL	0	A-HYDROCORT	HYDROCORTISONE SODIUM SUCCINATE	0
089578	001	INJECTABLE;INJECTION	EQ 250MG BASE/VIAL	0	A-HYDROCORT	HYDROCORTISONE SODIUM SUCCINATE	0
089579	001	INJECTABLE;INJECTION	EQ 500MG BASE/VIAL	0	A-HYDROCORT	HYDROCORTISONE SODIUM SUCCINATE	0
089580	001	INJECTABLE;INJECTION	EQ 1GM BASE/VIAL	0	A-HYDROCORT	HYDROCORTISONE SODIUM SUCCINATE	0
089581	001	Injectable; Injection	EQ 50MG BASE/ML	0	HYDROCORTISONE SODIUM PHOSPHATE	HYDROCORTISONE SODIUM PHOSPHATE	
089582	001	TABLET;ORAL	1.5MG	0	ORTHO-EST	ESTROPIPATE	0
089585	001	TABLET;ORAL	5MG	0	FLUPHENAZINE HYDROCHLORIDE	FLUPHENAZINE HYDROCHLORIDE	
089586	001	TABLET;ORAL	10MG	0	FLUPHENAZINE HYDROCHLORIDE	FLUPHENAZINE HYDROCHLORIDE	0
089586	002	TABLET;ORAL	1MG	0	FLUPHENAZINE HYDROCHLORIDE	FLUPHENAZINE HYDROCHLORIDE	0
089586	003	TABLET;ORAL	2.5MG	0	FLUPHENAZINE HYDROCHLORIDE	FLUPHENAZINE HYDROCHLORIDE	0
089586	004	TABLET;ORAL	5MG	0	FLUPHENAZINE HYDROCHLORIDE	FLUPHENAZINE HYDROCHLORIDE	0
089590	001	TABLET;ORAL	500MG	0	SULFASALAZINE	SULFASALAZINE	0
089591	001	TABLET;ORAL	50MG	0	CHLORTHALIDONE	CHLORTHALIDONE	0
089592	001	TABLET;ORAL	250MG	0	CHLORZOXAZONE	CHLORZOXAZONE	0
089594	001	TABLET;ORAL	325MG;200MG	0	CARISOPRODOL AND ASPIRIN	ASPIRIN; CARISOPRODOL	0
089595	001	OINTMENT;TOPICAL	0.05%	0	TRIAMCINOLONE ACETONIDE IN ABSORBASE	TRIAMCINOLONE ACETONIDE	1
089597	001	TABLET;ORAL	5MG	0	PREDNISONE	PREDNISONE	0
089598	001	TABLET;ORAL	10MG	0	PREDNISONE	PREDNISONE	0
089599	001	TABLET;ORAL	20MG	0	PREDNISONE	PREDNISONE	0
089601	001	TABLET, EXTENDED RELEASE;ORAL	20MG	0	METADATE ER	METHYLPHENIDATE HYDROCHLORIDE	0
089602	001	CONCENTRATE;ORAL	30MG/ML	0	THIORIDAZINE HYDROCHLORIDE	THIORIDAZINE HYDROCHLORIDE	0
089603	001	CONCENTRATE;ORAL	100MG/ML	0	THIORIDAZINE HYDROCHLORIDE	THIORIDAZINE HYDROCHLORIDE	0
089605	001	INJECTABLE;INJECTION	EQ 5MG BASE/ML	0	PROCHLORPERAZINE EDISYLATE	PROCHLORPERAZINE EDISYLATE	0
089606	001	INJECTABLE;INJECTION	EQ 5MG BASE/ML	0	PROCHLORPERAZINE EDISYLATE	PROCHLORPERAZINE EDISYLATE	0
089614	001	SOLUTION;INHALATION	0.062%	0	ISOETHARINE HYDROCHLORIDE	ISOETHARINE HYDROCHLORIDE	0
089615	001	SOLUTION;INHALATION	0.125%	0	ISOETHARINE HYDROCHLORIDE	ISOETHARINE HYDROCHLORIDE	0
089616	001	SOLUTION;INHALATION	0.167%	0	ISOETHARINE HYDROCHLORIDE	ISOETHARINE HYDROCHLORIDE	0
089617	001	SOLUTION;INHALATION	0.2%	0	ISOETHARINE HYDROCHLORIDE	ISOETHARINE HYDROCHLORIDE	0
089618	001	SOLUTION;INHALATION	0.25%	0	ISOETHARINE HYDROCHLORIDE	ISOETHARINE HYDROCHLORIDE	0
089619	001	Injectable; Injection	EQ 500MG BASE/VIAL	0	ACETAZOLAMIDE SODIUM	ACETAZOLAMIDE SODIUM	
089624	001	INJECTABLE;INJECTION	10MG/ML	0	REVERSOL	EDROPHONIUM CHLORIDE	0
089626	001	ELIXIR;ORAL	80MG/15ML	0	THEOPHYLLINE	THEOPHYLLINE	0
089628	001	INJECTABLE;INJECTION	EQ 50MG BASE/VIAL	0	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM	0
089635	001	INJECTABLE;INJECTION	0.005MG/ML;0.5%	0	LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE	EPINEPHRINE; LIDOCAINE HYDROCHLORIDE	0
089636	001	Injectable; Injection	EQ 100MG BASE/VIAL	0	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM	
089637	001	Injectable; Injection	EQ 5MG BASE/ML	0	PROCHLORPERAZINE EDISYLATE	PROCHLORPERAZINE EDISYLATE	
089638	001	Injectable; Injection	EQ 5MG BASE/ML	0	PROCHLORPERAZINE EDISYLATE	PROCHLORPERAZINE EDISYLATE	
089644	001	INJECTABLE;INJECTION	0.01MG/ML;1%	0	LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE	EPINEPHRINE; LIDOCAINE HYDROCHLORIDE	0
089645	001	INJECTABLE;INJECTION	0.005MG/ML;1.5%	0	LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE	EPINEPHRINE; LIDOCAINE HYDROCHLORIDE	0
089646	001	INJECTABLE;INJECTION	0.01MG/ML;2%	0	LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE	EPINEPHRINE; LIDOCAINE HYDROCHLORIDE	1
089647	001	SYRUP;ORAL	10MG/5ML;6.25MG/5ML	0	PROMETHAZINE HYDROCHLORIDE AND CODEINE PHOSPHATE	CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE	0
089649	001	INJECTABLE;INJECTION	0.005MG/ML;1%	0	LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE	EPINEPHRINE; LIDOCAINE HYDROCHLORIDE	0
089650	001	INJECTABLE;INJECTION	0.005MG/ML;1.5%	0	LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE	EPINEPHRINE; LIDOCAINE HYDROCHLORIDE	0
089651	001	INJECTABLE;INJECTION	0.005MG/ML;2%	0	LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE	EPINEPHRINE; LIDOCAINE HYDROCHLORIDE	0
089654	001	SYRUP;ORAL	5MG/5ML	0	PRELONE	PREDNISOLONE	0
089657	001	TABLET;ORAL	325MG;400MG	0	METHOCARBAMOL AND ASPIRIN	ASPIRIN; METHOCARBAMOL	0
089660	001	TABLET;ORAL	325MG;50MG;40MG	0	ESGIC	ACETAMINOPHEN; BUTALBITAL; CAFFEINE	0
089661	001	SOLUTION;ORAL	50MG/5ML	0	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE	0
089673	001	TABLET;ORAL	300MG;60MG	0	ACETAMINOPHEN AND CODEINE PHOSPHATE	ACETAMINOPHEN; CODEINE PHOSPHATE	0
089673	002	TABLET;ORAL	300MG;15MG	0	ACETAMINOPHEN AND CODEINE PHOSPHATE	ACETAMINOPHEN; CODEINE PHOSPHATE	0
089673	003	TABLET;ORAL	300MG;30MG	0	ACETAMINOPHEN AND CODEINE PHOSPHATE	ACETAMINOPHEN; CODEINE PHOSPHATE	0
089674	001	TABLET;ORAL	50MG	0	MECLIZINE HYDROCHLORIDE	MECLIZINE HYDROCHLORIDE	0
089675	001	INJECTABLE;INJECTION	EQ 5MG BASE/ML	0	PROCHLORPERAZINE EDISYLATE	PROCHLORPERAZINE EDISYLATE	0
