ApplNo	ApplType	ApplPublicNotes	SponsorName
078796	ANDA		HOSPIRA
078797	ANDA		WATSON LABS INC
078800	ANDA		CIPLA
078801	ANDA		SYNTHON PHARMS
078803	ANDA		ACTAVIS TOTOWA
078804	ANDA		BARR
078805	ANDA		SUN PHARMA GLOBAL
078806	ANDA		JUBILANT DRAXIMAGE
078807	ANDA		IPCA LABS LTD
078808	ANDA		SANDOZ INC
078809	ANDA		CARDINAL HEALTH 414
078810	ANDA		FRESENIUS KABI ONCOL
078811	ANDA		FRESENIUS KABI USA
078812	ANDA		SANDOZ INC
078813	ANDA		HOSPIRA WORLDWIDE
078815	ANDA		HOSPIRA INC
078816	ANDA		MUSTAFA NEVSAT IIAC SANAYII A.S.
078817	ANDA		SANDOZ
078818	ANDA		SUN PHARM
078819	ANDA		FRESENIUS KABI USA
078825	ANDA		MYLAN PHARMA
078826	ANDA		AMNEAL PHARMS
078827	ANDA		MYLAN
078828	ANDA		JUBILANT CADISTA
078829	ANDA		AUROBINDO PHARMA
078830	ANDA		PERRIGO PHARMS CO
078832	ANDA		ZYDUS PHARMS USA
078833	ANDA		WATSON LABS
078834	ANDA		MAYNE PHARMA
078835	ANDA		SANDOZ INC
078837	ANDA		PERRIGO ISRAEL
078841	ANDA		APOTEX
078843	ANDA		APOTEX INC
078845	ANDA		MYLAN
078846	ANDA		DR REDDYS LABS LTD
078848	ANDA		ZYDUS PHARMS USA
078849	ANDA		RANBAXY LABS LTD
078850	ANDA		INVAGEN PHARMS
078853	ANDA		ORCHID HLTHCARE
078854	ANDA		ACTAVIS MID ATLANTIC
078855	ANDA		MYLAN
078857	ANDA		MYLAN
078858	ANDA		TORRENT PHARMS
078861	ANDA		AUROBINDO PHARMA
078862	ANDA		ORCHID HLTHCARE
078863	ANDA		BIONPHARMA INC
078864	ANDA		MYLAN LABS
078865	ANDA		WOCKHARDT
078866	ANDA		SUN PHARM
078867	ANDA		LUITPOLD
078868	ANDA		APOTEX INC
078869	ANDA		VIWIT PHARM
078870	ANDA		TORRENT
078871	ANDA		CELLTRION
078872	ANDA		PAR PHARM
078873	ANDA		TEVA PHARMS
078876	ANDA		LANNETT CO INC
078877	ANDA		ZYDUS PHARMS USA INC
078878	ANDA		DR REDDYS LABS LTD
078879	ANDA		BARR
078880	ANDA		BIONPHARMA INC
078881	ANDA		MYLAN
078883	ANDA		MATRIX LABS
078884	ANDA		WOCKHARDT
078885	ANDA		SUN PHARM
078886	ANDA		HETERO LABS LTD III
078887	ANDA		EMCURE PHARMA
078888	ANDA		ZYDUS PHARMS
078889	ANDA		REDDYS
078890	ANDA		LANNETT CO INC
078892	ANDA		AMNEAL PHARMS
078893	ANDA		MYLAN
078894	ANDA		ALEMBIC PHARMS LTD
078895	ANDA		UNICHEM
078898	ANDA		ZYDUS PHARMS USA INC
078899	ANDA		ZYDUS PHARMS USA INC
078900	ANDA		ZYDUS PHARMS USA INC
078901	ANDA		SANDOZ
078902	ANDA		MYLAN
078904	ANDA		DR REDDYS LABS LTD
078905	ANDA		ZYDUS PHARMS USA INC
078906	ANDA		GLENMARK GENERICS
078907	ANDA		SPECGX LLC
078908	ANDA		TEVA PHARMS USA
078909	ANDA		TORRENT
078912	ANDA		PERRIGO R AND D
078913	ANDA		HIKMA
078915	ANDA		MYLAN
078916	ANDA		ALEMBIC PHARMS LTD
078917	ANDA		ACCORD HLTHCARE
078918	ANDA		ZYDUS PHARMS USA INC
078919	ANDA		ZYDUS PHARMS USA INC
078920	ANDA		ZYDUS PHARMS USA INC
078921	ANDA		ZYDUS PHARMS USA INC
078922	ANDA		MYLAN PHARMS INC
078925	ANDA		ALKEM
078926	ANDA		ZYDUS PHARMS USA INC
078929	ANDA		EMCURE PHARMA
078930	ANDA		GLENMARK GENERICS
078932	ANDA		ALEMBIC PHARMS LTD
078933	ANDA		MARKSANS PHARMA
078935	ANDA		NORTHSTAR HLTHCARE
078936	ANDA		MYLAN
078938	ANDA		WOCKHARDT
078939	ANDA		LUPIN
078940	ANDA		ACTAVIS ELIZABETH
078941	ANDA		WOCKHARDT LTD
078942	ANDA		AM REGENT
078943	ANDA		PLIVA LACHEMA
078944	ANDA		KENTON
078945	ANDA		EMCURE PHARMS LTD
078946	ANDA		LUPIN LTD
078947	ANDA		TORRENT PHARMS
078948	ANDA		APOTEX INC
078949	ANDA		APOTEX INC
078950	ANDA		BAXTER HLTHCARE CORP
078952	ANDA		HIKMA PHARMS
078953	ANDA		NEOPHARMA
078955	ANDA		IPCA LABS LTD
078956	ANDA		AUROBINDO PHARMA
078957	ANDA		HETERO LABS LTD III
078958	ANDA		EMCURE PHARMA
078959	ANDA		SEPTODONT INC
078960	ANDA		TARO
078962	ANDA		KVK TECH
078963	ANDA		ORCHID HLTHCARE
078964	ANDA		LUPIN LTD
078965	ANDA		BARR
078966	ANDA		PAR PHARM
078967	ANDA		PERRIGO R AND D
078968	ANDA		PERRIGO R AND D
078969	ANDA		NATCO PHARMA
078970	ANDA		LUPIN LTD
078974	ANDA		HI TECH PHARMA
078975	ANDA		AKORN
078976	ANDA		ACTAVIS MID ATLANTIC
078979	ANDA		DR REDDYS LABS LTD
078980	ANDA		MYLAN INSTITUTIONAL
078981	ANDA		SANDOZ INC
078982	ANDA		CELLTRION
078983	ANDA		APOTEX
078984	ANDA		WATSON LABS TEVA
078986	ANDA		APOTEX INC
078987	ANDA		GLENMARK PHARMS
078988	ANDA		PHARM ASSOC
078989	ANDA		UNICHEM
078990	ANDA		APOTEX INC
078992	ANDA		INTELLIPHARMACEUTICS
078993	ANDA		AUROBINDO PHARMA
078995	ANDA		MYLAN PHARMS INC
078996	ANDA		SUN PHARM INDUSTRIES
078997	ANDA		DR REDDYS LABS LTD
078998	ANDA		ORCHID HLTHCARE
079001	ANDA		SUN PHARM
079002	ANDA		COBALT LABS INC
079003	ANDA		WATSON LABS TEVA
079007	ANDA		SANDOZ
079009	ANDA		HERITAGE PHARMS INC
079010	ANDA		VINTAGE
079011	ANDA		TEVA PHARMS USA
079012	ANDA		TIME-CAP LABS INC
079013	ANDA		APOTEX INC
079014	ANDA		MYLAN
079016	ANDA		AUROBINDO PHARMA LTD
079017	ANDA		ZYDUS PHARMS USA INC
079019	ANDA		GLENMARK PHARMS LTD
079020	ANDA		SUN PHARMA GLOBAL
079021	ANDA		MYLAN PHARMS INC
079022	ANDA		TEVA PHARMS USA
079025	ANDA		EMCURE PHARMS LTD
079028	ANDA		WATSON LABS
079029	ANDA		ZYDUS PHARMS USA INC
079031	ANDA		BARR LABS INC
079032	ANDA		AM REGENT
079033	ANDA		MYLAN INSTITUTIONAL
079038	ANDA		P AND L
079039	ANDA		LUITPOLD
079040	ANDA		ACTAVIS ELIZABETH
079042	ANDA		WOCKHARDT
079043	ANDA		DR REDDYS LABS LTD
079044	ANDA		P AND L
079045	ANDA		FRESENIUS KABI USA
079046	ANDA		ACTAVIS ELIZABETH
079047	ANDA		MYLAN
079049	ANDA		NEOPHARMA
079050	ANDA		CELLTRION
079051	ANDA		MYLAN
079054	ANDA		TORRENT PHARMS
079056	ANDA		HERITAGE PHARMA
079057	ANDA		SUN PHARM
079058	ANDA		TRIS PHARMA INC
079059	ANDA		TRIS PHARMA INC
079060	ANDA		AUROBINDO PHARMA LTD
079061	ANDA		GLENMARK GENERICS
079062	ANDA		AUROBINDO PHARMA LTD
079063	ANDA		AUROBINDO PHARMA LTD
079064	ANDA		XIROMED
079065	ANDA		ALEMBIC PHARMS LTD
079067	ANDA		ALEMBIC PHARMS LTD
079068	ANDA		ACCORD HLTHCARE
079069	ANDA		MYLAN
079070	ANDA		AUROBINDO PHARMA
079071	ANDA		MATRIX LABS
079072	ANDA		NORTHSTAR HLTHCARE
079074	ANDA		MATRIX LABS LTD
079075	ANDA		WATSON LABS
079076	ANDA		MYLAN LABS LTD
079078	ANDA		AKORN INC
079079	ANDA		MYLAN LABS LTD
079080	ANDA		ACTAVIS LABS FL INC
079081	ANDA		TEVA PHARMS
079082	ANDA		LANNETT CO INC
079084	ANDA		APOTEX INC
079085	ANDA		SUN PHARM
079086	ANDA		PETNET
079087	ANDA		IMPAX LABS
079088	ANDA		TORRENT PHARMS
079089	ANDA		ZYDUS PHARMS USA INC
079090	ANDA		MAYNE PHARMA
079093	ANDA		OXFORD PHARMS
079094	ANDA		ACTAVIS LABS FL INC
079095	ANDA		ACTAVIS LABS FL INC
079096	ANDA		AMNEAL PHARMS NY
079098	ANDA		AMNEAL PHARMS
079099	ANDA		GLENMARK PHARMS LTD
079102	ANDA		XIROMED
079103	ANDA		MYLAN PHARMS INC
079104	ANDA		INFORLIFE
079106	ANDA		UNICHEM
079107	ANDA		ANDA REPOSITORY
079108	ANDA		IMPAX LABS INC
079110	ANDA		SUN PHARM
079111	ANDA		AUROBINDO PHARMA
079112	ANDA		WOCKHARDT LTD
079113	ANDA		PERRIGO R AND D
079114	ANDA		PERRIGO R AND D
079115	ANDA		WOCKHARDT
079116	ANDA		APOTEX
079117	ANDA		AUROBINDO PHARMA
079118	ANDA		AUROBINDO PHARMA LTD
079119	ANDA		AKORN INC
079120	ANDA		BRECKENRIDGE
079121	ANDA		TARO
079123	ANDA		WEST-WARD PHARMS INT
079124	ANDA		HETERO LABS LTD III
079128	ANDA		STRIDES PHARMA
079129	ANDA		STRIDES PHARMA
079132	ANDA		JUBILANT CADISTA
079133	ANDA		SIGMAPHARM LABS LLC
079134	ANDA		MYLAN ASI
079135	ANDA		GLENMARK GENERICS
079137	ANDA		ZYDUS PHARMS
079138	ANDA		HOSPIRA
079139	ANDA		GLENMARK GENERICS
079141	ANDA		TEVA PHARMS USA
079142	ANDA		MYLAN PHARMS INC
079145	ANDA		APOTEX INC
079147	ANDA		WOCKHARDT
079148	ANDA		INDICUS PHARMA
079150	ANDA		AUROBINDO PHARMA LTD
079153	ANDA		TORRENT PHARMS
079157	ANDA		SUN PHARM INDS INC
079158	ANDA		LANNETT CO INC
079159	ANDA		ALEMBIC LTD
079160	ANDA		ACTAVIS TOTOWA
079161	ANDA		MYLAN
079162	ANDA		INVAGEN PHARMS
079163	ANDA		UNICHEM LABS LTD
079164	ANDA		APOTEX INC
079165	ANDA		MLV
079166	ANDA		TEVA PHARMS USA
079167	ANDA		WATSON LABS INC
079168	ANDA		ALLIED
079169	ANDA		SUN PHARM
079170	ANDA		AUROBINDO PHARMA LTD
079171	ANDA		SANDOZ INC
079172	ANDA		GLENMARK PHARMS
079174	ANDA		GRANULES INDIA
079175	ANDA		AVANTHI INC
079179	ANDA		APOTEX
079182	ANDA		PAR PHARM
079183	ANDA		HOSPIRA INC
079184	ANDA		TEVA PHARMS USA
079185	ANDA		MYLAN
079186	ANDA		AM REGENT
079187	ANDA		MYLAN PHARMS INC
079188	ANDA		AUROBINDO PHARMA
079191	ANDA		TORRENT PHARMS LLC
079193	ANDA		BARR
079194	ANDA		TEVA PARENTERAL
079195	ANDA		SANDOZ INC
079196	ANDA		WEST-WARD PHARMS INT
079197	ANDA		AKORN INC
079198	ANDA		MYLAN INSTITUTIONAL
079199	ANDA		MYLAN INSTITUTIONAL
079204	ANDA		TARO
079205	ANDA		MARKSANS PHARMA
079206	ANDA		FOSUN PHARMA
079209	ANDA		AUROBINDO PHARMA LTD
079211	ANDA		WOCKHARDT
079212	ANDA		WOCKHARDT
079213	ANDA		ZYDUS PHARMS USA INC
079214	ANDA		PAR PHARM
079215	ANDA		TEVA PHARMS USA
079216	ANDA		P AND L
079217	ANDA		AKORN INC
079218	ANDA		WATSON LABS
079219	ANDA		P AND L
079220	ANDA		NATCO PHARMA LTD
079221	ANDA		XIROMED
079224	ANDA		GLAND PHARMA LTD
079225	ANDA		MYLAN
079226	ANDA		TORRENT PHARMS LTD
079227	ANDA		GLENMARK GENERICS
079229	ANDA		ORCHID HLTHCARE
079230	ANDA		SANDOZ
079232	ANDA		PADDOCK LLC
079233	ANDA		AMNEAL PHARMS
079234	ANDA		HETERO LABS LTD III
079235	ANDA		SEPTODONT INC
079237	ANDA		IPCA LABS LTD
079238	ANDA		PLIVA HRVATSKA DOO
079239	ANDA		SUN PHARM INDS INC
079240	ANDA		FRESENIUS KABI USA
079241	ANDA		AMNEAL PHARMS
079242	ANDA		FRESENIUS KABI USA
079244	ANDA		LANNETT CO INC
079245	ANDA		AUROBINDO PHARMA
079246	ANDA		TEVA PHARMS USA
079247	ANDA		NOVEL LABS INC
080001	ANDA		ABBOTT
080003	ANDA		ELKINS SINN
080013	ANDA		WYETH AYERST
080015	ANDA		HALSEY
080016	ANDA		LANNETT
080017	ANDA		LANNETT
080020	ANDA		ALCON
080021	ANDA		ALCON
080024	ANDA		OPTOPICS
080025	ANDA		NOVARTIS
080027	ANDA		ALCON LABS INC
080028	ANDA		ALLERGAN
080029	ANDA		PERRIGO CO TENNESSEE
080036	ANDA		MK LABS
080040	ANDA		SOLVAY
080043	ANDA		SANDOZ
080044	ANDA		SANDOZ
080059	ANDA		MEDPOINTE PHARM HLC
080078	ANDA		IVAX SUB TEVA PHARMS
080079	ANDA		IMPAX LABS
080081	ANDA		IMPAX LABS
080082	ANDA		ROXANE
080084	ANDA		LANNETT
080085	ANDA		LANNETT
080086	ANDA		PUREPAC PHARM
080087	ANDA		PUREPAC PHARM
080088	ANDA		EVERYLIFE
080094	ANDA		PAL PAK
080097	ANDA		HEXCEL
080098	ANDA		HEXCEL
080099	ANDA		FOREST PHARMS
080100	ANDA		FOREST PHARMS
080109	ANDA		IMPAX LABS
080120	ANDA		WHITEWORTH TOWN PLSN
080123	ANDA		LANNETT
080126	ANDA		EVERYLIFE
080132	ANDA		PUREPAC PHARM
080134	ANDA		MEDPOINTE PHARM HLC
080136	ANDA		SUN PHARM INDUSTRIES
080138	ANDA		LANNETT
080140	ANDA		LANNETT
080142	ANDA		ANI PHARMS INC
080153	ANDA		IMPAX LABS
080154	ANDA		QUAGEN
080157	ANDA		NOVITIUM PHARMA
080159	ANDA		IMPAX LABS
080172	ANDA		ACTAVIS ELIZABETH
080188	ANDA		WATSON LABS
080189	ANDA		HEATHER
080195	ANDA		MILES
080197	ANDA		HERITAGE PHARMS INC
080198	ANDA		FOUGERA PHARMS INC
080203	ANDA		BAXTER HLTHCARE
080204	ANDA		ABRAXIS PHARM
080205	ANDA		HOSPIRA
080209	ANDA		CONTRACT PHARMACAL
080210	ANDA		BELMORA LLC
080211	ANDA		PVT FORM
080212	ANDA		HIKMA INTL PHARMS
080214	ANDA		PVT FORM
080215	ANDA		ANI PHARMS INC
080221	ANDA		LUITPOLD
080223	ANDA		LEDERLE
080224	ANDA		HOSPIRA
080225	ANDA		FRESENIUS KABI USA
080229	ANDA		ALCON
080232	ANDA		REXALL
080235	ANDA		NOVARTIS
080236	ANDA		VALEANT PHARM INTL
080237	ANDA		VALEANT PHARM INTL
080248	ANDA		ALLERGAN
080254	ANDA		LILLY
080256	ANDA		LILLY
080258	ANDA		PARKE-DAVIS
080259	ANDA		ANI PHARMS INC
080268	ANDA		VALEANT PHARM INTL
080269	ANDA		PAR PHARM
080270	ANDA		IVAX SUB TEVA PHARMS
080271	ANDA		USL PHARMA
080273	ANDA		FOREST PHARMS
080276	ANDA		ELKINS SINN
080279	ANDA		INWOOD LABS
080280	ANDA		ALPHARMA US PHARMS
080281	ANDA		SCHERING
080283	ANDA		IVAX SUB TEVA PHARMS
080285	ANDA		ANABOLIC
080292	ANDA		MYLAN
080293	ANDA		BAYER PHARMS
080300	ANDA		HALSEY
080301	ANDA		MARSHALL PHARMA
080304	ANDA		HALSEY
080306	ANDA		INWOOD LABS
080307	ANDA		MARSHALL PHARMA
080308	ANDA		PUREPAC PHARM
080309	ANDA		PUREPAC PHARM
080310	ANDA		PUREPAC PHARM
080313	ANDA		TABLICAPS
080320	ANDA		HEATHER
080321	ANDA		PHOENIX LABS NY
080322	ANDA		PHOENIX LABS NY
080324	ANDA		WEST WARD
080325	ANDA		PUREPAC PHARM
080326	ANDA		HEATHER
080327	ANDA		ROXANE
080328	ANDA		INWOOD LABS
080330	ANDA		DOW PHARM
080333	ANDA		VITARINE
080334	ANDA		VITARINE
080336	ANDA		SANDOZ
080339	ANDA		FOSUN PHARMA
080340	ANDA		PVT FORM
080341	ANDA		WHITEWORTH TOWN PLSN
080342	ANDA		WHITEWORTH TOWN PLSN
080343	ANDA		WHITEWORTH TOWN PLSN
080344	ANDA		WHITEWORTH TOWN PLSN
080350	ANDA		PANRAY
080351	ANDA		PANRAY
080352	ANDA		HIKMA
080353	ANDA		PUREPAC PHARM
080354	ANDA		WATSON LABS
080355	ANDA		WATSON LABS
080356	ANDA		WATSON LABS
080358	ANDA		SPERTI
080359	ANDA		SPERTI
080364	ANDA		PARKE DAVIS
080365	ANDA		DR REDDYS
080366	ANDA		ALRA
080368	ANDA		PHOENIX LABS NY
080370	ANDA		WYETH AYERST
080371	ANDA		SCHERER LABS
080377	ANDA		WATSON LABS
080378	ANDA		IVAX SUB TEVA PHARMS
080379	ANDA		WEST WARD
080380	ANDA		ALRA
080381	ANDA		SCHERING
080384	ANDA		ABRAXIS PHARM
080385	ANDA		ABBOTT
080386	ANDA		ABBOTT
080387	ANDA		ABBOTT
080388	ANDA		ABBOTT
080389	ANDA		ABBOTT
080390	ANDA		LYPHOMED
080393	ANDA		WATSON LABS
080395	ANDA		PUREPAC PHARM
080397	ANDA		TEVA
080398	ANDA		TEVA
080399	ANDA		ANI PHARMS INC
080400	ANDA		TEVA
080401	ANDA		WATSON LABS
080403	ANDA		PUREPAC PHARM
080404	ANDA		FRESENIUS KABI USA
080406	ANDA		WEST-WARD PHARMS INT
080407	ANDA		WEST-WARD PHARMS INT
080408	ANDA		HOSPIRA
080409	ANDA		HOSPIRA
080414	ANDA		MILES
080415	ANDA		MILES
080416	ANDA		HOSPIRA
080419	ANDA		CENCI
080420	ANDA		ABRAXIS PHARM
080421	ANDA		ABRAXIS PHARM
080425	ANDA		MISSION PHARMA
080426	ANDA		BAUSCH
080429	ANDA		BIONPHARMA INC
080431	ANDA		ABRAXIS PHARM
080438	ANDA		BAYER PHARMS
080439	ANDA		SANDOZ
080442	ANDA		BAUSCH
080443	ANDA		DOW PHARM
080445	ANDA		WEST-WARD PHARMS INT
080446	ANDA		SOLVAY
080447	ANDA		WATSON LABS
080448	ANDA		SUN PHARM INDUSTRIES
080452	ANDA		EVERYLIFE
080454	ANDA		WYETH AYERST
080455	ANDA		WEST-WARD PHARMS INT
080456	ANDA		INGRAM PHARM
080457	ANDA		HALSEY
080459	ANDA		VALEANT PHARM INTL
080472	ANDA		VALEANT INTL
080473	ANDA		VALEANT INTL
080474	ANDA		DERMIK LABS
080475	ANDA		PUREPAC PHARM
080481	ANDA		C AND M PHARMA
080482	ANDA		C AND M PHARMA
080483	ANDA		C AND M PHARMA
080489	ANDA		ALTANA
080491	ANDA		ELKINS SINN
080492	ANDA		MARSHALL PHARMA
080493	ANDA		PUREPAC PHARM
080496	ANDA		WHITEWORTH TOWN PLSN
080498	ANDA		HALSEY
080500	ANDA		SOLVAY
080504	ANDA		BELMORA LLC
080505	ANDA		FOUGERA PHARMS
080506	ANDA		VITARINE
080509	ANDA		ABRAXIS PHARM
080510	ANDA		ABRAXIS PHARM
080514	ANDA		LANNETT
080515	ANDA		WEST-WARD PHARMS INT
080516	ANDA		ELKINS SINN
080517	ANDA		WATSON LABS
080519	ANDA		ALRA
080521	ANDA		WATSON LABS
080522	ANDA		WATSON LABS
080523	ANDA		WATSON LABS
080525	ANDA		MK LABS
080530	ANDA		HERITAGE PHARMS INC
080531	ANDA		LANNETT
080534	ANDA		VITARINE
080553	ANDA		WYETH AYERST
080554	ANDA		WYETH AYERST
080556	ANDA		FRESENIUS KABI USA
080557	ANDA		FRESENIUS KABI USA
080562	ANDA		FERRANTE
080563	ANDA		FERRANTE
080564	ANDA		SANOFI AVENTIS US
080568	ANDA		FERRANTE
080570	ANDA		SAVAGE LABS
080571	ANDA		DR REDDYS
080572	ANDA		DR REDDYS
080573	ANDA		DR REDDYS
080575	ANDA		WEST-WARD PHARMS INT
080577	ANDA		WYETH AYERST
080581	ANDA		ELKINS SINN
080582	ANDA		PVT FORM
080583	ANDA		PVT FORM
080586	ANDA		ABRAXIS PHARM
080592	ANDA		VALEANT PHARM INTL
080596	ANDA		VALEANT PHARM INTL
080600	ANDA		HIKMA
080614	ANDA		DR REDDYS
080615	ANDA		WATSON LABS TEVA
080618	ANDA		FRESENIUS KABI USA
080624	ANDA		ELKINS SINN
080625	ANDA		ELKINS SINN
080626	ANDA		ROXANE
080629	ANDA		WATSON LABS
080630	ANDA		IVAX SUB TEVA PHARMS
080635	ANDA		ROXANE
080637	ANDA		REXALL
080642	ANDA		SANDOZ
080643	ANDA		ROXANE
080655	ANDA		AUROLIFE PHARMA LLC
080658	ANDA		WATSON LABS
080660	ANDA		MIZA PHARMS USA
080667	ANDA		LUITPOLD
080668	ANDA		LUITPOLD
080669	ANDA		LUITPOLD
080671	ANDA		LUITPOLD
080677	ANDA		FRESENIUS KABI USA
080679	ANDA		WATSON LABS
080680	ANDA		WATSON LABS
080686	ANDA		IMPAX LABS
080689	ANDA		DELL LABS
080691	ANDA		WHITEWORTH TOWN PLSN
080692	ANDA		FOUGERA PHARMS
080693	ANDA		FOUGERA PHARMS INC
080694	ANDA		LANNETT
080696	ANDA		WATSON LABS
080699	ANDA		SUN PHARM INDUSTRIES
080700	ANDA		SUN PHARM INDUSTRIES
080701	ANDA		MUTUAL PHARM
080702	ANDA		BANNER PHARMACAPS
080704	ANDA		BIONPHARMA INC
080706	ANDA		CROWN LABS
080710	ANDA		BEL MAR
080711	ANDA		BEL MAR
080712	ANDA		BEL MAR
080713	ANDA		WATSON LABS
080715	ANDA		ALRA
080718	ANDA		BEL MAR
080721	ANDA		BARR
080722	ANDA		FRESENIUS KABI USA
080723	ANDA		WHITEWORTH TOWN PLSN
080727	ANDA		HERITAGE PHARMA
080728	ANDA		WATSON LABS
080731	ANDA		INWOOD LABS
080732	ANDA		INWOOD LABS
080736	ANDA		LUITPOLD
080737	ANDA		AM REGENT
080738	ANDA		HERITAGE PHARMA
080741	ANDA		BEL MAR
080742	ANDA		BEL MAR
080743	ANDA		BEL MAR
080744	ANDA		BARR
080745	ANDA		ASTELLAS
080746	ANDA		CHASE CHEM
080747	ANDA		CHASE CHEM
080748	ANDA		INWOOD LABS
080749	ANDA		WATSON LABS
080750	ANDA		ASTELLAS
080751	ANDA		NOVARTIS
080753	ANDA		PUREPAC PHARM
080755	ANDA		EVERYLIFE
080756	ANDA		BEL MAR
080757	ANDA		BEL MAR
080758	ANDA		BEL MAR
080759	ANDA		BEL MAR
080760	ANDA		BEL MAR
080761	ANDA		BEL MAR
080762	ANDA		IVAX SUB TEVA PHARMS
080763	ANDA		ALPHARMA US PHARMS
080767	ANDA		IMPAX LABS
080770	ANDA		PARKE DAVIS
080774	ANDA		ALPHARMA US PHARMS
080776	ANDA		HIKMA INTL PHARMS
080778	ANDA		MERCK
080779	ANDA		IVAX SUB TEVA PHARMS
080780	ANDA		IMPAX LABS
080781	ANDA		IMPAX LABS
080782	ANDA		IMPAX LABS
080783	ANDA		VALEANT PHARM INTL
080784	ANDA		PUREPAC PHARM
080785	ANDA		IMPAX LABS
080786	ANDA		PVT FORM
080790	ANDA		WATSON LABS
080791	ANDA		WATSON LABS
080797	ANDA		ELKINS SINN
080800	ANDA		WHITEWORTH TOWN PLSN
080807	ANDA		IMPAX LABS
080808	ANDA		IMPAX LABS
080809	ANDA		IMPAX LABS
080810	ANDA		HALOCARBON
080816	ANDA		LANNETT
080817	ANDA		WEST-WARD PHARMS INT
080819	ANDA		BEL MAR
080820	ANDA		BEL MAR
080821	ANDA		BEL MAR
080822	ANDA		BEL MAR
080825	ANDA		LANNETT
080828	ANDA		FERA PHARMS
080830	ANDA		DEL RAY LABS
080832	ANDA		FOSUN PHARMA
080836	ANDA		ELKINS SINN
080839	ANDA		INWOOD LABS
080840	ANDA		TABLICAPS
080841	ANDA		HEATHER
080842	ANDA		PUREPAC PHARM
080845	ANDA		FOSUN PHARMA
080846	ANDA		LANNETT
080848	ANDA		ALTANA
080850	ANDA		AM REGENT
080853	ANDA		LILLY
080854	ANDA		LILLY
080855	ANDA		LILLY
080857	ANDA		LANNETT
080860	ANDA		BRISTOL MYERS SQUIBB
080868	ANDA		LANNETT
080873	ANDA		DR REDDYS
080874	ANDA		IMPAX LABS
080880	ANDA		IMPAX LABS
080883	ANDA		LILLY
080884	ANDA		LILLY
080886	ANDA		PUREPAC PHARM
080903	ANDA		VALEANT PHARM INTL
080905	ANDA		WATSON LABS
080907	ANDA		WATSON LABS
080908	ANDA		WATSON LABS
080911	ANDA		AUXILIUM PHARMS INC
080914	ANDA		WATSON LABS
080921	ANDA		TEVA
080925	ANDA		SEPTODONT INC
080927	ANDA		HIKMA
080928	ANDA		SANDOZ
080931	ANDA		WATSON LABS
080932	ANDA		WATSON LABS
080933	ANDA		WATSON LABS
080935	ANDA		NOVARTIS
080936	ANDA		BARR
080937	ANDA		BARR
080938	ANDA		ELKINS SINN
080939	ANDA		LANNETT
080941	ANDA		MK LABS
080943	ANDA		EVERYLIFE
080947	ANDA		CENTURY PHARMS
080949	ANDA		LANNETT
080951	ANDA		IMPAX LABS
080952	ANDA		IMPAX LABS
080953	ANDA		IMPAX LABS
080955	ANDA		IMPAX LABS
080956	ANDA		EVERYLIFE
080961	ANDA		AUROLIFE PHARMA LLC
080963	ANDA		LANNETT
080966	ANDA		LANNETT
080967	ANDA		WEST WARD
080968	ANDA		WATSON LABS
080970	ANDA		PVT FORM
080972	ANDA		BAYER PHARMS
080973	ANDA		INWOOD LABS
080975	ANDA		HIKMA INTL PHARMS
080977	ANDA		PVT FORM
080983	ANDA		FOSUN PHARMA
080985	ANDA		WEST WARD
080992	ANDA		SOLVAY
080997	ANDA		ORGANON USA INC
081002	ANDA		WEST-WARD PHARMS INT
081008	ANDA		FERNDALE LABS
081019	ANDA		WATSON LABS
081025	ANDA		FOSUN PHARMA
081029	ANDA		SUN PHARM INDUSTRIES
081030	ANDA		SUN PHARM INDUSTRIES
081031	ANDA		SUN PHARM INDUSTRIES
081034	ANDA		AUXILIUM PHARMS INC
081040	ANDA		WATSON LABS
081043	ANDA		ALCON PHARMS LTD
081044	ANDA		ALCON PHARMS LTD
081048	ANDA		SUN PHARM INDUSTRIES
081049	ANDA		SUN PHARM INDUSTRIES
081050	ANDA		SUN PHARM INDUSTRIES
081051	ANDA		MIKART
081054	ANDA		PLIVA
081066	ANDA		BEN VENUE
081067	ANDA		MIKART
081068	ANDA		MIKART
081069	ANDA		MIKART
081070	ANDA		MIKART
081079	ANDA		WATSON LABS
081080	ANDA		WATSON LABS
081083	ANDA		WATSON LABS
081095	ANDA		MIKART
081096	ANDA		MIKART
081097	ANDA		MIKART
081099	ANDA		BARR
081113	ANDA		SUN PHARM INDUSTRIES
081118	ANDA		ANDA REPOSITORY
081125	ANDA		TEVA PARENTERAL
081126	ANDA		TEVA PARENTERAL
081127	ANDA		BEXIMCO PHARMS USA
081128	ANDA		SANDOZ
081129	ANDA		SANDOZ
081134	ANDA		WOCKHARDT
081142	ANDA		TEVA PARENTERAL
081145	ANDA		STEVENS J
081149	ANDA		WATSON LABS
081150	ANDA		WATSON LABS
081151	ANDA		WATSON LABS
081165	ANDA		WATSON LABS
081169	ANDA		TEVA PARENTERAL
081189	ANDA		WATSON LABS
081190	ANDA		WATSON LABS
081203	ANDA		FOUGERA PHARMS INC
081213	ANDA		WATSON LABS
081214	ANDA		WATSON LABS
081215	ANDA		WATSON LABS TEVA
081216	ANDA		WATSON LABS
081222	ANDA		PHARMACIA AND UPJOHN
081223	ANDA		MIKART
081224	ANDA		ELKINS SINN
