Detail Data For Coal Supply - Production by Coal Sector & Company Having Year : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
State,CoalCategory,CoalCompany,CoalSector,CoalType,YearValue,QtyInMillionTonnes_Generation
ODISHA,COAL,HIL,PRIVATE,NON-COKING,2015,2.248
ODISHA,COAL,MCL,CIL,NON-COKING,2016,137.901
ODISHA,COAL,GMR,PRIVATE,NON-COKING,2016,0.560
ODISHA,COAL,MCL,CIL,NON-COKING,2017,139.210
ODISHA,COAL,GMR,PRIVATE,NON-COKING,2017,0.150
ODISHA,COAL,MCL,CIL,NON-COKING,2018,143.058
ODISHA,COAL,GMR,PRIVATE,NON-COKING,2018,0.270
ODISHA,COAL,MCL,CIL,NON-COKING,2019,144.151
ODISHA,COAL,OCL,PRIVATE,NON-COKING,2019,0.161
ODISHA,COAL,MCL,CIL,COKING,2020,0.000
ODISHA,COAL,NTPC,OTHER PUBLIC,COKING,2020,0.000
ODISHA,COAL,GMR,PRIVATE,COKING,2020,0.000
ODISHA,COAL,OCL,PRIVATE,COKING,2020,0.000
ODISHA,COAL,OCPL,PRIVATE,COKING,2020,0.000
ODISHA,COAL,MCL,CIL,NON-COKING,2020,140.358
ODISHA,COAL,NTPC,OTHER PUBLIC,NON-COKING,2020,1.540
ODISHA,COAL,GMR,PRIVATE,NON-COKING,2020,0.000
ODISHA,COAL,OCL,PRIVATE,NON-COKING,2020,0.115
ODISHA,COAL,OCPL,PRIVATE,NON-COKING,2020,1.003
ODISHA,COAL,NLC,OTHER PUBLIC,NON-COKING,2021,1.013
ODISHA,COAL,OCPL,OTHER PUBLIC,NON-COKING,2021,2.001
ODISHA,COAL,NTPC,OTHER PUBLIC,NON-COKING,2021,3.124
ODISHA,COAL,MCL,CIL,NON-COKING,2021,148.012
ANDHRA PRADESH,COAL,SCCL,OTHER PUBLIC,NON-COKING,2006,36.138
ANDHRA PRADESH,COAL,SCCL,OTHER PUBLIC,NON-COKING,2007,37.707
ANDHRA PRADESH,COAL,SCCL,OTHER PUBLIC,NON-COKING,2008,40.604
ANDHRA PRADESH,COAL,SCCL,OTHER PUBLIC,NON-COKING,2009,44.546
ANDHRA PRADESH,COAL,SCCL,OTHER PUBLIC,NON-COKING,2010,50.429
ANDHRA PRADESH,COAL,SCCL,OTHER PUBLIC,NON-COKING,2011,51.333
ANDHRA PRADESH,COAL,SCCL,OTHER PUBLIC,NON-COKING,2012,52.211
ANDHRA PRADESH,COAL,SCCL,OTHER PUBLIC,NON-COKING,2013,53.190
ANDHRA PRADESH,COAL,SCCL,OTHER PUBLIC,NON-COKING,2014,50.469
TELANGANA,COAL,SCCL,OTHER PUBLIC,NON-COKING,2015,52.536
TELANGANA,COAL,SCCL,OTHER PUBLIC,NON-COKING,2016,70.380
TELANGANA,COAL,SCCL,OTHER PUBLIC,NON-COKING,2017,61.340
TELANGANA,COAL,SCCL,OTHER PUBLIC,NON-COKING,2018,62.010
TELANGANA,COAL,SCCL,OTHER PUBLIC,NON-COKING,2019,64.401
TELANGANA,COAL,TSPGCL,PRIVATE,NON-COKING,2019,0.759
TELANGANA,COAL,SCCL,OTHER PUBLIC,COKING,2020,0.000
TELANGANA,COAL,TSPGCL,PRIVATE,COKING,2020,0.000
TELANGANA,COAL,SCCL,OTHER PUBLIC,NON-COKING,2020,64.044
TELANGANA,COAL,TSPGCL,PRIVATE,NON-COKING,2020,1.659
TELANGANA,COAL,TSPGCL,OTHER PUBLIC,NON-COKING,2021,2.023
TELANGANA,COAL,SCCL,OTHER PUBLIC,NON-COKING,2021,50.580
ASSAM,COAL,NEC,OTHER PUBLIC,NON-COKING,2006,1.101
ASSAM,COAL,NEC,OTHER PUBLIC,NON-COKING,2007,1.050
ASSAM,COAL,NEC,OTHER PUBLIC,NON-COKING,2008,1.101
ASSAM,COAL,NEC,OTHER PUBLIC,NON-COKING,2009,1.009
ASSAM,COAL,NEC,OTHER PUBLIC,NON-COKING,2010,1.113
ASSAM,COAL,NEC,OTHER PUBLIC,NON-COKING,2011,1.101
ASSAM,COAL,NEC,OTHER PUBLIC,NON-COKING,2012,0.602
ASSAM,COAL,NEC,OTHER PUBLIC,NON-COKING,2013,0.605
ASSAM,COAL,NEC,OTHER PUBLIC,NON-COKING,2014,0.664
ASSAM,COAL,NEC,OTHER PUBLIC,NON-COKING,2015,0.779
ASSAM,COAL,NEC,OTHER PUBLIC,NON-COKING,2016,0.486
ASSAM,COAL,NEC,CIL,NON-COKING,2017,0.600
ASSAM,COAL,NEC,CIL,NON-COKING,2018,0.781
ASSAM,COAL,NEC,CIL,NON-COKING,2019,0.784
ASSAM,COAL,NEC,CIL,COKING,2020,0.000
ASSAM,COAL,NEC,CIL,NON-COKING,2020,0.517
ASSAM,COAL,NEC,CIL,NON-COKING,2021,0.036
ARUNACHAL PRADESH,COAL,APMDTCL,OTHER PUBLIC,NON-COKING,2008,0.079
ARUNACHAL PRADESH,COAL,APMDTCL,OTHER PUBLIC,NON-COKING,2009,0.142
ARUNACHAL PRADESH,COAL,APMDTCL,OTHER PUBLIC,NON-COKING,2010,0.251
ARUNACHAL PRADESH,COAL,APMDTCL,OTHER PUBLIC,NON-COKING,2011,0.299
ARUNACHAL PRADESH,COAL,APMDTCL,OTHER PUBLIC,NON-COKING,2012,0.221
ARUNACHAL PRADESH,COAL,APMDTCL,OTHER PUBLIC,NON-COKING,2013,0.073
MEGHALAYA,COAL,MEG,PRIVATE,NON-COKING,2006,5.565
MEGHALAYA,COAL,MEG,PRIVATE,NON-COKING,2007,5.787
MEGHALAYA,COAL,MEG,PRIVATE,NON-COKING,2008,6.541
MEGHALAYA,COAL,MEG,PRIVATE,NON-COKING,2009,5.489
MEGHALAYA,COAL,MEG,PRIVATE,NON-COKING,2010,5.767
MEGHALAYA,COAL,MEG,PRIVATE,NON-COKING,2011,6.974
MEGHALAYA,COAL,MEG,PRIVATE,NON-COKING,2012,7.206
MEGHALAYA,COAL,MEG,PRIVATE,NON-COKING,2013,5.640
MEGHALAYA,COAL,MEG,PRIVATE,NON-COKING,2014,5.732
MEGHALAYA,COAL,MEG,PRIVATE,NON-COKING,2015,5.732
MEGHALAYA,COAL,MEG,PRIVATE,NON-COKING,2016,3.715
MEGHALAYA,COAL,MEG,PRIVATE,NON-COKING,2017,2.310
MEGHALAYA,COAL,MEG,PRIVATE,NON-COKING,2018,1.529
GUJARAT,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,2006,7.221
GUJARAT,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2006,1.725
GUJARAT,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,2007,7.989
GUJARAT,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2007,1.660
GUJARAT,LIGNITE,GHCL,PRIVATE,LIGNITE,2007,0.159
GUJARAT,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,2008,9.967
GUJARAT,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2008,1.730
GUJARAT,LIGNITE,GHCL,PRIVATE,LIGNITE,2008,0.091
GUJARAT,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,2009,8.111
GUJARAT,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2009,1.720
GUJARAT,LIGNITE,GHCL,PRIVATE,LIGNITE,2009,0.283
GUJARAT,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,2010,8.374
GUJARAT,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2010,1.836
GUJARAT,LIGNITE,GHCL,PRIVATE,LIGNITE,2010,0.316
GUJARAT,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,2011,10.232
GUJARAT,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2011,2.521
GUJARAT,LIGNITE,GHCL,PRIVATE,LIGNITE,2011,0.311
GUJARAT,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,2012,11.343
GUJARAT,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2012,2.716
GUJARAT,LIGNITE,GHCL,PRIVATE,LIGNITE,2012,0.389
GUJARAT,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,2013,10.905
GUJARAT,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2013,3.326
GUJARAT,LIGNITE,GHCL,PRIVATE,LIGNITE,2013,0.297
GUJARAT,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,2014,8.398
GUJARAT,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2014,3.006
GUJARAT,LIGNITE,GHCL,PRIVATE,LIGNITE,2014,0.190
GUJARAT,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,2015,8.700
GUJARAT,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2015,3.404
GUJARAT,LIGNITE,GHCL,PRIVATE,LIGNITE,2015,0.200
GUJARAT,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,2016,6.969
GUJARAT,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2016,3.063
GUJARAT,LIGNITE,GHCL,PRIVATE,LIGNITE,2016,0.092
GUJARAT,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2017,2.820
GUJARAT,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,2017,7.650
GUJARAT,LIGNITE,GHCL,PRIVATE,LIGNITE,2017,0.080
GUJARAT,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2018,3.123
GUJARAT,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,2018,10.601
GUJARAT,LIGNITE,GHCL,PRIVATE,LIGNITE,2018,0.057
GUJARAT,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2019,3.313
GUJARAT,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,2019,9.160
GUJARAT,LIGNITE,GHCL,PRIVATE,LIGNITE,2019,0.093
GUJARAT,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2020,3.064
GUJARAT,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2020,0.278
GUJARAT,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2020,0.000
GUJARAT,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,2020,6.957
GUJARAT,LIGNITE,GHCL,PRIVATE,LIGNITE,2020,0.083
GUJARAT,LIGNITE,GHCL,PRIVATE,LIGNITE,2021,0.021
GUJARAT,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,2021,6.004
GUJARAT,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2021,0.430
GUJARAT,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2021,3.078
JAMMU & KASHMIR,COAL,JKML,OTHER PUBLIC,NON-COKING,2006,0.019
JAMMU & KASHMIR,COAL,JKML,OTHER PUBLIC,NON-COKING,2007,0.016
JAMMU & KASHMIR,COAL,JKML,OTHER PUBLIC,NON-COKING,2008,0.017
JAMMU & KASHMIR,COAL,JKML,OTHER PUBLIC,NON-COKING,2009,0.011
JAMMU & KASHMIR,COAL,JKML,OTHER PUBLIC,NON-COKING,2010,0.023
JAMMU & KASHMIR,COAL,JKML,OTHER PUBLIC,NON-COKING,2011,0.024
JAMMU & KASHMIR,COAL,JKML,OTHER PUBLIC,NON-COKING,2012,0.020
JAMMU & KASHMIR,COAL,JKML,OTHER PUBLIC,NON-COKING,2013,0.019
JAMMU & KASHMIR,COAL,JKML,OTHER PUBLIC,NON-COKING,2014,0.019
JAMMU & KASHMIR,COAL,JKML,OTHER PUBLIC,NON-COKING,2015,0.013
JAMMU & KASHMIR,COAL,JKML,OTHER PUBLIC,NON-COKING,2016,0.015
JAMMU & KASHMIR,COAL,JKML,OTHER PUBLIC,NON-COKING,2017,0.010
JAMMU & KASHMIR,COAL,JKML,OTHER PUBLIC,NON-COKING,2018,0.014
JAMMU & KASHMIR,COAL,JKML,OTHER PUBLIC,NON-COKING,2019,0.013
JAMMU & KASHMIR,COAL,JKML,OTHER PUBLIC,COKING,2020,0.000
JAMMU & KASHMIR,COAL,JKML,OTHER PUBLIC,NON-COKING,2020,0.014
JAMMU & KASHMIR,COAL,JKML,OTHER PUBLIC,NON-COKING,2021,0.012
RAJASTHAN,LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,2006,0.677
RAJASTHAN,LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,2007,0.463
RAJASTHAN,LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,2008,0.606
RAJASTHAN,LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,2009,0.999
RAJASTHAN,LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,2010,1.207
RAJASTHAN,LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,2011,0.883
RAJASTHAN,LIGNITE,BLMCL,OTHER PUBLIC,LIGNITE,2011,0.642
RAJASTHAN,LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,2012,2.120
RAJASTHAN,LIGNITE,VSLPPL,OTHER PUBLIC,LIGNITE,2012,0.843
RAJASTHAN,LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,2013,1.387
RAJASTHAN,LIGNITE,VSLPPL,OTHER PUBLIC,LIGNITE,2013,0.815
RAJASTHAN,LIGNITE,BLMCL,OTHER PUBLIC,LIGNITE,2013,3.500
RAJASTHAN,LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,2014,1.428
RAJASTHAN,LIGNITE,VSLPPL,OTHER PUBLIC,LIGNITE,2014,0.890
RAJASTHAN,LIGNITE,BLMCL,OTHER PUBLIC,LIGNITE,2014,3.750
RAJASTHAN,LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,2015,1.405
RAJASTHAN,LIGNITE,VSLPPL,OTHER PUBLIC,LIGNITE,2015,1.005
RAJASTHAN,LIGNITE,BLMCL,OTHER PUBLIC,LIGNITE,2015,7.000
RAJASTHAN,LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,2016,0.972
RAJASTHAN,LIGNITE,VSLPPL,OTHER PUBLIC,LIGNITE,2016,0.617
RAJASTHAN,LIGNITE,BLMCL,OTHER PUBLIC,LIGNITE,2016,6.679
RAJASTHAN,LIGNITE,VSLPPL,OTHER PUBLIC,LIGNITE,2017,0.510
RAJASTHAN,LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,2017,0.550
RAJASTHAN,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2017,1.410
RAJASTHAN,LIGNITE,BLMCL,OTHER PUBLIC,LIGNITE,2017,6.010
RAJASTHAN,LIGNITE,VSLPPL,OTHER PUBLIC,LIGNITE,2018,0.426
RAJASTHAN,LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,2018,1.019
RAJASTHAN,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2018,1.584
RAJASTHAN,LIGNITE,BLMCL,OTHER PUBLIC,LIGNITE,2018,6.265
RAJASTHAN,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,2019,0.000
RAJASTHAN,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2019,1.209
RAJASTHAN,LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,2019,1.317
RAJASTHAN,LIGNITE,VSLPPL,OTHER PUBLIC,LIGNITE,2019,0.305
RAJASTHAN,LIGNITE,BLMCL,OTHER PUBLIC,LIGNITE,2019,5.845
RAJASTHAN,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,2020,0.000
RAJASTHAN,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2020,1.348
RAJASTHAN,LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,2020,0.790
RAJASTHAN,LIGNITE,VSLPPL,OTHER PUBLIC,LIGNITE,2020,0.672
RAJASTHAN,LIGNITE,BLMCL,OTHER PUBLIC,LIGNITE,2020,4.499
RAJASTHAN,LIGNITE,BLMCL,OTHER PUBLIC,LIGNITE,2020,0.914
RAJASTHAN,LIGNITE,BLMCL,OTHER PUBLIC,LIGNITE,2021,1.518
RAJASTHAN,LIGNITE,BLMCL,OTHER PUBLIC,LIGNITE,2021,4.500
RAJASTHAN,LIGNITE,VSLPPL,PRIVATE,LIGNITE,2021,0.971
RAJASTHAN,LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,2021,0.830
RAJASTHAN,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2021,1.237
TAMILNADU,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2006,20.551
TAMILNADU,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2007,21.014
TAMILNADU,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2008,21.586
TAMILNADU,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2009,21.308
TAMILNADU,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2010,22.338
TAMILNADU,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2011,23.144
TAMILNADU,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2012,24.472
TAMILNADU,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2013,26.223
TAMILNADU,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2014,26.609
TAMILNADU,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2015,26.543
TAMILNADU,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2016,25.451
TAMILNADU,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2017,26.200
TAMILNADU,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2018,23.569
TAMILNADU,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2019,23.041
TAMILNADU,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2020,23.516
TAMILNADU,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2021,9.162
TAMILNADU,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2021,2.574
TAMILNADU,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,2021,6.290
