STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2009,,3.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2010,,0.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2011,,0.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2012,,1.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2013,,2.23,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2014,,3.05,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2015,,1.97,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2016,,2.48,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2017,,2.177,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2018,,1.569,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2019,,2.238,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2020,,1.76,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2021,,1.732688,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2022,,1.57,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,HUN,Hungary,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2023,,2.91,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISL,Iceland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,1989,,86,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISL,Iceland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,1990,,88,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISL,Iceland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,1991,,88,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISL,Iceland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,1992,,88,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISL,Iceland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,1993,,88,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISL,Iceland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,1994,,86,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISL,Iceland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,1995,,86,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISL,Iceland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,1996,,86,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISL,Iceland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,1997,,86,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISL,Iceland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,1998,,81.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISL,Iceland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,1999,,73.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,IRL,Ireland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,1989,,22,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,IRL,Ireland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,1990,,22,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,IRL,Ireland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,1991,,22,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,IRL,Ireland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,1993,,20,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,IRL,Ireland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,1999,,27,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,IRL,Ireland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2001,,23,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,IRL,Ireland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2007,,3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,IRL,Ireland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2009,,2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,IRL,Ireland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2011,,3.71,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,IRL,Ireland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2012,,3.28,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,IRL,Ireland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2013,,2.85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,IRL,Ireland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2014,,2.42,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,IRL,Ireland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2015,,2.01,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,IRL,Ireland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2016,,1.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,IRL,Ireland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2017,,1.21,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,IRL,Ireland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2018,,0.99,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,IRL,Ireland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2019,,0.99,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,IRL,Ireland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2020,,0.84,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,IRL,Ireland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2021,,0.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,IRL,Ireland,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2022,,0.59,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,1980,,22.79999924,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,1985,,18.70000076,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,1990,,11.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,1995,,11.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2000,,7.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2001,,7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2002,,6.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2003,,5.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2004,,4.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2005,,4.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2006,,3.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2007,,3.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2008,,3.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2009,,3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2010,,2.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2011,,2.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2012,,2.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2013,,2.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2014,,2.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2015,,2.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2016,,2.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2017,,2.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2018,,2.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2019,,2.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2020,,2.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2021,,2.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2022,,2.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2023,,2.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ITA,Italy,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2018,,17.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,KOR,Korea,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2017,,0.37,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,KOR,Korea,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2018,,0.35,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,KOR,Korea,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2019,,0.39,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,KOR,Korea,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2020,,0.48,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,KOR,Korea,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2021,,0.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,KOR,Korea,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2022,,0.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,KOR,Korea,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2023,,0.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,LTU,Lithuania,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2005,,0.1873298,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,LTU,Lithuania,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2006,,0.09981526,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,LTU,Lithuania,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2007,,0.09855991,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,LTU,Lithuania,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2008,,0.07621621,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,LTU,Lithuania,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2009,,0.07598644,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,LTU,Lithuania,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2010,,0.05870708,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,LTU,Lithuania,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2011,,0.04949023,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,LTU,Lithuania,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2012,,0.04868295,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,LTU,Lithuania,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2013,,0.01698612,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,LTU,Lithuania,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2014,,0.03611645,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,LTU,Lithuania,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2015,,0.04206421,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,LTU,Lithuania,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2016,,0.03312258,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,LTU,Lithuania,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2017,,0.02689123,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,LTU,Lithuania,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2018,,0.01518384,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,LTU,Lithuania,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2019,,0.006156634,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,LTU,Lithuania,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2020,,0.005941451,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,LTU,Lithuania,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2021,,0.005737709,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,LTU,Lithuania,A,Annual,PUBNOTR,Public sewerage without treatment,PT_POP,Percentage of population,2022,,0.004584782,,A,Normal value,0,Units,1,One
