observationDate,value,observationAbout,variableMeasured,unit
2019,1.3,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_CapitalAppropriations_NonOperatingGrants,Percent
2019,1719336000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_CapitalAppropriations_NonOperatingGrants,USDollar
2019,3.1,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_CapitalAppropriations_NonOperatingGrants,Percent
2019,3716945000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_CapitalGrantsGifts_NonOperatingGrants,USDollar
2019,1.1,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_CapitalGrantsGifts_NonOperatingGrants,Percent
2019,452354000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_CapitalGrantsGifts_NonOperatingGrants,USDollar
2019,0.8,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_CapitalGrantsGifts_NonOperatingGrants,Percent
2019,1422503000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_AdditionsPermanent_NonOperatingGrants,USDollar
2019,0.4,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_AdditionsPermanent_NonOperatingGrants,Percent
2019,46089000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_AdditionsPermanent_NonOperatingGrants,USDollar
2019,0.1,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_AdditionsPermanent_NonOperatingGrants,Percent
2019,7817311000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_OtherRevenues_NonOperatingGrants,USDollar
2019,2.3,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_OtherRevenues_NonOperatingGrants,Percent
2019,369166000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_OtherRevenues_NonOperatingGrants,USDollar
2019,0.7,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_OtherRevenues_NonOperatingGrants,Percent
2019,31814000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_OtherRevenues_NonOperatingGrants,USDollar
2019,3.5,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_OtherRevenues_NonOperatingGrants,Percent
2019,334251664000,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2019,100,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PublicInstitution_FourYear_NonOperatingGrants,Percent
2019,53888233000,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PublicInstitution_TwoYear_NonOperatingGrants,USDollar
2019,100,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PublicInstitution_TwoYear_NonOperatingGrants,Percent
2019,770908000,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PublicInstitution_LessThanTwoYear_NonOperatingGrants,USDollar
2019,100,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PublicInstitution_LessThanTwoYear_NonOperatingGrants,Percent
2019,89422936000,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2019,26.8,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PublicInstitution_FourYear_NonOperatingGrants,Percent
2019,21775909000,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PublicInstitution_TwoYear_NonOperatingGrants,USDollar
2019,40.4,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PublicInstitution_TwoYear_NonOperatingGrants,Percent
2019,403761000,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PublicInstitution_LessThanTwoYear_NonOperatingGrants,USDollar
2019,52.4,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PublicInstitution_LessThanTwoYear_NonOperatingGrants,Percent
2019,38036442000,country/USA,dcid:Expenditure_ExpenditureActivity_Research_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2019,11.4,country/USA,dcid:Expenditure_ExpenditureActivity_Research_PublicInstitution_FourYear_NonOperatingGrants,Percent
2019,29808000,country/USA,dcid:Expenditure_ExpenditureActivity_Research_PublicInstitution_TwoYear_NonOperatingGrants,USDollar
2019,0.1,country/USA,dcid:Expenditure_ExpenditureActivity_Research_PublicInstitution_TwoYear_NonOperatingGrants,Percent
2019,55000,country/USA,dcid:Expenditure_ExpenditureActivity_Research_PublicInstitution_LessThanTwoYear_NonOperatingGrants,USDollar
2019,14831200000,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2019,4.4,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PublicInstitution_FourYear_NonOperatingGrants,Percent
2019,813084000,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PublicInstitution_TwoYear_NonOperatingGrants,USDollar
2019,1.5,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PublicInstitution_TwoYear_NonOperatingGrants,Percent
2019,3085000,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PublicInstitution_LessThanTwoYear_NonOperatingGrants,USDollar
2019,0.4,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PublicInstitution_LessThanTwoYear_NonOperatingGrants,Percent
2019,26973892000,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2019,8.1,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PublicInstitution_FourYear_NonOperatingGrants,Percent
2019,4687016000,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PublicInstitution_TwoYear_NonOperatingGrants,USDollar
2019,8.7,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PublicInstitution_TwoYear_NonOperatingGrants,Percent
2019,64399000,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PublicInstitution_LessThanTwoYear_NonOperatingGrants,USDollar
2019,8.4,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PublicInstitution_LessThanTwoYear_NonOperatingGrants,Percent
2019,15853829000,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2019,4.7,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PublicInstitution_FourYear_NonOperatingGrants,Percent
2019,5987443000,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PublicInstitution_TwoYear_NonOperatingGrants,USDollar
2019,11.1,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PublicInstitution_TwoYear_NonOperatingGrants,Percent
2019,61084000,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PublicInstitution_LessThanTwoYear_NonOperatingGrants,USDollar
2019,7.9,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PublicInstitution_LessThanTwoYear_NonOperatingGrants,Percent
2019,26668419000,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2019,8,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PublicInstitution_FourYear_NonOperatingGrants,Percent
2019,8715784000,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PublicInstitution_TwoYear_NonOperatingGrants,USDollar
2019,16.2,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PublicInstitution_TwoYear_NonOperatingGrants,Percent
2019,144772000,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PublicInstitution_LessThanTwoYear_NonOperatingGrants,USDollar
2019,18.8,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PublicInstitution_LessThanTwoYear_NonOperatingGrants,Percent
2019,11610215000,country/USA,dcid:Expenditure_ExpenditureActivity_ScholarshipFelllowships_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2019,3.5,country/USA,dcid:Expenditure_ExpenditureActivity_ScholarshipFelllowships_PublicInstitution_FourYear_NonOperatingGrants,Percent
2019,4753953000,country/USA,dcid:Expenditure_ExpenditureActivity_ScholarshipFelllowships_PublicInstitution_TwoYear_NonOperatingGrants,USDollar
2019,8.8,country/USA,dcid:Expenditure_ExpenditureActivity_ScholarshipFelllowships_PublicInstitution_TwoYear_NonOperatingGrants,Percent
2019,21469000,country/USA,dcid:Expenditure_ExpenditureActivity_ScholarshipFelllowships_PublicInstitution_LessThanTwoYear_NonOperatingGrants,USDollar
2019,2.8,country/USA,dcid:Expenditure_ExpenditureActivity_ScholarshipFelllowships_PublicInstitution_LessThanTwoYear_NonOperatingGrants,Percent
2019,31384211000,country/USA,dcid:Expenditure_ExpenditureActivity_AuxiliaryEnterprises_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2019,9.4,country/USA,dcid:Expenditure_ExpenditureActivity_AuxiliaryEnterprises_PublicInstitution_FourYear_NonOperatingGrants,Percent
2019,1977673000,country/USA,dcid:Expenditure_ExpenditureActivity_AuxiliaryEnterprises_PublicInstitution_TwoYear_NonOperatingGrants,USDollar
2019,3.7,country/USA,dcid:Expenditure_ExpenditureActivity_AuxiliaryEnterprises_PublicInstitution_TwoYear_NonOperatingGrants,Percent
2019,50440507000,country/USA,dcid:Expenditure_ExpenditureActivity_HospitalServices_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2019,15.1,country/USA,dcid:Expenditure_ExpenditureActivity_HospitalServices_PublicInstitution_FourYear_NonOperatingGrants,Percent
2019,1681332000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_IndependentOperations_NonOperatingGrants,USDollar
2019,0.5,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_IndependentOperations_NonOperatingGrants,Percent
2019,27348682000,country/USA,dcid:Expenditure_ExpenditureActivity_OtherExpensesAndDeductions_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2019,8.2,country/USA,dcid:Expenditure_ExpenditureActivity_OtherExpensesAndDeductions_PublicInstitution_FourYear_NonOperatingGrants,Percent
2019,5147564000,country/USA,dcid:Expenditure_ExpenditureActivity_OtherExpensesAndDeductions_PublicInstitution_TwoYear_NonOperatingGrants,USDollar
2019,9.6,country/USA,dcid:Expenditure_ExpenditureActivity_OtherExpensesAndDeductions_PublicInstitution_TwoYear_NonOperatingGrants,Percent
2019,72282000,country/USA,dcid:Expenditure_ExpenditureActivity_OtherExpensesAndDeductions_PublicInstitution_LessThanTwoYear_NonOperatingGrants,USDollar
2019,9.4,country/USA,dcid:Expenditure_ExpenditureActivity_OtherExpensesAndDeductions_PublicInstitution_LessThanTwoYear_NonOperatingGrants,Percent
2019,241334915000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_TotalRevenueInvestmentReturn_NonOperatingGrants,USDollar
2019,100,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_TotalRevenueInvestmentReturn_NonOperatingGrants,Percent
2019,922690000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_TotalRevenueInvestmentReturn_NonOperatingGrants,USDollar
2019,100,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_TotalRevenueInvestmentReturn_NonOperatingGrants,Percent
2019,117275000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_TotalRevenueInvestmentReturn_NonOperatingGrants,USDollar
2019,100,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_TotalRevenueInvestmentReturn_NonOperatingGrants,Percent
2019,77757472000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_TuitionAndFees_NonOperatingGrants,USDollar
2019,32.2,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_TuitionAndFees_NonOperatingGrants,Percent
2019,716650000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_TuitionAndFees_NonOperatingGrants,USDollar
2019,77.7,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_TuitionAndFees_NonOperatingGrants,Percent
2019,75460000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_TuitionAndFees_NonOperatingGrants,USDollar
2019,64.3,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_TuitionAndFees_NonOperatingGrants,Percent
2019,1095897000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_NonOperatingGrants,USDollar
2019,0.5,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_NonOperatingGrants,Percent
2019,12226000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_NonOperatingGrants,USDollar
2019,1.3,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_NonOperatingGrants,Percent
2019,20000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_NonOperatingGrants,USDollar
2019,462121000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_FederalFunding_GovernmentAppropriations,USDollar
2019,0.2,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_FederalFunding_GovernmentAppropriations,Percent
2019,11420000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_FederalFunding_GovernmentAppropriations,USDollar
2019,1.2,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_FederalFunding_GovernmentAppropriations,Percent
2019,2000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_FederalFunding_GovernmentAppropriations,USDollar
2019,631399000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_StateFunding_GovernmentAppropriations,USDollar
2019,0.3,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_StateFunding_GovernmentAppropriations,Percent
2019,796000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_StateFunding_GovernmentAppropriations,USDollar
2019,0.1,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_StateFunding_GovernmentAppropriations,Percent
2019,18000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_StateFunding_GovernmentAppropriations,USDollar
2019,2377000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_LocalFunding_GovernmentAppropriations,USDollar
2019,11000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_LocalFunding_GovernmentAppropriations,USDollar
2019,0,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_LocalFunding_GovernmentAppropriations,USDollar
2019,0,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_LocalFunding_GovernmentAppropriations,Percent
2019,21507852000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_GovernmentAppropriations,USDollar
2019,8.9,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_GovernmentAppropriations,Percent
2019,35273000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_GovernmentAppropriations,USDollar
2019,3.8,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_GovernmentAppropriations,Percent
2019,22902000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_GovernmentAppropriations,USDollar
2019,19.5,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_GovernmentAppropriations,Percent
2019,19778395000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_FederalFunding_GovernmentGrantsAndContracts,USDollar
2019,8.2,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_FederalFunding_GovernmentGrantsAndContracts,Percent
2019,28959000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_FederalFunding_GovernmentGrantsAndContracts,USDollar
2019,3.1,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_FederalFunding_GovernmentGrantsAndContracts,Percent
2019,14800000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_FederalFunding_GovernmentGrantsAndContracts,USDollar
2019,12.6,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_FederalFunding_GovernmentGrantsAndContracts,Percent
2019,1125798000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_StateFunding_GovernmentGrantsAndContracts,USDollar
2019,0.5,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_StateFunding_GovernmentGrantsAndContracts,Percent
2019,5528000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_StateFunding_GovernmentGrantsAndContracts,USDollar
2019,0.6,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_StateFunding_GovernmentGrantsAndContracts,Percent
2019,7228000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_StateFunding_GovernmentGrantsAndContracts,USDollar
2019,6.2,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_StateFunding_GovernmentGrantsAndContracts,Percent
2019,603659000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_LocalFunding_GovernmentGrantsAndContracts,USDollar
2019,0.3,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_LocalFunding_GovernmentGrantsAndContracts,Percent
2019,787000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_LocalFunding_GovernmentGrantsAndContracts,USDollar
2019,0.1,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_LocalFunding_GovernmentGrantsAndContracts,Percent
2019,874000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_LocalFunding_GovernmentGrantsAndContracts,USDollar
2019,0.7,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_LocalFunding_GovernmentGrantsAndContracts,Percent
2019,23900537000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_Gifts_GovernmentGrantsAndContracts,USDollar
2019,9.9,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_Gifts_GovernmentGrantsAndContracts,Percent
2019,42422000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_Gifts_GovernmentGrantsAndContracts,USDollar
2019,4.6,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_Gifts_GovernmentGrantsAndContracts,Percent
2019,4510000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_Gifts_GovernmentGrantsAndContracts,USDollar
2019,3.8,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_Gifts_GovernmentGrantsAndContracts,Percent
2019,7027687000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_PrivateGrantsAndContracts_GovernmentGrantsAndContracts,USDollar
2019,2.9,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_PrivateGrantsAndContracts_GovernmentGrantsAndContracts,Percent
2019,4748000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_PrivateGrantsAndContracts_GovernmentGrantsAndContracts,USDollar
2019,0.5,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_PrivateGrantsAndContracts_GovernmentGrantsAndContracts,Percent
2019,1639000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_PrivateGrantsAndContracts_GovernmentGrantsAndContracts,USDollar
2019,1.4,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_PrivateGrantsAndContracts_GovernmentGrantsAndContracts,Percent
2019,2537686000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_AffiliatedEntities_GovernmentGrantsAndContracts,USDollar
2019,1.1,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_AffiliatedEntities_GovernmentGrantsAndContracts,Percent
2019,29506000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_AffiliatedEntities_GovernmentGrantsAndContracts,USDollar
2019,3.2,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_AffiliatedEntities_GovernmentGrantsAndContracts,Percent
2019,666000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_AffiliatedEntities_GovernmentGrantsAndContracts,USDollar
2019,0.6,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_AffiliatedEntities_GovernmentGrantsAndContracts,Percent
2019,27985932000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_InvestmentReturn_GovernmentGrantsAndContracts,USDollar
2019,11.6,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_InvestmentReturn_GovernmentGrantsAndContracts,Percent
2019,13438000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_InvestmentReturn_GovernmentGrantsAndContracts,USDollar
2019,1.5,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_InvestmentReturn_GovernmentGrantsAndContracts,Percent
2019,278000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_InvestmentReturn_GovernmentGrantsAndContracts,USDollar
2019,0.2,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_InvestmentReturn_GovernmentGrantsAndContracts,Percent
2019,8415016000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_EducationalSales_GovernmentGrantsAndContracts,USDollar
2019,3.5,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_EducationalSales_GovernmentGrantsAndContracts,Percent
2019,7727000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_EducationalSales_GovernmentGrantsAndContracts,USDollar
2019,0.8,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_EducationalSales_GovernmentGrantsAndContracts,Percent
2019,3273000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_EducationalSales_GovernmentGrantsAndContracts,USDollar
2019,2.8,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_EducationalSales_GovernmentGrantsAndContracts,Percent
2019,18407068000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_SalesAndServicesOfAuxiliaryEnterprises_GovernmentGrantsAndContracts,USDollar
2019,7.6,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_SalesAndServicesOfAuxiliaryEnterprises_GovernmentGrantsAndContracts,Percent
2019,30326000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_SalesAndServicesOfAuxiliaryEnterprises_GovernmentGrantsAndContracts,USDollar
2019,3.3,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_SalesAndServicesOfAuxiliaryEnterprises_GovernmentGrantsAndContracts,Percent
2019,32522752000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_HospitalRevenue_GovernmentGrantsAndContracts,USDollar
2019,13.5,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_HospitalRevenue_GovernmentGrantsAndContracts,Percent
2019,7385024000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_IndependentOperationsRevenue_GovernmentGrantsAndContracts,USDollar
2019,3.1,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_IndependentOperationsRevenue_GovernmentGrantsAndContracts,Percent
2019,12791991000,country/USA,dcid:Count_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2019,5.3,country/USA,dcid:Count_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
2019,30374000,country/USA,dcid:Count_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_GovernmentGrantsAndContracts,USDollar
2019,3.3,country/USA,dcid:Count_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_GovernmentGrantsAndContracts,Percent
2019,8527000,country/USA,dcid:Count_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,USDollar
2019,7.3,country/USA,dcid:Count_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,Percent
2019,218111635000,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PrivateNonProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2019,100,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PrivateNonProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
2019,916004000,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PrivateNonProfitInstitution_TwoYear_GovernmentGrantsAndContracts,USDollar
2019,100,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PrivateNonProfitInstitution_TwoYear_GovernmentGrantsAndContracts,Percent
2019,119210000,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PrivateNonProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,USDollar
2019,100,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PrivateNonProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,Percent
2019,65958997000,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PrivateNonProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2019,30.2,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PrivateNonProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
2019,287264000,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PrivateNonProfitInstitution_TwoYear_GovernmentGrantsAndContracts,USDollar
2019,31.4,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PrivateNonProfitInstitution_TwoYear_GovernmentGrantsAndContracts,Percent
2019,64161000,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PrivateNonProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,USDollar
