Year,Column,StatVarID
2015,Speak a language other than English at home!!Speak Spanish at home!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),dcid:MarginOfError_Count_Person_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_SpanishSpokenAtHome
2015,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,dcid:Count_Person_EducationalAttainmentSomeCollegeOrAssociatesDegree
2015,Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,dcid:MarginOfError_Count_Person_EducationalAttainmentSomeCollegeOrAssociatesDegree
2015,Speak only English at home!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,dcid:Count_Person_EducationalAttainmentSomeCollegeOrAssociatesDegree_OnlyEnglishSpokenAtHome
2015,Speak only English at home!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,dcid:MarginOfError_Count_Person_EducationalAttainmentSomeCollegeOrAssociatesDegree_OnlyEnglishSpokenAtHome
2015,Speak a language other than English at home!!Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,dcid:Count_Person_EducationalAttainmentSomeCollegeOrAssociatesDegree_LanguageOtherThanEnglishSpokenAtHome
2015,Speak a language other than English at home!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,dcid:MarginOfError_Count_Person_EducationalAttainmentSomeCollegeOrAssociatesDegree_LanguageOtherThanEnglishSpokenAtHome
2015,Speak a language other than English at home!!Speak Spanish at home!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,dcid:Count_Person_EducationalAttainmentSomeCollegeOrAssociatesDegree_SpanishSpokenAtHome
2015,Speak a language other than English at home!!Speak Spanish at home!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,dcid:MarginOfError_Count_Person_EducationalAttainmentSomeCollegeOrAssociatesDegree_SpanishSpokenAtHome
2015,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,dcid:Count_Person_EducationalAttainmentBachelorsDegreeOrHigher
2015,Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,dcid:MarginOfError_Count_Person_EducationalAttainmentBachelorsDegreeOrHigher
2015,Speak only English at home!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,dcid:Count_Person_EducationalAttainmentBachelorsDegreeOrHigher_OnlyEnglishSpokenAtHome
2015,Speak only English at home!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,dcid:MarginOfError_Count_Person_EducationalAttainmentBachelorsDegreeOrHigher_OnlyEnglishSpokenAtHome
2015,Speak a language other than English at home!!Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,dcid:Count_Person_EducationalAttainmentBachelorsDegreeOrHigher_LanguageOtherThanEnglishSpokenAtHome
2015,Speak a language other than English at home!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,dcid:MarginOfError_Count_Person_EducationalAttainmentBachelorsDegreeOrHigher_LanguageOtherThanEnglishSpokenAtHome
2015,Speak a language other than English at home!!Speak Spanish at home!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,dcid:Count_Person_EducationalAttainmentBachelorsDegreeOrHigher_SpanishSpokenAtHome
2015,Speak a language other than English at home!!Speak Spanish at home!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,dcid:MarginOfError_Count_Person_EducationalAttainmentBachelorsDegreeOrHigher_SpanishSpokenAtHome
2015,,dcid:Count_Person_5OrMoreYears
2014,Total!!Estimate!!Total population 5 years and over,dcid:Count_Person_5OrMoreYears
2014,Total!!Margin of Error!!Total population 5 years and over,dcid:MarginOfError_Count_Person_5OrMoreYears
2014,People who speak only English at home!!Estimate!!Total population 5 years and over,dcid:Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome
2014,People who speak only English at home!!Margin of Error!!Total population 5 years and over,dcid:MarginOfError_Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!Total population 5 years and over,dcid:Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!Total population 5 years and over,dcid:MarginOfError_Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!Total population 5 years and over,dcid:Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!Total population 5 years and over,dcid:MarginOfError_Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome
2014,Total!!Estimate!!AGE!!5 to 17 years,dcid:Count_Person_5To17Years
2014,Total!!Margin of Error!!AGE!!5 to 17 years,dcid:MarginOfError_Count_Person_5To17Years
2014,People who speak only English at home!!Estimate!!AGE!!5 to 17 years,dcid:Count_Person_5To17Years_OnlyEnglishSpokenAtHome
2014,People who speak only English at home!!Margin of Error!!AGE!!5 to 17 years,dcid:MarginOfError_Count_Person_5To17Years_OnlyEnglishSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!AGE!!5 to 17 years,dcid:Count_Person_5To17Years_LanguageOtherThanEnglishSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!AGE!!5 to 17 years,dcid:MarginOfError_Count_Person_5To17Years_LanguageOtherThanEnglishSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!AGE!!5 to 17 years,dcid:Count_Person_5To17Years_SpanishOrSpanishCreoleSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!AGE!!5 to 17 years,dcid:MarginOfError_Count_Person_5To17Years_SpanishOrSpanishCreoleSpokenAtHome
2014,Total!!Estimate!!AGE!!18 to 64 years,dcid:Count_Person_18To64Years
2014,Total!!Margin of Error!!AGE!!18 to 64 years,dcid:MarginOfError_Count_Person_18To64Years
2014,People who speak only English at home!!Estimate!!AGE!!18 to 64 years,dcid:Count_Person_18To64Years_OnlyEnglishSpokenAtHome
2014,People who speak only English at home!!Margin of Error!!AGE!!18 to 64 years,dcid:MarginOfError_Count_Person_18To64Years_OnlyEnglishSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!AGE!!18 to 64 years,dcid:Count_Person_18To64Years_LanguageOtherThanEnglishSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!AGE!!18 to 64 years,dcid:MarginOfError_Count_Person_18To64Years_LanguageOtherThanEnglishSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!AGE!!18 to 64 years,dcid:Count_Person_18To64Years_SpanishOrSpanishCreoleSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!AGE!!18 to 64 years,dcid:MarginOfError_Count_Person_18To64Years_SpanishOrSpanishCreoleSpokenAtHome
2014,Total!!Estimate!!AGE!!65 years and over,dcid:Count_Person_65OrMoreYears
2014,Total!!Margin of Error!!AGE!!65 years and over,dcid:MarginOfError_Count_Person_65OrMoreYears
2014,People who speak only English at home!!Estimate!!AGE!!65 years and over,dcid:Count_Person_65OrMoreYears_OnlyEnglishSpokenAtHome
2014,People who speak only English at home!!Margin of Error!!AGE!!65 years and over,dcid:MarginOfError_Count_Person_65OrMoreYears_OnlyEnglishSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!AGE!!65 years and over,dcid:Count_Person_65OrMoreYears_LanguageOtherThanEnglishSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!AGE!!65 years and over,dcid:MarginOfError_Count_Person_65OrMoreYears_LanguageOtherThanEnglishSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!AGE!!65 years and over,dcid:Count_Person_65OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!AGE!!65 years and over,dcid:MarginOfError_Count_Person_65OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome
2014,Total!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Native population 5 years and over,dcid:Count_Person_Native
2014,Total!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Native population 5 years and over,dcid:MarginOfError_Count_Person_5OrMoreYears_Native
2014,People who speak only English at home!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Native population 5 years and over,dcid:Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_Native
2014,People who speak only English at home!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Native population 5 years and over,dcid:MarginOfError_Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_Native
2014,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Native population 5 years and over,dcid:Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_Native
2014,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Native population 5 years and over,dcid:MarginOfError_Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_Native
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Native population 5 years and over,dcid:Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_Native
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Native population 5 years and over,dcid:MarginOfError_Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_Native
2014,Total!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over,dcid:Count_Person_5OrMoreYears_ForeignBorn
2014,Total!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over,dcid:MarginOfError_Count_Person_5OrMoreYears_ForeignBorn
2014,People who speak only English at home!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over,dcid:Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_ForeignBorn
2014,People who speak only English at home!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over,dcid:MarginOfError_Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_ForeignBorn
2014,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over,dcid:Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_ForeignBorn
2014,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over,dcid:MarginOfError_Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_ForeignBorn
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over,dcid:Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_ForeignBorn
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over,dcid:MarginOfError_Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_ForeignBorn
2014,Total!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Naturalized U.S. citizen,dcid:Count_Person_5OrMoreYears_USCitizenByNaturalization_ForeignBorn
2014,Total!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Naturalized U.S. citizen,dcid:MarginOfError_Count_Person_5OrMoreYears_USCitizenByNaturalization_ForeignBorn
2014,People who speak only English at home!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Naturalized U.S. citizen,dcid:Count_Person_5OrMoreYears_USCitizenByNaturalization_OnlyEnglishSpokenAtHome_ForeignBorn
2014,People who speak only English at home!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Naturalized U.S. citizen,dcid:MarginOfError_Count_Person_5OrMoreYears_USCitizenByNaturalization_OnlyEnglishSpokenAtHome_ForeignBorn
2014,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Naturalized U.S. citizen,dcid:Count_Person_5OrMoreYears_USCitizenByNaturalization_LanguageOtherThanEnglishSpokenAtHome_ForeignBorn
2014,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Naturalized U.S. citizen,dcid:MarginOfError_Count_Person_5OrMoreYears_USCitizenByNaturalization_LanguageOtherThanEnglishSpokenAtHome_ForeignBorn
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Naturalized U.S. citizen,dcid:Count_Person_5OrMoreYears_USCitizenByNaturalization_SpanishOrSpanishCreoleSpokenAtHome_ForeignBorn
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Naturalized U.S. citizen,dcid:MarginOfError_Count_Person_5OrMoreYears_USCitizenByNaturalization_SpanishOrSpanishCreoleSpokenAtHome_ForeignBorn
2014,Total!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Not a U.S. citizen,dcid:Count_Person_5OrMoreYears_NotAUSCitizen_ForeignBorn
2014,Total!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Not a U.S. citizen,dcid:MarginOfError_Count_Person_5OrMoreYears_NotAUSCitizen_ForeignBorn
2014,People who speak only English at home!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Not a U.S. citizen,dcid:Count_Person_5OrMoreYears_NotAUSCitizen_OnlyEnglishSpokenAtHome_ForeignBorn
2014,People who speak only English at home!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Not a U.S. citizen,dcid:MarginOfError_Count_Person_5OrMoreYears_NotAUSCitizen_OnlyEnglishSpokenAtHome_ForeignBorn
2014,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Not a U.S. citizen,dcid:Count_Person_5OrMoreYears_NotAUSCitizen_LanguageOtherThanEnglishSpokenAtHome_ForeignBorn
2014,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Not a U.S. citizen,dcid:MarginOfError_Count_Person_5OrMoreYears_NotAUSCitizen_LanguageOtherThanEnglishSpokenAtHome_ForeignBorn
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Not a U.S. citizen,dcid:Count_Person_5OrMoreYears_NotAUSCitizen_SpanishOrSpanishCreoleSpokenAtHome_ForeignBorn
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Not a U.S. citizen,dcid:MarginOfError_Count_Person_5OrMoreYears_NotAUSCitizen_SpanishOrSpanishCreoleSpokenAtHome_ForeignBorn
2014,Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined,dcid:Count_Person_5OrMoreYears_PovertyStatusDetermined
2014,Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined,dcid:MarginOfError_Count_Person_5OrMoreYears_PovertyStatusDetermined
2014,People who speak only English at home!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined,dcid:Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_PovertyStatusDetermined
2014,People who speak only English at home!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined,dcid:MarginOfError_Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_PovertyStatusDetermined
2014,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined,dcid:Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_PovertyStatusDetermined
2014,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined,dcid:MarginOfError_Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_PovertyStatusDetermined
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined,dcid:Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_PovertyStatusDetermined
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined,dcid:MarginOfError_Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_PovertyStatusDetermined
2014,Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level,dcid:Count_Person_5OrMoreYears_BelowPovertyLevelInThePast12Months
2014,Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level,dcid:MarginOfError_Count_Person_5OrMoreYears_BelowPovertyLevelInThePast12Months
2014,People who speak only English at home!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level,dcid:Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_BelowPovertyLevelInThePast12Months
2014,People who speak only English at home!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level,dcid:MarginOfError_Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_BelowPovertyLevelInThePast12Months
2014,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level,dcid:Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_BelowPovertyLevelInThePast12Months
2014,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level,dcid:MarginOfError_Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_BelowPovertyLevelInThePast12Months
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level,dcid:Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_BelowPovertyLevelInThePast12Months
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level,dcid:MarginOfError_Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_BelowPovertyLevelInThePast12Months
2014,Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level,dcid:Count_Person_5OrMoreYears_AbovePovertyLevelInThePast12Months
2014,Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level,dcid:MarginOfError_Count_Person_5OrMoreYears_AbovePovertyLevelInThePast12Months
2014,People who speak only English at home!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level,dcid:Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_AbovePovertyLevelInThePast12Months
2014,People who speak only English at home!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level,dcid:MarginOfError_Count_Person_5OrMoreYears_OnlyEnglishSpokenAtHome_AbovePovertyLevelInThePast12Months
2014,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level,dcid:Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_AbovePovertyLevelInThePast12Months
2014,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level,dcid:MarginOfError_Count_Person_5OrMoreYears_LanguageOtherThanEnglishSpokenAtHome_AbovePovertyLevelInThePast12Months
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level,dcid:Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_AbovePovertyLevelInThePast12Months
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level,dcid:MarginOfError_Count_Person_5OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome_AbovePovertyLevelInThePast12Months
2014,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,dcid:Count_Person_25OrMoreYears
2014,Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,dcid:MarginOfError_Count_Person_25OrMoreYears
2014,People who speak only English at home!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,dcid:Count_Person_25OrMoreYears_OnlyEnglishSpokenAtHome
2014,People who speak only English at home!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,dcid:MarginOfError_Count_Person_25OrMoreYears_OnlyEnglishSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,dcid:Count_Person_25OrMoreYears_LanguageOtherThanEnglishSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,dcid:MarginOfError_Count_Person_25OrMoreYears_LanguageOtherThanEnglishSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,dcid:Count_Person_25OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,dcid:MarginOfError_Count_Person_25OrMoreYears_SpanishOrSpanishCreoleSpokenAtHome
2014,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate,dcid:Count_Person_EducationalAttainmentLessThanHighSchoolGraduate
2014,Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate,dcid:MarginOfError_Count_Person_EducationalAttainmentLessThanHighSchoolGraduate
2014,People who speak only English at home!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate,dcid:Count_Person_EducationalAttainmentLessThanHighSchoolGraduate_OnlyEnglishSpokenAtHome
2014,People who speak only English at home!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate,dcid:MarginOfError_Count_Person_EducationalAttainmentLessThanHighSchoolGraduate_OnlyEnglishSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate,dcid:Count_Person_EducationalAttainmentLessThanHighSchoolGraduate_LanguageOtherThanEnglishSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate,dcid:MarginOfError_Count_Person_EducationalAttainmentLessThanHighSchoolGraduate_LanguageOtherThanEnglishSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate,dcid:Count_Person_EducationalAttainmentLessThanHighSchoolGraduate_SpanishOrSpanishCreoleSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate,dcid:MarginOfError_Count_Person_EducationalAttainmentLessThanHighSchoolGraduate_SpanishOrSpanishCreoleSpokenAtHome
2014,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),dcid:Count_Person_EducationalAttainmentHighSchoolGraduateIncludesEquivalency
2014,Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),dcid:MarginOfError_Count_Person_EducationalAttainmentHighSchoolGraduateIncludesEquivalency
2014,People who speak only English at home!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),dcid:Count_Person_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_OnlyEnglishSpokenAtHome
2014,People who speak only English at home!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),dcid:MarginOfError_Count_Person_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_OnlyEnglishSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),dcid:Count_Person_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_LanguageOtherThanEnglishSpokenAtHome
2014,Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),dcid:MarginOfError_Count_Person_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_LanguageOtherThanEnglishSpokenAtHome
