281,observationAbout,wikidataId/Q42197,,,,,,,,,,,,,,,,,,
282,observationAbout,wikidataId/Q42209,,,,,,,,,,,,,,,,,,
283,observationAbout,wikidataId/Q42461,,,,,,,,,,,,,,,,,,
284,observationAbout,wikidataId/Q42473,,,,,,,,,,,,,,,,,,
285,observationAbout,wikidataId/Q42485,,,,,,,,,,,,,,,,,,
286,observationAbout,wikidataId/Q42479,,,,,,,,,,,,,,,,,,
287,observationAbout,wikidataId/Q42522,,,,,,,,,,,,,,,,,,
288,observationAbout,wikidataId/Q42517,,,,,,,,,,,,,,,,,,
289,observationAbout,wikidataId/Q42505,,,,,,,,,,,,,,,,,,
290,observationAbout,wikidataId/Q42611,,,,,,,,,,,,,,,,,,
291,observationAbout,wikidataId/Q2247441,,,,,,,,,,,,,,,,,,
292,observationAbout,wikidataId/Q29025081,,,,,,,,,,,,,,,,,,
293,observationAbout,wikidataId/Q42542,,,,,,,,,,,,,,,,,,
294,observationAbout,wikidataId/Q42618,,,,,,,,,,,,,,,,,,
295,observationAbout,wikidataId/Q42743,,,,,,,,,,,,,,,,,,
296,observationAbout,wikidataId/Q42737,,,,,,,,,,,,,,,,,,
297,observationAbout,wikidataId/Q42686,,,,,,,,,,,,,,,,,,
298,observationAbout,wikidataId/Q42779,,,,,,,,,,,,,,,,,,
299,observationAbout,wikidataId/Q42774,,,,,,,,,,,,,,,,,,
300,observationAbout,wikidataId/Q42768,,,,,,,,,,,,,,,,,,
301,observationAbout,wikidataId/Q42765,,,,,,,,,,,,,,,,,,
302,observationAbout,wikidataId/Q42756,,,,,,,,,,,,,,,,,,
612,observationAbout,wikidataId/Q2574898,,,,,,,,,,,,,,,,,,
616,observationAbout,wikidataId/Q2360266,,,,,,,,,,,,,,,,,,
617,observationAbout,wikidataId/Q321998,,,,,,,,,,,,,,,,,,
618,observationAbout,wikidataId/Q2464674,,,,,,,,,,,,,,,,,,
705,observationAbout,wikidataId/Q28110722,,,,,,,,,,,,,,,,,,
706,observationAbout,wikidataId/Q28110729,,,,,,,,,,,,,,,,,,
707,observationAbout,wikidataId/Q24907599,,,,,,,,,,,,,,,,,,
708,observationAbout,wikidataId/Q24039029,,,,,,,,,,,,,,,,,,
709,observationAbout,wikidataId/Q24699407,,,,,,,,,,,,,,,,,,
710,observationAbout,wikidataId/Q24949218,,,,,,,,,,,,,,,,,,
739,observationAbout,wikidataId/Q101088203,,,,,,,,,,,,,,,,,,
756,observationAbout,wikidataId/Q110661970,,,,,,,,,,,,,,,,,,
303,observationAbout,wikidataId/Q338425,,,,,,,,,,,,,,,,,,
304,observationAbout,wikidataId/Q2308319,,,,,,,,,,,,,,,,,,
305,observationAbout,wikidataId/Q2088458,,,,,,,,,,,,,,,,,,
306,observationAbout,wikidataId/Q29257278,,,,,,,,,,,,,,,,,,
307,observationAbout,wikidataId/Q2088440,,,,,,,,,,,,,,,,,,
308,observationAbout,wikidataId/Q2728658,,,,,,,,,,,,,,,,,,
309,observationAbout,wikidataId/Q1134759,,,,,,,,,,,,,,,,,,
310,observationAbout,wikidataId/Q533839,,,,,,,,,,,,,,,,,,
311,observationAbout,wikidataId/Q2019766,,,,,,,,,,,,,,,,,,
312,observationAbout,wikidataId/Q548518,,,,,,,,,,,,,,,,,,
313,observationAbout,wikidataId/Q1478937,,,,,,,,,,,,,,,,,,
314,observationAbout,wikidataId/Q1351487,,,,,,,,,,,,,,,,,,
315,observationAbout,wikidataId/Q2088496,,,,,,,,,,,,,,,,,,
316,observationAbout,wikidataId/Q2049820,,,,,,,,,,,,,,,,,,
317,observationAbout,wikidataId/Q1431920,,,,,,,,,,,,,,,,,,
318,observationAbout,wikidataId/Q1855537,,,,,,,,,,,,,,,,,,
319,observationAbout,wikidataId/Q1546240,,,,,,,,,,,,,,,,,,
320,observationAbout,wikidataId/Q1143880,,,,,,,,,,,,,,,,,,
321,observationAbout,wikidataId/Q307474,,,,,,,,,,,,,,,,,,
664,observationAbout,wikidataId/Q4726845,,,,,,,,,,,,,,,,,,
702,observationAbout,wikidataId/Q28769140,,,,,,,,,,,,,,,,,,
703,observationAbout,wikidataId/Q29168456,,,,,,,,,,,,,,,,,,
704,observationAbout,wikidataId/Q29215602,,,,,,,,,,,,,,,,,,
322,observationAbout,wikidataId/Q2295925,,,,,,,,,,,,,,,,,,
323,observationAbout,wikidataId/Q1979499,,,,,,,,,,,,,,,,,,
324,observationAbout,wikidataId/Q2030017,,,,,,,,,,,,,,,,,,
325,observationAbout,wikidataId/Q2240791,,,,,,,,,,,,,,,,,,
326,observationAbout,wikidataId/Q2577657,,,,,,,,,,,,,,,,,,
327,observationAbout,wikidataId/Q2452921,,,,,,,,,,,,,,,,,,
328,observationAbout,wikidataId/Q2302076,,,,,,,,,,,,,,,,,,
329,observationAbout,wikidataId/Q2302065,,,,,,,,,,,,,,,,,,
330,observationAbout,wikidataId/Q638980,,,,,,,,,,,,,,,,,,
331,observationAbout,wikidataId/Q2295865,,,,,,,,,,,,,,,,,,
332,observationAbout,wikidataId/Q1945416,,,,,,,,,,,,,,,,,,
333,observationAbout,wikidataId/Q2980986,,,,,,,,,,,,,,,,,,
334,observationAbout,wikidataId/Q2085480,,,,,,,,,,,,,,,,,,
335,observationAbout,wikidataId/Q2244762,,,,,,,,,,,,,,,,,,
336,observationAbout,wikidataId/Q1948301,,,,,,,,,,,,,,,,,,
337,observationAbout,wikidataId/Q2295930,,,,,,,,,,,,,,,,,,
338,observationAbout,wikidataId/Q1797254,,,,,,,,,,,,,,,,,,
339,observationAbout,wikidataId/Q1947380,,,,,,,,,,,,,,,,,,
340,observationAbout,wikidataId/Q767878,,,,,,,,,,,,,,,,,,
341,observationAbout,wikidataId/Q2362658,,,,,,,,,,,,,,,,,,
342,observationAbout,wikidataId/Q2597889,,,,,,,,,,,,,,,,,,
343,observationAbout,wikidataId/Q1950527,,,,,,,,,,,,,,,,,,
606,observationAbout,wikidataId/Q367344,,,,,,,,,,,,,,,,,,
607,observationAbout,wikidataId/Q2663612,,,,,,,,,,,,,,,,,,
344,observationAbout,wikidataId/Q1772807,,,,,,,,,,,,,,,,,,
345,observationAbout,wikidataId/Q804642,,,,,,,,,,,,,,,,,,
346,observationAbout,wikidataId/Q2022279,,,,,,,,,,,,,,,,,,
347,observationAbout,wikidataId/Q808140,,,,,,,,,,,,,,,,,,
348,observationAbout,wikidataId/Q685638,,,,,,,,,,,,,,,,,,
349,observationAbout,wikidataId/Q2363639,,,,,,,,,,,,,,,,,,
350,observationAbout,wikidataId/Q2022256,,,,,,,,,,,,,,,,,,
351,observationAbout,wikidataId/Q2269639,,,,,,,,,,,,,,,,,,
352,observationAbout,wikidataId/Q1948389,,,,,,,,,,,,,,,,,,
353,observationAbout,wikidataId/Q1947292,,,,,,,,,,,,,,,,,,
354,observationAbout,wikidataId/Q776213,,,,,,,,,,,,,,,,,,
355,observationAbout,wikidataId/Q971581,,,,,,,,,,,,,,,,,,
356,observationAbout,wikidataId/Q2087771,,,,,,,,,,,,,,,,,,
357,observationAbout,wikidataId/Q569181,,,,,,,,,,,,,,,,,,
358,observationAbout,wikidataId/Q1876588,,,,,,,,,,,,,,,,,,
359,observationAbout,wikidataId/Q2085500,,,,,,,,,,,,,,,,,,
360,observationAbout,wikidataId/Q2299172,,,,,,,,,,,,,,,,,,
361,observationAbout,wikidataId/Q2085428,,,,,,,,,,,,,,,,,,
362,observationAbout,wikidataId/Q662818,,,,,,,,,,,,,,,,,,
363,observationAbout,wikidataId/Q1947300,,,,,,,,,,,,,,,,,,
364,observationAbout,wikidataId/Q5122619,,,,,,,,,,,,,,,,,,
365,observationAbout,wikidataId/Q1914546,,,,,,,,,,,,,,,,,,
366,observationAbout,wikidataId/Q2396798,,,,,,,,,,,,,,,,,,
367,observationAbout,wikidataId/Q2367388,,,,,,,,,,,,,,,,,,
368,observationAbout,wikidataId/Q1810550,,,,,,,,,,,,,,,,,,
369,observationAbout,wikidataId/Q1817158,,,,,,,,,,,,,,,,,,
370,observationAbout,wikidataId/Q2577997,,,,,,,,,,,,,,,,,,
371,observationAbout,wikidataId/Q1267306,,,,,,,,,,,,,,,,,,
372,observationAbout,wikidataId/Q1473957,,,,,,,,,,,,,,,,,,
373,observationAbout,wikidataId/Q2296047,,,,,,,,,,,,,,,,,,
374,observationAbout,wikidataId/Q100152,,,,,,,,,,,,,,,,,,
375,observationAbout,wikidataId/Q1478939,,,,,,,,,,,,,,,,,,
376,observationAbout,wikidataId/Q100211,,,,,,,,,,,,,,,,,,
377,observationAbout,wikidataId/Q100190,,,,,,,,,,,,,,,,,,
378,observationAbout,wikidataId/Q100182,,,,,,,,,,,,,,,,,,
379,observationAbout,wikidataId/Q2575633,,,,,,,,,,,,,,,,,,
380,observationAbout,wikidataId/Q2577551,,,,,,,,,,,,,,,,,,
381,observationAbout,wikidataId/Q2310530,,,,,,,,,,,,,,,,,,
382,observationAbout,wikidataId/Q2450255,,,,,,,,,,,,,,,,,,
383,observationAbout,wikidataId/Q2299121,,,,,,,,,,,,,,,,,,
384,observationAbout,wikidataId/Q2295896,,,,,,,,,,,,,,,,,,
385,observationAbout,wikidataId/Q2450240,,,,,,,,,,,,,,,,,,
386,observationAbout,wikidataId/Q2286310,,,,,,,,,,,,,,,,,,
387,observationAbout,wikidataId/Q2295914,,,,,,,,,,,,,,,,,,
388,observationAbout,wikidataId/Q2341800,,,,,,,,,,,,,,,,,,
389,observationAbout,wikidataId/Q1805075,,,,,,,,,,,,,,,,,,
636,observationAbout,wikidataId/Q100164,,,,,,,,,,,,,,,,,,
637,observationAbout,wikidataId/Q2322000,,,,,,,,,,,,,,,,,,
642,observationAbout,wikidataId/Q16933590,,,,,,,,,,,,,,,,,,
643,observationAbout,wikidataId/Q12420995,,,,,,,,,,,,,,,,,,
644,observationAbout,wikidataId/Q15663455,,,,,,,,,,,,,,,,,,
645,observationAbout,wikidataId/Q16961365,,,,,,,,,,,,,,,,,,
646,observationAbout,wikidataId/Q16056266,,,,,,,,,,,,,,,,,,
647,observationAbout,wikidataId/Q13476249,,,,,,,,,,,,,,,,,,
648,observationAbout,wikidataId/Q16938031,,,,,,,,,,,,,,,,,,
649,observationAbout,wikidataId/Q16056268,,,,,,,,,,,,,,,,,,
650,observationAbout,wikidataId/Q16254159,,,,,,,,,,,,,,,,,,
734,observationAbout,wikidataId/Q96584972,,,,,,,,,,,,,,,,,,
390,observationAbout,wikidataId/Q2299093,,,,,,,,,,,,,,,,,,
391,observationAbout,wikidataId/Q2246416,,,,,,,,,,,,,,,,,,
392,observationAbout,wikidataId/Q641904,,,,,,,,,,,,,,,,,,
393,observationAbout,wikidataId/Q2126754,,,,,,,,,,,,,,,,,,
394,observationAbout,wikidataId/Q1815279,,,,,,,,,,,,,,,,,,
395,observationAbout,wikidataId/Q2341700,,,,,,,,,,,,,,,,,,
396,observationAbout,wikidataId/Q1797245,,,,,,,,,,,,,,,,,,
397,observationAbout,wikidataId/Q2125592,,,,,,,,,,,,,,,,,,
398,observationAbout,wikidataId/Q2449785,,,,,,,,,,,,,,,,,,
399,observationAbout,wikidataId/Q1986096,,,,,,,,,,,,,,,,,,
400,observationAbout,wikidataId/Q2479331,,,,,,,,,,,,,,,,,,
401,observationAbout,wikidataId/Q2206266,,,,,,,,,,,,,,,,,,
402,observationAbout,wikidataId/Q2025998,,,,,,,,,,,,,,,,,,
403,observationAbout,wikidataId/Q2299069,,,,,,,,,,,,,,,,,,
404,observationAbout,wikidataId/Q2398551,,,,,,,,,,,,,,,,,,
405,observationAbout,wikidataId/Q2085436,,,,,,,,,,,,,,,,,,
406,observationAbout,wikidataId/Q930027,,,,,,,,,,,,,,,,,,
407,observationAbout,wikidataId/Q2085310,,,,,,,,,,,,,,,,,,
408,observationAbout,wikidataId/Q2173003,,,,,,,,,,,,,,,,,,
409,observationAbout,wikidataId/Q620801,,,,,,,,,,,,,,,,,,
410,observationAbout,wikidataId/Q742938,,,,,,,,,,,,,,,,,,
411,observationAbout,wikidataId/Q632093,,,,,,,,,,,,,,,,,,
412,observationAbout,wikidataId/Q2085336,,,,,,,,,,,,,,,,,,
413,observationAbout,wikidataId/Q746441,,,,,,,,,,,,,,,,,,
414,observationAbout,wikidataId/Q2273900,,,,,,,,,,,,,,,,,,
415,observationAbout,wikidataId/Q2341670,,,,,,,,,,,,,,,,,,
416,observationAbout,wikidataId/Q1870014,,,,,,,,,,,,,,,,,,
417,observationAbout,wikidataId/Q2341467,,,,,,,,,,,,,,,,,,
418,observationAbout,wikidataId/Q2341616,,,,,,,,,,,,,,,,,,
419,observationAbout,wikidataId/Q2341713,,,,,,,,,,,,,,,,,,
420,observationAbout,wikidataId/Q2341630,,,,,,,,,,,,,,,,,,
421,observationAbout,wikidataId/Q1815223,,,,,,,,,,,,,,,,,,
422,observationAbout,wikidataId/Q1833306,,,,,,,,,,,,,,,,,,
423,observationAbout,wikidataId/Q2299164,,,,,,,,,,,,,,,,,,
424,observationAbout,wikidataId/Q526862,,,,,,,,,,,,,,,,,,
425,observationAbout,wikidataId/Q2085421,,,,,,,,,,,,,,,,,,
426,observationAbout,wikidataId/Q2577924,,,,,,,,,,,,,,,,,,
427,observationAbout,wikidataId/Q2299029,,,,,,,,,,,,,,,,,,
428,observationAbout,wikidataId/Q2221184,,,,,,,,,,,,,,,,,,
429,observationAbout,wikidataId/Q2085464,,,,,,,,,,,,,,,,,,
430,observationAbout,wikidataId/Q2449803,,,,,,,,,,,,,,,,,,
431,observationAbout,wikidataId/Q620105,,,,,,,,,,,,,,,,,,
432,observationAbout,wikidataId/Q2299042,,,,,,,,,,,,,,,,,,
433,observationAbout,wikidataId/Q2449793,,,,,,,,,,,,,,,,,,
434,observationAbout,wikidataId/Q2449760,,,,,,,,,,,,,,,,,,
435,observationAbout,wikidataId/Q892641,,,,,,,,,,,,,,,,,,
436,observationAbout,wikidataId/Q620297,,,,,,,,,,,,,,,,,,
437,observationAbout,wikidataId/Q1815253,,,,,,,,,,,,,,,,,,
638,observationAbout,wikidataId/Q2668638,,,,,,,,,,,,,,,,,,
639,observationAbout,wikidataId/Q2667586,,,,,,,,,,,,,,,,,,
667,observationAbout,wikidataId/Q15732396,,,,,,,,,,,,,,,,,,
722,observationAbout,wikidataId/Q63563797,,,,,,,,,,,,,,,,,,
438,observationAbout,wikidataId/Q401686,,,,,,,,,,,,,,,,,,
439,observationAbout,wikidataId/Q257946,,,,,,,,,,,,,,,,,,
440,observationAbout,wikidataId/Q485683,,,,,,,,,,,,,,,,,,
441,observationAbout,wikidataId/Q806125,,,,,,,,,,,,,,,,,,
442,observationAbout,wikidataId/Q854900,,,,,,,,,,,,,,,,,,
443,observationAbout,wikidataId/Q854963,,,,,,,,,,,,,,,,,,
444,observationAbout,wikidataId/Q1135616,,,,,,,,,,,,,,,,,,
445,observationAbout,wikidataId/Q186518,,,,,,,,,,,,,,,,,,
446,observationAbout,wikidataId/Q1772860,,,,,,,,,,,,,,,,,,
447,observationAbout,wikidataId/Q2982118,,,,,,,,,,,,,,,,,,
448,observationAbout,wikidataId/Q1797344,,,,,,,,,,,,,,,,,,
449,observationAbout,wikidataId/Q1063417,,,,,,,,,,,,,,,,,,
450,observationAbout,wikidataId/Q1755463,,,,,,,,,,,,,,,,,,
451,observationAbout,wikidataId/Q2019694,,,,,,,,,,,,,,,,,,
452,observationAbout,wikidataId/Q1797230,,,,,,,,,,,,,,,,,,
453,observationAbout,wikidataId/Q1797349,,,,,,,,,,,,,,,,,,
454,observationAbout,wikidataId/Q1781463,,,,,,,,,,,,,,,,,,
455,observationAbout,wikidataId/Q1815269,,,,,,,,,,,,,,,,,,
456,observationAbout,wikidataId/Q1772815,,,,,,,,,,,,,,,,,,
457,observationAbout,wikidataId/Q1815245,,,,,,,,,,,,,,,,,,
458,observationAbout,wikidataId/Q1772856,,,,,,,,,,,,,,,,,,
459,observationAbout,wikidataId/Q1797317,,,,,,,,,,,,,,,,,,
460,observationAbout,wikidataId/Q237535,,,,,,,,,,,,,,,,,,
461,observationAbout,wikidataId/Q578285,,,,,,,,,,,,,,,,,,
462,observationAbout,wikidataId/Q1946743,,,,,,,,,,,,,,,,,,
641,observationAbout,wikidataId/Q670165,,,,,,,,,,,,,,,,,,
668,observationAbout,wikidataId/Q5979243,,,,,,,,,,,,,,,,,,
669,observationAbout,wikidataId/Q5706885,,,,,,,,,,,,,,,,,,
672,observationAbout,wikidataId/Q12175285,,,,,,,,,,,,,,,,,,
673,observationAbout,wikidataId/Q5979727,,,,,,,,,,,,,,,,,,
674,observationAbout,wikidataId/Q14594717,,,,,,,,,,,,,,,,,,
675,observationAbout,wikidataId/Q15244465,,,,,,,,,,,,,,,,,,
676,observationAbout,wikidataId/Q14505072,,,,,,,,,,,,,,,,,,
466,observationAbout,wikidataId/Q401744,,,,,,,,,,,,,,,,,,
467,observationAbout,wikidataId/Q520510,,,,,,,,,,,,,,,,,,
468,observationAbout,wikidataId/Q1771774,,,,,,,,,,,,,,,,,,
469,observationAbout,wikidataId/Q592942,,,,,,,,,,,,,,,,,,
470,observationAbout,wikidataId/Q814037,,,,,,,,,,,,,,,,,,
471,observationAbout,wikidataId/Q1813857,,,,,,,,,,,,,,,,,,
472,observationAbout,wikidataId/Q47929,,,,,,,,,,,,,,,,,,
473,observationAbout,wikidataId/Q1797274,,,,,,,,,,,,,,,,,,
474,observationAbout,wikidataId/Q1797383,,,,,,,,,,,,,,,,,,
475,observationAbout,wikidataId/Q1804847,,,,,,,,,,,,,,,,,,
476,observationAbout,wikidataId/Q1917227,,,,,,,,,,,,,,,,,,
477,observationAbout,wikidataId/Q2087615,,,,,,,,,,,,,,,,,,
478,observationAbout,wikidataId/Q1797291,,,,,,,,,,,,,,,,,,
479,observationAbout,wikidataId/Q1804863,,,,,,,,,,,,,,,,,,
480,observationAbout,wikidataId/Q1797312,,,,,,,,,,,,,,,,,,
481,observationAbout,wikidataId/Q1948713,,,,,,,,,,,,,,,,,,
482,observationAbout,wikidataId/Q2341660,,,,,,,,,,,,,,,,,,
483,observationAbout,wikidataId/Q2085374,,,,,,,,,,,,,,,,,,
484,observationAbout,wikidataId/Q1797367,,,,,,,,,,,,,,,,,,
485,observationAbout,wikidataId/Q692389,,,,,,,,,,,,,,,,,,
486,observationAbout,wikidataId/Q1623525,,,,,,,,,,,,,,,,,,
487,observationAbout,wikidataId/Q1797269,,,,,,,,,,,,,,,,,,
488,observationAbout,wikidataId/Q1647186,,,,,,,,,,,,,,,,,,
489,observationAbout,wikidataId/Q1797389,,,,,,,,,,,,,,,,,,
490,observationAbout,wikidataId/Q1797336,,,,,,,,,,,,,,,,,,
491,observationAbout,wikidataId/Q2019683,,,,,,,,,,,,,,,,,,
492,observationAbout,wikidataId/Q1771768,,,,,,,,,,,,,,,,,,
493,observationAbout,wikidataId/Q1425060,,,,,,,,,,,,,,,,,,
494,observationAbout,wikidataId/Q1135612,,,,,,,,,,,,,,,,,,
495,observationAbout,wikidataId/Q768332,,,,,,,,,,,,,,,,,,
496,observationAbout,wikidataId/Q1797263,,,,,,,,,,,,,,,,,,
497,observationAbout,wikidataId/Q943099,,,,,,,,,,,,,,,,,,
498,observationAbout,wikidataId/Q980608,,,,,,,,,,,,,,,,,,
499,observationAbout,wikidataId/Q1804858,,,,,,,,,,,,,,,,,,
500,observationAbout,wikidataId/Q1804852,,,,,,,,,,,,,,,,,,
665,observationAbout,wikidataId/Q18003119,,,,,,,,,,,,,,,,,,
502,observationAbout,wikidataId/Q15212,,,,,,,,,,,,,,,,,,
503,observationAbout,wikidataId/Q15213,,,,,,,,,,,,,,,,,,
504,observationAbout,wikidataId/Q15342,,,,,,,,,,,,,,,,,,
505,observationAbout,wikidataId/Q15338,,,,,,,,,,,,,,,,,,
506,observationAbout,wikidataId/Q15341,,,,,,,,,,,,,,,,,,
510,observationAbout,wikidataId/Q15382,,,,,,,,,,,,,,,,,,
511,observationAbout,wikidataId/Q15381,,,,,,,,,,,,,,,,,,
515,observationAbout,wikidataId/Q15383,,,,,,,,,,,,,,,,,,
517,observationAbout,wikidataId/Q15390,,,,,,,,,,,,,,,,,,
519,observationAbout,wikidataId/Q15395,,,,,,,,,,,,,,,,,,
520,observationAbout,wikidataId/Q15394,,,,,,,,,,,,,,,,,,
521,observationAbout,wikidataId/Q15392,,,,,,,,,,,,,,,,,,
523,observationAbout,wikidataId/Q15404,,,,,,,,,,,,,,,,,,
743,observationAbout,wikidataId/Q110714856,,,,,,,,,,,,,,,,,,
744,observationAbout,wikidataId/Q110714857,,,,,,,,,,,,,,,,,,
745,observationAbout,wikidataId/Q110714850,,,,,,,,,,,,,,,,,,
746,observationAbout,wikidataId/Q110714860,,,,,,,,,,,,,,,,,,
747,observationAbout,wikidataId/Q110714859,,,,,,,,,,,,,,,,,,
748,observationAbout,wikidataId/Q110714851,,,,,,,,,,,,,,,,,,
749,observationAbout,wikidataId/Q110876763,,,,,,,,,,,,,,,,,,
750,observationAbout,wikidataId/Q110876712,,,,,,,,,,,,,,,,,,
751,observationAbout,wikidataId/Q110714862,,,,,,,,,,,,,,,,,,
752,observationAbout,wikidataId/Q110714853,,,,,,,,,,,,,,,,,,
753,observationAbout,wikidataId/Q110714854,,,,,,,,,,,,,,,,,,
754,observationAbout,wikidataId/Q110714863,,,,,,,,,,,,,,,,,,
755,observationAbout,wikidataId/Q110714861,,,,,,,,,,,,,,,,,,
524,observationAbout,wikidataId/Q1910231,,,,,,,,,,,,,,,,,,
525,observationAbout,wikidataId/Q806463,,,,,,,,,,,,,,,,,,
526,observationAbout,wikidataId/Q806464,,,,,,,,,,,,,,,,,,
527,observationAbout,wikidataId/Q815464,,,,,,,,,,,,,,,,,,
528,observationAbout,wikidataId/Q1791926,,,,,,,,,,,,,,,,,,
529,observationAbout,wikidataId/Q1790568,,,,,,,,,,,,,,,,,,
530,observationAbout,wikidataId/Q83108,,,,,,,,,,,,,,,,,,
531,observationAbout,wikidataId/Q862912,,,,,,,,,,,,,,,,,,
532,observationAbout,wikidataId/Q743077,,,,,,,,,,,,,,,,,,
533,observationAbout,wikidataId/Q165264,,,,,,,,,,,,,,,,,,
534,observationAbout,wikidataId/Q950571,,,,,,,,,,,,,,,,,,
535,observationAbout,wikidataId/Q1863214,,,,,,,,,,,,,,,,,,
536,observationAbout,wikidataId/Q1790904,,,,,,,,,,,,,,,,,,
537,observationAbout,wikidataId/Q2353931,,,,,,,,,,,,,,,,,,
538,observationAbout,wikidataId/Q2641873,,,,,,,,,,,,,,,,,,
539,observationAbout,wikidataId/Q956732,,,,,,,,,,,,,,,,,,
540,observationAbout,wikidataId/Q765481,,,,,,,,,,,,,,,,,,
541,observationAbout,wikidataId/Q1553185,,,,,,,,,,,,,,,,,,
542,observationAbout,wikidataId/Q2509866,,,,,,,,,,,,,,,,,,
543,observationAbout,wikidataId/Q956387,,,,,,,,,,,,,,,,,,
544,observationAbout,wikidataId/Q2768290,,,,,,,,,,,,,,,,,,
545,observationAbout,wikidataId/Q591781,,,,,,,,,,,,,,,,,,
546,observationAbout,wikidataId/Q1430830,,,,,,,,,,,,,,,,,,
547,observationAbout,wikidataId/Q2981389,,,,,,,,,,,,,,,,,,
548,observationAbout,wikidataId/Q1301635,,,,,,,,,,,,,,,,,,
549,observationAbout,wikidataId/Q1483337,,,,,,,,,,,,,,,,,,
550,observationAbout,wikidataId/Q579205,,,,,,,,,,,,,,,,,,
630,observationAbout,wikidataId/Q1072629,,,,,,,,,,,,,,,,,,
631,observationAbout,wikidataId/Q427679,,,,,,,,,,,,,,,,,,
635,observationAbout,wikidataId/Q1786949,,,,,,,,,,,,,,,,,,
738,observationAbout,wikidataId/Q104876850,,,,,,,,,,,,,,,,,,
551,observationAbout,wikidataId/Q108234,,,,,,,,,,,,,,,,,,
552,observationAbout,wikidataId/Q108244,,,,,,,,,,,,,,,,,,
553,observationAbout,wikidataId/Q10784153,,,,,,,,,,,,,,,,,,
554,observationAbout,wikidataId/Q928959,,,,,,,,,,,,,,,,,,
555,observationAbout,wikidataId/Q1356097,,,,,,,,,,,,,,,,,,
556,observationAbout,wikidataId/Q301821,,,,,,,,,,,,,,,,,,
557,observationAbout,wikidataId/Q2980652,,,,,,,,,,,,,,,,,,
558,observationAbout,wikidataId/Q1419703,,,,,,,,,,,,,,,,,,
559,observationAbout,wikidataId/Q1356124,,,,,,,,,,,,,,,,,,
560,observationAbout,wikidataId/Q1353354,,,,,,,,,,,,,,,,,,
561,observationAbout,wikidataId/Q1142979,,,,,,,,,,,,,,,,,,
562,observationAbout,wikidataId/Q1030918,,,,,,,,,,,,,,,,,,
563,observationAbout,wikidataId/Q1535742,,,,,,,,,,,,,,,,,,
564,observationAbout,wikidataId/Q634935,,,,,,,,,,,,,,,,,,
565,observationAbout,wikidataId/Q162612,,,,,,,,,,,,,,,,,,
566,observationAbout,wikidataId/Q2429655,,,,,,,,,,,,,,,,,,
567,observationAbout,wikidataId/Q1364427,,,,,,,,,,,,,,,,,,
568,observationAbout,wikidataId/Q15116,,,,,,,,,,,,,,,,,,
569,observationAbout,wikidataId/Q15136,,,,,,,,,,,,,,,,,,
570,observationAbout,wikidataId/Q15150,,,,,,,,,,,,,,,,,,
571,observationAbout,wikidataId/Q15152,,,,,,,,,,,,,,,,,,
572,observationAbout,wikidataId/Q15154,,,,,,,,,,,,,,,,,,
573,observationAbout,wikidataId/Q15155,,,,,,,,,,,,,,,,,,
574,observationAbout,wikidataId/Q15157,,,,,,,,,,,,,,,,,,
575,observationAbout,wikidataId/Q15158,,,,,,,,,,,,,,,,,,
576,observationAbout,wikidataId/Q15182,,,,,,,,,,,,,,,,,,
577,observationAbout,wikidataId/Q15183,,,,,,,,,,,,,,,,,,
578,observationAbout,wikidataId/Q15184,,,,,,,,,,,,,,,,,,
579,observationAbout,wikidataId/Q15185,,,,,,,,,,,,,,,,,,
580,observationAbout,wikidataId/Q15187,,,,,,,,,,,,,,,,,,
581,observationAbout,wikidataId/Q15186,,,,,,,,,,,,,,,,,,
582,observationAbout,wikidataId/Q15190,,,,,,,,,,,,,,,,,,
583,observationAbout,wikidataId/Q15191,,,,,,,,,,,,,,,,,,
584,observationAbout,wikidataId/Q15192,,,,,,,,,,,,,,,,,,
585,observationAbout,wikidataId/Q15195,,,,,,,,,,,,,,,,,,
586,observationAbout,wikidataId/Q15194,,,,,,,,,,,,,,,,,,
587,observationAbout,wikidataId/Q15188,,,,,,,,,,,,,,,,,,
588,observationAbout,wikidataId/Q15196,,,,,,,,,,,,,,,,,,
589,observationAbout,wikidataId/Q15204,,,,,,,,,,,,,,,,,,
590,observationAbout,wikidataId/Q15197,,,,,,,,,,,,,,,,,,
591,observationAbout,wikidataId/Q15201,,,,,,,,,,,,,,,,,,
592,observationAbout,wikidataId/Q15200,,,,,,,,,,,,,,,,,,
593,observationAbout,wikidataId/Q15207,,,,,,,,,,,,,,,,,,
594,observationAbout,wikidataId/Q15198,,,,,,,,,,,,,,,,,,
595,observationAbout,wikidataId/Q15206,,,,,,,,,,,,,,,,,,
596,observationAbout,wikidataId/Q15205,,,,,,,,,,,,,,,,,,
597,observationAbout,wikidataId/Q15209,,,,,,,,,,,,,,,,,,
610,observationAbout,wikidataId/Q15112,,,,,,,,,,,,,,,,,,
634,observationAbout,wikidataId/Q15202,,,,,,,,,,,,,,,,,,
729,observationAbout,wikidataId/Q60493360,,,,,,,,,,,,,,,,,,
730,observationAbout,wikidataId/Q65976177,,,,,,,,,,,,,,,,,,
731,observationAbout,wikidataId/Q66659623,,,,,,,,,,,,,,,,,,
732,observationAbout,wikidataId/Q66659621,,,,,,,,,,,,,,,,,,
733,observationAbout,wikidataId/Q75094121,,,,,,,,,,,,,,,,,,
