"REF_DATE","GEO","DGUID","Index","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-04","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792882","5.2","114.0","","","","1"
"2023-04","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792883","5.3","115.0","","","","1"
"2023-04","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792885","6.2","119.5","","","","1"
"2023-04","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792886","6.3","113.8","","","","1"
"2023-04","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792888","7.2","118.7","","","","1"
"2023-04","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792889","7.3","118.7","","","","1"
"2023-04","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792891","8.2","108.2","","","","1"
"2023-04","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792892","8.3","117.1","","","","1"
"2023-04","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792894","9.2","173.8","","","","1"
"2023-04","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792895","9.3","164.4","","","","1"
"2023-04","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792897","10.2","126.3","","","","1"
"2023-04","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792898","10.3","125.0","","","","1"
"2023-04","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792900","11.2","140.8","","","","1"
"2023-04","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792901","11.3","127.0","","","","1"
"2023-04","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792903","12.2","207.9","","","","1"
"2023-04","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792904","12.3","185.4","","","","1"
"2023-04","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792906","13.2","123.3","","","","1"
"2023-04","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792907","13.3","122.0","","","","1"
"2023-05","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units","0","v107792869","1.1","127.5","","","","1"
"2023-05","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792870","1.2","132.1","","","","1"
"2023-05","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792871","1.3","126.3","","","","1"
"2023-05","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792873","2.2","122.4","","","","1"
"2023-05","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792874","2.3","115.0","","","","1"
"2023-05","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792876","3.2","129.8","","","","1"
"2023-05","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792877","3.3","106.3","","","","1"
"2023-05","Prince Edward Island","2016A000211","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792880","4.3","119.6","","","","1"
"2023-05","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792882","5.2","122.2","","","","1"
"2023-05","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792883","5.3","124.2","","","","1"
"2023-05","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792885","6.2","119.5","","","","1"
"2023-05","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792886","6.3","113.8","","","","1"
"2023-05","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792888","7.2","118.7","","","","1"
"2023-05","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792889","7.3","118.7","","","","1"
"2023-05","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792891","8.2","105.4","","","","1"
"2023-05","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792892","8.3","114.6","","","","1"
"2023-05","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792894","9.2","163.8","","","","1"
"2023-05","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792895","9.3","156.3","","","","1"
"2023-05","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792897","10.2","126.3","","","","1"
"2023-05","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792898","10.3","125.0","","","","1"
"2023-05","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792900","11.2","140.8","","","","1"
"2023-05","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792901","11.3","127.0","","","","1"
"2023-05","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792903","12.2","190.2","","","","1"
"2023-05","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792904","12.3","172.9","","","","1"
"2023-05","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792906","13.2","123.3","","","","1"
"2023-05","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792907","13.3","122.1","","","","1"
"2023-06","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units","0","v107792869","1.1","135.1","","","","1"
"2023-06","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792870","1.2","136.0","","","","1"
"2023-06","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792871","1.3","134.8","","","","1"
"2023-06","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792873","2.2","122.4","","","","1"
"2023-06","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792874","2.3","115.0","","","","1"
"2023-06","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792876","3.2","129.8","","","","1"
"2023-06","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792877","3.3","106.3","","","","1"
"2023-06","Prince Edward Island","2016A000211","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792880","4.3","119.6","","","","1"
"2023-06","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792882","5.2","122.2","","","","1"
"2023-06","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792883","5.3","124.2","","","","1"
"2023-06","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792885","6.2","119.5","","","","1"
"2023-06","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792886","6.3","113.8","","","","1"
"2023-06","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792888","7.2","118.7","","","","1"
"2023-06","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792889","7.3","118.7","","","","1"
"2023-06","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792891","8.2","117.6","","","","1"
"2023-06","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792892","8.3","135.1","","","","1"
"2023-06","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792894","9.2","171.8","","","","1"
"2023-06","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792895","9.3","167.2","","","","1"
"2023-06","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792897","10.2","126.3","","","","1"
"2023-06","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792898","10.3","125.0","","","","1"
"2023-06","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792900","11.2","140.8","","","","1"
"2023-06","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792901","11.3","127.0","","","","1"
"2023-06","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792903","12.2","204.4","","","","1"
"2023-06","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792904","12.3","189.7","","","","1"
"2023-06","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792906","13.2","123.3","","","","1"
"2023-06","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792907","13.3","122.0","","","","1"
"2023-07","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units","0","v107792869","1.1","148.0","","","","1"
"2023-07","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792870","1.2","149.6","","","","1"
"2023-07","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792871","1.3","147.6","","","","1"
"2023-07","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792873","2.2","122.4","","","","1"
"2023-07","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792874","2.3","117.4","","","","1"
"2023-07","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792876","3.2","129.8","","","","1"
"2023-07","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792877","3.3","113.8","","","","1"
"2023-07","Prince Edward Island","2016A000211","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792880","4.3","119.6","","","","1"
"2023-07","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792882","5.2","122.2","","","","1"
"2023-07","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792883","5.3","124.2","","","","1"
"2023-07","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792885","6.2","119.5","","","","1"
"2023-07","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792886","6.3","113.8","","","","1"
"2023-07","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792888","7.2","118.7","","","","1"
"2023-07","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792889","7.3","118.7","","","","1"
"2023-07","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792891","8.2","118.4","","","","1"
"2023-07","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792892","8.3","142.4","","","","1"
"2023-07","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792894","9.2","215.8","","","","1"
"2023-07","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792895","9.3","212.9","","","","1"
"2023-07","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792897","10.2","126.3","","","","1"
"2023-07","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792898","10.3","125.0","","","","1"
"2023-07","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792900","11.2","140.8","","","","1"
"2023-07","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792901","11.3","127.0","","","","1"
"2023-07","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792903","12.2","282.1","","","","1"
"2023-07","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792904","12.3","260.6","","","","1"
"2023-07","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792906","13.2","123.3","","","","1"
"2023-07","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792907","13.3","122.1","","","","1"
"2023-08","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units","0","v107792869","1.1","144.4","","","","1"
"2023-08","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792870","1.2","155.3","","","","1"
"2023-08","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792871","1.3","141.7","","","","1"
"2023-08","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792873","2.2","122.4","","","","1"
"2023-08","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792874","2.3","117.4","","","","1"
"2023-08","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792876","3.2","129.8","","","","1"
"2023-08","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792877","3.3","113.8","","","","1"
"2023-08","Prince Edward Island","2016A000211","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792880","4.3","119.6","","","","1"
"2023-08","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792882","5.2","122.2","","","","1"
"2023-08","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792883","5.3","124.2","","","","1"
"2023-08","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792885","6.2","119.5","","","","1"
"2023-08","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792886","6.3","113.8","","","","1"
"2023-08","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792888","7.2","118.7","","","","1"
"2023-08","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792889","7.3","118.7","","","","1"
"2023-08","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792891","8.2","106.4","","","","1"
"2023-08","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792892","8.3","103.9","","","","1"
"2023-08","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792894","9.2","239.2","","","","1"
"2023-08","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792895","9.3","236.6","","","","1"
"2023-08","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792897","10.2","126.3","","","","1"
"2023-08","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792898","10.3","125.0","","","","1"
"2023-08","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792900","11.2","140.8","","","","1"
"2023-08","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792901","11.3","127.0","","","","1"
"2023-08","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792903","12.2","323.5","","","","1"
"2023-08","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792904","12.3","297.4","","","","1"
"2023-08","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792906","13.2","123.3","","","","1"
"2023-08","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792907","13.3","122.1","","","","1"
"2023-09","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units","0","v107792869","1.1","140.2","","","","1"
"2023-09","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792870","1.2","148.2","","","","1"
"2023-09","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792871","1.3","138.2","","","","1"
"2023-09","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792873","2.2","122.4","","","","1"
"2023-09","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792874","2.3","117.4","","","","1"
"2023-09","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792876","3.2","129.8","","","","1"
"2023-09","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792877","3.3","113.8","","","","1"
"2023-09","Prince Edward Island","2016A000211","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792880","4.3","119.5","","","","1"
"2023-09","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792882","5.2","122.2","","","","1"
"2023-09","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792883","5.3","124.2","","","","1"
"2023-09","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792885","6.2","119.5","","","","1"
"2023-09","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792886","6.3","113.8","","","","1"
"2023-09","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792888","7.2","118.7","","","","1"
"2023-09","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792889","7.3","118.7","","","","1"
"2023-09","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792891","8.2","106.6","","","","1"
"2023-09","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792892","8.3","112.4","","","","1"
"2023-09","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792894","9.2","215.5","","","","1"
"2023-09","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792895","9.3","210.6","","","","1"
"2023-09","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792897","10.2","127.0","","","","1"
"2023-09","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792898","10.3","125.9","","","","1"
"2023-09","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792900","11.2","140.8","","","","1"
"2023-09","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792901","11.3","127.0","","","","1"
"2023-09","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792903","12.2","281.2","","","","1"
"2023-09","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792904","12.3","256.9","","","","1"
"2023-09","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792906","13.2","123.8","","","","1"
"2023-09","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792907","13.3","122.5","","","","1"
"2023-10","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units","0","v107792869","1.1","131.9","","","","1"
"2023-10","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792870","1.2","137.1","","","","1"
"2023-10","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792871","1.3","130.6","","","","1"
"2023-10","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792873","2.2","122.4","","","","1"
"2023-10","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792874","2.3","117.5","","","","1"
"2023-10","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792876","3.2","129.8","","","","1"
"2023-10","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792877","3.3","113.8","","","","1"
"2023-10","Prince Edward Island","2016A000211","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792880","4.3","121.7","","","","1"
"2023-10","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792882","5.2","122.2","","","","1"
"2023-10","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792883","5.3","124.2","","","","1"
"2023-10","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792885","6.2","119.5","","","","1"
"2023-10","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792886","6.3","113.8","","","","1"
"2023-10","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792888","7.2","118.7","","","","1"
"2023-10","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792889","7.3","118.7","","","","1"
"2023-10","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792891","8.2","111.2","","","","1"
"2023-10","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792892","8.3","117.8","","","","1"
"2023-10","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792894","9.2","177.6","","","","1"
"2023-10","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792895","9.3","170.1","","","","1"
"2023-10","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792897","10.2","127.0","","","","1"
"2023-10","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792898","10.3","125.9","","","","1"
"2023-10","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792900","11.2","140.8","","","","1"
"2023-10","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792901","11.3","127.0","","","","1"
"2023-10","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792903","12.2","214.2","","","","1"
"2023-10","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792904","12.3","194.1","","","","1"
"2023-10","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792906","13.2","123.8","","","","1"
"2023-10","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792907","13.3","122.5","","","","1"
"2023-11","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units","0","v107792869","1.1","130.7","","","","1"
"2023-11","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792870","1.2","135.9","","","","1"
"2023-11","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792871","1.3","129.4","","","","1"
"2023-11","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792873","2.2","122.4","","","","1"
"2023-11","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792874","2.3","117.5","","","","1"
"2023-11","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792876","3.2","129.8","","","","1"
"2023-11","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792877","3.3","113.8","","","","1"
"2023-11","Prince Edward Island","2016A000211","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792880","4.3","121.7","","","","1"
"2023-11","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792882","5.2","122.2","","","","1"
"2023-11","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792883","5.3","124.2","","","","1"
"2023-11","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792885","6.2","119.5","","","","1"
"2023-11","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792886","6.3","113.8","","","","1"
"2023-11","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792888","7.2","118.7","","","","1"
"2023-11","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792889","7.3","118.7","","","","1"
"2023-11","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792891","8.2","106.1","","","","1"
"2023-11","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792892","8.3","114.5","","","","1"
"2023-11","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792894","9.2","175.6","","","","1"
"2023-11","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792895","9.3","169.5","","","","1"
"2023-11","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792897","10.2","127.0","","","","1"
"2023-11","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792898","10.3","125.9","","","","1"
"2023-11","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792900","11.2","140.8","","","","1"
"2023-11","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792901","11.3","127.0","","","","1"
"2023-11","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792903","12.2","210.7","","","","1"
"2023-11","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792904","12.3","193.1","","","","1"
"2023-11","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792906","13.2","123.8","","","","1"
"2023-11","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792907","13.3","122.5","","","","1"
"2023-12","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units","0","v107792869","1.1","134.6","","","","1"
"2023-12","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792870","1.2","138.0","","","","1"
"2023-12","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792871","1.3","133.8","","","","1"
"2023-12","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792873","2.2","122.4","","","","1"
"2023-12","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792874","2.3","119.2","","","","1"
"2023-12","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units","0","v107792876","3.2","129.8","","","","1"
"2023-12","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units","0","v107792877","3.3","119.3","","","","1"
