StatisticalVariable,ISO3166Alpha3,Year,Value,unit
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,1985,24000000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,1986,29000000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,1987,37000000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,1988,38000000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,1989,41000000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,1990,43000000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,1991,35000000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,1992,40000000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,1993,32000000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,1994,37000000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,1995,40523098.2266342863,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,1996,44273901.0173092932,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,1997,46589560.0678030998,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,1998,42002426.6485567987,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,1999,44670829.7490468025,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,2000,45000000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,2001,45000000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,2002,45000000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,2003,45000000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,2004,897780.3730058321,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,2005,81602590.5233309120,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,2006,87085734.2727349997,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,2007,96649607.4094439149,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,2008,109008226.3467720002,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,2009,119489339.9676669985,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,2010,138504771.8416620195,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,2011,159583630.7322089970,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,2012,155789500.0948489904,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,2013,160844870.1891010106,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,2014,138543833.3253229856,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,2015,130352486.4820069820,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,2016,129534570.2774119973,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,2017,135541532.5001910031,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,2018,147363459.2269349992,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/WSM,2019,146774012.6340000033,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,1978,298716.1577000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,1979,596723.7352999999,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,1980,773624.3010000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,1981,955742.4784000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,1982,712219.4171000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,1983,1096014.7379999999,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,1984,3254174.2319999998,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,1985,277999.5501000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,1986,85516.5720000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,1987,70096.1947000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,1988,63699.1858000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,1989,157212.2127000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,1990,310000.0024000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,1997,800000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,1998,500000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,1999,560000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,2000,463800.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,2001,553670.3144385220,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,2002,797330.5608414380,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,2003,1821460.0878898301,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,2004,1100000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,2005,1500000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,2006,1600000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,2007,2000000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,2008,3000000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,2009,2000000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,2010,6363257.4542049803,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,2011,6881334.4868734013,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,2012,6358889.7903674804,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,2013,26566722.9242651016,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,2014,26827848.8055731058,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,2015,19980196.8917738013,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,2016,18044840.5563265011,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,2017,18192067.2275614999,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,2018,17776130.4760227986,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/STP,2019,10167946.3599999994,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SAU,2005,93866666.6666667014,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SAU,2006,105600000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SAU,2007,123466666.6666670144,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SAU,2008,216186666.6666669548,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SAU,2009,214400000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SAU,2010,236480000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SAU,2011,243733333.3333330452,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SAU,2012,245920000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SAU,2013,268773333.3333330154,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SAU,2014,273304000.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SAU,2015,295434400.0000000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SAU,2016,307521866.6666669846,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SAU,2017,290774666.6666669846,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SAU,2018,334914666.6666669846,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SAU,2019,334029333.3333330154,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1974,8516660.6899999995,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1975,26316661.8299999982,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1976,45992790.2199999988,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1977,43064205.1700000018,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1978,55615661.6199999973,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1979,56270721.4399999976,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1980,77054306.0300000012,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1981,68192329.4099999964,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1982,66310363.7700000033,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1983,58966156.0099999979,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1984,53758190.1599999964,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1985,79418968.2000000030,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1986,108949920.7000000030,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1987,117822601.2999999970,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1988,117543090.7999999970,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1989,112755683.9000000060,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1990,142067581.1999999881,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1991,162562484.6999999881,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1992,175676010.0999999940,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1993,170008346.5999999940,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1994,113831893.9000000060,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1995,146028708.5317020118,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1996,150479199.0900949836,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1997,150465321.9097239971,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1998,147418829.3844580054,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,1999,186030796.6210889518,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,2000,234066647.2022149563,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,2001,304944980.1047430038,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,2002,346122851.3872879744,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,2003,512080217.2894679904,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,2004,634031644.8390200138,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,2005,789138740.0838509798,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,2006,926064834.7735120058,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,2007,1193376015.8358099461,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,2008,1482085064.1100499630,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,2009,1355834396.8954899311,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,2010,1479119819.8459100723,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,2011,1616025932.8887801170,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,2012,1576225069.3752000332,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,2013,1777897284.3735301495,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,2014,1931624792.7718801498,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,2015,1757754461.8045899868,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,2016,1980581469.6426398754,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,2017,2148911385.0577998161,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,2018,2427531906.2945499420,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SEN,2019,2522205664.8800001144,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SRB,2007,3764205524.1213393211,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SRB,2008,3545491380.1502399445,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SRB,2009,4649881250.5667295456,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SRB,2010,4117446496.1143102646,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SRB,2011,3960970272.1747794151,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SRB,2012,3546455139.8760900497,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SRB,2013,4024794307.0054802895,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SRB,2014,3696031997.1712803841,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SRB,2015,3370435504.0596299171,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SRB,2016,3205371733.8393802643,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SRB,2017,3589629282.3923101425,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SRB,2018,4445606867.0872001648,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SRB,2019,4237925900.8037209511,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,1989,4259452.8200000003,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,1990,7504440.7840000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,1991,7320125.1029999983,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,1992,10761208.5299999993,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,1993,289489.5971000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,1994,296685.5168000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,1995,503992.5661096500,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,1996,704227.7137079600,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,1997,218847.0408398420,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,1998,114020.9323428290,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,1999,187175.3677216080,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,2000,3159009.3020135402,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,2001,1790853.6715487801,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,2002,1979914.9640209000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,2003,4855111.3781176396,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,2004,6808310.1604278004,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,2005,12101090.9090909008,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,2006,13269559.8869848996,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,2007,4768023.4277972598,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,2008,3161817.7223629500,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,2009,16123483.2926723994,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,2010,17376950.5214323997,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,2011,25261929.1491792016,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,2012,17669070.0559238978,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,2013,12874328.2478163019,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,2014,15075955.0399999991,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,2015,18424230.9296372011,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,2016,22087023.3470993005,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,2017,21661247.9309142008,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,2018,22713694.6426078938,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SYC,2019,23648219.3078321032,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,1980,95256.4552000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,1981,87994.7394000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,1982,80733.0310000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,1983,53041.1080000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,1984,79682.8642000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,1985,39260.6258000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,1986,57817.8428000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,1987,76375.0598000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,1988,79965.3456000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,1989,51828.4068000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,1990,27072.3850000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,1991,27764.2179000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,1992,65673.3140000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,1993,57801.5745000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,1994,55902.1309000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,1995,23673629.7239531018,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,1996,25246637.8671329990,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,1997,5984620.2046394097,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,1998,20330605.0454779007,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,1999,22476894.1272978000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,2000,7134994.3239529198,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,2001,6215277.8506200099,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,2002,21815455.0998228006,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,2003,25889258.3929895982,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,2004,24714834.4807246961,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,2005,2435105.0106632900,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,2006,15622339.1751575004,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,2007,41973856.3828883022,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,2008,22578606.7314443998,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,2009,35896004.0391427949,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,2010,44218574.7090279013,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,2011,58811610.1101212129,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,2012,64534066.7213974893,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,2013,69660699.4967208952,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,2014,62430104.5690328926,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,2015,48163694.5951374024,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,2016,46831553.5664817020,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,2017,48340874.4117878973,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,2018,62085874.7375212908,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SLE,2019,62085873.7500000000,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SXM,2011,54083798.8826814964,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SXM,2012,55664804.4692737907,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SXM,2013,72547486.0335194916,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SXM,2014,62167597.7653630972,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SXM,2015,55117318.4357542023,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SXM,2016,60899441.3407820910,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SXM,2017,55055865.9217877090,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SXM,2018,50949720.6703910977,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SXM,2019,51156066.7657702863,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,1993,78525115.9699999988,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,1994,48492443.0799999982,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,1995,25742912.2191399001,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,1996,20787354.4322244003,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,1997,29128895.3295662031,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,1998,23214363.2611076944,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,1999,19242010.4835427999,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,2000,17795790.1522528976,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,2001,22498262.7839626968,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,2002,24388759.2848345004,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,2003,425324010.7863749862,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,2004,702778958.3463569880,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,2005,1210904294.5183699131,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,2006,1343434296.8745899200,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,2007,1661512193.0765500069,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,2008,2050364971.5228300095,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,2009,1672288994.8546099663,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,2010,1590890346.3203499317,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,2011,1753891235.7954499722,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,2012,1927193403.7686197758,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,2013,2071687508.9307501316,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,2014,2395643258.3978300095,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,2015,2138338117.2512197495,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,2016,2119834516.0611803532,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,2017,2164333033.8626399040,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,2018,2114125125.5241198540,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVK,2019,1989622556.6867001057,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVN,1992,38299999.2400000021,USDollar
dcs:WorldBank/BX_TRF_PWKR_CD_DT,dcid:country/SVN,1993,52200000.7599999979,USDollar
