StatisticalVariable,ISO3166Alpha3,Year,Value
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MDG,2007,13595115.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MDG,2008,13863555.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MDG,2009,14130778.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MDG,2010,14396229.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MDG,2011,14659783.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MDG,2012,14921523.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MDG,2013,15182440.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MDG,2014,15443355.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MDG,2015,15705385.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MDG,2016,15968251.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MDG,2017,16231667.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MDG,2018,16495131.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MDG,2019,16758458.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1969,27315.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1970,28357.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1971,29471.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1972,30655.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1973,31924.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1974,33242.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1975,34613.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1976,35919.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1977,37194.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1978,38438.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1979,39688.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1980,40970.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1981,42304.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1982,43641.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1983,44905.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1984,46024.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1985,46909.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1986,47559.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1987,47975.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1988,48198.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1989,48252.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1990,48184.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1991,48159.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1992,48140.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1993,48096.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1994,48020.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1995,47760.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1996,47293.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1997,46604.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1998,45730.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,1999,44702.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,2000,43570.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,2001,42434.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,2002,41304.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,2003,40201.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,2004,39153.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,2005,38158.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,2006,37241.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,2007,36383.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,2008,35599.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,2009,34866.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,2010,34251.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,2011,33750.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,2012,33323.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,2013,32987.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,2014,32711.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,2015,32461.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,2016,32204.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,2017,31955.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,2018,31696.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDG,2019,31456.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1960,3499311.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1961,3579516.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1962,3662831.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1963,3749250.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1964,3838817.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1965,3931541.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1966,4027644.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1967,4122097.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1968,4218657.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1969,4317668.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1970,4419062.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1971,4522684.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1972,4628756.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1973,4738356.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1974,4852703.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1975,4972750.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1976,5101167.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1977,5237988.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1978,5387612.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1979,5538360.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1980,5684775.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1981,5818405.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1982,5943464.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1983,6084076.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1984,6272952.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1985,6529593.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1986,6869086.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1987,7274847.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1988,7692354.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1989,8055205.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1990,8317340.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1991,8459353.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1992,8502541.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1993,8490908.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1994,8487814.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1995,8538750.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1996,8656783.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1997,8827614.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1998,9034490.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,1999,9278057.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,2000,9519924.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,2001,9751725.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,2002,9981682.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,2003,10215154.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,2004,10460991.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,2005,10725241.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,2006,11008962.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,2007,11309182.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,2008,11623954.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,2009,11948322.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,2010,12279575.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,2011,12617250.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,2012,12961589.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,2013,13310371.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,2014,13661711.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,2015,14013642.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,2016,14365384.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,2017,14716853.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,2018,15070382.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MWI,2019,15429446.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1966,44470.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1967,45414.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1968,46334.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1969,47127.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1970,47847.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1971,48341.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1972,48592.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1973,48688.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1974,48639.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1975,48483.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1976,48246.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1977,47919.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1978,47416.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1979,46807.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1980,46516.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1981,46536.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1982,47247.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1983,48864.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1984,51368.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1985,54220.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1986,56843.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1987,58823.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1988,59821.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1989,59823.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1990,59061.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1991,57885.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1992,56455.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1993,54933.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1994,53481.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1995,52330.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1996,51632.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1997,51142.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1998,50381.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,1999,49162.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,2000,47299.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,2001,44729.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,2002,41791.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,2003,38977.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,2004,36583.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,2005,34826.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,2006,33835.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,2007,33390.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,2008,32360.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,2009,31683.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,2010,30773.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,2011,28865.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,2012,26911.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,2013,25120.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,2014,23450.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,2015,22184.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,2016,21142.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,2017,20288.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,2018,19665.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MWI,2019,19238.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1960,23021.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1961,22171.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1962,21271.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1963,20333.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1964,19384.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1965,18453.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1966,17594.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1967,16802.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1968,16135.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1969,15595.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1970,15152.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1971,14773.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1972,14411.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1973,14021.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1974,13604.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1975,13136.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1976,12657.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1977,12162.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1978,11682.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1979,11194.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1980,10732.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1981,10273.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1982,9823.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1983,9392.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1984,8985.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1985,8596.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1986,8231.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1987,7906.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1988,7620.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1989,7371.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1990,7141.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1991,6927.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1992,6720.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1993,6516.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1994,6330.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1995,6161.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1996,5970.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1997,5709.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1998,5360.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,1999,4940.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,2000,4482.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,2001,4056.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,2002,3725.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,2003,3507.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,2004,3371.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,2005,3292.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,2006,3256.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,2007,3255.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,2008,3278.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,2009,3308.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,2010,3328.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,2011,3344.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,2012,3368.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,2013,3408.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,2014,3465.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,2015,3533.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,2016,3613.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,2017,3703.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,2018,3798.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MYS,2019,3872.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1960,5986922.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1961,6124725.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1962,6267613.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1963,6411054.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1964,6548759.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1965,6676879.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1966,6793927.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1967,6901423.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1968,7001290.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1969,7096686.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1970,7189717.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1971,7271227.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1972,7349003.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1973,7425780.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1974,7503250.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1975,7582880.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1976,7665875.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1977,7752080.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1978,7838141.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1979,7920151.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1980,7996818.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1981,8083692.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1982,8165526.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1983,8247750.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1984,8337685.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1985,8440111.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1986,8555961.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1987,8682311.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1988,8812190.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1989,8937667.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1990,9052053.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1991,9153294.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1992,9156620.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1993,9136664.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1994,9109340.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1995,9078468.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1996,9044089.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1997,9005269.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1998,8957319.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,1999,8896372.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,2000,8819152.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,2001,8790867.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,2002,8749881.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,2003,8698924.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,2004,8641905.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,2005,8582206.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,2006,8520092.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,2007,8454325.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,2008,8381881.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,2009,8299711.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,2010,8205153.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,2011,8134293.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,2012,8059147.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,2013,7977224.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,2014,7891641.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,2015,7805973.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,2016,7720297.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,2017,7637218.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,2018,7555510.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/MYS,2019,7474011.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1966,1062.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1967,1044.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1968,1024.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1969,1002.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1970,976.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1971,948.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1972,916.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1973,879.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1974,844.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1975,812.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1976,785.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1977,765.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1978,753.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1979,746.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1980,743.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1981,741.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1982,740.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1983,735.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1984,725.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1985,711.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1986,691.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1987,667.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1988,639.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/MDV,1989,608.0000000000
