StatisticalVariable,ISO3166Alpha3,Year,Value,scalingFactor
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1977,119.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1978,116.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1979,113.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1980,110.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1981,107.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1982,105.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1983,103.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1984,100.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1985,97.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1986,95.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1987,92.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1988,89.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1989,86.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1990,83.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1991,81.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1992,78.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1993,75.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1994,72.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1995,70.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1996,67.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1997,64.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1998,61.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,1999,58.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,2000,55.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,2001,53.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,2002,50.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,2003,47.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,2004,45.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,2005,42.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,2006,40.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,2007,38.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,2008,36.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,2009,34.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,2010,32.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,2011,31.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,2012,29.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,2013,27.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,2014,26.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,2015,25.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,2016,23.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,2017,22.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,2018,22.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BOL,2019,21.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,1984,26.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,1985,24.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,1986,22.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,1987,20.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,1988,18.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,1989,17.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,1990,16.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,1991,14.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,1992,14.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,1993,13.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,1994,12.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,1995,11.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,1996,10.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,1997,10.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,1998,9.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,1999,9.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,2000,8.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,2001,8.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,2002,8.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,2003,8.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,2004,7.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,2005,7.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,2006,7.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,2007,7.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,2008,6.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,2009,6.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,2010,6.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,2011,6.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,2012,5.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,2013,5.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,2014,5.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,2015,5.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,2016,5.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,2017,5.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,2018,5.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BIH,2019,5.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1960,114.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1961,111.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1962,108.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1963,105.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1964,102.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1965,100.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1966,97.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1967,95.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1968,92.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1969,89.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1970,87.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1971,84.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1972,81.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1973,78.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1974,74.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1975,71.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1976,67.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1977,64.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1978,60.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1979,57.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1980,54.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1981,52.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1982,49.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1983,47.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1984,45.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1985,43.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1986,41.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1987,39.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1988,37.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1989,36.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1990,36.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1991,36.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1992,36.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1993,37.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1994,38.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1995,39.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1996,37.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1997,36.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1998,35.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,1999,34.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,2000,32.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,2001,29.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,2002,27.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,2003,25.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,2004,24.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,2005,21.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,2006,20.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,2007,21.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,2008,22.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,2009,22.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,2010,24.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,2011,27.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,2012,27.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,2013,28.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,2014,31.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,2015,32.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,2016,33.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,2017,32.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,2018,32.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BWA,2019,32.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1960,127.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1961,123.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1962,120.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1963,117.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1964,115.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1965,112.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1966,110.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1967,108.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1968,106.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1969,104.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1970,101.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1971,99.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1972,97.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1973,94.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1974,92.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1975,90.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1976,87.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1977,85.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1978,82.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1979,79.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1980,76.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1981,73.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1982,70.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1983,67.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1984,65.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1985,62.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1986,60.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1987,58.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1988,56.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1989,54.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1990,52.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1991,50.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1992,48.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1993,45.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1994,43.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1995,40.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1996,38.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1997,36.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1998,34.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,1999,32.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,2000,30.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,2001,28.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,2002,26.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,2003,25.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,2004,23.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,2005,22.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,2006,20.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,2007,19.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,2008,18.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,2009,17.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,2010,16.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,2011,16.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,2012,15.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,2013,14.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,2014,14.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,2015,14.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,2016,14.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,2017,13.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,2018,12.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRA,2019,12.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1960,83.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1961,75.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1962,68.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1963,61.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1964,55.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1965,51.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1966,47.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1967,45.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1968,43.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1969,41.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1970,38.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1971,36.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1972,33.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1973,30.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1974,27.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1975,24.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1976,22.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1977,20.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1978,18.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1979,16.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1980,15.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1981,14.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1982,13.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1983,12.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1984,11.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1985,11.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1986,10.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1987,10.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1988,10.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1989,10.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1990,10.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1991,10.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1992,10.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1993,10.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1994,10.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1995,9.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1996,9.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1997,9.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1998,8.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,1999,8.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,2000,8.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,2001,8.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,2002,7.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,2003,7.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,2004,7.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,2005,7.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,2006,7.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,2007,7.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,2008,7.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,2009,7.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,2010,7.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,2011,8.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,2012,8.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,2013,8.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,2014,8.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,2015,8.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,2016,9.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,2017,9.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,2018,9.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BRN,2019,9.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1960,45.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1961,40.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1962,36.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1963,33.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1964,32.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1965,31.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1966,31.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1967,31.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1968,30.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1969,28.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1970,27.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1971,26.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1972,25.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1973,25.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1974,24.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1975,24.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1976,23.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1977,22.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1978,21.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1979,20.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1980,19.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1981,18.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1982,18.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1983,17.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1984,16.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1985,15.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1986,15.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1987,14.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1988,14.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1989,14.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_IN,dcid:country/BGR,1990,14.7000000000,1000
