StatisticalVariable,ISO3166Alpha3,Year,Value,measurementMethod,scalingFactor
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/UGA,1988,0.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/UGA,1995,2.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/UGA,2000,1.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/UGA,2006,2.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/UGA,2009,1.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/UGA,2011,1.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/UGA,2012,0.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/UGA,2014,0.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/UGA,2016,1.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/UKR,2000,3.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/USA,1991,0.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/USA,2001,0.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/USA,2005,0.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/USA,2009,0.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/USA,2012,0.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/URY,1999,0.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/URY,2002,0.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/URY,2003,0.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/URY,2004,0.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/URY,2007,1.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/URY,2011,0.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/UZB,1996,6.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/UZB,2002,3.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/UZB,2006,1.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/UZB,2017,0.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/VUT,2007,1.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/VUT,2013,1.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/VNM,1993,1.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/VNM,1999,2.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/VNM,2000,1.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/VNM,2002,2.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/VNM,2003,2.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/VNM,2004,2.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/VNM,2005,2.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/VNM,2006,2.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/VNM,2007,2.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/VNM,2008,2.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/VNM,2010,1.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/VNM,2013,1.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/VNM,2014,4.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/VNM,2015,1.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/VNM,2017,1.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/PSE,2004,1.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/PSE,2006,0.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/PSE,2010,1.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/PSE,2014,0.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/YEM,1991,5.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/YEM,1997,6.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/YEM,2003,6.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/YEM,2005,4.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/YEM,2011,3.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/YEM,2013,5.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/ZMB,1992,2.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/ZMB,1996,1.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/ZMB,1999,1.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/ZMB,2002,2.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/ZMB,2007,2.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/ZMB,2013,2.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/ZMB,2018,1.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/ZWE,1988,0.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/ZWE,1994,1.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/ZWE,1999,4.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/ZWE,2005,2.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/ZWE,2009,0.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/ZWE,2010,0.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/ZWE,2014,0.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/ZWE,2015,1.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:country/ZWE,2019,0.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_ZS,dcid:Earth,2019,2.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/AFG,2013,4.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/AFG,2018,1.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/ALB,2000,6.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/ALB,2005,3.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/ALB,2009,7.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/ALB,2017,0.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/DZA,1992,2.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/DZA,2000,1.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/DZA,2002,5.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/DZA,2006,1.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/DZA,2012,1.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/AGO,1996,1.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/AGO,2015,1.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/ARM,2000,1.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/ARM,2005,2.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/ARM,2010,2.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/ARM,2016,1.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/AZE,2000,4.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/AZE,2006,3.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/AZE,2013,1.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BGD,1997,7.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BGD,2000,2.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BGD,2004,3.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BGD,2007,3.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BGD,2011,4.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BGD,2014,3.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BRB,2012,2.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BLR,2005,0.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BLZ,2006,1.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BLZ,2011,0.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BLZ,2015,0.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BEN,2001,3.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BEN,2014,1.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BEN,2018,1.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BTN,1999,0.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BTN,2008,1.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BTN,2010,2.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BOL,1998,0.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BOL,2003,0.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BOL,2008,0.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BOL,2012,0.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BOL,2016,1.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BIH,2000,3.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BIH,2006,1.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BIH,2012,1.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BWA,2000,2.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BWA,2007,2.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BRA,1989,1.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BRA,1996,0.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BRA,2007,0.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BFA,1993,6.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BFA,1999,6.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BFA,2003,9.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BFA,2006,13.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BFA,2010,6.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BFA,2011,2.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BFA,2012,2.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BFA,2014,1.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BFA,2016,1.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BFA,2017,2.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BFA,2018,2.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BDI,2000,2.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BDI,2010,1.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/BDI,2016,1.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/KHM,2000,7.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/KHM,2005,2.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/KHM,2008,2.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/KHM,2010,2.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/KHM,2014,2.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/CMR,1991,0.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/CMR,2004,2.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/CMR,2006,3.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/CMR,2011,2.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/CMR,2014,1.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/CAF,2000,5.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/CAF,2006,5.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/CAF,2010,2.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/CAF,2012,2.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/TCD,1997,6.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/TCD,2000,4.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/TCD,2004,6.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/TCD,2010,7.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/TCD,2015,5.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/COL,1995,0.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/COL,2000,0.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/COL,2004,0.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/COL,2010,0.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/COL,2016,0.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/COM,2000,8.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/COM,2012,4.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/COD,2001,6.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/COD,2007,5.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/COD,2010,3.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/COD,2013,3.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/COG,2005,3.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/COG,2011,1.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/COG,2014,3.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/CIV,1998,1.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/CIV,2006,3.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/CIV,2012,2.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/CIV,2016,1.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/CZE,2001,1.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/DJI,2002,9.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/DJI,2012,10.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/DOM,1991,0.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/DOM,1996,0.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/DOM,2000,0.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/DOM,2002,1.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/DOM,2007,1.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/DOM,2013,1.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/ECU,1999,0.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/ECU,2004,0.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/ECU,2006,0.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/ECU,2012,0.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/ECU,2014,0.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/EGY,1991,2.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/EGY,1993,2.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/EGY,1995,2.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/EGY,2003,1.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/EGY,2005,2.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/EGY,2008,3.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/EGY,2014,4.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/SLV,1993,0.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/SLV,1998,0.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/SLV,2003,0.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/SLV,2008,0.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/SLV,2014,0.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/GNQ,2000,3.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/ERI,2002,6.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/ERI,2010,4.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/SWZ,2000,0.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/SWZ,2006,1.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/SWZ,2010,0.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/SWZ,2014,0.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/ETH,2000,4.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/ETH,2005,5.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/ETH,2011,3.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/ETH,2016,3.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/GAB,2000,1.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/GAB,2012,1.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/GMB,2000,2.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/GMB,2006,2.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/GMB,2010,2.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/GMB,2012,2.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/GMB,2013,4.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/GMB,2018,1.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/GEO,2005,1.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/GHA,1998,3.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_MA_ZS,dcid:country/GHA,2003,3.0000000000,JointChildMalnutritionEstimate,100
