StatisticalVariable,ISO3166Alpha3,Year,Value,measurementMethod,sourceScalingFactor
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/MOZ,2016,0.2910000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/MMR,2000,0.5160000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/MMR,2005,0.4560000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/MMR,2010,0.4030000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/MMR,2011,0.3940000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/MMR,2012,0.3860000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/MMR,2013,0.3760000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/MMR,2014,0.3690000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/MMR,2015,0.3610000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/MMR,2016,0.3520000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NAM,2000,0.3010000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NAM,2005,0.3140000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NAM,2010,0.3260000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NAM,2011,0.3290000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NAM,2012,0.3310000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NAM,2013,0.3340000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NAM,2014,0.3360000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NAM,2015,0.3410000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NAM,2016,0.3420000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NRU,2000,0.5940000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NRU,2005,0.5070000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NRU,2010,0.4360000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NRU,2011,0.4230000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NRU,2012,0.4110000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NRU,2013,0.4000000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NRU,2014,0.3890000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NRU,2015,0.3770000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NRU,2016,0.3690000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NPL,2000,0.4470000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NPL,2005,0.4260000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NPL,2010,0.4030000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NPL,2011,0.3980000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NPL,2012,0.3920000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NPL,2013,0.3890000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NPL,2014,0.3850000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NPL,2015,0.3800000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NPL,2016,0.3780000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NLD,2000,0.4140000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NLD,2005,0.3610000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NLD,2010,0.3180000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NLD,2011,0.3090000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NLD,2012,0.3030000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NLD,2013,0.2940000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NLD,2014,0.2870000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NLD,2015,0.2790000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NLD,2016,0.2730000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NZL,2000,0.2970000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NZL,2005,0.2500000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NZL,2010,0.2110000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NZL,2011,0.2020000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NZL,2012,0.1960000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NZL,2013,0.1890000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NZL,2014,0.1840000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NZL,2015,0.1770000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NZL,2016,0.1720000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NER,2000,0.1260000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NER,2005,0.1320000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NER,2010,0.1420000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NER,2011,0.1430000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NER,2012,0.1450000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NER,2013,0.1480000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NER,2014,0.1490000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NER,2015,0.1520000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NER,2016,0.1540000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NGA,2000,0.1310000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NGA,2005,0.1230000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NGA,2010,0.1150000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NGA,2011,0.1140000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NGA,2012,0.1130000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NGA,2013,0.1120000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NGA,2014,0.1100000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NGA,2015,0.1090000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NGA,2016,0.1080000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NOR,2000,0.4430000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NOR,2005,0.3510000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NOR,2010,0.2770000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NOR,2011,0.2610000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NOR,2012,0.2500000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NOR,2013,0.2380000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NOR,2014,0.2270000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NOR,2015,0.2170000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/NOR,2016,0.2070000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/OMN,2000,0.1350000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/OMN,2005,0.1410000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/OMN,2010,0.1470000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/OMN,2011,0.1480000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/OMN,2012,0.1500000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/OMN,2013,0.1520000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/OMN,2014,0.1530000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/OMN,2015,0.1550000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/OMN,2016,0.1560000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PAK,2000,0.3900000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PAK,2005,0.3830000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PAK,2010,0.3750000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PAK,2011,0.3740000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PAK,2012,0.3730000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PAK,2013,0.3720000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PAK,2014,0.3700000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PAK,2015,0.3690000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PAK,2016,0.3670000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PLW,2000,0.4260000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PLW,2005,0.3480000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PLW,2010,0.2860000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PLW,2011,0.2760000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PLW,2012,0.2640000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PLW,2013,0.2540000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PLW,2014,0.2450000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PLW,2015,0.2350000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PLW,2016,0.2270000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PAN,2000,0.2500000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PAN,2005,0.1850000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PAN,2010,0.1390000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PAN,2011,0.1320000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PAN,2012,0.1240000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PAN,2013,0.1180000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PAN,2014,0.1110000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PAN,2015,0.1050000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PAN,2016,0.0990000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PNG,2000,0.8070000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PNG,2005,0.6980000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PNG,2010,0.5950000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PNG,2011,0.5720000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PNG,2012,0.5530000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PNG,2013,0.5370000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PNG,2014,0.5220000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PNG,2015,0.5030000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PNG,2016,0.4880000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PRY,2000,0.4560000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PRY,2005,0.3600000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PRY,2010,0.2860000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PRY,2011,0.2730000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PRY,2012,0.2600000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PRY,2013,0.2480000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PRY,2014,0.2370000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PRY,2015,0.2260000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PRY,2016,0.2160000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PHL,2000,0.5690000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PHL,2005,0.5090000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PHL,2010,0.4590000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PHL,2011,0.4500000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PHL,2012,0.4420000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PHL,2013,0.4340000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PHL,2014,0.4240000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PHL,2015,0.4150000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PHL,2016,0.4080000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/POL,2000,0.4560000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/POL,2005,0.4100000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/POL,2010,0.3700000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/POL,2011,0.3650000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/POL,2012,0.3580000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/POL,2013,0.3520000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/POL,2014,0.3440000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/POL,2015,0.3380000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/POL,2016,0.3310000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PRT,2000,0.3760000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PRT,2005,0.3490000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PRT,2010,0.3250000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PRT,2011,0.3200000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PRT,2012,0.3160000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PRT,2013,0.3110000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PRT,2014,0.3080000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PRT,2015,0.3040000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/PRT,2016,0.3000000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/QAT,2000,0.2300000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/QAT,2005,0.2380000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/QAT,2010,0.2510000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/QAT,2011,0.2540000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/QAT,2012,0.2550000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/QAT,2013,0.2580000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/QAT,2014,0.2630000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/QAT,2015,0.2640000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/QAT,2016,0.2690000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/ROU,2000,0.5270000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/ROU,2005,0.4710000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/ROU,2010,0.4200000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/ROU,2011,0.4130000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/ROU,2012,0.4030000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/ROU,2013,0.3950000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/ROU,2014,0.3850000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/ROU,2015,0.3780000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/ROU,2016,0.3710000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/RUS,2000,0.6830000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/RUS,2005,0.6480000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/RUS,2010,0.6170000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/RUS,2011,0.6120000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/RUS,2012,0.6060000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/RUS,2013,0.6000000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/RUS,2014,0.5940000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/RUS,2015,0.5890000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/RUS,2016,0.5830000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/RWA,2000,0.2980000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/RWA,2005,0.2650000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/RWA,2010,0.2380000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/RWA,2011,0.2340000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/RWA,2012,0.2280000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/RWA,2013,0.2240000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/RWA,2014,0.2190000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/RWA,2015,0.2140000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/RWA,2016,0.2100000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/WSM,2000,0.6320000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/WSM,2005,0.5380000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/WSM,2010,0.4590000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/WSM,2011,0.4450000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/WSM,2012,0.4300000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/WSM,2013,0.4180000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/WSM,2014,0.4070000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/WSM,2015,0.3940000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/WSM,2016,0.3810000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/SAU,2000,0.2170000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/SAU,2005,0.2260000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/SAU,2010,0.2390000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/SAU,2011,0.2430000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/SAU,2012,0.2430000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_MA,dcid:country/SAU,2013,0.2460000000,dcs:AgeAdjusted,100.0000000000
