StatisticalVariable,ISO3166Alpha3,Year,Value,measurementMethod
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1964,5829329.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1965,5888035.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1966,5948507.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1967,6013391.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1968,6079237.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1969,6147411.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1970,6214324.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1971,6276403.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1972,6339439.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1973,6404030.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1974,6476897.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1975,6559474.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1976,6640071.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1977,6715287.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1978,6782725.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1979,6839204.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1980,6875576.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1981,6895431.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1982,6910744.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1983,6919717.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1984,6925194.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1985,6931780.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1986,6938994.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1987,6946357.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1988,6954686.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1989,6898019.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1990,6830026.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1991,6816672.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1992,6800940.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1993,6780138.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1994,6757831.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1995,6735415.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1996,6710863.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1997,6684288.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1998,6655715.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,1999,6623887.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,2000,6593735.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,2001,6588305.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,2002,6611324.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,2003,6633742.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,2004,6660205.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,2005,6694281.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,2006,6737243.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,2007,6779707.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,2008,6820246.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,2009,6861506.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,2010,6891116.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,2011,6916190.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,2012,6912310.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,2013,6920508.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,2014,6928924.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,2015,6939335.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,2016,6946267.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,2017,6955524.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,2018,6974963.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/HUN,2019,6999582.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1960,140986.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1961,144661.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1962,148268.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1963,151829.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1964,155450.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1965,159059.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1966,162665.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1967,166198.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1968,169365.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1969,171812.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1970,173568.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1971,175738.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1972,179084.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1973,182557.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1974,185790.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1975,188920.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1976,191538.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1977,193688.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1978,195917.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1979,198545.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1980,201355.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1981,204294.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1982,207668.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1983,211056.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1984,213929.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1985,216226.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1986,218415.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1987,221413.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1988,225500.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1989,228892.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1990,231255.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1991,234420.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1992,237854.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1993,240747.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1994,243303.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1995,245081.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1996,246857.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1997,249329.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1998,252455.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,1999,255931.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,2000,259836.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,2001,263687.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,2002,266425.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,2003,268644.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,2004,271378.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,2005,276072.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,2006,283000.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,2007,290623.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,2008,296449.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,2009,297832.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,2010,297604.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,2011,298556.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,2012,300190.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,2013,303150.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,2014,306653.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,2015,309974.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,2016,314424.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,2017,322016.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,2018,330898.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/ISL,2019,339110.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1960,80756166.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1961,82882675.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1962,85456482.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1963,88127853.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1964,90901311.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1965,93760316.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1966,96712770.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1967,99765994.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1968,102932967.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1969,106238158.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1970,109705503.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1971,113522495.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1972,118082741.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1973,122837876.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1974,127793754.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1975,132920310.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1976,138219074.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1977,143699557.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1978,149379782.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1979,155285824.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1980,161444128.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1981,167521704.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1982,173152676.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1983,178956141.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1984,184906540.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1985,190975975.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1986,197165614.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1987,203469688.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1988,209894838.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1989,216442440.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1990,223096279.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1991,229752408.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1992,236274335.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1993,242896345.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1994,249629427.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1995,256470883.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1996,263440887.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1997,270523260.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1998,277707327.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,1999,284978106.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,2000,292322757.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,2001,300118524.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,2002,308796507.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,2003,317584393.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,2004,326495067.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,2005,335503762.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,2006,344622641.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,2007,353850625.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,2008,363154577.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,2009,372465917.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,2010,381763166.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,2011,391040303.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,2012,400417728.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,2013,409909187.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,2014,419568459.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,2015,429428653.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,2016,439498772.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,2017,449789369.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,2018,460295677.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IND,2019,471031528.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1960,12799371.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1961,13353483.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1962,13931417.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1963,14536390.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1964,15169460.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1965,15831166.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1966,16524248.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1967,17248677.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1968,18001990.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1969,18785497.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1970,19596343.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1971,20438059.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1972,21515668.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1973,22703703.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1974,23946456.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1975,25243596.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1976,26596457.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1977,28001978.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1978,29468690.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1979,30996679.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1980,32591870.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1981,34436558.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1982,36463770.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1983,38577957.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1984,40774954.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1985,43042272.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1986,45381922.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1987,47793464.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1988,50281090.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1989,52840795.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1990,55483475.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1991,58355038.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1992,61396542.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1993,64522965.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1994,67741187.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1995,71046004.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1996,74433222.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1997,77897525.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1998,81452538.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,1999,85098300.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,2000,88840036.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,2001,91738482.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,2002,94698443.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,2003,97720468.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,2004,100811250.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,2005,103961908.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,2006,107178769.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,2007,110459097.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,2008,113814309.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,2009,117243827.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,2010,120709130.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,2011,124016544.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,2012,127396459.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,2013,130826016.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,2014,134287151.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,2015,137751865.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,2016,141210511.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,2017,144652795.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,2018,148084795.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IDN,2019,151509724.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1960,7390297.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1961,7730775.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1962,8086727.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1963,8458115.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1964,8845873.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1965,9250272.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1966,9673713.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1967,10147348.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1968,10660835.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1969,11195095.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1970,11751134.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1971,12330478.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1972,12936588.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1973,13573787.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1974,14250511.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1975,14972889.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1976,15742290.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1977,16521005.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1978,17336704.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1979,18227951.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1980,19206467.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1981,20274421.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1982,21426582.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1983,22654500.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1984,23944608.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1985,25281030.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1986,26666054.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1987,28011702.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/IRN,1988,29328931.0000000000,WorldBankEstimate
