StatisticalVariable,ISO3166Alpha3,Year,Value,sourceScalingFactor
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BTN,2004,0.7720999908,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BTN,2005,0.7719499969,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BTN,2006,0.7694599915,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BTN,2007,0.7670200348,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BTN,2008,0.7647399902,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BTN,2009,0.7627999878,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BTN,2010,0.7448400116,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BTN,2011,0.7268099976,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BTN,2012,0.6724199677,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BTN,2013,0.7265899658,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BTN,2014,0.7176000214,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BTN,2015,0.7506700134,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BTN,2016,0.7529599762,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BTN,2017,0.7558300018,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BTN,2018,0.7590399933,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BTN,2019,0.7631900024,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,1990,0.8337400055,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,1991,0.8345400238,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,1992,0.8331400299,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,1993,0.8333699799,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,1994,0.8340399933,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,1995,0.8350099945,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,1996,0.8356600189,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,1997,0.8367900085,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,1998,0.8360099792,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,1999,0.8347100067,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,2000,0.8328299713,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,2001,0.8355300140,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,2002,0.8381199646,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,2003,0.8406099701,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,2004,0.8430500031,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,2005,0.8454199982,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,2006,0.8478700256,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,2007,0.8367199707,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,2008,0.8343099976,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,2009,0.8347100067,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,2010,0.8380200195,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,2011,0.8401300049,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,2012,0.8191300201,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,2013,0.8160299683,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,2014,0.8383300018,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,2015,0.8174199677,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,2016,0.8064700317,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,2017,0.8117800140,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,2018,0.8266600037,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BOL,2019,0.8262400055,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,1990,0.6303599930,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,1991,0.6306999969,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,1992,0.6317800140,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,1993,0.6332500076,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,1994,0.6344400024,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,1995,0.6353300095,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,1996,0.6361800003,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,1997,0.6363299942,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,1998,0.6365599823,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,1999,0.6375500107,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,2000,0.6385599899,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,2001,0.6403399658,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,2002,0.6426999664,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,2003,0.6450399780,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,2004,0.6471299744,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,2005,0.6518800354,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,2006,0.6515799713,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,2007,0.6643299866,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,2008,0.6693000031,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,2009,0.6659600067,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,2010,0.6672100067,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,2011,0.6624600220,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,2012,0.6679000092,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,2013,0.6690299988,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,2014,0.6694699860,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,2015,0.6719300079,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,2016,0.6808999634,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,2017,0.6752899933,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,2018,0.6886499786,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BIH,2019,0.6920099640,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,1990,0.7670899963,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,1991,0.7622699738,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,1992,0.7585500336,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,1993,0.7548899841,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,1994,0.7502300262,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,1995,0.7441400146,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,1996,0.7396299744,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,1997,0.7335399628,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,1998,0.7283000183,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,1999,0.7100199890,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,2000,0.6896800232,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,2001,0.6949800110,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,2002,0.7008300018,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,2003,0.7068699646,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,2004,0.7127899933,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,2005,0.7184500122,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,2006,0.7243900299,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,2007,0.7196199799,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,2008,0.7149500275,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,2009,0.7105500031,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,2010,0.6790799713,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,2011,0.7263899994,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,2012,0.7622799683,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,2013,0.7896299744,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,2014,0.7903099823,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,2015,0.7916500092,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,2016,0.7900299835,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,2017,0.7878099823,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,2018,0.7844999695,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BWA,2019,0.7861900330,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,1990,0.8651599884,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,1991,0.8649299622,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,1992,0.8605899811,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,1993,0.8559700012,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,1994,0.8510600281,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,1995,0.8458699799,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,1996,0.8277600098,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,1997,0.8328500366,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,1998,0.8278099823,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,1999,0.8266799927,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,2000,0.8208599854,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,2001,0.8152300262,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,2002,0.8171199799,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,2003,0.8145200348,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,2004,0.8198200226,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,2005,0.8219200134,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,2006,0.8158799744,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,2007,0.8149800110,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,2008,0.8164499664,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,2009,0.8170300293,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,2010,0.8105000305,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,2011,0.8038899994,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,2012,0.8100099945,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,2013,0.8100599670,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,2014,0.8074099731,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,2015,0.8064199829,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,2016,0.8035199738,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,2017,0.8009200287,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,2018,0.7997000122,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRA,2019,0.8001599884,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,1990,0.8383300018,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,1991,0.8374900055,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,1992,0.8344300079,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,1993,0.8323000336,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,1994,0.8310299683,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,1995,0.8303199768,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,1996,0.8275800323,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,1997,0.8255599976,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,1998,0.8242099762,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,1999,0.8232599640,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,2000,0.8222299957,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,2001,0.8147100067,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,2002,0.8095099640,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,2003,0.8060099792,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,2004,0.8040100098,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,2005,0.8026599884,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,2006,0.7963400269,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,2007,0.7906300354,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,2008,0.7864299774,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,2009,0.7837500000,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,2010,0.7818000031,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,2011,0.7792600250,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,2012,0.7756999969,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,2013,0.7715200043,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,2014,0.7673799896,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,2015,0.7635800171,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,2016,0.7600000000,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,2017,0.7565100098,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,2018,0.7521399689,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BRN,2019,0.7512200165,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,1990,0.7154599762,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,1991,0.7156500244,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,1992,0.7157800293,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,1993,0.7096800232,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,1994,0.7035600281,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,1995,0.6976000214,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,1996,0.6923500061,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,1997,0.6872299957,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,1998,0.6816999817,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,1999,0.6750299835,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,2000,0.6668099976,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,2001,0.6795700073,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,2002,0.6714600372,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,2003,0.6636599731,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,2004,0.6747699738,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,2005,0.6737300110,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,2006,0.6940699768,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,2007,0.7137999725,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,2008,0.7359799957,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,2009,0.7276000214,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,2010,0.7119499969,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,2011,0.6995400238,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,2012,0.7094400024,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,2013,0.7219699860,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,2014,0.7296299744,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,2015,0.7326699829,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,2016,0.7284700012,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,2017,0.7559500122,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,2018,0.7602500153,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BGR,2019,0.7607299805,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,1990,0.9171600342,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,1991,0.9174700165,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,1992,0.9148100281,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,1993,0.9119499969,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,1994,0.9089800262,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,1995,0.9058699799,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,1996,0.9028900146,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,1997,0.8998300171,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,1998,0.8966799927,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,1999,0.8934600067,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,2000,0.8902700043,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,2001,0.8872599792,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,2002,0.8842299652,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,2003,0.8810800171,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,2004,0.8778399658,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,2005,0.8744400024,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,2006,0.8711499786,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,2007,0.8608300018,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,2008,0.8497299957,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,2009,0.8378199768,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,2010,0.8250299835,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,2011,0.8115200043,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,2012,0.7970600128,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,2013,0.7815699768,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,2014,0.7650199890,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,2015,0.7638600159,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,2016,0.7626799774,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,2017,0.7612300110,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,2018,0.7594799805,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BFA,2019,0.7580200195,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,1990,0.9091100311,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,1991,0.9044200134,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,1992,0.8987599945,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,1993,0.8921099854,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,1994,0.8845400238,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,1995,0.8761000061,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,1996,0.8687300110,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,1997,0.8605699921,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,1998,0.8515499878,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,1999,0.8429900360,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,2000,0.8339399719,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,2001,0.8255200195,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,2002,0.8173100281,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,2003,0.8094799805,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,2004,0.8022599792,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,2005,0.7958100128,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,2006,0.7903700256,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,2007,0.7857099915,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,2008,0.7818000031,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,2009,0.7786199951,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,2010,0.7761199951,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,2011,0.7740799713,100.0000000000
dcs:WorldBank/SL_TLF_ACTI_MA_ZS,dcid:country/BDI,2012,0.7725499725,100.0000000000
