key,p1,v1,p2,v2,p3,v3,p4,v4,p5,v5,p6,v6,p7,v7
Distribution Of Administrative Qualification By: Enc: Unless D4: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,teachingExperience,[- 4 Years],gender,Male,,
Educators Female Participation Rate Management Regime: Ecs (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Participation Rate Of Women Teachers By Management Regime: Eck (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Number Of Classes Organized By Management Regime In Nursery Education: Total (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Number Of Establishments By Management Regime In Primary Education: Cis,#ignore,ignore values,,,,,,,,,,,,
Number Of Establishments By Management Regime In Primary Education: Ecs,#ignore,ignore values,,,,,,,,,,,,
Number Of Classes Organized By Grade According To The Management System In Primary Education: Enc,#ignore,ignore values,,,,,,,,,,,,
Number Of Classes Organized By Grade According To The Management System In Primary Education: Eck,#ignore,ignore values,,,,,,,,,,,,
"Newest Members (Entrants) In 1St Year: Less Than 6 Years, Boy",#ignore,ignore values,,,,,,,,,,,,
"Newest Members (Entrants) In 1St Year: Less Than 6 Years, Girl",#ignore,ignore values,,,,,,,,,,,,
Newest Members (Entrants) In 1St Year: 6 Years Old Boy,#ignore,ignore values,,,,,,,,,,,,
Student Enrollment By Gender In Primary Education Sector: Total (Public): Boy (Private),#ignore,ignore values,,,,,,,,,,,,
Number Of Students Repeaters Distributed By Management Regime And Sex In Primary Education: Boy (Public),#ignore,ignore values,,,,,,,,,,,,
Number Of Students Repeaters Distributed By Management Regime And Sex In Primary Education: Girl (Public),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecc: D6: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecc: P6: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,teachingExperience,[6 Years],gender,Male,educationalAttainment,StateOrOtherSectorDegree
Distribution Of Administrative Qualification By: Ecp: D4: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,teachingExperience,[4 Years],gender,Female,,
Distribution Of Administrative Qualification By: Ecp: D4: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,teachingExperience,[4 Years],,,,
Distribution Of Administrative Qualification By: Ecp: D6: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,teachingExperience,[6 Years],gender,Male,,
Distribution Of Administrative Qualification By: Ecp: L2 / A0: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecp: Other Man,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecp: Other: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecp: Other: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Eck: Unless D4: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,teachingExperience,[- 4 Years],,,,
Distribution Of Administrative Qualification By: Ecp: P6: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,teachingExperience,[6 Years],gender,Female,educationalAttainment,StateOrOtherSectorDegree
Distribution Of Administrative Qualification By: Ecp: P6: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,teachingExperience,[6 Years],educationalAttainment,StateOrOtherSectorDegree,,
Distribution Of Administrative Qualification By: Eck: L2 / A0: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Eck: L2 / A0: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Eck: Other Man,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Eci: Unless D4: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,teachingExperience,[- 4 Years],gender,Male,,
Distribution Of Administrative Qualification By: Eci: D4: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,teachingExperience,[4 Years],,,,
Distribution Of Administrative Qualification By: Eci: D6: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,teachingExperience,[6 Years],gender,Male,,
Distribution Of Administrative Qualification By: Eci: D6: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,teachingExperience,[6 Years],gender,Female,,
Distribution Of Administrative Qualification By: Eci: D6: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,teachingExperience,[6 Years],,,,
Distribution Of Administrative Qualification By: Eci: P6: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,teachingExperience,[6 Years],gender,Male,educationalAttainment,StateOrOtherSectorDegree
Distribution Of Administrative Qualification By: Eci: P6: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,teachingExperience,[6 Years],gender,Female,educationalAttainment,StateOrOtherSectorDegree
Distribution Of Administrative Qualification By: Eci: P6: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,teachingExperience,[6 Years],educationalAttainment,StateOrOtherSectorDegree,,
Distribution Of Administrative Qualification By: Eci: G3 / A1: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,teachingExperience,TechnicalGraduateDegree,gender,Male,,
Distribution Of Administrative Qualification By: Eci: G3 / A1: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,teachingExperience,TechnicalGraduateDegree,gender,Female,,
Distribution Of Administrative Qualification By: Eci: G3 / A1: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,teachingExperience,TechnicalGraduateDegree,,,,
Distribution Of Administrative Qualification By: Eci: L2 / A0: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Eci: L2 / A0: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Eci: L2 / A0: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Eci: Other Man,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Eci: Other: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Eci: Other: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecs: Unless D4: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecs: Unless D4: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecs: Unless D4: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecs: D4: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecs: D4: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecs: D4: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecs: D6: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecs: D6: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecs: D6: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecs: P6: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecs: P6: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecs: P6: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecs: G3 / A1: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecs: G3 / A1: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecs: G3 / A1: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecs: L2 / A0: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecs: L2 / A0: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecs: L2 / A0: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecs: Other Man,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecs: Other: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecs: Other: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecf: Unless D4: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,teachingExperience,[- 4 Years],gender,Male,,
Distribution Of Administrative Qualification By: Ecf: Unless D4: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,teachingExperience,[- 4 Years],gender,Female,,
Distribution Of Administrative Qualification By: Ecf: Unless D4: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,teachingExperience,[- 4 Years],,,,
Distribution Of Administrative Qualification By: Ecf: D4: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,teachingExperience,[4 Years],gender,Male,,
Distribution Of Administrative Qualification By: Ecf: D4: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,teachingExperience,[4 Years],gender,Female,,
Distribution Of Administrative Qualification By: Ecf: D4: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,teachingExperience,[4 Years],,,,
Distribution Of Administrative Qualification By: Ecf: D6: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,teachingExperience,[6 Years],gender,Male,,
Distribution Of Administrative Qualification By: Ecf: D6: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,teachingExperience,[6 Years],gender,Female,,
Distribution Of Administrative Qualification By: Ecf: D6: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,teachingExperience,[6 Years],,,,
Distribution Of Administrative Qualification By: Ecf: P6: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,teachingExperience,[6 Years],gender,Male,educationalAttainment,StateOrOtherSectorDegree
Distribution Of Administrative Qualification By: Ecf: P6: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,teachingExperience,[6 Years],gender,Female,educationalAttainment,StateOrOtherSectorDegree
Distribution Of Administrative Qualification By: Ecf: P6: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,teachingExperience,[6 Years],educationalAttainment,StateOrOtherSectorDegree,,
Distribution Of Administrative Qualification By: Ecf: G3 / A1: Male,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,teachingExperience,TechnicalGraduateDegree,gender,Male,,
Distribution Of Administrative Qualification By: Ecf: G3 / A1: Female,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,teachingExperience,TechnicalGraduateDegree,gender,Female,,
Distribution Of Administrative Qualification By: Ecf: G3 / A1: Total,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,teachingExperience,TechnicalGraduateDegree,,,,
Distribution Of Administrative Qualification By: Ecf: L2 / A0: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecf: L2 / A0: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecf: L2 / A0: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecf: Other Man,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecf: Other: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Ecf: Other: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Pdr: Unless D4: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Pdr: Unless D4: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Pdr: Unless D4: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Pdr: D4: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Pdr: D4: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Pdr: D4: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Pdr: D6: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Pdr: D6: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Pdr: D6: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Pdr: P6: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Pdr: P6: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Pdr: P6: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Pdr: G3 / A1: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Pdr: G3 / A1: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Pdr: G3 / A1: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Pdr: L2 / A0: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Pdr: L2 / A0: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Pdr: L2 / A0: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Pdr: Other Man,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Pdr: Other: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Administrative Qualification By: Pdr: Other: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Qualification By Administrative: Other: Unless D4: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Qualification By Administrative: Other: Unless D4: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Qualification By Administrative: Other: Unless D4: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Qualification By Administrative: Other: D4: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Qualification By Administrative: Other: D4: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Qualification By Administrative: Other: D4: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Qualification By Administrative: Other: D6: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Qualification By Administrative: Other: D6: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Qualification By Administrative: Other: D6: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Qualification By Administrative: Other: P6: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Qualification By Administrative: Other: P6: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Qualification By Administrative: Other: P6: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Qualification By Administrative: Other: G3 / A1: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Qualification By Administrative: Other: G3 / A1: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Qualification By Administrative: Other: G3 / A1: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Qualification By Administrative: Other: L2 / A0: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Qualification By Administrative: Other: L2 / A0: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Qualification By Administrative: Other: L2 / A0: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Qualification By Administrative: Other: Other: Male,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Qualification By Administrative: Other: Other: Female,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Qualification By Administrative: Other: Other: Total,#ignore,ignore values,,,,,,,,,,,,
Number Of Rooms In Primary Education: Clay: Good (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Number Of Rooms In Primary Education: Clay: Bad (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Number Of Rooms In Primary Education: Clay: Total (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Number Of Rooms In Primary Education: Clay: Good (Private Sector),#ignore,ignore values,,,,,,,,,,,,
Number Of Rooms In Primary Education: Clay: Bad (Private Sector),#ignore,ignore values,,,,,,,,,,,,
Number Of Rooms In Primary Education: Clay: Total (Private Sector),#ignore,ignore values,,,,,,,,,,,,
Number Of Rooms In Primary Education: Clay: Good (Total),#ignore,ignore values,,,,,,,,,,,,
Number Of Rooms In Primary Education: Clay: Bad (Total),#ignore,ignore values,,,,,,,,,,,,
Number Of Rooms In Primary Education: Clay: Total (Total),#ignore,ignore values,,,,,,,,,,,,
Number Of Rooms In Primary Education: Straw / Foliage: Good (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Number Of Rooms In Primary Education: Straw / Foliage: Bad (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Number Of Rooms In Primary Education: Straw / Foliage: Total (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Number Of Rooms In Primary Education: Straw / Foliage: Good (Total),#ignore,ignore values,,,,,,,,,,,,
Number Of Rooms In Primary Education: Straw / Foliage: Bad (Total),#ignore,ignore values,,,,,,,,,,,,
Number Of Rooms In Primary Education: Straw / Foliage: Total (Total),#ignore,ignore values,,,,,,,,,,,,
Number Of Rooms In Primary Education: Straw / Foliage: Bad (Private Sector),#ignore,ignore values,,,,,,,,,,,,
Number Of Rooms In Primary Education: Straw / Foliage: Total (Private Sector),#ignore,ignore values,,,,,,,,,,,,
Number Of Rooms In Primary Education: Straw / Foliage: Good (Private Sector),#ignore,ignore values,,,,,,,,,,,,
Management Regime In Secondary Education: Eck,#ignore,ignore values,,,,,,,,,,,,
Management Regime In Secondary Education: Cis,#ignore,ignore values,,,,,,,,,,,,
Management Regime In Secondary Education: Ecs,#ignore,ignore values,,,,,,,,,,,,
Management Regime In Secondary Education: Ecf,#ignore,ignore values,,,,,,,,,,,,
Management Regime In Secondary Education: Other,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Secondary Schools In Secondary Education (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Secondary Schools In Secondary Education (Private Sector),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Secondary Schools In Secondary Education (Total),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Classes Organized By Grade In Secondary Education: 1St Year,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Classes Organized By Grade In Secondary Education: 2Nd Year,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Classes Organized By Grade In Secondary Education: 3Rd Year,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Classes Organized By Grade In Secondary Education: 4Th Year,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Classes Organized By Grade In Secondary Education: 5Th Year,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Classes Organized By Grade In Secondary Education: 6Th Year,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Classes Organized By Grade In Secondary Education: Total,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Enc: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Enc: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Ecc: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Ecc: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Ecp: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Ecp: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Eck: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Eck: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Eci: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Eci: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Ecs: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Ecs: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Ecf: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Ecf: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Other: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Other: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Public Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Public Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Private Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Private Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Total: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Total: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 1St Year: Total: Total,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Enc: Boy,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Enc: Girl,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Ecc: Boy,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Ecp: Boy,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Ecc: Girl,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Ecp: Girl,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Eck: Boy,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Eck: Girl,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Eci: Girl,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Ecs: Boy,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Ecs: Girl,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Ecf: Boy,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Eci: Boy,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Ecf: Girl,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Other: Boy,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Other: Girl,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Public Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Public Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Private Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Private Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Total: Boy,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Total: Girl,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 2Nd Year: Total: Total,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Enc: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Enc: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Ecc: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Ecc: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Ecp: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Ecp: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Eck: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Eck: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Eci: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Eci: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Ecs: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Ecs: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Ecf: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Ecf: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Other: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Other: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Public Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Public Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Private Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Private Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Total: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Total: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 3Rd Year: Total: Total,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 4Th Year: Enc: Boy,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 4Th Year: Enc: Girl,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 4Th Year: Ecc: Boy,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 4Th Year: Ecc: Girl,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 4Th Year: Ecp: Boy,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 4Th Year: Ecp: Girl,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 4Th Year: Eck: Boy,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 4Th Year: Eck: Girl,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 4Th Year: Eci: Boy,#ignore,ignore values,,,,,,,,,,,,
